"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"10869  :  โรงพยาบาลวัฒนานคร","272","227","83.46","120","52.86","261","228","87.36","126","55.26","241","191","79.25","98","51.31","232","186","80.17","111","59.68"
"10870  :  โรงพยาบาลอรัญประเทศ","284","188","66.20","87","46.28","287","242","84.32","108","44.63","305","140","45.90","71","50.71","318","51","16.04","29","56.86"
"13817  :  โรงพยาบาลเขาฉกรรจ์","139","130","93.53","60","46.15","141","123","87.23","73","59.35","137","77","56.20","37","48.05","138","100","72.46","40","40.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","239","197","82.43","116","58.88","249","228","91.57","130","57.02","253","198","78.26","114","57.58","252","208","82.54","113","54.33"
"10872  :  โรงพยาบาลเสิงสาง","350","308","88.00","179","58.12","357","308","86.27","187","60.71","342","262","76.61","214","81.68","345","323","93.62","224","69.35"
"10873  :  โรงพยาบาลคง","234","221","94.44","116","52.49","226","209","92.48","123","58.85","215","156","72.56","91","58.33","208","186","89.42","116","62.37"
"10874  :  โรงพยาบาลบ้านเหลื่อม","130","106","81.54","77","72.64","129","127","98.45","86","67.72","129","104","80.62","66","63.46","124","109","87.90","61","55.96"
"10875  :  โรงพยาบาลจักราช","309","173","55.99","101","58.38","308","241","78.25","135","56.02","315","109","34.60","56","51.38","305","109","35.74","82","75.23"
"10876  :  โรงพยาบาลโชคชัย","302","284","94.04","186","65.49","300","279","93.00","178","63.80","301","273","90.70","199","72.89","307","292","95.11","177","60.62"
"10877  :  โรงพยาบาลด่านขุนทด","243","204","83.95","134","65.69","241","231","95.85","140","60.61","232","211","90.95","184","87.20","228","138","60.53","54","39.13"
"10878  :  โรงพยาบาลโนนไทย","263","177","67.30","101","57.06","260","251","96.54","206","82.07","257","71","27.63","37","52.11","265","189","71.32","107","56.61"
"10879  :  โรงพยาบาลโนนสูง","191","180","94.24","110","61.11","193","187","96.89","105","56.15","190","186","97.89","143","76.88","188","185","98.40","121","65.41"
"10880  :  โรงพยาบาลขามสะแกแสง","289","258","89.27","116","44.96","292","285","97.60","154","54.04","287","276","96.17","163","59.06","283","271","95.76","159","58.67"
"10881  :  โรงพยาบาลบัวใหญ่","211","201","95.26","110","54.73","218","204","93.58","119","58.33","223","200","89.69","136","68.00","217","204","94.01","132","64.71"
"10882  :  โรงพยาบาลประทาย","209","200","95.69","126","63.00","201","206","102.49","171","83.01","201","192","95.52","187","97.40","202","203","100.50","186","91.63"
"10883  :  โรงพยาบาลปักธงชัย","112","104","92.86","45","43.27","113","106","93.81","62","58.49","113","100","88.50","62","62.00","111","91","81.98","48","52.75"
"10884  :  โรงพยาบาลพิมาย","188","158","84.04","85","53.80","179","145","81.01","92","63.45","172","134","77.91","119","88.81","159","82","51.57","54","65.85"
"10885  :  โรงพยาบาลห้วยแถลง","263","195","74.14","110","56.41","250","207","82.80","119","57.49","243","231","95.06","156","67.53","240","229","95.42","155","67.69"
"10886  :  โรงพยาบาลชุมพวง","267","247","92.51","157","63.56","250","234","93.60","151","64.53","243","200","82.30","149","74.50","241","122","50.62","77","63.11"
"10887  :  โรงพยาบาลสูงเนิน","558","485","86.92","315","64.95","547","452","82.63","297","65.71","553","461","83.36","333","72.23","533","293","54.97","173","59.04"
"10888  :  โรงพยาบาลขามทะเลสอ","142","129","90.85","72","55.81","143","136","95.10","70","51.47","142","109","76.76","53","48.62","141","109","77.30","53","48.62"
"10889  :  โรงพยาบาลสีคิ้ว","398","346","86.93","174","50.29","396","370","93.43","167","45.14","395","331","83.80","184","55.59","400","350","87.50","179","51.14"
"10890  :  โรงพยาบาลปากช่องนานา","142","138","97.18","80","57.97","136","138","101.47","88","63.77","136","105","77.21","71","67.62","130","140","107.69","94","67.14"
"10891  :  โรงพยาบาลหนองบุญมาก","143","131","91.61","93","70.99","151","136","90.07","114","83.82","139","138","99.28","126","91.30","142","138","97.18","93","67.39"
"10892  :  โรงพยาบาลแก้งสนามนาง","210","196","93.33","139","70.92","206","202","98.06","163","80.69","201","183","91.04","159","86.89","203","105","51.72","84","80.00"
"10893  :  โรงพยาบาลโนนแดง","201","119","59.20","74","62.18","189","177","93.65","95","53.67","185","37","20.00","25","67.57","180","172","95.56","113","65.70"
"10894  :  โรงพยาบาลวังน้ำเขียว","89","75","84.27","47","62.67","89","89","100.00","51","57.30","85","84","98.82","65","77.38","83","15","18.07","12","80.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","77","56","72.73","20","35.71","76","60","78.95","29","48.33","80","74","92.50","48","64.86","79","64","81.01","41","64.06"
"11608  :  โรงพยาบาลลำทะเมนชัย","130","129","99.23","111","86.05","117","116","99.15","98","84.48","104","103","99.04","89","86.41","92","91","98.91","77","84.62"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","760","561","73.82","336","59.89","754","201","26.66","89","44.28","740","147","19.86","84","57.14","716","523","73.04","308","58.89"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","379","64","16.89","23","35.94","369","52","14.09","22","42.31","364","19","5.22","12","63.16","359","48","13.37","23","47.92"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","34","1","2.94","1","100.00","34","1","2.94","1","100.00","32","0","0.00","0","0.00","31","4","12.90","2","50.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","121","73","60.33","42","57.53","122","67","54.92","39","58.21","118","25","21.19","18","72.00","113","45","39.82","24","53.33"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","50","30","60.00","15","50.00","48","32","66.67","19","59.38","52","5","9.62","3","60.00","49","51","104.08","31","60.78"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","106","101","95.28","62","61.39","97","101","104.12","75","74.26","94","93","98.94","78","83.87","79","89","112.66","60","67.42"
"27839  :  โรงพยาบาลบัวลาย","102","95","93.14","50","52.63","101","80","79.21","34","42.50","99","60","60.61","35","58.33","91","82","90.11","41","50.00"
"27840  :  โรงพยาบาลสีดา","70","68","97.14","45","66.18","67","64","95.52","54","84.38","63","37","58.73","34","91.89","62","33","53.23","19","57.58"
"27841  :  โรงพยาบาลเทพารักษ์","188","128","68.09","65","50.78","191","149","78.01","93","62.42","181","185","102.21","158","85.41","181","20","11.05","10","50.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","384","357","92.97","203","56.86","371","257","69.27","154","59.92","368","192","52.17","114","59.38","359","261","72.70","149","57.09"
"10896  :  โรงพยาบาลกระสัง","243","201","82.72","139","69.15","245","190","77.55","159","83.68","231","227","98.27","191","84.14","224","220","98.21","156","70.91"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","272","185","68.01","86","46.49","271","164","60.52","76","46.34","263","106","40.30","54","50.94","250","192","76.80","121","63.02"
"10899  :  โรงพยาบาลละหานทราย","268","217","80.97","126","58.06","268","183","68.28","102","55.74","260","122","46.92","69","56.56","253","219","86.56","126","57.53"
"10900  :  โรงพยาบาลประโคนชัย","362","329","90.88","204","62.01","361","342","94.74","218","63.74","354","336","94.92","194","57.74","357","343","96.08","174","50.73"
"10901  :  โรงพยาบาลบ้านกรวด","381","271","71.13","164","60.52","365","248","67.95","170","68.55","340","38","11.18","20","52.63","340","115","33.82","72","62.61"
"10902  :  โรงพยาบาลพุทไธสง","236","220","93.22","132","60.00","233","219","93.99","134","61.19","235","225","95.74","150","66.67","231","180","77.92","99","55.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","468","336","71.79","242","72.02","418","192","45.93","157","81.77","387","23","5.94","15","65.22","353","42","11.90","28","66.67"
"10906  :  โรงพยาบาลปะคำ","115","90","78.26","62","68.89","112","86","76.79","63","73.26","109","56","51.38","36","64.29","105","47","44.76","23","48.94"
"10907  :  โรงพยาบาลนาโพธิ์","117","110","94.02","64","58.18","111","112","100.90","66","58.93","114","3","2.63","2","66.67","114","52","45.61","26","50.00"
"10908  :  โรงพยาบาลหนองหงส์","139","124","89.21","88","70.97","138","134","97.10","100","74.63","139","118","84.89","98","83.05","139","127","91.37","88","69.29"
"10909  :  โรงพยาบาลพลับพลาชัย","300","266","88.67","176","66.17","296","273","92.23","171","62.64","293","279","95.22","178","63.80","285","254","89.12","179","70.47"
"10910  :  โรงพยาบาลห้วยราช","89","82","92.13","43","52.44","88","71","80.68","33","46.48","82","69","84.15","37","53.62","80","76","95.00","47","61.84"
"10911  :  โรงพยาบาลโนนสุวรรณ","182","164","90.11","128","78.05","179","179","100.00","82","45.81","170","164","96.47","137","83.54","154","60","38.96","34","56.67"
"10912  :  โรงพยาบาลชำนิ","98","83","84.69","46","55.42","90","80","88.89","44","55.00","84","8","9.52","6","75.00","80","54","67.50","30","55.56"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","109","102","93.58","65","63.73","104","107","102.88","73","68.22","100","99","99.00","88","88.89","94","85","90.43","48","56.47"
"10914  :  โรงพยาบาลโนนดินแดง","258","184","71.32","120","65.22","248","203","81.85","147","72.41","233","223","95.71","150","67.26","228","93","40.79","71","76.34"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","1","1","100.00","1","100.00","1","1","100.00","1","100.00","1","1","100.00","1","100.00","0","1","0.00","1","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","159","132","83.02","84","63.64","163","147","90.18","76","51.70","175","100","57.14","59","59.00","174","156","89.66","91","58.33"
"23578  :  โรงพยาบาลแคนดง","257","204","79.38","113","55.39","239","227","94.98","92","40.53","248","176","70.97","139","78.98","254","160","62.99","116","72.50"
"28020  :  โรงพยาบาลบ้านด่าน","236","220","93.22","141","64.09","237","227","95.78","102","44.93","225","226","100.44","139","61.50","226","216","95.58","143","66.20"
"10668  :  โรงพยาบาลสุรินทร์","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","219","213","97.26","126","59.15","211","219","103.79","125","57.08","207","203","98.07","125","61.58","201","173","86.07","106","61.27"
"10916  :  โรงพยาบาลท่าตูม","430","400","93.02","296","74.00","424","418","98.58","301","72.01","411","416","101.22","325","78.13","398","388","97.49","294","75.77"
"10917  :  โรงพยาบาลจอมพระ","329","277","84.19","164","59.21","324","301","92.90","173","57.48","314","298","94.90","190","63.76","320","276","86.25","184","66.67"
"10918  :  โรงพยาบาลปราสาท","327","242","74.01","133","54.96","324","208","64.20","132","63.46","314","72","22.93","45","62.50","308","245","79.55","136","55.51"
"10919  :  โรงพยาบาลกาบเชิง","180","165","91.67","96","58.18","185","132","71.35","67","50.76","185","84","45.41","54","64.29","190","148","77.89","84","56.76"
"10920  :  โรงพยาบาลรัตนบุรี","316","272","86.08","181","66.54","307","292","95.11","189","64.73","308","292","94.81","222","76.03","324","305","94.14","210","68.85"
"10921  :  โรงพยาบาลสนม","181","157","86.74","84","53.50","173","158","91.33","83","52.53","169","140","82.84","91","65.00","154","85","55.19","42","49.41"
"10922  :  โรงพยาบาลศีขรภูมิ","272","262","96.32","153","58.40","272","266","97.79","152","57.14","263","263","100.00","181","68.82","259","258","99.61","153","59.30"
"10923  :  โรงพยาบาลสังขะ","284","113","39.79","51","45.13","282","99","35.11","45","45.45","263","154","58.56","72","46.75","247","45","18.22","23","51.11"
"10924  :  โรงพยาบาลลำดวน","215","196","91.16","101","51.53","212","205","96.70","103","50.24","206","194","94.17","89","45.88","192","189","98.44","94","49.74"
"10925  :  โรงพยาบาลสำโรงทาบ","184","158","85.87","91","57.59","176","154","87.50","89","57.79","182","157","86.26","99","63.06","177","180","101.69","108","60.00"
"10926  :  โรงพยาบาลบัวเชด","225","215","95.56","116","53.95","215","180","83.72","96","53.33","196","2","1.02","2","100.00","182","71","39.01","48","67.61"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","114","111","97.37","49","44.14","116","115","99.14","47","40.87","116","114","98.28","69","60.53","114","119","104.39","83","69.75"
"27842  :  โรงพยาบาลเขวาสินรินทร์","100","86","86.00","49","56.98","106","67","63.21","37","55.22","101","10","9.90","7","70.00","101","70","69.31","46","65.71"
"27843  :  โรงพยาบาลศรีณรงค์","50","37","74.00","16","43.24","53","44","83.02","23","52.27","52","33","63.46","22","66.67","52","35","67.31","23","65.71"
"27844  :  โรงพยาบาลโนนนารายณ์","67","36","53.73","21","58.33","67","47","70.15","34","72.34","63","7","11.11","3","42.86","53","13","24.53","9","69.23"
"10700  :  โรงพยาบาลศรีสะเกษ","120","30","25.00","14","46.67","117","25","21.37","17","68.00","118","25","21.19","13","52.00","109","27","24.77","18","66.67"
"10927  :  โรงพยาบาลยางชุมน้อย","162","153","94.44","89","58.17","163","142","87.12","120","84.51","155","152","98.06","129","84.87","156","48","30.77","34","70.83"
"10928  :  โรงพยาบาลกันทรารมย์","246","202","82.11","137","67.82","246","144","58.54","93","64.58","236","86","36.44","54","62.79","227","186","81.94","110","59.14"
"10929  :  โรงพยาบาลกันทรลักษ์","367","51","13.90","33","64.71","377","209","55.44","156","74.64","376","362","96.28","242","66.85","374","77","20.59","54","70.13"
"10930  :  โรงพยาบาลขุขันธ์","289","263","91.00","136","51.71","283","271","95.76","191","70.48","272","243","89.34","204","83.95","255","256","100.39","172","67.19"
"10931  :  โรงพยาบาลไพรบึง","427","313","73.30","189","60.38","425","273","64.24","161","58.97","418","235","56.22","149","63.40","412","329","79.85","208","63.22"
"10932  :  โรงพยาบาลปรางค์กู่","183","125","68.31","68","54.40","186","136","73.12","59","43.38","178","171","96.07","138","80.70","171","172","100.58","170","98.84"
"10933  :  โรงพยาบาลขุนหาญ","250","107","42.80","56","52.34","253","125","49.41","75","60.00","238","13","5.46","8","61.54","227","23","10.13","14","60.87"
"10934  :  โรงพยาบาลราษีไศล","157","144","91.72","97","67.36","155","149","96.13","144","96.64","148","137","92.57","137","100.00","148","14","9.46","7","50.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","176","97","55.11","68","70.10","183","150","81.97","96","64.00","189","95","50.26","48","50.53","182","77","42.31","54","70.13"
"10936  :  โรงพยาบาลบึงบูรพ์","113","110","97.35","74","67.27","113","99","87.61","69","69.70","109","96","88.07","74","77.08","108","104","96.30","75","72.12"
"10937  :  โรงพยาบาลห้วยทับทัน","161","134","83.23","93","69.40","158","151","95.57","119","78.81","171","140","81.87","107","76.43","161","156","96.89","125","80.13"
"10938  :  โรงพยาบาลโนนคูณ","61","26","42.62","15","57.69","56","32","57.14","24","75.00","52","1","1.92","0","0.00","46","17","36.96","13","76.47"
"10939  :  โรงพยาบาลศรีรัตนะ","135","110","81.48","84","76.36","135","96","71.11","77","80.21","137","120","87.59","94","78.33","132","130","98.48","94","72.31"
"10940  :  โรงพยาบาลวังหิน","108","102","94.44","82","80.39","110","106","96.36","78","73.58","107","102","95.33","83","81.37","109","106","97.25","85","80.19"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","88","20","22.73","13","65.00","87","66","75.86","53","80.30","93","71","76.34","48","67.61","94","40","42.55","36","90.00"
"10942  :  โรงพยาบาลภูสิงห์","207","197","95.17","147","74.62","194","155","79.90","101","65.16","195","123","63.08","82","66.67","200","182","91.00","124","68.13"
"10943  :  โรงพยาบาลเมืองจันทร์","50","23","46.00","14","60.87","47","46","97.87","33","71.74","51","42","82.35","35","83.33","53","23","43.40","19","82.61"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","142","128","90.14","73","57.03","135","67","49.63","30","44.78","124","6","4.84","1","16.67","116","71","61.21","26","36.62"
"28014  :  โรงพยาบาลพยุห์","73","71","97.26","35","49.30","76","55","72.37","26","47.27","74","4","5.41","2","50.00","67","54","80.60","24","44.44"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","52","43","82.69","32","74.42","45","40","88.89","36","90.00","43","22","51.16","12","54.55","41","33","80.49","19","57.58"
"28016  :  โรงพยาบาลศิลาลาด","79","68","86.08","45","66.18","89","62","69.66","44","70.97","92","83","90.22","65","78.31","92","12","13.04","5","41.67"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","217","184","84.79","87","47.28","229","28","12.23","17","60.71","227","18","7.93","10","55.56","218","40","18.35","19","47.50"
"10945  :  โรงพยาบาลโขงเจียม","169","12","7.10","5","41.67","170","14","8.24","10","71.43","169","10","5.92","5","50.00","168","7","4.17","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","441","307","69.61","247","80.46","429","309","72.03","278","89.97","419","286","68.26","253","88.46","420","312","74.29","289","92.63"
"10948  :  โรงพยาบาลนาจะหลวย","344","227","65.99","61","26.87","336","132","39.29","56","42.42","317","20","6.31","15","75.00","316","26","8.23","15","57.69"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","251","113","45.02","62","54.87","244","170","69.67","102","60.00","247","122","49.39","66","54.10","241","170","70.54","109","64.12"
"10951  :  โรงพยาบาลตระการพืชผล","154","80","51.95","38","47.50","149","115","77.18","52","45.22","145","12","8.28","6","50.00","138","121","87.68","71","58.68"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","197","83","42.13","48","57.83","197","38","19.29","24","63.16","186","57","30.65","38","66.67","171","73","42.69","48","65.75"
"10953  :  โรงพยาบาลม่วงสามสิบ","168","157","93.45","107","68.15","165","164","99.39","99","60.37","158","159","100.63","99","62.26","148","148","100.00","98","66.22"
"10954  :  โรงพยาบาลวารินชำราบ","20","3","15.00","1","33.33","22","1","4.55","0","0.00","22","7","31.82","3","42.86","21","3","14.29","1","33.33"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","124","29","23.39","13","44.83","123","31","25.20","19","61.29","118","20","16.95","16","80.00","122","8","6.56","4","50.00"
"10957  :  โรงพยาบาลตาลสุม","149","57","38.26","27","47.37","145","17","11.72","7","41.18","145","20","13.79","10","50.00","144","25","17.36","6","24.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","215","191","88.84","133","69.63","222","211","95.05","151","71.56","216","209","96.76","145","69.38","210","206","98.10","131","63.59"
"10959  :  โรงพยาบาลสำโรง","138","98","71.01","42","42.86","131","94","71.76","54","57.45","129","8","6.20","6","75.00","135","26","19.26","5","19.23"
"10960  :  โรงพยาบาลดอนมดแดง","118","113","95.76","60","53.10","120","6","5.00","3","50.00","120","6","5.00","3","50.00","117","27","23.08","16","59.26"
"10961  :  โรงพยาบาลสิรินธร","88","85","96.59","63","74.12","93","90","96.77","60","66.67","99","89","89.90","54","60.67","111","103","92.79","67","65.05"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","180","84","46.67","37","44.05","170","155","91.18","96","61.94","159","13","8.18","8","61.54","155","38","24.52","23","60.53"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","137","35","25.55","17","48.57","133","23","17.29","11","47.83","129","9","6.98","4","44.44","126","17","13.49","10","58.82"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","67","22","32.84","11","50.00","63","8","12.70","4","50.00","61","8","13.11","6","75.00","69","18","26.09","10","55.56"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","9","7","77.78","3","42.86","11","7","63.64","2","28.57","13","1","7.69","1","100.00","12","12","100.00","1","8.33"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","42","42","100.00","24","57.14","41","25","60.98","10","40.00","41","36","87.80","13","36.11","42","36","85.71","19","52.78"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","272","251","92.28","142","56.57","265","265","100.00","150","56.60","269","164","60.97","89","54.27","267","247","92.51","125","50.61"
"10966  :  โรงพยาบาลป่าติ้ว","192","167","86.98","90","53.89","199","111","55.78","62","55.86","197","32","16.24","20","62.50","195","13","6.67","7","53.85"
"10967  :  โรงพยาบาลมหาชนะชัย","171","160","93.57","85","53.13","162","151","93.21","91","60.26","175","14","8.00","10","71.43","166","27","16.27","13","48.15"
"10968  :  โรงพยาบาลค้อวัง","134","119","88.81","79","66.39","135","125","92.59","78","62.40","136","122","89.71","83","68.03","134","114","85.07","77","67.54"
"10969  :  โรงพยาบาลไทยเจริญ","115","95","82.61","68","71.58","115","64","55.65","34","53.13","113","10","8.85","5","50.00","115","87","75.65","58","66.67"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","387","324","83.72","177","54.63","383","267","69.71","137","51.31","382","196","51.31","126","64.29","376","156","41.49","101","64.74"
"11921  :  โรงพยาบาลนายแพทย์หาญ","2","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","131","63","48.09","36","57.14","130","87","66.92","42","48.28","131","1","0.76","0","0.00","127","33","25.98","13","39.39"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","261","241","92.34","127","52.70","266","261","98.12","199","76.25","264","248","93.94","197","79.44","254","250","98.43","206","82.40"
"10971  :  โรงพยาบาลคอนสวรรค์","109","94","86.24","50","53.19","115","109","94.78","65","59.63","124","108","87.10","88","81.48","130","122","93.85","103","84.43"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","227","206","90.75","90","43.69","221","199","90.05","99","49.75","236","174","73.73","111","63.79","231","216","93.51","122","56.48"
"10973  :  โรงพยาบาลหนองบัวแดง","397","185","46.60","88","47.57","385","227","58.96","102","44.93","380","19","5.00","14","73.68","381","193","50.66","115","59.59"
"10974  :  โรงพยาบาลจัตุรัส","305","265","86.89","157","59.25","313","137","43.77","70","51.09","311","78","25.08","51","65.38","308","155","50.32","85","54.84"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","312","279","89.42","168","60.22","304","265","87.17","163","61.51","303","234","77.23","145","61.97","291","285","97.94","170","59.65"
"10976  :  โรงพยาบาลหนองบัวระเหว","160","17","10.63","9","52.94","163","117","71.78","59","50.43","166","11","6.63","4","36.36","164","90","54.88","45","50.00"
"10977  :  โรงพยาบาลเทพสถิต","264","211","79.92","128","60.66","250","187","74.80","101","54.01","239","40","16.74","24","60.00","246","162","65.85","95","58.64"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","381","167","43.83","73","43.71","376","173","46.01","59","34.10","385","13","3.38","7","53.85","368","18","4.89","10","55.56"
"10979  :  โรงพยาบาลบ้านแท่น","267","237","88.76","160","67.51","256","232","90.63","148","63.79","261","244","93.49","160","65.57","250","245","98.00","154","62.86"
"10980  :  โรงพยาบาลแก้งคร้อ","293","235","80.20","135","57.45","281","276","98.22","200","72.46","264","168","63.64","104","61.90","255","173","67.84","102","58.96"
"10981  :  โรงพยาบาลคอนสาร","141","104","73.76","60","57.69","146","92","63.01","44","47.83","144","52","36.11","25","48.08","143","88","61.54","46","52.27"
