"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","885","0","0.00","179","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","1","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","158","0","0.00","94","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","130","0","0.00","129","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","111","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,171","2","0.17","561","1","0.18"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,913","1","0.05","1,436","1","0.07"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","2,388","7","0.29","1,734","8","0.46"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","805","0","0.00","712","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","550","0","0.00","455","0","0.00"
"27840  :  โรงพยาบาลสีดา","620","2","0.32","579","2","0.35"
"27841  :  โรงพยาบาลเทพารักษ์","851","0","0.00","434","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","4","0","0.00","3","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","2,164","1,154","53.33","1,084","35","3.23"
"10896  :  โรงพยาบาลกระสัง","2,316","476","20.55","1,269","57","4.49"
"10897  :  โรงพยาบาลนางรอง","1,215","12","0.99","1,967","8","0.41"
"10898  :  โรงพยาบาลหนองกี่","3,253","1,802","55.40","2,906","889","30.59"
"10899  :  โรงพยาบาลละหานทราย","3,533","1","0.03","2,325","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","9,590","3,233","33.71","4,645","2","0.04"
"10901  :  โรงพยาบาลบ้านกรวด","3,484","3","0.09","1,891","1","0.05"
"10902  :  โรงพยาบาลพุทไธสง","2,403","1,695","70.54","2,263","1,795","79.32"
"10904  :  โรงพยาบาลลำปลายมาศ","1,354","0","0.00","1,253","0","0.00"
"10905  :  โรงพยาบาลสตึก","3,843","3","0.08","3,970","1","0.03"
"10906  :  โรงพยาบาลปะคำ","1,200","420","35.00","1,044","301","28.83"
"10907  :  โรงพยาบาลนาโพธิ์","1,092","0","0.00","765","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","1,821","793","43.55","1,553","874","56.28"
"10909  :  โรงพยาบาลพลับพลาชัย","1,432","0","0.00","517","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","816","1","0.12","568","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,104","1","0.09","1,072","1","0.09"
"10912  :  โรงพยาบาลชำนิ","1,225","3","0.24","928","2","0.22"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","920","0","0.00","645","1","0.16"
"10914  :  โรงพยาบาลโนนดินแดง","1,228","810","65.96","1,291","8","0.62"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","959","424","44.21","1,109","3","0.27"
"23578  :  โรงพยาบาลแคนดง","1,392","742","53.30","637","1","0.16"
"28020  :  โรงพยาบาลบ้านด่าน","1,334","2","0.15","1,091","1","0.09"
"10668  :  โรงพยาบาลสุรินทร์","3,751","24","0.64","2,580","10","0.39"
"10915  :  โรงพยาบาลชุมพลบุรี","1,419","1,273","89.71","1,372","155","11.30"
"10916  :  โรงพยาบาลท่าตูม","3,749","1,475","39.34","2,636","1,465","55.58"
"10917  :  โรงพยาบาลจอมพระ","2,179","706","32.40","907","158","17.42"
"10918  :  โรงพยาบาลปราสาท","4,760","7","0.15","4,659","9","0.19"
"10919  :  โรงพยาบาลกาบเชิง","2,006","2","0.10","1,737","2","0.12"
"10920  :  โรงพยาบาลรัตนบุรี","3,513","1,225","34.87","2,036","6","0.29"
"10921  :  โรงพยาบาลสนม","1,177","220","18.69","736","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","5,956","1,917","32.19","2,444","101","4.13"
"10923  :  โรงพยาบาลสังขะ","5,311","821","15.46","1,658","3","0.18"
"10924  :  โรงพยาบาลลำดวน","630","2","0.32","479","424","88.52"
"10925  :  โรงพยาบาลสำโรงทาบ","1,776","690","38.85","1,295","619","47.80"
"10926  :  โรงพยาบาลบัวเชด","3,882","268","6.90","1,274","5","0.39"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,709","219","12.81","1,293","5","0.39"
"27842  :  โรงพยาบาลเขวาสินรินทร์","860","0","0.00","780","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","1,180","283","23.98","708","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","804","7","0.87","500","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","198","0","0.00","144","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","104","89","85.58","332","315","94.88"
"10928  :  โรงพยาบาลกันทรารมย์","1,141","1,046","91.67","60","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","35","2","5.71","14","1","7.14"
"10930  :  โรงพยาบาลขุขันธ์","3,558","87","2.45","2,989","77","2.58"
"10931  :  โรงพยาบาลไพรบึง","1,059","707","66.76","114","105","92.11"
"10932  :  โรงพยาบาลปรางค์กู่","292","0","0.00","27","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","1,477","1,431","96.89","261","244","93.49"
"10934  :  โรงพยาบาลราษีไศล","1,083","945","87.26","24","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","377","1","0.27","5","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","349","140","40.11","36","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","592","203","34.29","16","3","18.75"
"10938  :  โรงพยาบาลโนนคูณ","154","37","24.03","11","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","556","528","94.96","5","0","0.00"
"10940  :  โรงพยาบาลวังหิน","311","299","96.14","296","273","92.23"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","497","491","98.79","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","751","168","22.37","138","58","42.03"
"10943  :  โรงพยาบาลเมืองจันทร์","97","77","79.38","16","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","535","511","95.51","445","277","62.25"
"28014  :  โรงพยาบาลพยุห์","132","100","75.76","1","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","88","88","100.00","112","110","98.21"
"28016  :  โรงพยาบาลศิลาลาด","263","255","96.96","247","163","65.99"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","1","0","0.00","529","494","93.38"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,844","0","0.00","1,305","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","2,541","2","0.08","947","2","0.21"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","917","0","0.00","1","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,982","1,980","99.90","1,805","1,803","99.89"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0.00","1","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,874","1","0.05","738","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","50","0","0.00","1,032","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","129","125","96.90","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","10","0","0.00","941","0","0.00"
"10959  :  โรงพยาบาลสำโรง","570","0","0.00","3","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","619","0","0.00","616","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","5","0","0.00","5","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","27","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","582","2","0.34"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","56","0","0.00","10","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1,042","0","0.00","1,156","1","0.09"
"24032  :  โรงพยาบาลนาตาล","4","0","0.00","7","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","322","267","82.92","15","0","0.00"
"10701  :  โรงพยาบาลยโสธร","600","0","0.00","1,105","6","0.54"
"10963  :  โรงพยาบาลทรายมูล","882","0","0.00","364","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","1,178","1","0.08","831","1","0.12"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,809","668","36.93","1,892","3","0.16"
"10966  :  โรงพยาบาลป่าติ้ว","1,025","101","9.85","562","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","1,625","642","39.51","1,206","2","0.17"
"10968  :  โรงพยาบาลค้อวัง","821","467","56.88","817","509","62.30"
"10969  :  โรงพยาบาลไทยเจริญ","887","359","40.47","733","281","38.34"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","2,401","21","0.87","1,326","8","0.60"
"11921  :  โรงพยาบาลนายแพทย์หาญ","26","0","0.00","6","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","731","0","0.00","355","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","2,930","0","0.00","2,417","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","41","0","0.00","205","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","1,630","0","0.00","853","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","2,268","0","0.00","1,027","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","3,663","0","0.00","1,334","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","2,670","0","0.00","2,088","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,587","0","0.00","826","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","55","0","0.00","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,830","0","0.00","1,748","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,283","0","0.00","1,136","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","1,000","0","0.00","1,214","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","2,476","0","0.00","1,264","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","1,526","0","0.00","944","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","1,358","0","0.00","688","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","750","0","0.00","447","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","4,106","8","0.19","1,433","10","0.70"
"10985  :  โรงพยาบาลชานุมาน","1,311","485","36.99","503","1","0.20"
"10986  :  โรงพยาบาลปทุมราชวงศา","2,069","0","0.00","685","0","0.00"
"10987  :  โรงพยาบาลพนา","1,110","565","50.90","747","116","15.53"
"10988  :  โรงพยาบาลเสนางคนิคม","1,141","425","37.25","671","45","6.71"
"10989  :  โรงพยาบาลหัวตะพาน","1,219","587","48.15","850","163","19.18"
"10990  :  โรงพยาบาลลืออำนาจ","1,285","629","48.95","477","4","0.84"
"11040  :  โรงพยาบาลบึงกาฬ","2,204","8","0.36","4,184","5","0.12"
"11041  :  โรงพยาบาลพรเจริญ","1,736","0","0.00","879","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","2,507","1,522","60.71","2,311","1,611","69.71"
"11046  :  โรงพยาบาลเซกา","2,144","6","0.28","894","8","0.89"
"11047  :  โรงพยาบาลปากคาด","2,191","965","44.04","1,479","1","0.07"
"11048  :  โรงพยาบาลบึงโขงหลง","923","0","0.00","591","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,990","1,246","62.61","778","2","0.26"
"11050  :  โรงพยาบาลบุ่งคล้า","713","1","0.14","666","1","0.15"
"10704  :  โรงพยาบาลหนองบัวลำภู","2,904","0","0.00","1,904","0","0.00"
"10991  :  โรงพยาบาลนากลาง","1,345","1","0.07","1,117","1","0.09"
"10992  :  โรงพยาบาลโนนสัง","2,266","3","0.13","734","2","0.27"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","617","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","751","1","0.13","497","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","720","0","0.00","529","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","2","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","1,431","19","1.33","685","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","1,547","3","0.19"
"10999  :  โรงพยาบาลสีชมพู","1,315","101","7.68","1,376","147","10.68"
"11000  :  โรงพยาบาลน้ำพอง","566","560","98.94","1","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","1,544","733","47.47","676","1","0.15"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","843","652","77.34","414","1","0.24"
"11004  :  โรงพยาบาลพล","1,981","2","0.10","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","999","138","13.81","851","397","46.65"
"11006  :  โรงพยาบาลแวงน้อย","1,348","1,111","82.42","1,044","715","68.49"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","1,102","2","0.18","885","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","2,198","1,388","63.15","915","3","0.33"
"11010  :  โรงพยาบาลชนบท","254","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","1","0","0.00","5","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","4,124","3,006","72.89","914","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","33","1","3.03","131","2","1.53"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","31","0","0.00"
"14132  :  โรงพยาบาลซำสูง","503","3","0.60","436","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","411","110","26.76","263","4","1.52"
"77650  :  โรงพยาบาลเวียงเก่า","427","1","0.23","269","1","0.37"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","518","2","0.39","421","1","0.24"
"77652  :  โรงพยาบาลโนนศิลา","47","40","85.11","59","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","2,609","1,385","53.09","2,083","820","39.37"
"11014  :  โรงพยาบาลหนองวัวซอ","1,650","717","43.45","635","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","1,688","0","0.00","2,138","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","149","0","0.00","174","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,099","1","0.09","832","2","0.24"
"11018  :  โรงพยาบาลหนองหาน","2,734","17","0.62","2,352","5","0.21"
"11019  :  โรงพยาบาลทุ่งฝน","1,078","624","57.88","547","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","1,543","34","2.20","817","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","1,229","82","6.67","686","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","2,343","1,213","51.77","1,639","507","30.93"
"11023  :  โรงพยาบาลบ้านผือ","3,489","89","2.55","1,784","27","1.51"
"11024  :  โรงพยาบาลน้ำโสม","2,745","2,495","90.89","1,180","213","18.05"
"11025  :  โรงพยาบาลเพ็ญ","3,317","2,021","60.93","1,341","2","0.15"
"11026  :  โรงพยาบาลสร้างคอม","778","415","53.34","349","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","1,502","860","57.26","719","0","0.00"
"11028  :  โรงพยาบาลนายูง","414","102","24.64","351","9","2.56"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","571","101","17.69","392","1","0.26"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","4,110","1,420","34.55","1,699","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","354","0","0.00","141","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","780","0","0.00","412","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","4,965","4,657","93.80","4,333","3,754","86.64"
"11030  :  โรงพยาบาลนาด้วง","1,273","669","52.55","455","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","3,280","2","0.06","1,656","0","0.00"
"11032  :  โรงพยาบาลปากชม","1,102","201","18.24","1,020","3","0.29"
"11033  :  โรงพยาบาลนาแห้ว","559","188","33.63","591","162","27.41"
"11034  :  โรงพยาบาลภูเรือ","1,628","436","26.78","575","1","0.17"
"11035  :  โรงพยาบาลท่าลี่","1,422","204","14.35","1,094","450","41.13"
"11036  :  โรงพยาบาลวังสะพุง","2,903","1,462","50.36","1,807","3","0.17"
"11037  :  โรงพยาบาลภูกระดึง","1,640","0","0.00","1,124","1","0.09"
"11038  :  โรงพยาบาลภูหลวง","847","1","0.12","510","1","0.20"
"11039  :  โรงพยาบาลผาขาว","1,912","766","40.06","1,317","2","0.15"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,859","1,031","55.46","870","2","0.23"
"14133  :  โรงพยาบาลเอราวัณ","838","1","0.12","334","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","152","0","0.00","226","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,706","0","0.00","572","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","5,144","922","17.92","3,809","1,391","36.52"
"11042  :  โรงพยาบาลโพนพิสัย","1,836","0","0.00","1,094","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","885","274","30.96","389","1","0.26"
"11045  :  โรงพยาบาลสังคม","1,072","143","13.34","489","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","2,381","6","0.25","1,139","6","0.53"
"14558  :  โรงพยาบาลพิสัยเวช","1,483","0","0.00","918","0","0.00"
"21356  :  โรงพยาบาลสระใคร","776","1","0.13","521","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","158","50","31.65","190","2","1.05"
"28811  :  โรงพยาบาลเฝ้าไร่","420","0","0.00","343","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","686","0","0.00","582","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","1,357","2","0.15","768","2","0.26"
"11051  :  โรงพยาบาลแกดำ","666","232","34.83","400","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","3,626","1,704","46.99","1,114","9","0.81"
"11053  :  โรงพยาบาลกันทรวิชัย","1,028","750","72.96","592","2","0.34"
"11054  :  โรงพยาบาลเชียงยืน","2,317","1,774","76.56","645","1","0.16"
"11055  :  โรงพยาบาลบรบือ","3,302","1,674","50.70","2,846","1,553","54.57"
"11056  :  โรงพยาบาลนาเชือก","733","104","14.19","669","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","3,988","1,742","43.68","2,229","6","0.27"
"11058  :  โรงพยาบาลวาปีปทุม","3,676","2,328","63.33","1,949","885","45.41"
"11059  :  โรงพยาบาลนาดูน","1,007","350","34.76","526","1","0.19"
"11060  :  โรงพยาบาลยางสีสุราช","1,465","1,008","68.81","1,225","8","0.65"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,862","378","20.30","1,806","2","0.11"
"24704  :  โรงพยาบาลกุดรัง","774","66","8.53","476","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","471","153","32.48","340","1","0.29"
"10708  :  โรงพยาบาลร้อยเอ็ด","4,142","11","0.27","2,483","5","0.20"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,928","1,509","51.54","1,610","279","17.33"
"11062  :  โรงพยาบาลปทุมรัตต์","2,572","1","0.04","2,010","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,871","362","19.35","917","87","9.49"
"11064  :  โรงพยาบาลธวัชบุรี","797","0","0.00","594","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","2,093","27","1.29","1,910","1,475","77.23"
"11066  :  โรงพยาบาลโพนทอง","3,239","619","19.11","1,985","3","0.15"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,048","218","20.80","1,170","580","49.57"
"11068  :  โรงพยาบาลหนองพอก","1,425","312","21.89","1,836","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","2,648","707","26.70","1,342","5","0.37"
"11070  :  โรงพยาบาลสุวรรณภูมิ","4,133","0","0.00","3,065","469","15.30"
"11071  :  โรงพยาบาลเมืองสรวง","884","32","3.62","492","109","22.15"
"11072  :  โรงพยาบาลโพนทราย","1,278","3","0.23","477","58","12.16"
"11073  :  โรงพยาบาลอาจสามารถ","2,425","915","37.73","2,026","1,099","54.24"
"11074  :  โรงพยาบาลเมยวดี","769","3","0.39","805","1","0.12"
"11075  :  โรงพยาบาลศรีสมเด็จ","1,328","875","65.89","897","529","58.97"
"11076  :  โรงพยาบาลจังหาร","1,112","76","6.83","749","284","37.92"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","41","0","0.00","56","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,254","0","0.00","276","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","443","0","0.00","300","1","0.33"
"27989  :  โรงพยาบาลเชียงขวัญ","550","52","9.45","396","20","5.05"
"27990  :  โรงพยาบาลหนองฮี","1,172","947","80.80","424","140","33.02"
"10709  :  โรงพยาบาลกาฬสินธุ์","5,224","662","12.67","2,622","30","1.14"
"11077  :  โรงพยาบาลนามน","855","0","0.00","1,297","3","0.23"
"11078  :  โรงพยาบาลกมลาไสย","1,247","7","0.56","939","3","0.32"
"11079  :  โรงพยาบาลร่องคำ","1,043","87","8.34","456","0","0.00"
"11080  :  โรงพยาบาลเขาวง","1,583","1","0.06","1,552","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,831","0","0.00","1,541","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","1,653","1","0.06","1,748","1","0.06"
"11083  :  โรงพยาบาลสหัสขันธ์","939","0","0.00","524","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,939","3","0.15","1,132","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","2,142","891","41.60","835","1","0.12"
"11086  :  โรงพยาบาลหนองกุงศรี","2,036","996","48.92","1,854","3","0.16"
"11087  :  โรงพยาบาลสมเด็จ","3,676","2,704","73.56","3,301","2,721","82.43"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,429","3","0.21","1,156","2","0.17"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","581","7","1.20","1,563","27","1.73"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","825","0","0.00","558","1","0.18"
"28789  :  โรงพยาบาลฆ้องชัย","223","218","97.76","265","256","96.60"
"28790  :  โรงพยาบาลดอนจาน","482","153","31.74","495","1","0.20"
"28791  :  โรงพยาบาลสามชัย","874","2","0.23","729","4","0.55"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,291","0","0.00","704","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","960","0","0.00","591","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","2,525","1,638","64.87","1,248","585","46.88"
"11093  :  โรงพยาบาลวาริชภูมิ","1,015","1","0.10","737","1","0.14"
"11094  :  โรงพยาบาลนิคมน้ำอูน","71","0","0.00","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","3,774","6","0.16","3,694","2","0.05"
"11096  :  โรงพยาบาลคำตากล้า","1,758","2","0.11","751","4","0.53"
"11097  :  โรงพยาบาลบ้านม่วง","2,739","2","0.07","1,515","3","0.20"
"11098  :  โรงพยาบาลอากาศอำนวย","1,790","9","0.50","1,219","14","1.15"
"11099  :  โรงพยาบาลส่องดาว","750","2","0.27","760","2","0.26"
"11100  :  โรงพยาบาลเต่างอย","1,605","435","27.10","488","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","2,175","2","0.09","639","1","0.16"
"11102  :  โรงพยาบาลเจริญศิลป์","3,960","655","16.54","835","5","0.60"
"11103  :  โรงพยาบาลโพนนาแก้ว","1,349","310","22.98","577","2","0.35"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","8,057","1,051","13.04","2,982","1,384","46.41"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","850","2","0.24","560","1","0.18"
