"โรงพยาบาล","ประชากร อายุ 18 - 59 ปี","ประชากร อายุ 18 - 59 ปีที่วัดรอบเอวและส่วนสูง(B)","ความครอบคลุมร้อยละ","ประชากร อายุ 18 - 59 ปีรอบเอวปกติ","ร้อยละ"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,503","655","43.58","341","52.06"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","2,243","1,605","71.56","777","48.41"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","966","455","47.10","62","13.63"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","6,514","159","2.44","114","71.70"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2,050","1,271","62.00","858","67.51"
"27839  :  โรงพยาบาลบัวลาย","1,342","969","72.21","553","57.07"
"27840  :  โรงพยาบาลสีดา","1,106","671","60.67","344","51.27"
"27841  :  โรงพยาบาลเทพารักษ์","3,683","2,136","58.00","1,927","90.22"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","4,893","2,689","54.96","1,276","47.45"
"10896  :  โรงพยาบาลกระสัง","3,615","2,069","57.23","1,470","71.05"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","3,741","2,220","59.34","1,213","54.64"
"10899  :  โรงพยาบาลละหานทราย","4,063","2,174","53.51","982","45.17"
"10900  :  โรงพยาบาลประโคนชัย","6,421","2,919","45.46","1,131","38.75"
"10901  :  โรงพยาบาลบ้านกรวด","5,772","2,655","46.00","822","30.96"
"10902  :  โรงพยาบาลพุทไธสง","3,723","2,290","61.51","1,368","59.74"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","5,841","3,495","59.84","2,393","68.47"
"10906  :  โรงพยาบาลปะคำ","2,323","1,327","57.12","533","40.17"
"10907  :  โรงพยาบาลนาโพธิ์","1,545","1,000","64.72","423","42.30"
"10908  :  โรงพยาบาลหนองหงส์","2,181","954","43.74","345","36.16"
"10909  :  โรงพยาบาลพลับพลาชัย","3,008","1,196","39.76","701","58.61"
"10910  :  โรงพยาบาลห้วยราช","1,444","748","51.80","364","48.66"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,275","1,338","58.81","579","43.27"
"10912  :  โรงพยาบาลชำนิ","1,092","731","66.94","338","46.24"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,243","855","68.79","392","45.85"
"10914  :  โรงพยาบาลโนนดินแดง","3,178","1,965","61.83","913","46.46"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","355","22","6.20","22","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,477","1,400","56.52","669","47.79"
"23578  :  โรงพยาบาลแคนดง","2,924","1,928","65.94","1,114","57.78"
"28020  :  โรงพยาบาลบ้านด่าน","3,051","1,932","63.32","931","48.19"
"10668  :  โรงพยาบาลสุรินทร์","137","55","40.15","47","85.45"
"10915  :  โรงพยาบาลชุมพลบุรี","3,440","1,919","55.78","713","37.15"
"10916  :  โรงพยาบาลท่าตูม","5,408","3,204","59.25","1,594","49.75"
"10917  :  โรงพยาบาลจอมพระ","4,089","2,653","64.88","1,449","54.62"
"10918  :  โรงพยาบาลปราสาท","5,196","698","13.43","316","45.27"
"10919  :  โรงพยาบาลกาบเชิง","2,282","1,697","74.36","924","54.45"
"10920  :  โรงพยาบาลรัตนบุรี","4,958","2,735","55.16","1,394","50.97"
"10921  :  โรงพยาบาลสนม","2,309","1,380","59.77","466","33.77"
"10922  :  โรงพยาบาลศีขรภูมิ","4,205","4,150","98.69","233","5.61"
"10923  :  โรงพยาบาลสังขะ","4,793","1,005","20.97","392","39.00"
"10924  :  โรงพยาบาลลำดวน","3,294","1,937","58.80","1,074","55.45"
"10925  :  โรงพยาบาลสำโรงทาบ","2,637","1,830","69.40","837","45.74"
"10926  :  โรงพยาบาลบัวเชด","3,218","1,651","51.31","1,006","60.93"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,835","31","1.69","17","54.84"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,207","767","63.55","667","86.96"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,094","589","53.84","388","65.87"
"27843  :  โรงพยาบาลศรีณรงค์","1,658","994","59.95","735","73.94"
"27844  :  โรงพยาบาลโนนนารายณ์","898","642","71.49","387","60.28"
"10700  :  โรงพยาบาลศรีสะเกษ","2,884","203","7.04","109","53.69"
"10927  :  โรงพยาบาลยางชุมน้อย","2,886","1,785","61.85","767","42.97"
"10928  :  โรงพยาบาลกันทรารมย์","4,548","1,942","42.70","730","37.59"
"10929  :  โรงพยาบาลกันทรลักษ์","4,970","1,459","29.36","554","37.97"
"10930  :  โรงพยาบาลขุขันธ์","5,039","2,686","53.30","1,534","57.11"
"10931  :  โรงพยาบาลไพรบึง","5,159","2,835","54.95","1,318","46.49"
"10932  :  โรงพยาบาลปรางค์กู่","2,172","824","37.94","362","43.93"
"10933  :  โรงพยาบาลขุนหาญ","3,332","1,371","41.15","613","44.71"
"10934  :  โรงพยาบาลราษีไศล","3,262","1,821","55.82","768","42.17"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","3,098","1,544","49.84","829","53.69"
"10936  :  โรงพยาบาลบึงบูรพ์","1,905","1,268","66.56","637","50.24"
"10937  :  โรงพยาบาลห้วยทับทัน","2,093","1,039","49.64","494","47.55"
"10938  :  โรงพยาบาลโนนคูณ","1,002","429","42.81","191","44.52"
"10939  :  โรงพยาบาลศรีรัตนะ","1,452","853","58.75","437","51.23"
"10940  :  โรงพยาบาลวังหิน","1,319","768","58.23","333","43.36"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","979","551","56.28","228","41.38"
"10942  :  โรงพยาบาลภูสิงห์","1,722","1,023","59.41","475","46.43"
"10943  :  โรงพยาบาลเมืองจันทร์","530","337","63.58","210","62.31"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1,698","863","50.82","390","45.19"
"28014  :  โรงพยาบาลพยุห์","873","491","56.24","204","41.55"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","992","411","41.43","188","45.74"
"28016  :  โรงพยาบาลศิลาลาด","1,317","749","56.87","355","47.40"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","4,119","2,219","53.87","1,634","73.64"
"10945  :  โรงพยาบาลโขงเจียม","3,851","2,329","60.48","1,647","70.72"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","8,271","3,522","42.58","2,811","79.81"
"10948  :  โรงพยาบาลนาจะหลวย","7,280","3,802","52.23","1,494","39.30"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","3,292","1,322","40.16","492","37.22"
"10951  :  โรงพยาบาลตระการพืชผล","2,804","2,082","74.25","1,174","56.39"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1,744","1,135","65.08","539","47.49"
"10953  :  โรงพยาบาลม่วงสามสิบ","3,252","2,418","74.35","975","40.32"
"10954  :  โรงพยาบาลวารินชำราบ","1,542","628","40.73","346","55.10"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","3,414","947","27.74","540","57.02"
"10957  :  โรงพยาบาลตาลสุม","1,398","819","58.58","477","58.24"
"10958  :  โรงพยาบาลโพธิ์ไทร","2,385","1,400","58.70","707","50.50"
"10959  :  โรงพยาบาลสำโรง","2,900","1,490","51.38","770","51.68"
"10960  :  โรงพยาบาลดอนมดแดง","1,661","790","47.56","490","62.03"
"10961  :  โรงพยาบาลสิรินธร","2,749","1,593","57.95","597","37.48"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","2,856","1,736","60.78","949","54.67"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","6,704","2,055","30.65","1,130","54.99"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,666","21","1.26","14","66.67"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","13","2","15.38","2","100.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","483","275","56.94","127","46.18"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1,326","630","47.51","376","59.68"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","613","396","64.60","248","62.63"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","3,450","2,251","65.25","1,049","46.60"
"10966  :  โรงพยาบาลป่าติ้ว","3,592","2,193","61.05","938","42.77"
"10967  :  โรงพยาบาลมหาชนะชัย","2,294","1,378","60.07","409","29.68"
"10968  :  โรงพยาบาลค้อวัง","2,102","1,224","58.23","790","64.54"
"10969  :  โรงพยาบาลไทยเจริญ","1,973","1,117","56.61","339","30.35"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","5,238","2,524","48.19","1,620","64.18"
"11921  :  โรงพยาบาลนายแพทย์หาญ","648","359","55.40","131","36.49"
"04007  :  โรงพยาบาลซับใหญ่","1,485","837","56.36","670","80.05"
"10702  :  โรงพยาบาลชัยภูมิ","2","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","5,498","2,437","44.33","860","35.29"
"10971  :  โรงพยาบาลคอนสวรรค์","2,651","2,338","88.19","1,173","50.17"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","3,875","2,525","65.16","1,278","50.61"
"10973  :  โรงพยาบาลหนองบัวแดง","5,715","2,945","51.53","1,716","58.27"
"10974  :  โรงพยาบาลจัตุรัส","4,064","1,965","48.35","441","22.44"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","5,158","2,965","57.48","1,188","40.07"
"10976  :  โรงพยาบาลหนองบัวระเหว","2,360","636","26.95","253","39.78"
"10977  :  โรงพยาบาลเทพสถิต","4,947","616","12.45","266","43.18"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","9,119","4,820","52.86","2,008","41.66"
"10979  :  โรงพยาบาลบ้านแท่น","3,911","2,128","54.41","781","36.70"
"10980  :  โรงพยาบาลแก้งคร้อ","5,790","3,427","59.19","1,848","53.92"
"10981  :  โรงพยาบาลคอนสาร","2,378","1,449","60.93","555","38.30"
"10982  :  โรงพยาบาลภักดีชุมพล","2,210","1,182","53.48","596","50.42"
"10983  :  โรงพยาบาลเนินสง่า","1,321","833","63.06","318","38.18"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","3,591","1,715","47.76","937","54.64"
"10986  :  โรงพยาบาลปทุมราชวงศา","3,685","1,946","52.81","678","34.84"
"10987  :  โรงพยาบาลพนา","2,435","1,554","63.82","1,001","64.41"
"10988  :  โรงพยาบาลเสนางคนิคม","5,468","3,174","58.05","1,569","49.43"
"10989  :  โรงพยาบาลหัวตะพาน","1,984","1,233","62.15","566","45.90"
"10990  :  โรงพยาบาลลืออำนาจ","2,412","1,386","57.46","937","67.60"
"11040  :  โรงพยาบาลบึงกาฬ","4,650","2,441","52.49","1,295","53.05"
"11041  :  โรงพยาบาลพรเจริญ","3,259","2,669","81.90","1,186","44.44"
"11043  :  โรงพยาบาลโซ่พิสัย","6,634","1,335","20.12","635","47.57"
"11046  :  โรงพยาบาลเซกา","7,267","1,561","21.48","498","31.90"
"11047  :  โรงพยาบาลปากคาด","3,674","2,500","68.05","969","38.76"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","4,597","2,905","63.19","1,243","42.79"
"11050  :  โรงพยาบาลบุ่งคล้า","977","689","70.52","439","63.72"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","9","3","33.33","3","100.00"
"10670  :  โรงพยาบาลขอนแก่น","2,190","49","2.24","33","67.35"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","4,702","2,660","56.57","690","25.94"
"11000  :  โรงพยาบาลน้ำพอง","4,014","2,344","58.40","906","38.65"
"11001  :  โรงพยาบาลอุบลรัตน์","2,227","1,733","77.82","959","55.34"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","1,854","1,104","59.55","652","59.06"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","1,742","1,080","62.00","680","62.96"
"11006  :  โรงพยาบาลแวงน้อย","3,740","2,630","70.32","1,707","64.90"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","5,296","2,705","51.08","1,600","59.15"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","1","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","9,062","6,798","75.02","5,138","75.58"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","428","176","41.12","126","71.59"
"77650  :  โรงพยาบาลเวียงเก่า","327","204","62.39","101","49.51"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1,039","541","52.07","192","35.49"
"77652  :  โรงพยาบาลโนนศิลา","554","494","89.17","244","49.39"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","2,884","1,744","60.47","599","34.35"
"11014  :  โรงพยาบาลหนองวัวซอ","3,947","1,911","48.42","829","43.38"
"11015  :  โรงพยาบาลกุมภวาปี","7,237","3,765","52.02","2,209","58.67"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","3,611","3,402","94.21","3,072","90.30"
"11018  :  โรงพยาบาลหนองหาน","8,111","5,303","65.38","4,321","81.48"
"11019  :  โรงพยาบาลทุ่งฝน","4,150","3,824","92.14","1,933","50.55"
"11020  :  โรงพยาบาลไชยวาน","4,831","2,400","49.68","1,575","65.63"
"11021  :  โรงพยาบาลศรีธาตุ","1,871","1,289","68.89","623","48.33"
"11022  :  โรงพยาบาลวังสามหมอ","5,427","2,611","48.11","2,074","79.43"
"11023  :  โรงพยาบาลบ้านผือ","5,671","3,038","53.57","1,116","36.73"
"11024  :  โรงพยาบาลน้ำโสม","6,806","3,780","55.54","2,171","57.43"
"11025  :  โรงพยาบาลเพ็ญ","6,056","3,401","56.16","2,601","76.48"
"11026  :  โรงพยาบาลสร้างคอม","4,052","2,294","56.61","1,139","49.65"
"11027  :  โรงพยาบาลหนองแสง","3,461","1,999","57.76","1,267","63.38"
"11028  :  โรงพยาบาลนายูง","2,209","1,319","59.71","989","74.98"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","2,587","1,660","64.17","1,441","86.81"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","9,779","5,555","56.81","3,221","57.98"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","74","26","35.14","25","96.15"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","7,937","4,705","59.28","2,338","49.69"
"11030  :  โรงพยาบาลนาด้วง","4,204","2,356","56.04","1,475","62.61"
"11031  :  โรงพยาบาลเชียงคาน","4,978","2,887","58.00","2,197","76.10"
"11032  :  โรงพยาบาลปากชม","2,171","1,153","53.11","582","50.48"
"11033  :  โรงพยาบาลนาแห้ว","917","631","68.81","276","43.74"
"11034  :  โรงพยาบาลภูเรือ","2,580","1,684","65.27","1,060","62.95"
"11035  :  โรงพยาบาลท่าลี่","1,357","781","57.55","294","37.64"
"11036  :  โรงพยาบาลวังสะพุง","5,678","3,268","57.56","1,146","35.07"
"11037  :  โรงพยาบาลภูกระดึง","4,645","2,778","59.81","1,260","45.36"
"11038  :  โรงพยาบาลภูหลวง","2,377","1,446","60.83","567","39.21"
"11039  :  โรงพยาบาลผาขาว","4,325","2,446","56.55","1,467","59.98"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","4,024","2,053","51.02","924","45.01"
"14133  :  โรงพยาบาลเอราวัณ","3,147","1,547","49.16","593","38.33"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","504","228","45.24","122","53.51"
"10706  :  โรงพยาบาลหนองคาย","11,716","7,051","60.18","3,734","52.96"
"11042  :  โรงพยาบาลโพนพิสัย","2,724","2,629","96.51","1,511","57.47"
"11044  :  โรงพยาบาลศรีเชียงใหม่","3,935","3,544","90.06","1,679","47.38"
"11045  :  โรงพยาบาลสังคม","1,602","1,216","75.91","534","43.91"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","8,575","4,282","49.94","1,796","41.94"
"14558  :  โรงพยาบาลพิสัยเวช","4,618","1,906","41.27","1,688","88.56"
"21356  :  โรงพยาบาลสระใคร","908","469","51.65","248","52.88"
"28778  :  โรงพยาบาลโพธิ์ตาก","479","326","68.06","259","79.45"
"28811  :  โรงพยาบาลเฝ้าไร่","1,880","806","42.87","647","80.27"
"28815  :  โรงพยาบาลรัตนวาปี","363","205","56.47","202","98.54"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","2,204","1,338","60.71","598","44.69"
"11052  :  โรงพยาบาลโกสุมพิสัย","7,173","4,219","58.82","1,726","40.91"
"11053  :  โรงพยาบาลกันทรวิชัย","2,951","1,902","64.45","1,011","53.15"
"11054  :  โรงพยาบาลเชียงยืน","5,616","3,857","68.68","2,215","57.43"
"11055  :  โรงพยาบาลบรบือ","7,807","4,034","51.67","3,042","75.41"
"11056  :  โรงพยาบาลนาเชือก","2,030","1,354","66.70","806","59.53"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","5,454","3,432","62.93","1,168","34.03"
"11058  :  โรงพยาบาลวาปีปทุม","5,691","3,825","67.21","1,863","48.71"
"11059  :  โรงพยาบาลนาดูน","2,063","1,410","68.35","619","43.90"
"11060  :  โรงพยาบาลยางสีสุราช","1,862","1,277","68.58","925","72.44"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","20,475","1,134","5.54","611","53.88"
"24704  :  โรงพยาบาลกุดรัง","1,048","666","63.55","334","50.15"
"28843  :  โรงพยาบาลชื่นชม","75","43","57.33","29","67.44"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","5,665","3,398","59.98","1,642","48.32"
"11062  :  โรงพยาบาลปทุมรัตต์","3,079","2,192","71.19","881","40.19"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","5,802","3,604","62.12","2,124","58.93"
"11064  :  โรงพยาบาลธวัชบุรี","2,808","1,939","69.05","955","49.25"
"11065  :  โรงพยาบาลพนมไพร","3,984","2,462","61.80","1,087","44.15"
"11066  :  โรงพยาบาลโพนทอง","6,330","3,052","48.21","1,786","58.52"
"11067  :  โรงพยาบาลโพธิ์ชัย","3,599","1,687","46.87","678","40.19"
"11068  :  โรงพยาบาลหนองพอก","3,485","2,415","69.30","896","37.10"
"11069  :  โรงพยาบาลเสลภูมิ","4,990","2,875","57.62","1,626","56.56"
"11070  :  โรงพยาบาลสุวรรณภูมิ","8,553","5,709","66.75","3,388","59.34"
"11071  :  โรงพยาบาลเมืองสรวง","1,876","1,266","67.48","756","59.72"
"11072  :  โรงพยาบาลโพนทราย","2,622","1,775","67.70","1,070","60.28"
"11073  :  โรงพยาบาลอาจสามารถ","4,444","2,852","64.18","1,435","50.32"
"11074  :  โรงพยาบาลเมยวดี","1,846","1,163","63.00","960","82.55"
"11075  :  โรงพยาบาลศรีสมเด็จ","1,899","1,159","61.03","611","52.72"
"11076  :  โรงพยาบาลจังหาร","2,718","1,861","68.47","878","47.18"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","11,522","1,603","13.91","1,030","64.25"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,648","963","58.43","505","52.44"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","627","432","68.90","242","56.02"
"27989  :  โรงพยาบาลเชียงขวัญ","1,169","738","63.13","350","47.43"
"27990  :  โรงพยาบาลหนองฮี","1,047","751","71.73","325","43.28"
"10709  :  โรงพยาบาลกาฬสินธุ์","4,390","2,520","57.40","1,809","71.79"
"11077  :  โรงพยาบาลนามน","3,901","2,342","60.04","1,101","47.01"
"11078  :  โรงพยาบาลกมลาไสย","5,847","3,240","55.41","939","28.98"
"11079  :  โรงพยาบาลร่องคำ","2,127","1,321","62.11","572","43.30"
"11080  :  โรงพยาบาลเขาวง","5,589","3,589","64.22","1,803","50.24"
"11081  :  โรงพยาบาลยางตลาด","6,785","3,909","57.61","2,265","57.94"
"11082  :  โรงพยาบาลห้วยเม็ก","3,407","2,135","62.67","950","44.50"
"11083  :  โรงพยาบาลสหัสขันธ์","1,894","1,187","62.67","504","42.46"
"11084  :  โรงพยาบาลคำม่วง","3,655","2,441","66.79","1,020","41.79"
"11085  :  โรงพยาบาลท่าคันโท","4,965","2,921","58.83","1,999","68.44"
"11086  :  โรงพยาบาลหนองกุงศรี","3,522","2,067","58.69","1,000","48.38"
"11087  :  โรงพยาบาลสมเด็จ","4,796","2,080","43.37","852","40.96"
"11088  :  โรงพยาบาลห้วยผึ้ง","4,772","2,803","58.74","877","31.29"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","5,687","3,700","65.06","1,220","32.97"
"11965  :  โรงพยาบาลธีรวัฒน์","1","1","100.00","1","100.00"
"28017  :  โรงพยาบาลนาคู","1,615","1,084","67.12","502","46.31"
"28789  :  โรงพยาบาลฆ้องชัย","1,507","873","57.93","397","45.48"
"28790  :  โรงพยาบาลดอนจาน","1,774","1,057","59.58","529","50.05"
"28791  :  โรงพยาบาลสามชัย","784","474","60.46","230","48.52"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","6,954","4,690","67.44","1,922","40.98"
"11090  :  โรงพยาบาลกุดบาก","2,479","1,580","63.74","600","37.97"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","3,204","786","24.53","256","32.57"
"11092  :  โรงพยาบาลพังโคน","6,504","4,089","62.87","1,321","32.31"
"11093  :  โรงพยาบาลวาริชภูมิ","3,669","1,724","46.99","781","45.30"
"11094  :  โรงพยาบาลนิคมน้ำอูน","1,466","845","57.64","323","38.22"
"11095  :  โรงพยาบาลวานรนิวาส","6,233","3,730","59.84","1,396","37.43"
"11096  :  โรงพยาบาลคำตากล้า","7,528","4,295","57.05","2,530","58.91"
"11097  :  โรงพยาบาลบ้านม่วง","3,233","1,112","34.40","538","48.38"
"11098  :  โรงพยาบาลอากาศอำนวย","6,305","3,705","58.76","1,806","48.74"
"11099  :  โรงพยาบาลส่องดาว","3,416","2,050","60.01","1,305","63.66"
"11100  :  โรงพยาบาลเต่างอย","1,052","833","79.18","473","56.78"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","3,761","2,374","63.12","1,050","44.23"
"11102  :  โรงพยาบาลเจริญศิลป์","5,418","3,230","59.62","1,887","58.42"
"11103  :  โรงพยาบาลโพนนาแก้ว","1,583","954","60.27","561","58.81"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","13,072","7,804","59.70","4,254","54.51"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","7,390","770","10.42","521","67.66"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","1,640","761","46.40","469","61.63"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","2,091","1,203","57.53","762","63.34"
"11104  :  โรงพยาบาลปลาปาก","4,067","1,810","44.50","1,045","57.73"
"11105  :  โรงพยาบาลท่าอุเทน","1,831","970","52.98","561","57.84"
"11106  :  โรงพยาบาลบ้านแพง","3,607","2,056","57.00","957","46.55"
"11107  :  โรงพยาบาลนาทม","1,334","716","53.67","456","63.69"
"11108  :  โรงพยาบาลเรณูนคร","3,349","2,042","60.97","477","23.36"
"11109  :  โรงพยาบาลนาแก","3,217","1,778","55.27","967","54.39"
"11110  :  โรงพยาบาลศรีสงคราม","3,209","1,784","55.59","873","48.93"
