"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"10894  :  โรงพยาบาลวังน้ำเขียว","1,879","0","0.00","1,990","62","3.12"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","10","0","0.00","7","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,044","2","0.19","1,205","20","1.66"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,851","5","0.27","1,667","1","0.06"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","17","0","0.00","12","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","11","0","0.00","382","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","379","0","0.00","348","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","76","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","3","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,682","4","0.24","1,709","4","0.23"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","3,559","4","0.11","3,535","10","0.28"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,632","3","0.18","1,420","48","3.38"
"27839  :  โรงพยาบาลบัวลาย","838","2","0.24","863","2","0.23"
"27840  :  โรงพยาบาลสีดา","1,247","3","0.24","1,272","34","2.67"
"27841  :  โรงพยาบาลเทพารักษ์","1,053","1","0.09","1,292","228","17.65"
"10667  :  โรงพยาบาลบุรีรัมย์","4","0","0.00","5","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","4,471","1,336","29.88","3,794","1,551","40.88"
"10896  :  โรงพยาบาลกระสัง","4,320","1","0.02","4,101","6","0.15"
"10897  :  โรงพยาบาลนางรอง","3,786","35","0.92","4,222","24","0.57"
"10898  :  โรงพยาบาลหนองกี่","5,016","2,857","56.96","5,455","2,931","53.73"
"10899  :  โรงพยาบาลละหานทราย","5,111","5","0.10","5,999","58","0.97"
"10900  :  โรงพยาบาลประโคนชัย","7,780","2,312","29.72","8,575","3,605","42.04"
"10901  :  โรงพยาบาลบ้านกรวด","6,633","0","0.00","6,086","6","0.10"
"10902  :  โรงพยาบาลพุทไธสง","3,617","2,599","71.86","3,702","2,388","64.51"
"10904  :  โรงพยาบาลลำปลายมาศ","3,252","10","0.31","4,060","10","0.25"
"10905  :  โรงพยาบาลสตึก","5,923","3,159","53.33","6,136","2,362","38.49"
"10906  :  โรงพยาบาลปะคำ","1,884","407","21.60","2,102","377","17.94"
"10907  :  โรงพยาบาลนาโพธิ์","1,726","2","0.12","2,099","1","0.05"
"10908  :  โรงพยาบาลหนองหงส์","3,018","5","0.17","3,331","1,187","35.63"
"10909  :  โรงพยาบาลพลับพลาชัย","2,793","15","0.54","3,288","1,053","32.03"
"10910  :  โรงพยาบาลห้วยราช","520","115","22.12","1,504","116","7.71"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,530","1","0.07","1,706","667","39.10"
"10912  :  โรงพยาบาลชำนิ","2,049","346","16.89","2,329","267","11.46"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,556","4","0.26","1,678","3","0.18"
"10914  :  โรงพยาบาลโนนดินแดง","2,363","1,287","54.46","2,610","1,254","48.05"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","825","698","84.61","820","601","73.29"
"23578  :  โรงพยาบาลแคนดง","1,896","924","48.73","2,016","1,036","51.39"
"28020  :  โรงพยาบาลบ้านด่าน","1,964","870","44.30","2,220","881","39.68"
"10668  :  โรงพยาบาลสุรินทร์","6,099","16","0.26","7,076","30","0.42"
"10915  :  โรงพยาบาลชุมพลบุรี","4,933","1,251","25.36","3,165","712","22.50"
"10916  :  โรงพยาบาลท่าตูม","5,563","1,404","25.24","5,392","2,183","40.49"
"10917  :  โรงพยาบาลจอมพระ","3,123","1,347","43.13","2,990","416","13.91"
"10918  :  โรงพยาบาลปราสาท","7,759","1,409","18.16","9,167","250","2.73"
"10919  :  โรงพยาบาลกาบเชิง","2,774","0","0.00","3,167","2","0.06"
"10920  :  โรงพยาบาลรัตนบุรี","3,149","794","25.21","4,473","1,073","23.99"
"10921  :  โรงพยาบาลสนม","1,407","6","0.43","1,792","76","4.24"
"10922  :  โรงพยาบาลศีขรภูมิ","5,581","843","15.10","6,079","782","12.86"
"10923  :  โรงพยาบาลสังขะ","1,641","1","0.06","499","464","92.99"
"10924  :  โรงพยาบาลลำดวน","2,801","808","28.85","3,300","812","24.61"
"10925  :  โรงพยาบาลสำโรงทาบ","2,563","719","28.05","2,024","619","30.58"
"10926  :  โรงพยาบาลบัวเชด","2,844","1","0.04","2,650","11","0.42"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,137","536","25.08","2,423","583","24.06"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,353","1","0.07","1,670","503","30.12"
"27843  :  โรงพยาบาลศรีณรงค์","1,594","1","0.06","1,902","6","0.32"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","1,714","18","1.05"
"10700  :  โรงพยาบาลศรีสะเกษ","102","0","0.00","210","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","1,115","1,105","99.10","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","857","741","86.46","910","628","69.01"
"10929  :  โรงพยาบาลกันทรลักษ์","1,024","896","87.50","1,824","1,629","89.31"
"10930  :  โรงพยาบาลขุขันธ์","4,646","10","0.22","6,650","8","0.12"
"10931  :  โรงพยาบาลไพรบึง","1,592","0","0.00","1,753","1,482","84.54"
"10932  :  โรงพยาบาลปรางค์กู่","354","0","0.00","338","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","1,333","1,312","98.42","1,647","1,643","99.76"
"10934  :  โรงพยาบาลราษีไศล","59","0","0.00","25","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","476","0","0.00","1,329","555","41.76"
"10936  :  โรงพยาบาลบึงบูรพ์","511","51","9.98","313","277","88.50"
"10937  :  โรงพยาบาลห้วยทับทัน","147","128","87.07","65","20","30.77"
"10938  :  โรงพยาบาลโนนคูณ","4","0","0.00","31","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","383","368","96.08","762","16","2.10"
"10940  :  โรงพยาบาลวังหิน","451","451","100.00","288","287","99.65"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","133","132","99.25","1","1","100.00"
"10942  :  โรงพยาบาลภูสิงห์","969","1","0.10","967","467","48.29"
"10943  :  โรงพยาบาลเมืองจันทร์","60","0","0.00","79","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","712","648","91.01","408","283","69.36"
"28014  :  โรงพยาบาลพยุห์","305","0","0.00","337","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","183","177","96.72","251","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","313","0","0.00","1","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","9","0","0.00","95","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","2","0","0.00","331","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","551","7","1.27","2,447","36","1.47"
"10948  :  โรงพยาบาลนาจะหลวย","2,175","3","0.14","3,527","9","0.26"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","888","0","0.00","13","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","38","0","0.00","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","86","0","0.00","1","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,412","405","28.68","1,919","1","0.05"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","4","0","0.00","453","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","76","74","97.37","299","251","83.95"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,300","0","0.00","1,252","882","70.45"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","275","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","194","0","0.00","23","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","1,026","0","0.00","788","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","255","0","0.00","8","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","851","828","97.30","5,397","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","96","2","2.08","76","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","3,022","10","0.33","4,041","9","0.22"
"24032  :  โรงพยาบาลนาตาล","124","121","97.58","149","144","96.64"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","128","105","82.03","121","114","94.21"
"10701  :  โรงพยาบาลยโสธร","2,458","13","0.53","3,516","11","0.31"
"10963  :  โรงพยาบาลทรายมูล","836","2","0.24","984","1","0.10"
"10964  :  โรงพยาบาลกุดชุม","1,573","0","0.00","2,065","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,111","3","0.14","2,592","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","1,418","62","4.37","1,665","1","0.06"
"10967  :  โรงพยาบาลมหาชนะชัย","2,058","754","36.64","2,343","37","1.58"
"10968  :  โรงพยาบาลค้อวัง","1,261","0","0.00","1,355","764","56.38"
"10969  :  โรงพยาบาลไทยเจริญ","1,118","363","32.47","1,256","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","3,407","21","0.62","4,016","30","0.75"
"11921  :  โรงพยาบาลนายแพทย์หาญ","57","0","0.00","95","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","1,131","0","0.00","1,118","1","0.09"
"10702  :  โรงพยาบาลชัยภูมิ","5,290","22","0.42","5,332","75","1.41"
"10970  :  โรงพยาบาลบ้านเขว้า","2,018","8","0.40","2,040","129","6.32"
"10971  :  โรงพยาบาลคอนสวรรค์","2,623","880","33.55","2,520","1,386","55.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","3,224","22","0.68","3,667","746","20.34"
"10973  :  โรงพยาบาลหนองบัวแดง","3,900","6","0.15","4,939","295","5.97"
"10974  :  โรงพยาบาลจัตุรัส","3,252","6","0.18","2,424","21","0.87"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,147","802","37.35","2,465","15","0.61"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0.00","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","2,484","1,588","63.93","2,600","1,718","66.08"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","4,437","3","0.07","3,577","6","0.17"
"10979  :  โรงพยาบาลบ้านแท่น","2,104","140","6.65","2,398","144","6.01"
"10980  :  โรงพยาบาลแก้งคร้อ","2,968","19","0.64","3,538","42","1.19"
"10981  :  โรงพยาบาลคอนสาร","1,944","4","0.21","2,756","261","9.47"
"10982  :  โรงพยาบาลภักดีชุมพล","2,149","0","0.00","2,413","605","25.07"
"10983  :  โรงพยาบาลเนินสง่า","1,174","240","20.44","1,381","259","18.75"
"10703  :  โรงพยาบาลอำนาจเจริญ","4,408","3","0.07","5,593","10","0.18"
"10985  :  โรงพยาบาลชานุมาน","1,978","1,614","81.60","2,279","889","39.01"
"10986  :  โรงพยาบาลปทุมราชวงศา","3,038","2,046","67.35","3,241","1,419","43.78"
"10987  :  โรงพยาบาลพนา","1,388","778","56.05","1,532","663","43.28"
"10988  :  โรงพยาบาลเสนางคนิคม","1,779","106","5.96","1,882","320","17.00"
"10989  :  โรงพยาบาลหัวตะพาน","2,138","1,120","52.39","2,161","522","24.16"
"10990  :  โรงพยาบาลลืออำนาจ","1,747","422","24.16","1,952","741","37.96"
"11040  :  โรงพยาบาลบึงกาฬ","3,463","7","0.20","4,712","7","0.15"
"11041  :  โรงพยาบาลพรเจริญ","2,811","9","0.32","3,014","5","0.17"
"11043  :  โรงพยาบาลโซ่พิสัย","1,811","4","0.22","2,617","5","0.19"
"11046  :  โรงพยาบาลเซกา","1,741","5","0.29","2,846","5","0.18"
"11047  :  โรงพยาบาลปากคาด","2,767","427","15.43","3,282","2","0.06"
"11048  :  โรงพยาบาลบึงโขงหลง","1,265","0","0.00","1,849","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2,822","0","0.00","3,184","693","21.77"
"11050  :  โรงพยาบาลบุ่งคล้า","807","1","0.12","860","151","17.56"
"10704  :  โรงพยาบาลหนองบัวลำภู","3,969","0","0.00","4,565","0","0.00"
"10991  :  โรงพยาบาลนากลาง","2,191","6","0.27","2,293","4","0.17"
"10992  :  โรงพยาบาลโนนสัง","3,500","16","0.46","1,620","2","0.12"
"10993  :  โรงพยาบาลศรีบุญเรือง","636","0","0.00","2,082","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","1,172","1","0.09","1,526","2","0.13"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","2","0","0.00","5","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","1","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","3,524","6","0.17","4,577","13","0.28"
"10999  :  โรงพยาบาลสีชมพู","778","757","97.30","1,420","485","34.15"
"11000  :  โรงพยาบาลน้ำพอง","779","748","96.02","785","750","95.54"
"11001  :  โรงพยาบาลอุบลรัตน์","1,020","0","0.00","1,388","2","0.14"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","429","387","90.21","1,112","965","86.78"
"11004  :  โรงพยาบาลพล","2,567","5","0.19","2,435","4","0.16"
"11005  :  โรงพยาบาลแวงใหญ่","1,081","0","0.00","1,082","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","1,686","1,563","92.70","2,200","800","36.36"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","1,714","6","0.35"
"11009  :  โรงพยาบาลมัญจาคีรี","1,668","1,584","94.96","2,441","950","38.92"
"11010  :  โรงพยาบาลชนบท","293","0","0.00","23","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","458","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","4,372","2,404","54.99","6,594","3,480","52.78"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","184","0","0.00","148","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","290","2","0.69","818","3","0.37"
"77650  :  โรงพยาบาลเวียงเก่า","688","676","98.26","904","673","74.45"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1,084","303","27.95","1,099","194","17.65"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","3,134","1,391","44.38","3,159","1,390","44.00"
"11014  :  โรงพยาบาลหนองวัวซอ","2,619","5","0.19","2,571","920","35.78"
"11015  :  โรงพยาบาลกุมภวาปี","3,015","3","0.10","5,184","8","0.15"
"11016  :  โรงพยาบาลห้วยเกิ้ง","313","0","0.00","383","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","2,027","1","0.05","2,534","2","0.08"
"11018  :  โรงพยาบาลหนองหาน","3,764","3,709","98.54","4,576","2,422","52.93"
"11019  :  โรงพยาบาลทุ่งฝน","1,548","0","0.00","1,586","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","1,328","0","0.00","1,559","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","1,467","2","0.14","1,962","3","0.15"
"11022  :  โรงพยาบาลวังสามหมอ","2,323","0","0.00","3,042","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","3,209","12","0.37","3,301","485","14.69"
"11024  :  โรงพยาบาลน้ำโสม","1,829","6","0.33","3,085","718","23.27"
"11025  :  โรงพยาบาลเพ็ญ","3,462","0","0.00","4,092","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","1,310","662","50.53","1,256","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","1,077","0","0.00","1,518","1","0.07"
"11028  :  โรงพยาบาลนายูง","1,581","415","26.25","1,456","7","0.48"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","706","0","0.00","911","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","3,265","38","1.16","6,705","1,834","27.35"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","21","0","0.00","310","2","0.65"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","689","0","0.00","801","1","0.12"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","9,097","13","0.14","8,788","1,431","16.28"
"11030  :  โรงพยาบาลนาด้วง","1,700","3","0.18","1,783","299","16.77"
"11031  :  โรงพยาบาลเชียงคาน","3,907","3","0.08","3,293","4","0.12"
"11032  :  โรงพยาบาลปากชม","419","0","0.00","676","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","917","0","0.00","984","351","35.67"
"11034  :  โรงพยาบาลภูเรือ","1,306","1","0.08","1,133","1","0.09"
"11035  :  โรงพยาบาลท่าลี่","1,445","4","0.28","1,584","104","6.57"
"11036  :  โรงพยาบาลวังสะพุง","4,402","4","0.09","3,137","120","3.83"
"11037  :  โรงพยาบาลภูกระดึง","651","0","0.00","2,475","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","1,175","0","0.00","1,380","0","0.00"
"11039  :  โรงพยาบาลผาขาว","2,461","1","0.04","3,063","891","29.09"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","2,996","6","0.20","3,064","8","0.26"
"14133  :  โรงพยาบาลเอราวัณ","1,583","7","0.44","2,379","712","29.93"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","385","0","0.00","449","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,841","4","0.22","2,118","3","0.14"
"10706  :  โรงพยาบาลหนองคาย","7,321","18","0.25","7,204","366","5.08"
"11042  :  โรงพยาบาลโพนพิสัย","3,131","0","0.00","3,950","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,614","0","0.00","1,384","719","51.95"
"11045  :  โรงพยาบาลสังคม","1,487","1","0.07","1,981","1","0.05"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","4,092","2,240","54.74","4,137","2,188","52.89"
"14558  :  โรงพยาบาลพิสัยเวช","970","0","0.00","1,292","0","0.00"
"21356  :  โรงพยาบาลสระใคร","1,223","3","0.25","1,225","3","0.24"
"28778  :  โรงพยาบาลโพธิ์ตาก","666","0","0.00","907","127","14.00"
"28811  :  โรงพยาบาลเฝ้าไร่","385","0","0.00","385","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","1,501","0","0.00","1,392","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","1,668","12","0.72","3,456","19","0.55"
"11051  :  โรงพยาบาลแกดำ","908","172","18.94","1,230","309","25.12"
"11052  :  โรงพยาบาลโกสุมพิสัย","3,405","343","10.07","4,709","2,414","51.26"
"11053  :  โรงพยาบาลกันทรวิชัย","2,165","0","0.00","2,304","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","3,338","1,883","56.41","3,646","1,618","44.38"
"11055  :  โรงพยาบาลบรบือ","5,498","1","0.02","5,692","177","3.11"
"11056  :  โรงพยาบาลนาเชือก","2,917","1","0.03","3,137","1,271","40.52"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","5,079","71","1.40","4,393","1,674","38.11"
"11058  :  โรงพยาบาลวาปีปทุม","4,128","1,156","28.00","4,642","1,531","32.98"
"11059  :  โรงพยาบาลนาดูน","1,388","514","37.03","1,572","461","29.33"
"11060  :  โรงพยาบาลยางสีสุราช","1,296","3","0.23","1,954","1,173","60.03"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","2,252","0","0.00","2,567","462","18.00"
"24704  :  โรงพยาบาลกุดรัง","1,132","234","20.67","1,264","147","11.63"
"28843  :  โรงพยาบาลชื่นชม","813","511","62.85","887","1","0.11"
"10708  :  โรงพยาบาลร้อยเอ็ด","4,498","23","0.51","5,982","31","0.52"
"11061  :  โรงพยาบาลเกษตรวิสัย","3,464","1,406","40.59","4,664","9","0.19"
"11062  :  โรงพยาบาลปทุมรัตต์","2,253","2","0.09","2,901","1","0.03"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","2,796","923","33.01","3,276","714","21.79"
"11064  :  โรงพยาบาลธวัชบุรี","1,282","412","32.14","1,437","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","3,136","2,069","65.98","3,472","2,207","63.57"
"11066  :  โรงพยาบาลโพนทอง","4,004","854","21.33","6,054","213","3.52"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,681","192","11.42","2,156","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","3,007","1,024","34.05","3,396","177","5.21"
"11069  :  โรงพยาบาลเสลภูมิ","3,692","16","0.43","4,597","15","0.33"
"11070  :  โรงพยาบาลสุวรรณภูมิ","4,551","3,330","73.17","4,649","9","0.19"
"11071  :  โรงพยาบาลเมืองสรวง","941","300","31.88","1,246","381","30.58"
"11072  :  โรงพยาบาลโพนทราย","1,432","757","52.86","1,527","229","15.00"
"11073  :  โรงพยาบาลอาจสามารถ","2,723","1,307","48.00","3,289","232","7.05"
"11074  :  โรงพยาบาลเมยวดี","1,314","7","0.53","1,384","1","0.07"
"11075  :  โรงพยาบาลศรีสมเด็จ","1,115","275","24.66","1,484","563","37.94"
"11076  :  โรงพยาบาลจังหาร","1,328","834","62.80","1,717","193","11.24"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","135","0","0.00","137","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,717","0","0.00","1,800","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","733","156","21.28","871","158","18.14"
"27989  :  โรงพยาบาลเชียงขวัญ","701","219","31.24","793","178","22.45"
"27990  :  โรงพยาบาลหนองฮี","763","485","63.56","949","2","0.21"
"10709  :  โรงพยาบาลกาฬสินธุ์","4,926","174","3.53","7,568","397","5.25"
"11077  :  โรงพยาบาลนามน","1,942","7","0.36","2,189","7","0.32"
"11078  :  โรงพยาบาลกมลาไสย","3,538","6","0.17","3,079","3","0.10"
"11079  :  โรงพยาบาลร่องคำ","1,138","0","0.00","1,113","0","0.00"
"11080  :  โรงพยาบาลเขาวง","2,630","1","0.04","2,813","2,243","79.74"
"11081  :  โรงพยาบาลยางตลาด","3,572","0","0.00","3,932","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","2,952","3","0.10","3,534","1,687","47.74"
"11083  :  โรงพยาบาลสหัสขันธ์","1,202","4","0.33","1,774","21","1.18"
"11084  :  โรงพยาบาลคำม่วง","2,131","4","0.19","2,624","10","0.38"
"11085  :  โรงพยาบาลท่าคันโท","2,339","1","0.04","2,817","1,017","36.10"
"11086  :  โรงพยาบาลหนองกุงศรี","3,164","10","0.32","4,240","792","18.68"
"11087  :  โรงพยาบาลสมเด็จ","4,868","10","0.21","4,866","15","0.31"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,804","1","0.06","1,896","2","0.11"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","3,560","16","0.45","5,045","23","0.46"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","1,715","0","0.00","1,436","2","0.14"
"28789  :  โรงพยาบาลฆ้องชัย","304","0","0.00","285","258","90.53"
"28790  :  โรงพยาบาลดอนจาน","884","5","0.57","1,232","415","33.69"
"28791  :  โรงพยาบาลสามชัย","1,215","0","0.00","1,264","353","27.93"
"10710  :  โรงพยาบาลสกลนคร","1","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,999","0","0.00","2,170","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","1,348","0","0.00","1,730","319","18.44"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","3,842","2,524","65.69","4,070","2,755","67.69"
"11093  :  โรงพยาบาลวาริชภูมิ","1,236","5","0.40","1,893","187","9.88"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","530","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","5,603","8","0.14","6,158","9","0.15"
"11096  :  โรงพยาบาลคำตากล้า","2,346","3","0.13","2,472","1,213","49.07"
