"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","788","4","0.51","616","1","0.16"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,464","1","0.07","664","1","0.15"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","31","0","0.00","754","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","354","0","0.00","152","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","125","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","116","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,363","2","0.15","802","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","2,908","1","0.03","1,719","4","0.23"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,571","0","0.00","310","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","638","0","0.00","174","0","0.00"
"27840  :  โรงพยาบาลสีดา","764","3","0.39","283","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","997","4","0.40","229","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","5","0","0.00","3","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","2,457","1,045","42.53","1,376","653","47.46"
"10896  :  โรงพยาบาลกระสัง","1,130","0","0.00","9","0","0.00"
"10897  :  โรงพยาบาลนางรอง","5,333","18","0.34","310","1","0.32"
"10898  :  โรงพยาบาลหนองกี่","3,761","6","0.16","3,280","6","0.18"
"10899  :  โรงพยาบาลละหานทราย","4,262","3","0.07","3,551","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","5,794","2,596","44.80","4,347","3,678","84.61"
"10901  :  โรงพยาบาลบ้านกรวด","3,736","8","0.21","1,658","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","2,679","1,766","65.92","2,576","1,952","75.78"
"10904  :  โรงพยาบาลลำปลายมาศ","2,532","3","0.12","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","4,116","2,550","61.95","2,373","1,710","72.06"
"10906  :  โรงพยาบาลปะคำ","1,557","363","23.31","989","335","33.87"
"10907  :  โรงพยาบาลนาโพธิ์","1,378","0","0.00","341","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","2,291","851","37.15","919","899","97.82"
"10909  :  โรงพยาบาลพลับพลาชัย","2,055","482","23.45","1,041","90","8.65"
"10910  :  โรงพยาบาลห้วยราช","964","121","12.55","750","2","0.27"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,297","641","49.42","1,120","100","8.93"
"10912  :  โรงพยาบาลชำนิ","1,784","274","15.36","292","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,095","0","0.00","811","2","0.25"
"10914  :  โรงพยาบาลโนนดินแดง","1,783","4","0.22","856","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,894","524","27.67","1,286","457","35.54"
"23578  :  โรงพยาบาลแคนดง","1,467","753","51.33","754","620","82.23"
"28020  :  โรงพยาบาลบ้านด่าน","1,406","644","45.80","926","83","8.96"
"10668  :  โรงพยาบาลสุรินทร์","4,834","17","0.35","2,911","19","0.65"
"10915  :  โรงพยาบาลชุมพลบุรี","750","657","87.60","770","604","78.44"
"10916  :  โรงพยาบาลท่าตูม","4,378","2,318","52.95","3,426","2,078","60.65"
"10917  :  โรงพยาบาลจอมพระ","2,491","891","35.77","1,517","296","19.51"
"10918  :  โรงพยาบาลปราสาท","5,937","1,130","19.03","3,523","9","0.26"
"10919  :  โรงพยาบาลกาบเชิง","2,338","0","0.00","1,941","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","3,259","472","14.48","2,163","762","35.23"
"10921  :  โรงพยาบาลสนม","1,252","0","0.00","356","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","5,080","247","4.86","3,716","2","0.05"
"10923  :  โรงพยาบาลสังขะ","70","0","0.00","4","0","0.00"
"10924  :  โรงพยาบาลลำดวน","2,348","578","24.62","413","225","54.48"
"10925  :  โรงพยาบาลสำโรงทาบ","2,103","543","25.82","2,048","636","31.05"
"10926  :  โรงพยาบาลบัวเชด","3,029","0","0.00","125","84","67.20"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,125","2","0.09","1,696","202","11.91"
"27842  :  โรงพยาบาลเขวาสินรินทร์","897","0","0.00","212","1","0.47"
"27843  :  โรงพยาบาลศรีณรงค์","1,451","2","0.14","1,049","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","941","8","0.85","85","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","126","0","0.00","174","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","52","44","84.62","65","59","90.77"
"10928  :  โรงพยาบาลกันทรารมย์","467","148","31.69","1,142","1,028","90.02"
"10929  :  โรงพยาบาลกันทรลักษ์","1,591","716","45.00","182","39","21.43"
"10930  :  โรงพยาบาลขุขันธ์","4,669","3,945","84.49","3,075","622","20.23"
"10931  :  โรงพยาบาลไพรบึง","1,342","1,207","89.94","842","652","77.43"
"10932  :  โรงพยาบาลปรางค์กู่","246","0","0.00","53","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","1,419","1,377","97.04","1,403","1,368","97.51"
"10934  :  โรงพยาบาลราษีไศล","1,122","731","65.15","428","414","96.73"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","274","241","87.96","777","736","94.72"
"10936  :  โรงพยาบาลบึงบูรพ์","417","395","94.72","362","312","86.19"
"10937  :  โรงพยาบาลห้วยทับทัน","417","366","87.77","638","194","30.41"
"10938  :  โรงพยาบาลโนนคูณ","148","0","0.00","153","146","95.42"
"10939  :  โรงพยาบาลศรีรัตนะ","255","244","95.69","568","551","97.01"
"10940  :  โรงพยาบาลวังหิน","429","428","99.77","760","708","93.16"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","145","131","90.34","323","316","97.83"
"10942  :  โรงพยาบาลภูสิงห์","763","716","93.84","730","690","94.52"
"10943  :  โรงพยาบาลเมืองจันทร์","167","136","81.44","83","65","78.31"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","594","578","97.31","754","728","96.55"
"28014  :  โรงพยาบาลพยุห์","141","136","96.45","167","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","101","101","100.00","134","1","0.75"
"28016  :  โรงพยาบาลศิลาลาด","2","0","0.00","249","216","86.75"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","45","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","2","0","0.00","302","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,423","173","12.16","717","137","19.11"
"10948  :  โรงพยาบาลนาจะหลวย","1,690","8","0.47","736","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","837","0","0.00","104","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,995","1,980","99.25","1,635","1,621","99.14"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","549","0","0.00","525","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,950","0","0.00","1,620","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","17","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","31","3","9.68","4","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","53","18","33.96","30","28","93.33"
"10958  :  โรงพยาบาลโพธิ์ไทร","804","0","0.00","908","0","0.00"
"10959  :  โรงพยาบาลสำโรง","8","0","0.00","69","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","53","33","62.26","86","67","77.91"
"10961  :  โรงพยาบาลสิรินธร","616","0","0.00","624","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","250","0","0.00","3","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","22","0","0.00","28","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","775","1","0.13","88","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","14","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","58","0","0.00","45","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","2,100","2","0.10","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","129","119","92.25","98","25","25.51"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","301","202","67.11","335","136","40.60"
"10701  :  โรงพยาบาลยโสธร","1,901","7","0.37","352","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","595","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","689","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,855","584","31.48","78","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","1,020","0","0.00","42","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","1,478","622","42.08","685","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","895","422","47.15","355","7","1.97"
"10969  :  โรงพยาบาลไทยเจริญ","887","3","0.34","244","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","2,928","19","0.65","217","2","0.92"
"11921  :  โรงพยาบาลนายแพทย์หาญ","47","0","0.00","7","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","644","0","0.00","369","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","3,977","31","0.78","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","1,542","1,096","71.08","813","3","0.37"
"10971  :  โรงพยาบาลคอนสวรรค์","1,946","986","50.67","1,103","8","0.73"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","2,803","38","1.36","332","4","1.20"
"10973  :  โรงพยาบาลหนองบัวแดง","3,446","9","0.26","2,062","1,570","76.14"
"10974  :  โรงพยาบาลจัตุรัส","2,361","16","0.68","951","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,020","5","0.25","846","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","209","0","0.00","3","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","2,008","3","0.15","1,510","1,387","91.85"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,176","360","30.61","28","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","1,704","1","0.06","1,038","2","0.19"
"10980  :  โรงพยาบาลแก้งคร้อ","2,898","21","0.72","2,662","5","0.19"
"10981  :  โรงพยาบาลคอนสาร","2,011","48","2.39","1,133","212","18.71"
"10982  :  โรงพยาบาลภักดีชุมพล","1,865","398","21.34","0","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","1,019","2","0.20","385","220","57.14"
"10703  :  โรงพยาบาลอำนาจเจริญ","5,809","5","0.09","2,848","6","0.21"
"10985  :  โรงพยาบาลชานุมาน","1,364","503","36.88","438","424","96.80"
"10986  :  โรงพยาบาลปทุมราชวงศา","2,195","625","28.47","2,064","57","2.76"
"10987  :  โรงพยาบาลพนา","1,182","8","0.68","835","340","40.72"
"10988  :  โรงพยาบาลเสนางคนิคม","1,253","34","2.71","546","20","3.66"
"10989  :  โรงพยาบาลหัวตะพาน","1,907","490","25.69","623","87","13.96"
"10990  :  โรงพยาบาลลืออำนาจ","1,648","519","31.49","460","207","45.00"
"11040  :  โรงพยาบาลบึงกาฬ","4,039","13","0.32","995","10","1.01"
"11041  :  โรงพยาบาลพรเจริญ","1,650","0","0.00","1,529","2","0.13"
"11043  :  โรงพยาบาลโซ่พิสัย","2,068","170","8.22","2,301","505","21.95"
"11046  :  โรงพยาบาลเซกา","2,239","1","0.04","807","0","0.00"
"11047  :  โรงพยาบาลปากคาด","2,454","1,040","42.38","990","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","1,416","0","0.00","874","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2,044","1,519","74.32","1,233","1,218","98.78"
"11050  :  โรงพยาบาลบุ่งคล้า","759","157","20.69","561","162","28.88"
"10704  :  โรงพยาบาลหนองบัวลำภู","3,623","0","0.00","2,476","0","0.00"
"10991  :  โรงพยาบาลนากลาง","2,340","2","0.09","90","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","1,552","28","1.80","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","1,150","1","0.09","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","1,066","1","0.09","854","5","0.59"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","939","0","0.00","785","2","0.25"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","1","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","1,425","4","0.28","1,252","5","0.40"
"10998  :  โรงพยาบาลชุมแพ","2,885","63","2.18","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","710","401","56.48","647","613","94.74"
"11000  :  โรงพยาบาลน้ำพอง","598","597","99.83","591","580","98.14"
"11001  :  โรงพยาบาลอุบลรัตน์","752","391","51.99","1,179","466","39.53"
"11002  :  โรงพยาบาลบ้านไผ่","2,322","3","0.13","415","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","801","705","88.01","146","1","0.68"
"11004  :  โรงพยาบาลพล","1","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","1,069","330","30.87","540","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","1,339","1,073","80.13","972","678","69.75"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","1,764","0","0.00","152","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,341","1,062","79.19","723","514","71.09"
"11010  :  โรงพยาบาลชนบท","1,103","519","47.05","914","1","0.11"
"11011  :  โรงพยาบาลเขาสวนกวาง","1,371","0","0.00","20","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","5,336","3,196","59.90","3,916","3,379","86.29"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","103","0","0.00","15","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","16","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","443","0","0.00","70","70","100.00"
"77650  :  โรงพยาบาลเวียงเก่า","7","7","100.00","43","1","2.33"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","572","113","19.76","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","3,025","1,366","45.16","2,201","1,385","62.93"
"11014  :  โรงพยาบาลหนองวัวซอ","2,422","528","21.80","1,553","772","49.71"
"11015  :  โรงพยาบาลกุมภวาปี","5,722","3","0.05","1,204","1","0.08"
"11016  :  โรงพยาบาลห้วยเกิ้ง","241","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,617","887","54.85","105","1","0.95"
"11018  :  โรงพยาบาลหนองหาน","3,691","3,183","86.24","2,225","1,674","75.24"
"11019  :  โรงพยาบาลทุ่งฝน","1,129","591","52.35","1,020","461","45.20"
"11020  :  โรงพยาบาลไชยวาน","1,592","54","3.39","77","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","1,662","333","20.04","526","1","0.19"
"11022  :  โรงพยาบาลวังสามหมอ","3,660","1,404","38.36","735","25","3.40"
"11023  :  โรงพยาบาลบ้านผือ","3,863","3","0.08","1,851","1,031","55.70"
"11024  :  โรงพยาบาลน้ำโสม","2,109","755","35.80","835","3","0.36"
"11025  :  โรงพยาบาลเพ็ญ","2,922","0","0.00","1,737","2","0.12"
"11026  :  โรงพยาบาลสร้างคอม","1,048","397","37.88","612","76","12.42"
"11027  :  โรงพยาบาลหนองแสง","1,065","374","35.12","877","4","0.46"
"11028  :  โรงพยาบาลนายูง","1,038","2","0.19","1,299","2","0.15"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","680","124","18.24","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","5,250","1,575","30.00","1,329","1,160","87.28"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","602","2","0.33","212","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","1,120","0","0.00","246","2","0.81"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","8,789","4,162","47.35","5,490","3,696","67.32"
"11030  :  โรงพยาบาลนาด้วง","1,367","624","45.65","690","24","3.48"
"11031  :  โรงพยาบาลเชียงคาน","3,410","0","0.00","1,477","0","0.00"
"11032  :  โรงพยาบาลปากชม","628","156","24.84","465","454","97.63"
"11033  :  โรงพยาบาลนาแห้ว","744","195","26.21","690","218","31.59"
"11034  :  โรงพยาบาลภูเรือ","862","534","61.95","925","565","61.08"
"11035  :  โรงพยาบาลท่าลี่","1,366","1","0.07","1,348","1","0.07"
"11036  :  โรงพยาบาลวังสะพุง","3,705","1,590","42.91","1,422","12","0.84"
"11037  :  โรงพยาบาลภูกระดึง","1,845","0","0.00","954","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","1,074","0","0.00","44","0","0.00"
"11039  :  โรงพยาบาลผาขาว","2,261","679","30.03","1,815","872","48.04"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","2,309","161","6.97","1,117","925","82.81"
"14133  :  โรงพยาบาลเอราวัณ","1,624","717","44.15","734","478","65.12"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","344","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,619","2","0.12","206","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","4,941","5","0.10","2,353","1,634","69.44"
"11042  :  โรงพยาบาลโพนพิสัย","3,200","0","0.00","1,941","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,226","0","0.00","706","681","96.46"
"11045  :  โรงพยาบาลสังคม","1,072","2","0.19","1,296","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","3,523","2,180","61.88","1,622","518","31.94"
"14558  :  โรงพยาบาลพิสัยเวช","1,478","0","0.00","1,225","0","0.00"
"21356  :  โรงพยาบาลสระใคร","668","0","0.00","133","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","596","0","0.00","16","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","991","0","0.00","815","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","838","0","0.00","302","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","2,296","10","0.44","1,752","5","0.29"
"11051  :  โรงพยาบาลแกดำ","816","194","23.77","289","218","75.43"
"11052  :  โรงพยาบาลโกสุมพิสัย","3,672","830","22.60","2,313","1,560","67.44"
"11053  :  โรงพยาบาลกันทรวิชัย","1,864","746","40.02","999","849","84.98"
"11054  :  โรงพยาบาลเชียงยืน","2,647","1,437","54.29","2,395","1,184","49.44"
"11055  :  โรงพยาบาลบรบือ","4,221","472","11.18","3,570","137","3.84"
"11056  :  โรงพยาบาลนาเชือก","1,981","406","20.49","1,522","1,490","97.90"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","4,379","1,807","41.27","2,331","101","4.33"
"11058  :  โรงพยาบาลวาปีปทุม","4,073","782","19.20","3,057","1,394","45.60"
"11059  :  โรงพยาบาลนาดูน","1,151","169","14.68","559","188","33.63"
"11060  :  โรงพยาบาลยางสีสุราช","1,527","890","58.28","1,852","618","33.37"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","2,051","1,259","61.38","1,375","876","63.71"
"24704  :  โรงพยาบาลกุดรัง","1,014","177","17.46","141","50","35.46"
"28843  :  โรงพยาบาลชื่นชม","539","304","56.40","434","107","24.65"
"10708  :  โรงพยาบาลร้อยเอ็ด","28","1","3.57","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","3,703","2","0.05","1,700","1,538","90.47"
"11062  :  โรงพยาบาลปทุมรัตต์","2,739","840","30.67","1,235","3","0.24"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","2,311","777","33.62","1,663","221","13.29"
"11064  :  โรงพยาบาลธวัชบุรี","1,371","12","0.88","278","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,972","7","0.35","1,620","1,307","80.68"
"11066  :  โรงพยาบาลโพนทอง","4,238","485","11.44","501","115","22.95"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,746","564","32.30","412","193","46.84"
"11068  :  โรงพยาบาลหนองพอก","2,030","1,475","72.66","1,489","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","3,718","6","0.16","1,108","9","0.81"
"11070  :  โรงพยาบาลสุวรรณภูมิ","4,899","1,754","35.80","3,944","518","13.13"
"11071  :  โรงพยาบาลเมืองสรวง","794","237","29.85","255","174","68.24"
"11072  :  โรงพยาบาลโพนทราย","1,073","6","0.56","130","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","2,403","86","3.58","1,741","162","9.30"
"11074  :  โรงพยาบาลเมยวดี","1,213","0","0.00","676","5","0.74"
"11075  :  โรงพยาบาลศรีสมเด็จ","1,251","205","16.39","672","535","79.61"
"11076  :  โรงพยาบาลจังหาร","1,993","813","40.79","1,647","17","1.03"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","87","0","0.00","5","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,397","0","0.00","802","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","594","46","7.74","116","4","3.45"
"27989  :  โรงพยาบาลเชียงขวัญ","631","38","6.02","142","9","6.34"
"27990  :  โรงพยาบาลหนองฮี","1,014","9","0.89","660","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","4,832","83","1.72","4,300","586","13.63"
"11077  :  โรงพยาบาลนามน","1,521","5","0.33","827","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","2,551","1","0.04","1,642","4","0.24"
"11079  :  โรงพยาบาลร่องคำ","1,295","1","0.08","168","2","1.19"
"11080  :  โรงพยาบาลเขาวง","2,007","1,007","50.17","1,287","115","8.94"
"11081  :  โรงพยาบาลยางตลาด","2,978","1","0.03","1,253","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","2,503","1","0.04","2,660","1,483","55.75"
"11083  :  โรงพยาบาลสหัสขันธ์","2,037","0","0.00","267","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,938","3","0.15","1,602","2","0.12"
"11085  :  โรงพยาบาลท่าคันโท","1,689","651","38.54","1,039","920","88.55"
"11086  :  โรงพยาบาลหนองกุงศรี","2,880","2,206","76.60","748","3","0.40"
"11087  :  โรงพยาบาลสมเด็จ","3,569","2,394","67.08","3,682","2,874","78.06"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,555","1","0.06","1,417","9","0.64"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","4,882","20","0.41","2,652","1","0.04"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","1,132","1","0.09","1","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","277","274","98.92","223","217","97.31"
"28790  :  โรงพยาบาลดอนจาน","808","260","32.18","397","148","37.28"
"28791  :  โรงพยาบาลสามชัย","954","0","0.00","398","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","1","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,518","0","0.00","907","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","1,264","0","0.00","1,567","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","2,811","0","0.00","2,091","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","1,846","0","0.00","3","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","368","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","4,289","0","0.00","704","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","2,065","0","0.00","1,689","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,899","0","0.00","89","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","23","0","0.00","1,442","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","1,599","0","0.00","1,555","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","1,175","0","0.00","531","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,894","0","0.00","2,010","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","1,715","0","0.00","1,801","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","2,068","0","0.00","298","0","0.00"
