"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"10888  :  โรงพยาบาลขามทะเลสอ","179","130","72.63","61","46.92","176","153","86.93","71","46.41","173","154","89.02","93","60.39","170","120","70.59","68","56.67"
"10889  :  โรงพยาบาลสีคิ้ว","383","352","91.91","165","46.88","387","365","94.32","164","44.93","379","347","91.56","166","47.84","384","366","95.31","183","50.00"
"10890  :  โรงพยาบาลปากช่องนานา","133","126","94.74","82","65.08","128","130","101.56","91","70.00","126","123","97.62","105","85.37","126","55","43.65","20","36.36"
"10891  :  โรงพยาบาลหนองบุญมาก","137","132","96.35","94","71.21","128","131","102.34","96","73.28","126","121","96.03","100","82.64","116","120","103.45","91","75.83"
"10892  :  โรงพยาบาลแก้งสนามนาง","194","113","58.25","42","37.17","192","181","94.27","119","65.75","186","108","58.06","53","49.07","183","79","43.17","37","46.84"
"10893  :  โรงพยาบาลโนนแดง","184","168","91.30","106","63.10","188","159","84.57","69","43.40","186","92","49.46","56","60.87","184","119","64.67","70","58.82"
"10894  :  โรงพยาบาลวังน้ำเขียว","82","78","95.12","47","60.26","78","77","98.72","45","58.44","78","70","89.74","46","65.71","78","78","100.00","51","65.38"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","74","72","97.30","46","63.89","72","67","93.06","34","50.75","71","37","52.11","18","48.65","72","23","31.94","12","52.17"
"11608  :  โรงพยาบาลลำทะเมนชัย","99","69","69.70","21","30.43","96","47","48.96","18","38.30","100","34","34.00","12","35.29","94","23","24.47","15","65.22"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","746","538","72.12","307","57.06","738","189","25.61","104","55.03","707","143","20.23","78","54.55","664","360","54.22","148","41.11"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","364","50","13.74","27","54.00","342","31","9.06","12","38.71","336","16","4.76","10","62.50","323","24","7.43","11","45.83"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","34","5","14.71","5","100.00","32","2","6.25","2","100.00","30","6","20.00","2","33.33","25","4","16.00","3","75.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","139","66","47.48","38","57.58","145","49","33.79","27","55.10","142","30","21.13","17","56.67","136","31","22.79","12","38.71"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","42","19","45.24","7","36.84","41","26","63.41","11","42.31","40","13","32.50","6","46.15","38","24","63.16","12","50.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","30","19","63.33","13","68.42","30","23","76.67","17","73.91","33","10","30.30","8","80.00","36","13","36.11","8","61.54"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","67","60","89.55","43","71.67","61","63","103.28","32","50.79","56","57","101.79","32","56.14","54","53","98.15","37","69.81"
"27839  :  โรงพยาบาลบัวลาย","78","74","94.87","42","56.76","78","77","98.72","35","45.45","81","65","80.25","54","83.08","81","61","75.31","37","60.66"
"27840  :  โรงพยาบาลสีดา","60","54","90.00","33","61.11","56","50","89.29","37","74.00","52","38","73.08","24","63.16","53","13","24.53","8","61.54"
"27841  :  โรงพยาบาลเทพารักษ์","188","115","61.17","53","46.09","191","141","73.82","73","51.77","190","82","43.16","37","45.12","188","29","15.43","13","44.83"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","356","341","95.79","212","62.17","365","347","95.07","229","65.99","352","336","95.45","230","68.45","362","334","92.27","225","67.37"
"10896  :  โรงพยาบาลกระสัง","219","199","90.87","147","73.87","218","211","96.79","159","75.36","210","207","98.57","160","77.29","202","184","91.09","142","77.17"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","239","159","66.53","105","66.04","226","157","69.47","81","51.59","221","135","61.09","85","62.96","222","83","37.39","54","65.06"
"10899  :  โรงพยาบาลละหานทราย","247","243","98.38","156","64.20","246","192","78.05","118","61.46","235","109","46.38","68","62.39","238","134","56.30","67","50.00"
"10900  :  โรงพยาบาลประโคนชัย","361","337","93.35","195","57.86","360","361","100.28","173","47.92","359","360","100.28","217","60.28","354","356","100.56","180","50.56"
"10901  :  โรงพยาบาลบ้านกรวด","316","269","85.13","155","57.62","310","266","85.81","168","63.16","314","120","38.22","80","66.67","306","140","45.75","76","54.29"
"10902  :  โรงพยาบาลพุทไธสง","236","220","93.22","128","58.18","232","234","100.86","126","53.85","227","198","87.22","112","56.57","220","180","81.82","96","53.33"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","339","269","79.35","205","76.21","309","266","86.08","173","65.04","289","170","58.82","119","70.00","258","131","50.78","59","45.04"
"10906  :  โรงพยาบาลปะคำ","124","110","88.71","80","72.73","124","67","54.03","38","56.72","129","39","30.23","22","56.41","140","57","40.71","34","59.65"
"10907  :  โรงพยาบาลนาโพธิ์","114","109","95.61","75","68.81","109","107","98.17","60","56.07","105","103","98.10","61","59.22","105","40","38.10","21","52.50"
"10908  :  โรงพยาบาลหนองหงส์","141","126","89.36","99","78.57","138","138","100.00","85","61.59","140","131","93.57","99","75.57","138","135","97.83","113","83.70"
"10909  :  โรงพยาบาลพลับพลาชัย","290","277","95.52","168","60.65","286","233","81.47","162","69.53","299","221","73.91","161","72.85","311","121","38.91","78","64.46"
"10910  :  โรงพยาบาลห้วยราช","88","79","89.77","47","59.49","84","77","91.67","48","62.34","78","71","91.03","44","61.97","74","69","93.24","49","71.01"
"10911  :  โรงพยาบาลโนนสุวรรณ","153","143","93.46","94","65.73","154","151","98.05","103","68.21","151","142","94.04","90","63.38","148","53","35.81","20","37.74"
"10912  :  โรงพยาบาลชำนิ","90","79","87.78","51","64.56","91","84","92.31","46","54.76","87","76","87.36","39","51.32","81","27","33.33","10","37.04"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","92","91","98.91","72","79.12","92","91","98.91","53","58.24","90","86","95.56","66","76.74","85","89","104.71","72","80.90"
"10914  :  โรงพยาบาลโนนดินแดง","220","210","95.45","168","80.00","202","210","103.96","110","52.38","199","188","94.47","146","77.66","189","113","59.79","62","54.87"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","167","141","84.43","96","68.09","166","95","57.23","59","62.11","148","78","52.70","42","53.85","140","106","75.71","55","51.89"
"23578  :  โรงพยาบาลแคนดง","248","223","89.92","103","46.19","249","233","93.57","125","53.65","245","214","87.35","134","62.62","247","65","26.32","23","35.38"
"28020  :  โรงพยาบาลบ้านด่าน","218","188","86.24","114","60.64","212","212","100.00","76","35.85","209","209","100.00","109","52.15","220","212","96.36","126","59.43"
"10668  :  โรงพยาบาลสุรินทร์","1","0","0.00","0","0.00","1","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","199","164","82.41","86","52.44","192","177","92.19","97","54.80","183","165","90.16","98","59.39","166","159","95.78","87","54.72"
"10916  :  โรงพยาบาลท่าตูม","398","369","92.71","246","66.67","404","356","88.12","244","68.54","403","370","91.81","265","71.62","387","383","98.97","291","75.98"
"10917  :  โรงพยาบาลจอมพระ","325","290","89.23","181","62.41","317","296","93.38","171","57.77","323","273","84.52","183","67.03","320","113","35.31","50","44.25"
"10918  :  โรงพยาบาลปราสาท","303","158","52.15","88","55.70","296","273","92.23","132","48.35","284","116","40.85","66","56.90","276","155","56.16","78","50.32"
"10919  :  โรงพยาบาลกาบเชิง","186","126","67.74","66","52.38","192","149","77.60","81","54.36","190","85","44.74","40","47.06","196","137","69.90","112","81.75"
"10920  :  โรงพยาบาลรัตนบุรี","337","299","88.72","193","64.55","347","325","93.66","224","68.92","349","337","96.56","226","67.06","338","338","100.00","267","78.99"
"10921  :  โรงพยาบาลสนม","154","144","93.51","78","54.17","142","141","99.30","77","54.61","146","132","90.41","64","48.48","145","59","40.69","30","50.85"
"10922  :  โรงพยาบาลศีขรภูมิ","246","229","93.09","143","62.45","239","246","102.93","146","59.35","238","239","100.42","112","46.86","223","232","104.04","175","75.43"
"10923  :  โรงพยาบาลสังขะ","267","196","73.41","96","48.98","259","217","83.78","96","44.24","267","119","44.57","61","51.26","263","95","36.12","45","47.37"
"10924  :  โรงพยาบาลลำดวน","183","158","86.34","78","49.37","178","175","98.31","115","65.71","175","171","97.71","104","60.82","156","161","103.21","85","52.80"
"10925  :  โรงพยาบาลสำโรงทาบ","198","181","91.41","100","55.25","192","172","89.58","97","56.40","197","142","72.08","76","53.52","206","33","16.02","17","51.52"
"10926  :  โรงพยาบาลบัวเชด","177","145","81.92","87","60.00","175","154","88.00","93","60.39","173","172","99.42","121","70.35","164","67","40.85","27","40.30"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","95","92","96.84","57","61.96","88","87","98.86","53","60.92","86","86","100.00","54","62.79","81","80","98.77","62","77.50"
"27842  :  โรงพยาบาลเขวาสินรินทร์","106","84","79.25","48","57.14","102","58","56.86","31","53.45","107","81","75.70","49","60.49","110","60","54.55","39","65.00"
"27843  :  โรงพยาบาลศรีณรงค์","80","45","56.25","25","55.56","72","70","97.22","40","57.14","70","69","98.57","43","62.32","66","15","22.73","6","40.00"
"27844  :  โรงพยาบาลโนนนารายณ์","47","44","93.62","17","38.64","42","31","73.81","15","48.39","41","13","31.71","6","46.15","38","41","107.89","21","51.22"
"10700  :  โรงพยาบาลศรีสะเกษ","93","14","15.05","11","78.57","93","15","16.13","9","60.00","89","10","11.24","7","70.00","87","9","10.34","5","55.56"
"10927  :  โรงพยาบาลยางชุมน้อย","155","137","88.39","133","97.08","163","108","66.26","97","89.81","150","80","53.33","73","91.25","139","19","13.67","14","73.68"
"10928  :  โรงพยาบาลกันทรารมย์","240","149","62.08","95","63.76","247","98","39.68","64","65.31","233","77","33.05","55","71.43","237","63","26.58","41","65.08"
"10929  :  โรงพยาบาลกันทรลักษ์","366","29","7.92","17","58.62","376","33","8.78","17","51.52","370","20","5.41","13","65.00","356","31","8.71","17","54.84"
"10930  :  โรงพยาบาลขุขันธ์","232","216","93.10","166","76.85","223","217","97.31","178","82.03","222","78","35.14","52","66.67","230","217","94.35","127","58.53"
"10931  :  โรงพยาบาลไพรบึง","403","252","62.53","152","60.32","412","220","53.40","157","71.36","418","213","50.96","122","57.28","409","152","37.16","94","61.84"
"10932  :  โรงพยาบาลปรางค์กู่","162","131","80.86","122","93.13","154","64","41.56","33","51.56","150","47","31.33","29","61.70","145","8","5.52","6","75.00"
"10933  :  โรงพยาบาลขุนหาญ","218","113","51.83","62","54.87","217","109","50.23","72","66.06","212","16","7.55","10","62.50","214","11","5.14","7","63.64"
"10934  :  โรงพยาบาลราษีไศล","143","137","95.80","62","45.26","132","130","98.48","69","53.08","128","128","100.00","67","52.34","125","1","0.80","1","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","188","167","88.83","101","60.48","183","110","60.11","64","58.18","183","45","24.59","24","53.33","177","27","15.25","20","74.07"
"10936  :  โรงพยาบาลบึงบูรพ์","102","87","85.29","56","64.37","101","58","57.43","41","70.69","101","25","24.75","17","68.00","100","21","21.00","12","57.14"
"10937  :  โรงพยาบาลห้วยทับทัน","148","127","85.81","101","79.53","152","144","94.74","109","75.69","151","145","96.03","111","76.55","141","139","98.58","111","79.86"
"10938  :  โรงพยาบาลโนนคูณ","44","13","29.55","11","84.62","40","31","77.50","19","61.29","40","39","97.50","28","71.79","36","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","132","119","90.15","97","81.51","134","133","99.25","104","78.20","127","127","100.00","100","78.74","135","124","91.85","98","79.03"
"10940  :  โรงพยาบาลวังหิน","113","108","95.58","87","80.56","106","106","100.00","82","77.36","99","99","100.00","77","77.78","100","73","73.00","59","80.82"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","93","39","41.94","25","64.10","91","31","34.07","17","54.84","94","26","27.66","18","69.23","88","14","15.91","7","50.00"
"10942  :  โรงพยาบาลภูสิงห์","201","174","86.57","119","68.39","204","139","68.14","84","60.43","208","149","71.63","88","59.06","203","138","67.98","97","70.29"
"10943  :  โรงพยาบาลเมืองจันทร์","52","52","100.00","41","78.85","53","55","103.77","46","83.64","54","52","96.30","44","84.62","57","12","21.05","9","75.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","93","89","95.70","44","49.44","85","85","100.00","39","45.88","85","77","90.59","37","48.05","81","40","49.38","20","50.00"
"28014  :  โรงพยาบาลพยุห์","68","29","42.65","18","62.07","67","42","62.69","20","47.62","68","33","48.53","21","63.64","71","11","15.49","2","18.18"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","38","35","92.11","28","80.00","39","39","100.00","35","89.74","38","28","73.68","24","85.71","38","33","86.84","23","69.70"
"28016  :  โรงพยาบาลศิลาลาด","81","71","87.65","49","69.01","83","80","96.39","55","68.75","85","80","94.12","58","72.50","82","81","98.78","57","70.37"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","235","40","17.02","11","27.50","220","17","7.73","9","52.94","218","21","9.63","11","52.38","210","16","7.62","7","43.75"
"10945  :  โรงพยาบาลโขงเจียม","243","222","91.36","128","57.66","222","214","96.40","129","60.28","220","208","94.55","116","55.77","217","205","94.47","148","72.20"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","449","370","82.41","305","82.43","453","296","65.34","192","64.86","421","314","74.58","263","83.76","422","276","65.40","266","96.38"
"10948  :  โรงพยาบาลนาจะหลวย","311","240","77.17","60","25.00","308","152","49.35","40","26.32","293","217","74.06","167","76.96","285","172","60.35","155","90.12"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","251","109","43.43","63","57.80","250","194","77.60","123","63.40","249","117","46.99","65","55.56","242","98","40.50","52","53.06"
"10951  :  โรงพยาบาลตระการพืชผล","132","117","88.64","56","47.86","134","131","97.76","64","48.85","132","127","96.21","66","51.97","118","124","105.08","68","54.84"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","145","35","24.14","23","65.71","146","33","22.60","20","60.61","141","33","23.40","19","57.58","153","15","9.80","11","73.33"
"10953  :  โรงพยาบาลม่วงสามสิบ","160","151","94.38","91","60.26","158","152","96.20","87","57.24","157","149","94.90","94","63.09","152","150","98.68","101","67.33"
"10954  :  โรงพยาบาลวารินชำราบ","18","0","0.00","0","0.00","18","1","5.56","1","100.00","16","6","37.50","2","33.33","16","2","12.50","1","50.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","134","29","21.64","17","58.62","131","37","28.24","26","70.27","127","21","16.54","15","71.43","124","16","12.90","9","56.25"
"10957  :  โรงพยาบาลตาลสุม","137","43","31.39","19","44.19","141","42","29.79","28","66.67","138","37","26.81","22","59.46","145","38","26.21","12","31.58"
"10958  :  โรงพยาบาลโพธิ์ไทร","215","198","92.09","151","76.26","217","214","98.62","160","74.77","205","217","105.85","149","68.66","200","205","102.50","161","78.54"
"10959  :  โรงพยาบาลสำโรง","130","59","45.38","26","44.07","138","7","5.07","3","42.86","139","10","7.19","5","50.00","138","51","36.96","30","58.82"
"10960  :  โรงพยาบาลดอนมดแดง","115","107","93.04","74","69.16","115","106","92.17","88","83.02","115","19","16.52","10","52.63","110","18","16.36","12","66.67"
"10961  :  โรงพยาบาลสิรินธร","225","205","91.11","127","61.95","224","221","98.66","137","61.99","226","213","94.25","125","58.69","214","172","80.37","103","59.88"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","153","89","58.17","49","55.06","151","95","62.91","57","60.00","137","124","90.51","77","62.10","125","13","10.40","11","84.62"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","149","10","6.71","5","50.00","146","16","10.96","11","68.75","141","3","2.13","2","66.67","134","6","4.48","5","83.33"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","30","3","10.00","1","33.33","28","3","10.71","2","66.67","29","1","3.45","1","100.00","30","3","10.00","2","66.67"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","1","100.00","1","100.00","1","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","28","22","78.57","10","45.45","24","19","79.17","7","36.84","21","15","71.43","7","46.67","15","7","46.67","5","71.43"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","84","1","1.19","0","0.00","85","0","0.00","0","0.00","81","1","1.23","1","100.00","79","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","42","34","80.95","18","52.94","43","44","102.33","21","47.73","40","34","85.00","21","61.76","39","37","94.87","21","56.76"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","278","257","92.45","127","49.42","282","271","96.10","134","49.45","274","280","102.19","132","47.14","277","266","96.03","147","55.26"
"10966  :  โรงพยาบาลป่าติ้ว","174","168","96.55","88","52.38","180","170","94.44","109","64.12","176","81","46.02","51","62.96","175","89","50.86","54","60.67"
"10967  :  โรงพยาบาลมหาชนะชัย","156","131","83.97","62","47.33","167","155","92.81","85","54.84","165","140","84.85","80","57.14","163","150","92.02","97","64.67"
"10968  :  โรงพยาบาลค้อวัง","135","104","77.04","65","62.50","141","125","88.65","88","70.40","137","121","88.32","82","67.77","129","135","104.65","95","70.37"
"10969  :  โรงพยาบาลไทยเจริญ","123","92","74.80","47","51.09","120","116","96.67","66","56.90","122","59","48.36","36","61.02","118","76","64.41","42","55.26"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","394","331","84.01","164","49.55","401","271","67.58","152","56.09","388","225","57.99","119","52.89","377","212","56.23","60","28.30"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","126","114","90.48","59","51.75","128","94","73.44","54","57.45","128","27","21.09","10","37.04","120","42","35.00","20","47.62"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","261","223","85.44","157","70.40","266","259","97.37","199","76.83","280","274","97.86","224","81.75","280","273","97.50","220","80.59"
"10971  :  โรงพยาบาลคอนสวรรค์","129","120","93.02","80","66.67","116","122","105.17","72","59.02","113","118","104.42","78","66.10","107","107","100.00","82","76.64"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","234","216","92.31","116","53.70","230","226","98.26","129","57.08","224","224","100.00","152","67.86","228","197","86.40","154","78.17"
"10973  :  โรงพยาบาลหนองบัวแดง","358","334","93.30","221","66.17","337","330","97.92","245","74.24","328","315","96.04","255","80.95","322","305","94.72","252","82.62"
"10974  :  โรงพยาบาลจัตุรัส","324","311","95.99","156","50.16","323","325","100.62","142","43.69","317","137","43.22","62","45.26","311","172","55.31","95","55.23"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","291","263","90.38","163","61.98","292","285","97.60","181","63.51","288","241","83.68","131","54.36","296","253","85.47","136","53.75"
"10976  :  โรงพยาบาลหนองบัวระเหว","147","26","17.69","14","53.85","137","40","29.20","24","60.00","133","17","12.78","10","58.82","131","17","12.98","14","82.35"
"10977  :  โรงพยาบาลเทพสถิต","248","119","47.98","61","51.26","245","176","71.84","90","51.14","247","95","38.46","50","52.63","244","136","55.74","73","53.68"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","382","336","87.96","220","65.48","375","370","98.67","315","85.14","374","91","24.33","28","30.77","384","186","48.44","121","65.05"
"10979  :  โรงพยาบาลบ้านแท่น","245","44","17.96","32","72.73","239","215","89.96","136","63.26","235","216","91.91","137","63.43","223","232","104.04","137","59.05"
"10980  :  โรงพยาบาลแก้งคร้อ","247","241","97.57","209","86.72","248","240","96.77","179","74.58","231","227","98.27","170","74.89","225","150","66.67","122","81.33"
"10981  :  โรงพยาบาลคอนสาร","158","147","93.04","86","58.50","167","158","94.61","85","53.80","155","134","86.45","95","70.90","154","62","40.26","32","51.61"
"10982  :  โรงพยาบาลภักดีชุมพล","138","121","87.68","86","71.07","137","115","83.94","62","53.91","140","50","35.71","20","40.00","134","39","29.10","22","56.41"
"10983  :  โรงพยาบาลเนินสง่า","80","80","100.00","49","61.25","83","83","100.00","50","60.24","84","62","73.81","29","46.77","80","41","51.25","22","53.66"
"10703  :  โรงพยาบาลอำนาจเจริญ","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","264","260","98.48","173","66.54","257","258","100.39","198","76.74","237","151","63.71","130","86.09","239","222","92.89","199","89.64"
"10986  :  โรงพยาบาลปทุมราชวงศา","206","188","91.26","103","54.79","207","177","85.51","89","50.28","206","89","43.20","40","44.94","204","29","14.22","13","44.83"
"10987  :  โรงพยาบาลพนา","114","104","91.23","74","71.15","107","110","102.80","83","75.45","103","102","99.03","69","67.65","107","105","98.13","67","63.81"
"10988  :  โรงพยาบาลเสนางคนิคม","263","257","97.72","174","67.70","259","185","71.43","102","55.14","262","223","85.11","124","55.61","264","64","24.24","42","65.63"
"10989  :  โรงพยาบาลหัวตะพาน","117","110","94.02","61","55.45","114","112","98.25","63","56.25","112","115","102.68","81","70.43","110","103","93.64","65","63.11"
"10990  :  โรงพยาบาลลืออำนาจ","121","117","96.69","64","54.70","118","117","99.15","81","69.23","116","117","100.86","103","88.03","109","102","93.58","97","95.10"
"11040  :  โรงพยาบาลบึงกาฬ","134","30","22.39","11","36.67","130","99","76.15","83","83.84","128","74","57.81","53","71.62","133","14","10.53","9","64.29"
"11041  :  โรงพยาบาลพรเจริญ","232","205","88.36","127","61.95","231","232","100.43","141","60.78","236","181","76.69","116","64.09","221","180","81.45","96","53.33"
"11043  :  โรงพยาบาลโซ่พิสัย","383","356","92.95","226","63.48","386","321","83.16","184","57.32","377","361","95.76","284","78.67","373","230","61.66","90","39.13"
"11046  :  โรงพยาบาลเซกา","212","131","61.79","71","54.20","226","205","90.71","97","47.32","232","80","34.48","25","31.25","251","107","42.63","33","30.84"
"11047  :  โรงพยาบาลปากคาด","269","244","90.71","123","50.41","256","180","70.31","87","48.33","256","218","85.16","110","50.46","252","73","28.97","31","42.47"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","269","249","92.57","135","54.22","268","251","93.66","148","58.96","272","163","59.93","78","47.85","267","260","97.38","157","60.38"
"11050  :  โรงพยาบาลบุ่งคล้า","60","59","98.33","38","64.41","56","48","85.71","45","93.75","60","61","101.67","27","44.26","57","38","66.67","9","23.68"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
