"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","251","2,143","8.54"
"10944  :  โรงพยาบาลศรีเมืองใหม่","10","105","10.50"
"10945  :  โรงพยาบาลโขงเจียม","18","163","9.06"
"10946  :  โรงพยาบาลเขื่องใน","4","46","11.50"
"10947  :  โรงพยาบาลเขมราฐ","69","715","10.36"
"10948  :  โรงพยาบาลนาจะหลวย","10","83","8.30"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","31","283","9.13"
"10951  :  โรงพยาบาลตระการพืชผล","79","725","9.18"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","11","110","10.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","19","179","9.42"
"10954  :  โรงพยาบาลวารินชำราบ","4","48","12.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","80","760","9.50"
"10957  :  โรงพยาบาลตาลสุม","6","58","9.67"
"10958  :  โรงพยาบาลโพธิ์ไทร","16","155","9.69"
"10959  :  โรงพยาบาลสำโรง","11","120","10.91"
"10960  :  โรงพยาบาลดอนมดแดง","12","123","10.25"
"10961  :  โรงพยาบาลสิรินธร","44","425","9.66"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","7","70","10.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","22","232","10.55"
"10963  :  โรงพยาบาลทรายมูล","6","62","10.33"
"10964  :  โรงพยาบาลกุดชุม","19","158","8.32"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6","57","9.50"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","2","22","11.00"
"10968  :  โรงพยาบาลค้อวัง","3","24","8.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","280","2,435","8.70"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","490","4,280","8.73"
"10970  :  โรงพยาบาลบ้านเขว้า","3","29","9.67"
"10971  :  โรงพยาบาลคอนสวรรค์","39","347","8.90"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","30","264","8.80"
"10973  :  โรงพยาบาลหนองบัวแดง","284","2,401","8.45"
"10974  :  โรงพยาบาลจัตุรัส","321","2,445","7.62"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","152","1,328","8.74"
"10976  :  โรงพยาบาลหนองบัวระเหว","34","266","7.82"
"10977  :  โรงพยาบาลเทพสถิต","24","224","9.33"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","506","4,233","8.37"
"10979  :  โรงพยาบาลบ้านแท่น","12","100","8.33"
"10980  :  โรงพยาบาลแก้งคร้อ","22","183","8.32"
"10981  :  โรงพยาบาลคอนสาร","28","285","10.18"
"10982  :  โรงพยาบาลภักดีชุมพล","52","476","9.15"
"10983  :  โรงพยาบาลเนินสง่า","20","189","9.45"
"10703  :  โรงพยาบาลอำนาจเจริญ","75","639","8.52"
"10985  :  โรงพยาบาลชานุมาน","23","219","9.52"
"10986  :  โรงพยาบาลปทุมราชวงศา","3","32","10.67"
"10987  :  โรงพยาบาลพนา","2","18","9.00"
"10988  :  โรงพยาบาลเสนางคนิคม","10","100","10.00"
"10989  :  โรงพยาบาลหัวตะพาน","19","180","9.47"
"10990  :  โรงพยาบาลลืออำนาจ","0","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","367","3,064","8.35"
"11041  :  โรงพยาบาลพรเจริญ","56","502","8.96"
"11043  :  โรงพยาบาลโซ่พิสัย","134","1,177","8.78"
"11046  :  โรงพยาบาลเซกา","531","4,408","8.30"
"11047  :  โรงพยาบาลปากคาด","84","765","9.11"
"11048  :  โรงพยาบาลบึงโขงหลง","227","1,927","8.49"
"11049  :  โรงพยาบาลศรีวิไล","28","274","9.79"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","84","733","8.73"
"10991  :  โรงพยาบาลนากลาง","3","23","7.67"
"10992  :  โรงพยาบาลโนนสัง","2","20","10.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","68","637","9.37"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","3","30","10.00"
"10670  :  โรงพยาบาลขอนแก่น","766","5,540","7.23"
"10995  :  โรงพยาบาลบ้านฝาง","45","400","8.89"
"10996  :  โรงพยาบาลพระยืน","17","156","9.18"
"10997  :  โรงพยาบาลหนองเรือ","12","127","10.58"
"10998  :  โรงพยาบาลชุมแพ","111","944","8.50"
"10999  :  โรงพยาบาลสีชมพู","87","816","9.38"
"11000  :  โรงพยาบาลน้ำพอง","40","376","9.40"
"11001  :  โรงพยาบาลอุบลรัตน์","31","282","9.10"
"11002  :  โรงพยาบาลบ้านไผ่","9","61","6.78"
"11003  :  โรงพยาบาลเปือยน้อย","9","82","9.11"
"11004  :  โรงพยาบาลพล","345","2,894","8.39"
"11005  :  โรงพยาบาลแวงใหญ่","17","149","8.76"
"11006  :  โรงพยาบาลแวงน้อย","21","195","9.29"
"11007  :  โรงพยาบาลหนองสองห้อง","35","322","9.20"
"11008  :  โรงพยาบาลภูเวียง","22","211","9.59"
"11009  :  โรงพยาบาลมัญจาคีรี","8","90","11.25"
"11010  :  โรงพยาบาลชนบท","16","139","8.69"
"11011  :  โรงพยาบาลเขาสวนกวาง","24","203","8.46"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","79","708","8.96"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","48","450","9.38"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","14","112","8.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","58","515","8.88"
"11013  :  โรงพยาบาลกุดจับ","7","66","9.43"
"11014  :  โรงพยาบาลหนองวัวซอ","41","390","9.51"
"11015  :  โรงพยาบาลกุมภวาปี","171","1,461","8.54"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","66","551","8.35"
"11018  :  โรงพยาบาลหนองหาน","126","1,218","9.67"
"11019  :  โรงพยาบาลทุ่งฝน","14","131","9.36"
"11020  :  โรงพยาบาลไชยวาน","32","279","8.72"
"11021  :  โรงพยาบาลศรีธาตุ","15","132","8.80"
"11022  :  โรงพยาบาลวังสามหมอ","32","321","10.03"
"11023  :  โรงพยาบาลบ้านผือ","302","2,782","9.21"
"11024  :  โรงพยาบาลน้ำโสม","74","677","9.15"
"11025  :  โรงพยาบาลเพ็ญ","53","471","8.89"
"11026  :  โรงพยาบาลสร้างคอม","8","69","8.63"
"11027  :  โรงพยาบาลหนองแสง","9","84","9.33"
"11028  :  โรงพยาบาลนายูง","46","422","9.17"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","13","121","9.31"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","153","1,570","10.26"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00"
"10705  :  โรงพยาบาลเลย","422","4,089","9.69"
"11030  :  โรงพยาบาลนาด้วง","9","93","10.33"
"11031  :  โรงพยาบาลเชียงคาน","21","190","9.05"
"11032  :  โรงพยาบาลปากชม","5","49","9.80"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","3","27","9.00"
"11035  :  โรงพยาบาลท่าลี่","13","124","9.54"
"11036  :  โรงพยาบาลวังสะพุง","17","140","8.24"
"11037  :  โรงพยาบาลภูกระดึง","45","405","9.00"
"11038  :  โรงพยาบาลภูหลวง","2","13","6.50"
"11039  :  โรงพยาบาลผาขาว","33","236","7.15"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","199","1,831","9.20"
"14133  :  โรงพยาบาลเอราวัณ","40","355","8.88"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","22","185","8.41"
"10706  :  โรงพยาบาลหนองคาย","464","4,064","8.76"
"11042  :  โรงพยาบาลโพนพิสัย","307","2,746","8.94"
"11044  :  โรงพยาบาลศรีเชียงใหม่","4","36","9.00"
"11045  :  โรงพยาบาลสังคม","18","156","8.67"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","298","2,610","8.76"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","20","172","8.60"
"11051  :  โรงพยาบาลแกดำ","9","82","9.11"
"11052  :  โรงพยาบาลโกสุมพิสัย","236","2,074","8.79"
"11053  :  โรงพยาบาลกันทรวิชัย","30","253","8.43"
"11054  :  โรงพยาบาลเชียงยืน","26","212","8.15"
"11055  :  โรงพยาบาลบรบือ","391","3,350","8.57"
"11056  :  โรงพยาบาลนาเชือก","56","512","9.14"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","441","3,842","8.71"
"11058  :  โรงพยาบาลวาปีปทุม","166","1,443","8.69"
"11059  :  โรงพยาบาลนาดูน","1","9","9.00"
"11060  :  โรงพยาบาลยางสีสุราช","20","185","9.25"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","29","261","9.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","128","1,115","8.71"
"11062  :  โรงพยาบาลปทุมรัตต์","11","120","10.91"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","16","142","8.88"
"11064  :  โรงพยาบาลธวัชบุรี","15","128","8.53"
"11065  :  โรงพยาบาลพนมไพร","133","1,210","9.10"
"11066  :  โรงพยาบาลโพนทอง","456","3,650","8.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","7","57","8.14"
"11068  :  โรงพยาบาลหนองพอก","28","236","8.43"
"11069  :  โรงพยาบาลเสลภูมิ","57","541","9.49"
"11070  :  โรงพยาบาลสุวรรณภูมิ","330","3,069","9.30"
"11071  :  โรงพยาบาลเมืองสรวง","7","65","9.29"
"11072  :  โรงพยาบาลโพนทราย","0","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","61","557","9.13"
"11074  :  โรงพยาบาลเมยวดี","5","47","9.40"
"11075  :  โรงพยาบาลศรีสมเด็จ","0","0","0.00"
"11076  :  โรงพยาบาลจังหาร","17","154","9.06"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","386","3,421","8.86"
"11077  :  โรงพยาบาลนามน","17","156","9.18"
"11078  :  โรงพยาบาลกมลาไสย","157","903","5.75"
"11079  :  โรงพยาบาลร่องคำ","8","78","9.75"
"11080  :  โรงพยาบาลเขาวง","48","432","9.00"
"11081  :  โรงพยาบาลยางตลาด","377","3,246","8.61"
"11082  :  โรงพยาบาลห้วยเม็ก","14","122","8.71"
"11083  :  โรงพยาบาลสหัสขันธ์","3","35","11.67"
"11084  :  โรงพยาบาลคำม่วง","24","202","8.42"
"11085  :  โรงพยาบาลท่าคันโท","92","839","9.12"
"11086  :  โรงพยาบาลหนองกุงศรี","74","658","8.89"
"11087  :  โรงพยาบาลสมเด็จ","138","1,175","8.51"
"11088  :  โรงพยาบาลห้วยผึ้ง","29","251","8.66"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","262","2,241","8.55"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","564","4,042","7.17"
"11089  :  โรงพยาบาลกุสุมาลย์","32","286","8.94"
"11090  :  โรงพยาบาลกุดบาก","50","416","8.32"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","13","117","9.00"
"11092  :  โรงพยาบาลพังโคน","87","729","8.38"
"11093  :  โรงพยาบาลวาริชภูมิ","6","56","9.33"
"11094  :  โรงพยาบาลนิคมน้ำอูน","5","43","8.60"
"11095  :  โรงพยาบาลวานรนิวาส","177","1,656","9.36"
"11096  :  โรงพยาบาลคำตากล้า","29","269","9.28"
"11097  :  โรงพยาบาลบ้านม่วง","131","1,229","9.38"
"11098  :  โรงพยาบาลอากาศอำนวย","34","271","7.97"
"11099  :  โรงพยาบาลส่องดาว","31","253","8.16"
"11100  :  โรงพยาบาลเต่างอย","22","185","8.41"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","24","224","9.33"
"11103  :  โรงพยาบาลโพนนาแก้ว","13","130","10.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","628","5,780","9.20"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","21","170","8.10"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1,057","7,553","7.15"
"11104  :  โรงพยาบาลปลาปาก","29","250","8.62"
"11105  :  โรงพยาบาลท่าอุเทน","11","90","8.18"
"11106  :  โรงพยาบาลบ้านแพง","35","302","8.63"
"11107  :  โรงพยาบาลนาทม","6","52","8.67"
"11108  :  โรงพยาบาลเรณูนคร","8","72","9.00"
"11109  :  โรงพยาบาลนาแก","25","206","8.24"
"11110  :  โรงพยาบาลศรีสงคราม","103","907","8.81"
"11111  :  โรงพยาบาลนาหว้า","38","344","9.05"
"11112  :  โรงพยาบาลโพนสวรรค์","18","154","8.56"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","95","902","9.49"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","2","16","8.00"
"10712  :  โรงพยาบาลมุกดาหาร","344","2,672","7.77"
"11113  :  โรงพยาบาลนิคมคำสร้อย","18","164","9.11"
"11114  :  โรงพยาบาลดอนตาล","2","21","10.50"
"11115  :  โรงพยาบาลดงหลวง","20","204","10.20"
"11116  :  โรงพยาบาลคำชะอี","18","178","9.89"
"11117  :  โรงพยาบาลหว้านใหญ่","1","10","10.00"
"11118  :  โรงพยาบาลหนองสูง","11","101","9.18"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","326","2,935","9.00"
"11119  :  โรงพยาบาลจอมทอง","52","399","7.67"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","40","350","8.75"
"11121  :  โรงพยาบาลเชียงดาว","90","778","8.64"
"11122  :  โรงพยาบาลดอยสะเก็ด","33","284","8.61"
"11123  :  โรงพยาบาลแม่แตง","17","155","9.12"
"11124  :  โรงพยาบาลสะเมิง","22","210","9.55"
"11125  :  โรงพยาบาลฝาง","233","2,137","9.17"
"11126  :  โรงพยาบาลแม่อาย","1","11","11.00"
"11127  :  โรงพยาบาลพร้าว","34","300","8.82"
"11128  :  โรงพยาบาลสันป่าตอง","14","121","8.64"
"11129  :  โรงพยาบาลสันกำแพง","19","194","10.21"
"11130  :  โรงพยาบาลสันทราย","284","2,963","10.43"
"11131  :  โรงพยาบาลหางดง","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","18","162","9.00"
"11133  :  โรงพยาบาลดอยเต่า","33","289","8.76"
"11134  :  โรงพยาบาลอมก๋อย","223","1,819","8.16"
"11135  :  โรงพยาบาลสารภี","80","776","9.70"
"11136  :  โรงพยาบาลเวียงแหง","60","506","8.43"
"11137  :  โรงพยาบาลไชยปราการ","11","94","8.55"
"11138  :  โรงพยาบาลแม่วาง","3","27","9.00"
"11139  :  โรงพยาบาลแม่ออน","13","130","10.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","31","263","8.48"
"10714  :  โรงพยาบาลลำพูน","149","1,253","8.41"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","11","101","9.18"
"11144  :  โรงพยาบาลป่าซาง","49","486","9.92"
"11145  :  โรงพยาบาลบ้านธิ","3","33","11.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","362","3,250","8.98"
"11146  :  โรงพยาบาลแม่เมาะ","4","37","9.25"
"11147  :  โรงพยาบาลเกาะคา","140","1,278","9.13"
"11148  :  โรงพยาบาลเสริมงาม","4","33","8.25"
"11149  :  โรงพยาบาลงาว","58","518","8.93"
"11150  :  โรงพยาบาลแจ้ห่ม","11","105","9.55"
"11151  :  โรงพยาบาลวังเหนือ","39","323","8.28"
"11152  :  โรงพยาบาลเถิน","215","1,740","8.09"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","2","13","6.50"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","5","36","7.20"
"11157  :  โรงพยาบาลเมืองปาน","7","59","8.43"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","197","1,866","9.47"
"11158  :  โรงพยาบาลตรอน","2","21","10.50"
"11159  :  โรงพยาบาลท่าปลา","16","132","8.25"
"11160  :  โรงพยาบาลน้ำปาด","17","151","8.88"
"11161  :  โรงพยาบาลฟากท่า","0","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","19","157","8.26"
"11163  :  โรงพยาบาลพิชัย","2","20","10.00"
"11164  :  โรงพยาบาลลับแล","2","18","9.00"
"11165  :  โรงพยาบาลทองแสนขัน","6","53","8.83"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","464","3,979","8.58"
"11166  :  โรงพยาบาลร้องกวาง","0","0","0.00"
"11167  :  โรงพยาบาลลอง","16","154","9.63"
"11169  :  โรงพยาบาลสูงเม่น","3","32","10.67"
"11170  :  โรงพยาบาลสอง","26","231","8.88"
"11171  :  โรงพยาบาลวังชิ้น","1","6","6.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","15","134","8.93"
"10716  :  โรงพยาบาลน่าน","268","2,269","8.47"
"11173  :  โรงพยาบาลแม่จริม","2","14","7.00"
"11174  :  โรงพยาบาลบ้านหลวง","2","18","9.00"
"11175  :  โรงพยาบาลนาน้อย","9","67","7.44"
"11176  :  โรงพยาบาลท่าวังผา","0","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","15","147","9.80"
"11178  :  โรงพยาบาลทุ่งช้าง","30","252","8.40"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","2","20","10.00"
"11181  :  โรงพยาบาลสันติสุข","0","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","4","27","6.75"
"11183  :  โรงพยาบาลสองแคว","10","93","9.30"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","291","2,511","8.63"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","379","3,133","8.27"
"10718  :  โรงพยาบาลเชียงคำ","327","2,905","8.88"
"11184  :  โรงพยาบาลจุน","10","93","9.30"
"11185  :  โรงพยาบาลเชียงม่วน","2","18","9.00"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0.00"
"11187  :  โรงพยาบาลปง","29","268","9.24"
"11188  :  โรงพยาบาลแม่ใจ","5","43","8.60"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","980","8,766","8.94"
"11189  :  โรงพยาบาลเทิง","10","85","8.50"
"11190  :  โรงพยาบาลพาน","77","644","8.36"
"11191  :  โรงพยาบาลป่าแดด","0","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","213","1,947","9.14"
"11193  :  โรงพยาบาลเชียงแสน","139","1,266","9.11"
"11194  :  โรงพยาบาลแม่สาย","356","3,178","8.93"
"11195  :  โรงพยาบาลแม่สรวย","199","1,707","8.58"
"11196  :  โรงพยาบาลเวียงป่าเป้า","131","1,122","8.56"
"11197  :  โรงพยาบาลพญาเม็งราย","57","479","8.40"
"11198  :  โรงพยาบาลเวียงแก่น","160","1,490","9.31"
"11199  :  โรงพยาบาลขุนตาล","0","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","35","305","8.71"
"11201  :  โรงพยาบาลแม่ลาว","23","188","8.17"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","102","828","8.12"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","31","267","8.61"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","244","2,004","8.21"
"11203  :  โรงพยาบาลขุนยวม","30","248","8.27"
"11204  :  โรงพยาบาลปาย","73","673","9.22"
"11205  :  โรงพยาบาลแม่สะเรียง","382","3,275","8.57"
"11206  :  โรงพยาบาลแม่ลาน้อย","61","514","8.43"
"11207  :  โรงพยาบาลสบเมย","34","306","9.00"
"11208  :  โรงพยาบาลปางมะผ้า","82","684","8.34"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","568","4,670","8.22"
"11209  :  โรงพยาบาลโกรกพระ","25","224","8.96"
"11210  :  โรงพยาบาลชุมแสง","63","529","8.40"
