"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10828  :  โรงพยาบาลบ้านฉาง","18,717","277","1,479.94","61","325.91","78","416.73","68","363.31","70","373.99"
"10829  :  โรงพยาบาลแกลง","3,831","657","17,149.57","155","4,045.94","148","3,863.22","182","4,750.72","172","4,489.69"
"10830  :  โรงพยาบาลวังจันทร์","3,724","123","3,302.90","29","778.73","33","886.14","30","805.59","31","832.44"
"10831  :  โรงพยาบาลบ้านค่าย","5,416","199","3,674.30","42","775.48","69","1,274.00","27","498.52","61","1,126.29"
"10832  :  โรงพยาบาลปลวกแดง","19,245","34","176.67","7","36.37","6","31.18","11","57.16","10","51.96"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,304","65","4,984.66","12","920.25","20","1,533.74","15","1,150.31","18","1,380.37"
"23962  :  โรงพยาบาลนิคมพัฒนา","2,965","38","1,281.62","8","269.81","5","168.63","13","438.45","12","404.72"
"10664  :  โรงพยาบาลพระปกเกล้า","0","996","0.00","228","0.00","241","0.00","257","0.00","270","0.00"
"10834  :  โรงพยาบาลขลุง","0","399","0.00","84","0.00","118","0.00","88","0.00","109","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","115","0.00","32","0.00","18","0.00","37","0.00","28","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","2,924","77","2,633.38","22","752.39","17","581.40","16","547.20","22","752.39"
"10837  :  โรงพยาบาลสองพี่น้อง","4,626","227","4,907.05","56","1,210.55","46","994.38","45","972.76","80","1,729.36"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","9,296","495","5,324.87","96","1,032.70","126","1,355.42","146","1,570.57","127","1,366.18"
"10839  :  โรงพยาบาลมะขาม","1,078","163","15,120.59","40","3,710.58","54","5,009.28","26","2,411.87","43","3,988.87"
"10840  :  โรงพยาบาลแหลมสิงห์","0","257","0.00","68","0.00","76","0.00","55","0.00","58","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","555","0.00","122","0.00","153","0.00","128","0.00","152","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","4,449","105","2,360.08","18","404.59","24","539.45","37","831.65","26","584.40"
"10843  :  โรงพยาบาลนายายอาม","2,252","161","7,149.20","31","1,376.55","43","1,909.41","33","1,465.36","54","2,397.87"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4,226","219","5,182.21","45","1,064.84","58","1,372.46","61","1,443.45","55","1,301.47"
"10696  :  โรงพยาบาลตราด","4,931","721","14,621.78","180","3,650.38","174","3,528.70","189","3,832.89","178","3,609.82"
"10845  :  โรงพยาบาลคลองใหญ่","8,557","67","782.98","17","198.67","22","257.10","15","175.30","13","151.92"
"10846  :  โรงพยาบาลเขาสมิง","5,186","184","3,548.01","49","944.85","38","732.74","48","925.57","49","944.85"
"10847  :  โรงพยาบาลบ่อไร่","3,704","335","9,044.28","82","2,213.82","97","2,618.79","78","2,105.83","78","2,105.83"
"10848  :  โรงพยาบาลแหลมงอบ","3,030","111","3,663.37","35","1,155.12","27","891.09","24","792.08","25","825.08"
"10849  :  โรงพยาบาลเกาะกูด","1,008","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","664","38","5,722.89","9","1,355.42","11","1,656.63","11","1,656.63","7","1,054.22"
"10697  :  โรงพยาบาลพุทธโสธร","0","828","0.00","287","0.00","187","0.00","138","0.00","216","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","3,257","83","2,548.36","20","614.06","27","828.98","15","460.55","21","644.77"
"10850  :  โรงพยาบาลบางคล้า","12,881","127","985.95","39","302.77","37","287.24","25","194.08","26","201.85"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","223","0.00","59","0.00","57","0.00","58","0.00","49","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","137","0.00","28","0.00","35","0.00","41","0.00","33","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,489","117","4,700.68","38","1,526.72","30","1,205.30","21","843.71","28","1,124.95"
"10854  :  โรงพยาบาลพนมสารคาม","8,644","138","1,596.48","43","497.45","40","462.75","25","289.22","30","347.06"
"10855  :  โรงพยาบาลสนามชัยเขต","4,398","179","4,070.03","48","1,091.41","53","1,205.09","45","1,023.19","33","750.34"
"10856  :  โรงพยาบาลแปลงยาว","5,512","89","1,614.66","21","380.99","26","471.70","23","417.27","19","344.70"
"13747  :  โรงพยาบาลราชสาส์น","5,217","33","632.55","4","76.67","13","249.19","6","115.01","10","191.68"
"31327  :  โรงพยาบาลคลองเขื่อน","0","22","0.00","5","0.00","3","0.00","8","0.00","6","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","943","617","65,429.48","130","13,785.79","155","16,436.90","153","16,224.81","179","18,981.97"
"10857  :  โรงพยาบาลกบินทร์บุรี","7,933","124","1,563.09","31","390.77","33","415.98","31","390.77","29","365.56"
"10858  :  โรงพยาบาลนาดี","4,591","232","5,053.37","48","1,045.52","63","1,372.25","69","1,502.94","52","1,132.65"
"10859  :  โรงพยาบาลบ้านสร้าง","3,012","78","2,589.64","24","796.81","15","498.01","12","398.41","27","896.41"
"10860  :  โรงพยาบาลประจันตคาม","6,362","76","1,194.59","21","330.08","25","392.96","18","282.93","12","188.62"
"10861  :  โรงพยาบาลศรีมหาโพธิ","5,958","251","4,212.82","59","990.27","75","1,258.81","57","956.70","60","1,007.05"
"10862  :  โรงพยาบาลศรีมโหสถ","5,971","57","954.61","7","117.23","13","217.72","15","251.21","22","368.45"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","14,835","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","12,460","297","2,383.63","78","626.00","69","553.77","78","626.00","72","577.85"
"10863  :  โรงพยาบาลปากพลี","1,210","33","2,727.27","4","330.58","5","413.22","9","743.80","15","1,239.67"
"10864  :  โรงพยาบาลบ้านนา","4,259","178","4,179.38","45","1,056.59","55","1,291.38","37","868.75","41","962.67"
"10865  :  โรงพยาบาลองครักษ์","2,384","86","3,607.38","28","1,174.50","26","1,090.60","14","587.25","18","755.03"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","3","358","11,933,333.33","79","2,633,333.33","93","3,100,000.00","105","3,500,000.00","81","2,700,000.00"
"10866  :  โรงพยาบาลคลองหาด","6,379","92","1,442.23","25","391.91","23","360.56","22","344.88","22","344.88"
"10867  :  โรงพยาบาลตาพระยา","4,016","111","2,763.94","18","448.21","47","1,170.32","24","597.61","22","547.81"
"10868  :  โรงพยาบาลวังน้ำเย็น","13,617","488","3,583.76","116","851.88","127","932.66","130","954.69","115","844.53"
"10869  :  โรงพยาบาลวัฒนานคร","8,883","254","2,859.39","51","574.13","68","765.51","61","686.70","74","833.05"
"10870  :  โรงพยาบาลอรัญประเทศ","8,777","147","1,674.83","38","432.95","36","410.16","52","592.46","21","239.26"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3,111","118","3,792.99","38","1,221.47","33","1,060.75","21","675.02","26","835.74"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","485","0.00","132","0.00","139","0.00","124","0.00","90","0.00"
"10871  :  โรงพยาบาลครบุรี","6,422","375","5,839.30","103","1,603.86","82","1,276.86","97","1,510.43","93","1,448.15"
"10872  :  โรงพยาบาลเสิงสาง","7,210","331","4,590.85","69","957.00","103","1,428.57","81","1,123.44","78","1,081.83"
"10873  :  โรงพยาบาลคง","5,253","325","6,186.94","87","1,656.20","79","1,503.90","75","1,427.76","84","1,599.09"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,799","270","9,646.30","68","2,429.44","78","2,786.71","62","2,215.08","62","2,215.08"
"10875  :  โรงพยาบาลจักราช","5,958","235","3,944.28","58","973.48","58","973.48","57","956.70","62","1,040.62"
"10876  :  โรงพยาบาลโชคชัย","8,116","339","4,176.93","80","985.71","91","1,121.24","88","1,084.28","80","985.71"
"10877  :  โรงพยาบาลด่านขุนทด","8,649","621","7,180.02","122","1,410.57","180","2,081.17","165","1,907.73","154","1,780.55"
"10878  :  โรงพยาบาลโนนไทย","7,143","306","4,283.91","68","951.98","76","1,063.98","92","1,287.97","70","979.98"
"10879  :  โรงพยาบาลโนนสูง","6,532","432","6,613.59","123","1,883.04","117","1,791.18","112","1,714.64","80","1,224.74"
"10880  :  โรงพยาบาลขามสะแกแสง","5,965","192","3,218.78","41","687.34","53","888.52","55","922.05","43","720.87"
"10881  :  โรงพยาบาลบัวใหญ่","4,222","509","12,055.90","125","2,960.68","136","3,221.22","133","3,150.17","115","2,723.83"
"10882  :  โรงพยาบาลประทาย","5,264","178","3,381.46","38","721.88","41","778.88","65","1,234.80","34","645.90"
"10883  :  โรงพยาบาลปักธงชัย","4,690","770","16,417.91","206","4,392.32","197","4,200.43","190","4,051.17","177","3,773.99"
"10884  :  โรงพยาบาลพิมาย","6,475","524","8,092.66","116","1,791.51","133","2,054.05","137","2,115.83","138","2,131.27"
"10885  :  โรงพยาบาลห้วยแถลง","5,891","278","4,719.06","73","1,239.18","90","1,527.75","66","1,120.35","49","831.78"
"10886  :  โรงพยาบาลชุมพวง","6,365","323","5,074.63","101","1,586.80","86","1,351.14","72","1,131.19","64","1,005.50"
"10887  :  โรงพยาบาลสูงเนิน","13,457","453","3,366.28","141","1,047.78","118","876.87","93","691.09","101","750.54"
"10888  :  โรงพยาบาลขามทะเลสอ","3,909","303","7,751.34","79","2,020.98","81","2,072.14","78","1,995.40","65","1,662.83"
"10889  :  โรงพยาบาลสีคิ้ว","17,719","400","2,257.46","102","575.65","120","677.24","105","592.58","73","411.99"
"10890  :  โรงพยาบาลปากช่องนานา","8,611","464","5,388.46","94","1,091.63","128","1,486.47","113","1,312.27","129","1,498.08"
"10891  :  โรงพยาบาลหนองบุญมาก","3,077","280","9,099.77","59","1,917.45","76","2,469.94","75","2,437.44","70","2,274.94"
"10892  :  โรงพยาบาลแก้งสนามนาง","4,512","197","4,366.13","49","1,085.99","62","1,374.11","45","997.34","41","908.69"
"10893  :  โรงพยาบาลโนนแดง","3,813","243","6,372.93","90","2,360.35","63","1,652.24","54","1,416.21","36","944.14"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,240","154","6,875.00","43","1,919.64","43","1,919.64","24","1,071.43","44","1,964.29"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,466","48","3,274.22","14","954.98","16","1,091.41","8","545.70","10","682.13"
"11608  :  โรงพยาบาลลำทะเมนชัย","3,004","103","3,428.76","24","798.93","42","1,398.14","21","699.07","16","532.62"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","9,178","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","12,287","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,982","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3,486","216","6,196.21","52","1,491.68","58","1,663.80","62","1,778.54","44","1,262.19"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","6,332","266","4,200.88","44","694.88","84","1,326.60","65","1,026.53","73","1,152.87"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,207","48","1,496.73","7","218.27","19","592.45","11","343.00","11","343.00"
"27839  :  โรงพยาบาลบัวลาย","1,899","56","2,948.92","10","526.59","12","631.91","19","1,000.53","15","789.89"
"27840  :  โรงพยาบาลสีดา","1,490","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","4,872","44","903.12","10","205.25","15","307.88","8","164.20","11","225.78"
"10667  :  โรงพยาบาลบุรีรัมย์","0","743","0.00","181","0.00","208","0.00","179","0.00","175","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,888","236","3,426.25","57","827.53","54","783.97","70","1,016.26","55","798.49"
"10896  :  โรงพยาบาลกระสัง","5,299","154","2,906.21","33","622.76","26","490.66","44","830.35","51","962.45"
"10897  :  โรงพยาบาลนางรอง","0","235","0.00","59","0.00","47","0.00","77","0.00","52","0.00"
"10898  :  โรงพยาบาลหนองกี่","6,076","138","2,271.23","35","576.04","42","691.24","38","625.41","23","378.54"
"10899  :  โรงพยาบาลละหานทราย","6,480","251","3,873.46","59","910.49","62","956.79","69","1,064.81","61","941.36"
"10900  :  โรงพยาบาลประโคนชัย","9,155","201","2,195.52","50","546.15","54","589.84","54","589.84","43","469.69"
"10901  :  โรงพยาบาลบ้านกรวด","8,849","364","4,113.46","98","1,107.47","114","1,288.28","81","915.36","71","802.35"
"10902  :  โรงพยาบาลพุทไธสง","5,771","97","1,680.82","24","415.87","24","415.87","26","450.53","23","398.54"
"10904  :  โรงพยาบาลลำปลายมาศ","0","354","0.00","74","0.00","96","0.00","84","0.00","100","0.00"
"10905  :  โรงพยาบาลสตึก","9,686","365","3,768.33","76","784.64","108","1,115.01","102","1,053.07","79","815.61"
"10906  :  โรงพยาบาลปะคำ","3,752","113","3,011.73","27","719.62","34","906.18","18","479.74","34","906.18"
"10907  :  โรงพยาบาลนาโพธิ์","2,815","48","1,705.15","8","284.19","10","355.24","17","603.91","13","461.81"
"10908  :  โรงพยาบาลหนองหงส์","3,016","221","7,327.59","50","1,657.82","67","2,221.49","58","1,923.08","46","1,525.20"
"10909  :  โรงพยาบาลพลับพลาชัย","3,954","54","1,365.71","15","379.36","8","202.33","15","379.36","16","404.65"
"10910  :  โรงพยาบาลห้วยราช","2,060","35","1,699.03","8","388.35","7","339.81","12","582.52","8","388.35"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,379","137","4,054.45","57","1,686.89","30","887.84","18","532.70","32","947.03"
"10912  :  โรงพยาบาลชำนิ","1,900","189","9,947.37","59","3,105.26","56","2,947.37","47","2,473.68","27","1,421.05"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,184","43","1,968.86","9","412.09","11","503.66","13","595.24","10","457.88"
"10914  :  โรงพยาบาลโนนดินแดง","5,734","42","732.47","13","226.72","7","122.08","8","139.52","14","244.16"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","618","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","3,942","357","9,056.32","73","1,851.85","89","2,257.74","91","2,308.47","104","2,638.25"
"23578  :  โรงพยาบาลแคนดง","4,221","85","2,013.74","15","355.37","19","450.13","26","615.97","25","592.28"
"28020  :  โรงพยาบาลบ้านด่าน","4,484","43","958.97","16","356.82","8","178.41","9","200.71","10","223.02"
"10668  :  โรงพยาบาลสุรินทร์","153","328","214,379.08","87","56,862.75","89","58,169.93","70","45,751.63","82","53,594.77"
"10915  :  โรงพยาบาลชุมพลบุรี","5,481","171","3,119.87","40","729.79","58","1,058.20","38","693.30","35","638.57"
"10916  :  โรงพยาบาลท่าตูม","10,483","98","934.85","17","162.17","29","276.64","19","181.25","33","314.80"
"10917  :  โรงพยาบาลจอมพระ","5,985","161","2,690.06","41","685.05","37","618.21","41","685.05","42","701.75"
"10918  :  โรงพยาบาลปราสาท","8,133","330","4,057.54","87","1,069.72","90","1,106.60","76","934.46","77","946.76"
"10919  :  โรงพยาบาลกาบเชิง","3,510","160","4,558.40","41","1,168.09","46","1,310.54","45","1,282.05","28","797.72"
"10920  :  โรงพยาบาลรัตนบุรี","7,260","346","4,765.84","119","1,639.12","70","964.19","73","1,005.51","84","1,157.02"
"10921  :  โรงพยาบาลสนม","3,633","77","2,119.46","22","605.56","20","550.51","12","330.31","23","633.09"
"10922  :  โรงพยาบาลศีขรภูมิ","6,561","418","6,370.98","107","1,630.85","118","1,798.51","98","1,493.67","95","1,447.95"
"10923  :  โรงพยาบาลสังขะ","6,307","511","8,102.11","126","1,997.78","130","2,061.20","120","1,902.65","135","2,140.48"
"10924  :  โรงพยาบาลลำดวน","4,237","108","2,548.97","25","590.04","30","708.05","22","519.24","31","731.65"
"10925  :  โรงพยาบาลสำโรงทาบ","4,029","129","3,201.79","34","843.88","27","670.14","35","868.70","33","819.06"
"10926  :  โรงพยาบาลบัวเชด","4,926","125","2,537.56","24","487.21","25","507.51","50","1,015.02","26","527.81"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,949","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,005","97","4,837.91","22","1,097.26","27","1,346.63","28","1,396.51","20","997.51"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,788","50","2,796.42","17","950.78","16","894.85","12","671.14","5","279.64"
"27843  :  โรงพยาบาลศรีณรงค์","2,571","119","4,628.55","17","661.22","28","1,089.07","47","1,828.08","27","1,050.18"
"27844  :  โรงพยาบาลโนนนารายณ์","1,487","120","8,069.94","33","2,219.23","25","1,681.24","31","2,084.73","31","2,084.73"
"10700  :  โรงพยาบาลศรีสะเกษ","3,185","328","10,298.27","76","2,386.19","77","2,417.58","76","2,386.19","99","3,108.32"
"10927  :  โรงพยาบาลยางชุมน้อย","4,091","263","6,428.75","58","1,417.75","67","1,637.74","65","1,588.85","73","1,784.40"
"10928  :  โรงพยาบาลกันทรารมย์","6,028","493","8,178.50","127","2,106.83","117","1,940.94","121","2,007.30","128","2,123.42"
"10929  :  โรงพยาบาลกันทรลักษ์","7,466","281","3,763.73","63","843.83","75","1,004.55","78","1,044.74","65","870.61"
"10930  :  โรงพยาบาลขุขันธ์","5,596","259","4,628.31","54","964.97","87","1,554.68","48","857.76","70","1,250.89"
"10931  :  โรงพยาบาลไพรบึง","7,369","105","1,424.89","25","339.26","32","434.25","20","271.41","28","379.97"
"10932  :  โรงพยาบาลปรางค์กู่","3,169","246","7,762.70","54","1,704.01","67","2,114.23","70","2,208.90","55","1,735.56"
"10933  :  โรงพยาบาลขุนหาญ","4,957","243","4,902.16","62","1,250.76","72","1,452.49","53","1,069.20","56","1,129.72"
"10934  :  โรงพยาบาลราษีไศล","4,870","183","3,757.70","35","718.69","45","924.02","48","985.63","55","1,129.36"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,768","453","9,500.84","112","2,348.99","122","2,558.72","106","2,223.15","113","2,369.97"
"10936  :  โรงพยาบาลบึงบูรพ์","1,583","45","2,842.70","28","1,768.79","10","631.71","2","126.34","5","315.86"
"10937  :  โรงพยาบาลห้วยทับทัน","3,082","162","5,256.33","73","2,368.59","43","1,395.20","22","713.82","24","778.72"
"10938  :  โรงพยาบาลโนนคูณ","1,410","100","7,092.20","28","1,985.82","28","1,985.82","22","1,560.28","22","1,560.28"
"10939  :  โรงพยาบาลศรีรัตนะ","2,019","314","15,552.25","86","4,259.53","72","3,566.12","74","3,665.18","82","4,061.42"
"10940  :  โรงพยาบาลวังหิน","1,946","155","7,965.06","34","1,747.17","47","2,415.21","33","1,695.79","41","2,106.89"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,468","281","19,141.69","56","3,814.71","63","4,291.55","83","5,653.95","79","5,381.47"
"10942  :  โรงพยาบาลภูสิงห์","2,848","163","5,723.31","32","1,123.60","61","2,141.85","34","1,193.82","36","1,264.04"
"10943  :  โรงพยาบาลเมืองจันทร์","932","124","13,304.72","19","2,038.63","34","3,648.07","33","3,540.77","38","4,077.25"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,700","49","1,814.81","14","518.52","10","370.37","13","481.48","12","444.44"
"28014  :  โรงพยาบาลพยุห์","1,438","185","12,865.09","58","4,033.38","41","2,851.18","36","2,503.48","50","3,477.05"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,229","111","9,031.73","19","1,545.97","26","2,115.54","36","2,929.21","30","2,441.01"
"28016  :  โรงพยาบาลศิลาลาด","2,174","76","3,495.86","23","1,057.96","22","1,011.96","20","919.96","11","505.98"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","414","0.00","89","0.00","136","0.00","109","0.00","80","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","3,113","251","8,062.96","57","1,831.03","59","1,895.28","66","2,120.14","69","2,216.51"
"10945  :  โรงพยาบาลโขงเจียม","3,905","229","5,864.28","37","947.50","56","1,434.06","80","2,048.66","56","1,434.06"
"10946  :  โรงพยาบาลเขื่องใน","0","184","0.00","49","0.00","62","0.00","58","0.00","15","0.00"
"10947  :  โรงพยาบาลเขมราฐ","9,108","181","1,987.26","39","428.19","46","505.05","50","548.97","46","505.05"
"10948  :  โรงพยาบาลนาจะหลวย","9,711","326","3,357.02","71","731.13","80","823.81","61","628.15","114","1,173.93"
"10949  :  โรงพยาบาลน้ำยืน","0","150","0.00","35","0.00","52","0.00","34","0.00","29","0.00"
"10950  :  โรงพยาบาลบุณฑริก","4,452","45","1,010.78","7","157.23","13","292.00","12","269.54","13","292.00"
"10951  :  โรงพยาบาลตระการพืชผล","3,100","164","5,290.32","24","774.19","31","1,000.00","46","1,483.87","63","2,032.26"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","4,997","231","4,622.77","55","1,100.66","42","840.50","59","1,180.71","75","1,500.90"
"10953  :  โรงพยาบาลม่วงสามสิบ","4,981","282","5,661.51","55","1,104.20","93","1,867.09","61","1,224.65","73","1,465.57"
"10954  :  โรงพยาบาลวารินชำราบ","0","281","0.00","63","0.00","84","0.00","69","0.00","65","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","2,431","89","3,661.04","20","822.71","31","1,275.20","17","699.30","21","863.84"
"10957  :  โรงพยาบาลตาลสุม","2,010","56","2,786.07","10","497.51","15","746.27","18","895.52","13","646.77"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,656","153","9,239.13","39","2,355.07","50","3,019.32","31","1,871.98","33","1,992.75"
"10959  :  โรงพยาบาลสำโรง","3,731","146","3,913.16","23","616.46","38","1,018.49","39","1,045.30","46","1,232.91"
"10960  :  โรงพยาบาลดอนมดแดง","2,434","47","1,930.98","16","657.35","11","451.93","9","369.76","11","451.93"
"10961  :  โรงพยาบาลสิรินธร","2,050","92","4,487.80","18","878.05","27","1,317.07","18","878.05","29","1,414.63"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","3,324","34","1,022.86","4","120.34","12","361.01","8","240.67","10","300.84"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","725","0.00","194","0.00","209","0.00","175","0.00","147","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","5,231","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","622","0.00","168","0.00","158","0.00","149","0.00","147","0.00"
"24032  :  โรงพยาบาลนาตาล","493","90","18,255.58","26","5,273.83","18","3,651.12","28","5,679.51","18","3,651.12"
"24821  :  โรงพยาบาลนาเยีย","0","51","0.00","15","0.00","14","0.00","11","0.00","11","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","141","0.00","26","0.00","38","0.00","34","0.00","43","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","85","0.00","15","0.00","25","0.00","21","0.00","24","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","900","59","6,555.56","11","1,222.22","15","1,666.67","10","1,111.11","23","2,555.56"
"10701  :  โรงพยาบาลยโสธร","0","646","0.00","123","0.00","219","0.00","169","0.00","135","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","34","0.00","8","0.00","12","0.00","8","0.00","6","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","210","0.00","44","0.00","44","0.00","49","0.00","73","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6,569","235","3,577.41","62","943.83","61","928.60","52","791.60","60","913.38"
"10966  :  โรงพยาบาลป่าติ้ว","5,710","192","3,362.52","49","858.14","52","910.68","50","875.66","41","718.04"
"10967  :  โรงพยาบาลมหาชนะชัย","4,161","544","13,073.78","118","2,835.86","143","3,436.67","125","3,004.09","158","3,797.16"
"10968  :  โรงพยาบาลค้อวัง","3,138","76","2,421.92","19","605.48","27","860.42","16","509.88","14","446.14"
"10969  :  โรงพยาบาลไทยเจริญ","2,655","178","6,704.33","41","1,544.26","57","2,146.89","47","1,770.24","33","1,242.94"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","6,125","179","2,922.45","48","783.67","41","669.39","36","587.76","54","881.63"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,419","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,518","108","4,289.12","17","675.14","30","1,191.42","29","1,151.71","32","1,270.85"
"10702  :  โรงพยาบาลชัยภูมิ","3","615","20,500,000.00","133","4,433,333.33","181","6,033,333.33","163","5,433,333.33","138","4,600,000.00"
"10970  :  โรงพยาบาลบ้านเขว้า","9,385","204","2,173.68","34","362.28","77","820.46","50","532.77","43","458.18"
"10971  :  โรงพยาบาลคอนสวรรค์","5,010","35","698.60","9","179.64","14","279.44","8","159.68","4","79.84"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,069","256","4,218.16","50","823.86","66","1,087.49","76","1,252.27","64","1,054.54"
"10973  :  โรงพยาบาลหนองบัวแดง","10,015","308","3,075.39","64","639.04","64","639.04","81","808.79","99","988.52"
"10974  :  โรงพยาบาลจัตุรัส","6,301","108","1,714.01","23","365.02","35","555.47","29","460.24","21","333.28"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","8,354","139","1,663.87","39","466.84","44","526.69","31","371.08","25","299.26"
"10976  :  โรงพยาบาลหนองบัวระเหว","3,392","247","7,281.84","70","2,063.68","84","2,476.42","58","1,709.91","35","1,031.84"
