"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10828  :  โรงพยาบาลบ้านฉาง","19,021","262","1,377.42","77","404.82","60","315.44","67","352.24","58","304.93"
"10829  :  โรงพยาบาลแกลง","3,727","417","11,188.62","128","3,434.40","128","3,434.40","85","2,280.65","76","2,039.17"
"10830  :  โรงพยาบาลวังจันทร์","3,687","83","2,251.15","19","515.32","27","732.30","19","515.32","18","488.20"
"10831  :  โรงพยาบาลบ้านค่าย","4,507","104","2,307.52","27","599.07","26","576.88","24","532.50","27","599.07"
"10832  :  โรงพยาบาลปลวกแดง","24,733","17","68.73","7","28.30","4","16.17","4","16.17","2","8.09"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,682","155","9,215.22","41","2,437.57","37","2,199.76","47","2,794.29","30","1,783.59"
"23962  :  โรงพยาบาลนิคมพัฒนา","3,080","36","1,168.83","13","422.08","11","357.14","6","194.81","6","194.81"
"10664  :  โรงพยาบาลพระปกเกล้า","0","849","0.00","246","0.00","222","0.00","227","0.00","154","0.00"
"10834  :  โรงพยาบาลขลุง","449","205","45,657.02","59","13,140.31","43","9,576.84","62","13,808.46","41","9,131.40"
"10835  :  โรงพยาบาลท่าใหม่","0","110","0.00","21","0.00","25","0.00","30","0.00","34","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","2,990","51","1,705.69","10","334.45","18","602.01","14","468.23","9","301.00"
"10837  :  โรงพยาบาลสองพี่น้อง","4,654","134","2,879.24","49","1,052.86","26","558.66","31","666.09","28","601.63"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","8,993","236","2,624.26","78","867.34","57","633.83","58","644.95","43","478.15"
"10839  :  โรงพยาบาลมะขาม","0","81","0.00","17","0.00","16","0.00","22","0.00","26","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","53","0.00","18","0.00","11","0.00","17","0.00","7","0.00"
"10841  :  โรงพยาบาลสอยดาว","9","478","5,311,111.11","130","1,444,444.44","130","1,444,444.44","124","1,377,777.78","94","1,044,444.44"
"10842  :  โรงพยาบาลแก่งหางแมว","5,736","83","1,447.00","25","435.84","19","331.24","23","400.98","16","278.94"
"10843  :  โรงพยาบาลนายายอาม","2,328","156","6,701.03","63","2,706.19","35","1,503.44","39","1,675.26","19","816.15"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4,281","271","6,330.30","72","1,681.85","58","1,354.82","67","1,565.05","74","1,728.57"
"10696  :  โรงพยาบาลตราด","4,113","502","12,205.20","151","3,671.29","120","2,917.58","124","3,014.83","107","2,601.51"
"10845  :  โรงพยาบาลคลองใหญ่","8,327","43","516.39","18","216.16","10","120.09","9","108.08","6","72.05"
"10846  :  โรงพยาบาลเขาสมิง","5,529","227","4,105.62","57","1,030.93","57","1,030.93","50","904.32","63","1,139.45"
"10847  :  โรงพยาบาลบ่อไร่","4,051","266","6,566.28","86","2,122.93","82","2,024.19","51","1,258.95","47","1,160.21"
"10848  :  โรงพยาบาลแหลมงอบ","3,430","50","1,457.73","10","291.55","15","437.32","15","437.32","10","291.55"
"10849  :  โรงพยาบาลเกาะกูด","1,078","5","463.82","0","0.00","3","278.29","0","0.00","2","185.53"
"13816  :  โรงพยาบาลเกาะช้าง","708","52","7,344.63","12","1,694.92","13","1,836.16","13","1,836.16","14","1,977.40"
"10697  :  โรงพยาบาลพุทธโสธร","0","633","0.00","149","0.00","185","0.00","161","0.00","138","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","4,083","94","2,302.23","23","563.31","32","783.74","21","514.33","18","440.85"
"10850  :  โรงพยาบาลบางคล้า","13,110","88","671.24","13","99.16","27","205.95","29","221.21","19","144.93"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","217","0.00","54","0.00","67","0.00","63","0.00","33","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","180","0.00","50","0.00","50","0.00","43","0.00","37","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,566","79","3,078.72","19","740.45","22","857.37","21","818.39","17","662.51"
"10854  :  โรงพยาบาลพนมสารคาม","8,634","158","1,829.97","36","416.96","41","474.87","39","451.70","42","486.45"
"10855  :  โรงพยาบาลสนามชัยเขต","3","149","4,966,666.67","44","1,466,666.67","37","1,233,333.33","38","1,266,666.67","30","1,000,000.00"
"10856  :  โรงพยาบาลแปลงยาว","6,372","124","1,946.01","35","549.28","30","470.81","25","392.34","34","533.58"
"13747  :  โรงพยาบาลราชสาส์น","5,093","91","1,786.77","23","451.60","26","510.50","17","333.79","25","490.87"
"31327  :  โรงพยาบาลคลองเขื่อน","0","23","0.00","6","0.00","6","0.00","7","0.00","4","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","906","616","67,991.17","176","19,426.05","158","17,439.29","138","15,231.79","144","15,894.04"
"10857  :  โรงพยาบาลกบินทร์บุรี","8,368","94","1,123.33","36","430.21","22","262.91","14","167.30","22","262.91"
"10858  :  โรงพยาบาลนาดี","5,054","150","2,967.95","24","474.87","34","672.73","46","910.17","46","910.17"
"10859  :  โรงพยาบาลบ้านสร้าง","3,358","131","3,901.13","23","684.93","31","923.17","41","1,220.96","36","1,072.07"
"10860  :  โรงพยาบาลประจันตคาม","5,855","25","426.99","5","85.40","6","102.48","11","187.87","3","51.24"
"10861  :  โรงพยาบาลศรีมหาโพธิ","6,779","124","1,829.18","30","442.54","45","663.81","39","575.31","10","147.51"
"10862  :  โรงพยาบาลศรีมโหสถ","6,766","53","783.33","20","295.60","7","103.46","14","206.92","12","177.36"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","8,732","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","12,103","515","4,255.14","123","1,016.28","131","1,082.38","142","1,173.26","119","983.23"
"10863  :  โรงพยาบาลปากพลี","1,267","44","3,472.77","13","1,026.05","12","947.12","11","868.19","8","631.41"
"10864  :  โรงพยาบาลบ้านนา","4,288","137","3,194.96","47","1,096.08","34","792.91","32","746.27","24","559.70"
"10865  :  โรงพยาบาลองครักษ์","2,373","72","3,034.13","22","927.10","14","589.97","12","505.69","24","1,011.38"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2","306","15,300,000.00","78","3,900,000.00","76","3,800,000.00","82","4,100,000.00","70","3,500,000.00"
"10866  :  โรงพยาบาลคลองหาด","6,205","112","1,805.00","34","547.95","23","370.67","25","402.90","30","483.48"
"10867  :  โรงพยาบาลตาพระยา","4,099","72","1,756.53","24","585.51","11","268.36","24","585.51","13","317.15"
"10868  :  โรงพยาบาลวังน้ำเย็น","14,353","293","2,041.39","75","522.54","72","501.64","84","585.24","62","431.97"
"10869  :  โรงพยาบาลวัฒนานคร","6,160","242","3,928.57","61","990.26","49","795.45","63","1,022.73","69","1,120.13"
"10870  :  โรงพยาบาลอรัญประเทศ","6,917","128","1,850.51","30","433.71","37","534.91","26","375.89","35","506.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3,073","93","3,026.36","25","813.54","23","748.45","24","781.00","21","683.37"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","686","0.00","200","0.00","231","0.00","151","0.00","104","0.00"
"10871  :  โรงพยาบาลครบุรี","6,400","240","3,750.00","64","1,000.00","84","1,312.50","53","828.13","39","609.38"
"10872  :  โรงพยาบาลเสิงสาง","6,975","226","3,240.14","50","716.85","53","759.86","70","1,003.58","53","759.86"
"10873  :  โรงพยาบาลคง","5,192","230","4,429.89","55","1,059.32","63","1,213.41","60","1,155.62","52","1,001.54"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,713","208","7,666.79","63","2,322.15","48","1,769.26","63","2,322.15","34","1,253.23"
"10875  :  โรงพยาบาลจักราช","5,864","197","3,359.48","59","1,006.14","55","937.93","39","665.08","44","750.34"
"10876  :  โรงพยาบาลโชคชัย","8,192","295","3,601.07","70","854.49","81","988.77","71","866.70","73","891.11"
"10877  :  โรงพยาบาลด่านขุนทด","8,737","497","5,688.45","128","1,465.03","118","1,350.58","128","1,465.03","123","1,407.81"
"10878  :  โรงพยาบาลโนนไทย","6,695","220","3,286.03","53","791.64","69","1,030.62","42","627.33","56","836.45"
"10879  :  โรงพยาบาลโนนสูง","6,599","402","6,091.83","102","1,545.69","102","1,545.69","94","1,424.46","104","1,576.00"
"10880  :  โรงพยาบาลขามสะแกแสง","6,286","291","4,629.34","55","874.96","74","1,177.22","95","1,511.29","67","1,065.86"
"10881  :  โรงพยาบาลบัวใหญ่","3,832","408","10,647.18","113","2,948.85","93","2,426.93","101","2,635.70","101","2,635.70"
"10882  :  โรงพยาบาลประทาย","5,282","193","3,653.92","47","889.81","58","1,098.07","49","927.68","39","738.36"
"10883  :  โรงพยาบาลปักธงชัย","4,821","785","16,282.93","202","4,190.00","203","4,210.74","186","3,858.12","194","4,024.06"
"10884  :  โรงพยาบาลพิมาย","6,656","209","3,140.02","59","886.42","53","796.27","53","796.27","44","661.06"
"10885  :  โรงพยาบาลห้วยแถลง","6,251","169","2,703.57","51","815.87","58","927.85","41","655.90","19","303.95"
"10886  :  โรงพยาบาลชุมพวง","6,163","268","4,348.53","61","989.78","62","1,006.00","77","1,249.39","68","1,103.36"
"10887  :  โรงพยาบาลสูงเนิน","15,297","320","2,091.91","85","555.66","120","784.47","96","627.57","19","124.21"
"10888  :  โรงพยาบาลขามทะเลสอ","3,978","180","4,524.89","52","1,307.19","66","1,659.13","34","854.70","28","703.87"
"10889  :  โรงพยาบาลสีคิ้ว","17,934","358","1,996.21","102","568.75","105","585.48","75","418.20","76","423.78"
"10890  :  โรงพยาบาลปากช่องนานา","8,873","238","2,682.29","83","935.42","54","608.59","67","755.10","34","383.18"
"10891  :  โรงพยาบาลหนองบุญมาก","3,298","215","6,519.10","62","1,879.93","55","1,667.68","54","1,637.36","44","1,334.14"
"10892  :  โรงพยาบาลแก้งสนามนาง","4,623","140","3,028.34","35","757.08","45","973.39","29","627.30","31","670.56"
"10893  :  โรงพยาบาลโนนแดง","3,624","160","4,415.01","52","1,434.88","44","1,214.13","30","827.81","34","938.19"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,266","167","7,369.81","55","2,427.18","51","2,250.66","33","1,456.31","28","1,235.66"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,648","69","4,186.89","20","1,213.59","17","1,031.55","15","910.19","17","1,031.55"
"11608  :  โรงพยาบาลลำทะเมนชัย","3,383","110","3,251.55","33","975.47","32","945.91","23","679.87","22","650.31"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","11,952","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","12,343","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","7","0.00","2","0.00","1","0.00","1","0.00","3","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,673","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3,634","249","6,851.95","65","1,788.66","72","1,981.29","66","1,816.18","46","1,265.82"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,301","353","27,132.97","114","8,762.49","93","7,148.35","67","5,149.88","79","6,072.25"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","6,772","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,034","56","1,845.75","6","197.76","20","659.20","14","461.44","16","527.36"
"27839  :  โรงพยาบาลบัวลาย","2,176","59","2,711.40","18","827.21","8","367.65","22","1,011.03","11","505.51"
"27840  :  โรงพยาบาลสีดา","1,778","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","5,028","17","338.11","7","139.22","7","139.22","2","39.78","1","19.89"
"10667  :  โรงพยาบาลบุรีรัมย์","0","630","0.00","185","0.00","217","0.00","150","0.00","78","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,930","163","2,352.09","45","649.35","48","692.64","46","663.78","24","346.32"
"10896  :  โรงพยาบาลกระสัง","5,498","283","5,147.33","60","1,091.31","88","1,600.58","75","1,364.13","60","1,091.31"
"10897  :  โรงพยาบาลนางรอง","0","197","0.00","53","0.00","43","0.00","63","0.00","38","0.00"
"10898  :  โรงพยาบาลหนองกี่","5,731","109","1,901.94","25","436.22","28","488.57","29","506.02","27","471.12"
"10899  :  โรงพยาบาลละหานทราย","5,821","175","3,006.36","44","755.88","40","687.17","57","979.21","34","584.09"
"10900  :  โรงพยาบาลประโคนชัย","9,545","159","1,665.79","46","481.93","47","492.40","33","345.73","33","345.73"
"10901  :  โรงพยาบาลบ้านกรวด","7,902","260","3,290.31","72","911.16","72","911.16","54","683.37","62","784.61"
"10902  :  โรงพยาบาลพุทไธสง","5,935","90","1,516.43","26","438.08","29","488.63","18","303.29","17","286.44"
"10904  :  โรงพยาบาลลำปลายมาศ","0","310","0.00","80","0.00","78","0.00","88","0.00","64","0.00"
"10905  :  โรงพยาบาลสตึก","8,601","285","3,313.57","73","848.74","86","999.88","70","813.86","56","651.09"
"10906  :  โรงพยาบาลปะคำ","3,616","122","3,373.89","30","829.65","40","1,106.19","30","829.65","22","608.41"
"10907  :  โรงพยาบาลนาโพธิ์","2,700","94","3,481.48","16","592.59","28","1,037.04","31","1,148.15","19","703.70"
"10908  :  โรงพยาบาลหนองหงส์","3,533","102","2,887.06","29","820.83","25","707.61","27","764.22","21","594.40"
"10909  :  โรงพยาบาลพลับพลาชัย","4,615","35","758.40","14","303.36","12","260.02","8","173.35","1","21.67"
"10910  :  โรงพยาบาลห้วยราช","2,182","39","1,787.35","9","412.47","15","687.44","12","549.95","3","137.49"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,372","52","1,542.11","12","355.87","18","533.81","17","504.15","5","148.28"
"10912  :  โรงพยาบาลชำนิ","1,847","99","5,360.04","30","1,624.26","28","1,515.97","15","812.13","26","1,407.69"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,060","22","1,067.96","4","194.17","12","582.52","3","145.63","3","145.63"
"10914  :  โรงพยาบาลโนนดินแดง","4,820","78","1,618.26","14","290.46","24","497.93","27","560.17","13","269.71"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","399","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","3,900","90","2,307.69","39","1,000.00","18","461.54","20","512.82","13","333.33"
"23578  :  โรงพยาบาลแคนดง","4,431","80","1,805.46","22","496.50","23","519.07","19","428.80","16","361.09"
"28020  :  โรงพยาบาลบ้านด่าน","4,721","35","741.37","12","254.18","12","254.18","7","148.27","4","84.73"
"10668  :  โรงพยาบาลสุรินทร์","211","236","111,848.34","72","34,123.22","61","28,909.95","65","30,805.69","38","18,009.48"
"10915  :  โรงพยาบาลชุมพลบุรี","5,024","81","1,612.26","27","537.42","21","417.99","21","417.99","12","238.85"
"10916  :  โรงพยาบาลท่าตูม","9,149","97","1,060.23","31","338.83","28","306.04","17","185.81","21","229.53"
"10917  :  โรงพยาบาลจอมพระ","6,259","99","1,581.72","26","415.40","21","335.52","25","399.42","27","431.38"
"10918  :  โรงพยาบาลปราสาท","7,512","180","2,396.17","51","678.91","42","559.11","53","705.54","34","452.61"
"10919  :  โรงพยาบาลกาบเชิง","3,621","142","3,921.57","36","994.20","39","1,077.05","26","718.03","41","1,132.28"
"10920  :  โรงพยาบาลรัตนบุรี","7,352","252","3,427.64","68","924.92","72","979.33","60","816.10","52","707.29"
"10921  :  โรงพยาบาลสนม","3,762","57","1,515.15","27","717.70","13","345.56","7","186.07","10","265.82"
"10922  :  โรงพยาบาลศีขรภูมิ","6,411","242","3,774.76","67","1,045.08","87","1,357.04","53","826.70","35","545.94"
"10923  :  โรงพยาบาลสังขะ","6,890","361","5,239.48","103","1,494.92","97","1,407.84","98","1,422.35","63","914.37"
"10924  :  โรงพยาบาลลำดวน","4,996","58","1,160.93","16","320.26","22","440.35","13","260.21","7","140.11"
"10925  :  โรงพยาบาลสำโรงทาบ","4,279","74","1,729.38","30","701.10","21","490.77","19","444.03","4","93.48"
"10926  :  โรงพยาบาลบัวเชด","4,680","124","2,649.57","21","448.72","50","1,068.38","29","619.66","24","512.82"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,948","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,869","72","3,852.33","25","1,337.61","18","963.08","15","802.57","14","749.06"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,903","64","3,363.11","22","1,156.07","14","735.68","17","893.33","11","578.03"
"27843  :  โรงพยาบาลศรีณรงค์","2,384","107","4,488.26","19","796.98","25","1,048.66","31","1,300.34","32","1,342.28"
"27844  :  โรงพยาบาลโนนนารายณ์","1,479","102","6,896.55","36","2,434.08","26","1,757.94","19","1,284.65","21","1,419.88"
"10700  :  โรงพยาบาลศรีสะเกษ","3,699","380","10,273.05","116","3,135.98","111","3,000.81","72","1,946.47","81","2,189.78"
"10927  :  โรงพยาบาลยางชุมน้อย","4,115","150","3,645.20","38","923.45","47","1,142.16","35","850.55","30","729.04"
"10928  :  โรงพยาบาลกันทรารมย์","6,513","373","5,727.01","104","1,596.81","118","1,811.76","68","1,044.07","83","1,274.37"
"10929  :  โรงพยาบาลกันทรลักษ์","7,550","486","6,437.09","145","1,920.53","141","1,867.55","122","1,615.89","78","1,033.11"
"10930  :  โรงพยาบาลขุขันธ์","7,362","234","3,178.48","78","1,059.49","57","774.25","51","692.75","48","652.00"
"10931  :  โรงพยาบาลไพรบึง","7,763","101","1,301.04","21","270.51","45","579.67","14","180.34","21","270.51"
"10932  :  โรงพยาบาลปรางค์กู่","3,384","169","4,994.09","42","1,241.13","38","1,122.93","36","1,063.83","53","1,566.19"
"10933  :  โรงพยาบาลขุนหาญ","4,970","223","4,486.92","70","1,408.45","64","1,287.73","43","865.19","46","925.55"
"10934  :  โรงพยาบาลราษีไศล","4,752","248","5,218.86","65","1,367.85","78","1,641.41","66","1,388.89","39","820.71"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,660","176","3,776.82","45","965.67","42","901.29","45","965.67","44","944.21"
"10936  :  โรงพยาบาลบึงบูรพ์","3,021","41","1,357.17","11","364.12","10","331.02","13","430.32","7","231.71"
"10937  :  โรงพยาบาลห้วยทับทัน","3,131","99","3,161.93","17","542.96","30","958.16","28","894.28","24","766.53"
"10938  :  โรงพยาบาลโนนคูณ","1,463","79","5,399.86","22","1,503.76","24","1,640.46","16","1,093.64","17","1,162.00"
"10939  :  โรงพยาบาลศรีรัตนะ","2,199","318","14,461.12","61","2,773.99","93","4,229.20","78","3,547.07","86","3,910.87"
"10940  :  โรงพยาบาลวังหิน","1,911","179","9,366.82","55","2,878.07","37","1,936.16","42","2,197.80","45","2,354.79"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,380","299","21,666.67","68","4,927.54","91","6,594.20","73","5,289.86","67","4,855.07"
"10942  :  โรงพยาบาลภูสิงห์","2,619","103","3,932.80","36","1,374.57","33","1,260.02","20","763.65","14","534.56"
"10943  :  โรงพยาบาลเมืองจันทร์","965","101","10,466.32","18","1,865.28","34","3,523.32","30","3,108.81","19","1,968.91"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,441","45","1,843.51","4","163.87","12","491.60","12","491.60","17","696.44"
"28014  :  โรงพยาบาลพยุห์","1,383","108","7,809.11","28","2,024.58","32","2,313.81","27","1,952.28","21","1,518.44"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,418","208","14,668.55","54","3,808.18","65","4,583.92","52","3,667.14","37","2,609.31"
"28016  :  โรงพยาบาลศิลาลาด","2,266","96","4,236.54","17","750.22","26","1,147.40","31","1,368.05","22","970.87"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","294","0.00","80","0.00","92","0.00","62","0.00","60","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5,767","162","2,809.09","47","814.98","48","832.32","39","676.26","28","485.52"
"10945  :  โรงพยาบาลโขงเจียม","5,007","204","4,074.30","57","1,138.41","50","998.60","60","1,198.32","37","738.97"
"10946  :  โรงพยาบาลเขื่องใน","0","181","0.00","50","0.00","66","0.00","22","0.00","43","0.00"
"10947  :  โรงพยาบาลเขมราฐ","11,355","497","4,376.93","88","774.99","125","1,100.84","138","1,215.32","146","1,285.78"
"10948  :  โรงพยาบาลนาจะหลวย","9,604","146","1,520.20","35","364.43","56","583.09","33","343.61","22","229.07"
"10949  :  โรงพยาบาลน้ำยืน","0","57","0.00","11","0.00","33","0.00","5","0.00","8","0.00"
"10950  :  โรงพยาบาลบุณฑริก","4,927","43","872.74","24","487.11","12","243.56","3","60.89","4","81.19"
"10951  :  โรงพยาบาลตระการพืชผล","4,365","173","3,963.34","38","870.56","61","1,397.48","46","1,053.84","28","641.47"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","2,342","89","3,800.17","25","1,067.46","20","853.97","22","939.37","22","939.37"
"10953  :  โรงพยาบาลม่วงสามสิบ","4,911","281","5,721.85","71","1,445.73","71","1,445.73","80","1,629.00","59","1,201.38"
"10954  :  โรงพยาบาลวารินชำราบ","2,174","351","16,145.35","109","5,013.80","118","5,427.78","78","3,587.86","46","2,115.92"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","5,206","128","2,458.70","25","480.22","45","864.39","30","576.26","28","537.84"
"10957  :  โรงพยาบาลตาลสุม","2,286","45","1,968.50","17","743.66","17","743.66","5","218.72","6","262.47"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,624","206","5,684.33","67","1,848.79","50","1,379.69","50","1,379.69","39","1,076.16"
"10959  :  โรงพยาบาลสำโรง","3,946","225","5,701.98","50","1,267.11","78","1,976.69","51","1,292.45","46","1,165.74"
"10960  :  โรงพยาบาลดอนมดแดง","2,452","43","1,753.67","14","570.96","12","489.40","10","407.83","7","285.48"
"10961  :  โรงพยาบาลสิรินธร","3,907","99","2,533.91","21","537.50","27","691.07","27","691.07","24","614.28"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","3,757","69","1,836.57","25","665.42","23","612.19","12","319.40","9","239.55"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","669","0.00","170","0.00","169","0.00","181","0.00","149","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","8,134","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","2,356","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","15","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","401","0.00","112","0.00","107","0.00","103","0.00","79","0.00"
"24032  :  โรงพยาบาลนาตาล","759","54","7,114.62","22","2,898.55","21","2,766.80","9","1,185.77","2","263.50"
"24821  :  โรงพยาบาลนาเยีย","0","106","0.00","27","0.00","26","0.00","27","0.00","26","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","67","0.00","21","0.00","27","0.00","13","0.00","6","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1,763","112","6,352.81","22","1,247.87","31","1,758.37","43","2,439.02","16","907.54"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","914","110","12,035.01","39","4,266.96","41","4,485.78","13","1,422.32","17","1,859.96"
"10701  :  โรงพยาบาลยโสธร","0","331","0.00","85","0.00","108","0.00","85","0.00","53","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","20","0.00","5","0.00","7","0.00","4","0.00","4","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","144","0.00","43","0.00","40","0.00","25","0.00","36","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","5,711","113","1,978.64","32","560.32","28","490.28","41","717.91","12","210.12"
"10966  :  โรงพยาบาลป่าติ้ว","5,313","96","1,806.89","12","225.86","25","470.54","30","564.65","29","545.83"
"10967  :  โรงพยาบาลมหาชนะชัย","3,413","397","11,632.00","84","2,461.18","101","2,959.27","97","2,842.07","115","3,369.47"
"10968  :  โรงพยาบาลค้อวัง","3,179","65","2,044.67","17","534.76","22","692.04","16","503.30","10","314.56"
"10969  :  โรงพยาบาลไทยเจริญ","2,707","184","6,797.19","37","1,366.83","36","1,329.89","45","1,662.36","66","2,438.12"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","7,695","157","2,040.29","34","441.85","52","675.76","52","675.76","19","246.91"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,098","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,128","94","4,417.29","28","1,315.79","30","1,409.77","18","845.86","18","845.86"
"10702  :  โรงพยาบาลชัยภูมิ","2","614","30,700,000.00","160","8,000,000.00","185","9,250,000.00","155","7,750,000.00","114","5,700,000.00"
"10970  :  โรงพยาบาลบ้านเขว้า","9,085","128","1,408.92","36","396.26","27","297.19","28","308.20","37","407.26"
"10971  :  โรงพยาบาลคอนสวรรค์","4,940","17","344.13","5","101.21","8","161.94","2","40.49","2","40.49"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,061","176","2,903.81","61","1,006.43","48","791.95","47","775.45","20","329.98"
"10973  :  โรงพยาบาลหนองบัวแดง","8,751","182","2,079.76","56","639.93","66","754.20","45","514.23","15","171.41"
"10974  :  โรงพยาบาลจัตุรัส","6,493","87","1,339.90","25","385.03","27","415.83","20","308.02","15","231.02"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","8,498","110","1,294.42","39","458.93","20","235.35","34","400.09","17","200.05"
"10976  :  โรงพยาบาลหนองบัวระเหว","3,531","136","3,851.60","40","1,132.82","55","1,557.63","27","764.66","14","396.49"
"10977  :  โรงพยาบาลเทพสถิต","7,110","221","3,108.30","58","815.75","57","801.69","55","773.56","51","717.30"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","13,196","805","6,100.33","195","1,477.72","211","1,598.97","196","1,485.30","203","1,538.34"
