"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"10928  :  โรงพยาบาลกันทรารมย์","129","66","60","90.91"
"10929  :  โรงพยาบาลกันทรลักษ์","222","192","192","100.00"
"10930  :  โรงพยาบาลขุขันธ์","135","97","94","96.91"
"10931  :  โรงพยาบาลไพรบึง","205","122","105","86.07"
"10932  :  โรงพยาบาลปรางค์กู่","61","4","4","100.00"
"10933  :  โรงพยาบาลขุนหาญ","96","45","39","86.67"
"10934  :  โรงพยาบาลราษีไศล","63","47","34","72.34"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","82","71","70","98.59"
"10936  :  โรงพยาบาลบึงบูรพ์","47","38","37","97.37"
"10937  :  โรงพยาบาลห้วยทับทัน","66","50","48","96.00"
"10938  :  โรงพยาบาลโนนคูณ","28","14","9","64.29"
"10939  :  โรงพยาบาลศรีรัตนะ","51","30","29","96.67"
"10940  :  โรงพยาบาลวังหิน","50","47","47","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","33","26","20","76.92"
"10942  :  โรงพยาบาลภูสิงห์","73","24","12","50.00"
"10943  :  โรงพยาบาลเมืองจันทร์","18","6","3","50.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","41","41","37","90.24"
"28014  :  โรงพยาบาลพยุห์","33","24","14","58.33"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","23","22","21","95.45"
"28016  :  โรงพยาบาลศิลาลาด","43","31","27","87.10"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","28","6","6","100.00"
"10945  :  โรงพยาบาลโขงเจียม","83","56","38","67.86"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","158","16","10","62.50"
"10948  :  โรงพยาบาลนาจะหลวย","204","16","10","62.50"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","112","18","12","66.67"
"10951  :  โรงพยาบาลตระการพืชผล","62","1","1","100.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","86","30","23","76.67"
"10953  :  โรงพยาบาลม่วงสามสิบ","91","47","25","53.19"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","41","1","1","100.00"
"10957  :  โรงพยาบาลตาลสุม","43","9","7","77.78"
"10958  :  โรงพยาบาลโพธิ์ไทร","72","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","35","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","42","18","13","72.22"
"10961  :  โรงพยาบาลสิรินธร","40","1","1","100.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","29","13","13","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","102","50","38","76.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","19","4","2","50.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","14","7","7","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","108","23","14","60.87"
"10966  :  โรงพยาบาลป่าติ้ว","98","7","2","28.57"
"10967  :  โรงพยาบาลมหาชนะชัย","76","18","1","5.56"
"10968  :  โรงพยาบาลค้อวัง","56","33","11","33.33"
"10969  :  โรงพยาบาลไทยเจริญ","58","22","17","77.27"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","112","69","36","52.17"
"11921  :  โรงพยาบาลนายแพทย์หาญ","11","1","1","100.00"
"04007  :  โรงพยาบาลซับใหญ่","52","14","10","71.43"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","142","55","47","85.45"
"10971  :  โรงพยาบาลคอนสวรรค์","71","32","32","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","96","38","35","92.11"
"10973  :  โรงพยาบาลหนองบัวแดง","234","49","29","59.18"
"10974  :  โรงพยาบาลจัตุรัส","105","41","31","75.61"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","149","16","11","68.75"
"10976  :  โรงพยาบาลหนองบัวระเหว","55","25","25","100.00"
"10977  :  โรงพยาบาลเทพสถิต","174","35","13","37.14"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","230","192","175","91.15"
"10979  :  โรงพยาบาลบ้านแท่น","131","67","66","98.51"
"10980  :  โรงพยาบาลแก้งคร้อ","160","28","21","75.00"
"10981  :  โรงพยาบาลคอนสาร","75","60","34","56.67"
"10982  :  โรงพยาบาลภักดีชุมพล","66","35","23","65.71"
"10983  :  โรงพยาบาลเนินสง่า","36","18","10","55.56"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","105","61","44","72.13"
"10986  :  โรงพยาบาลปทุมราชวงศา","86","56","53","94.64"
"10987  :  โรงพยาบาลพนา","47","41","40","97.56"
"10988  :  โรงพยาบาลเสนางคนิคม","126","105","81","77.14"
"10989  :  โรงพยาบาลหัวตะพาน","55","46","35","76.09"
"10990  :  โรงพยาบาลลืออำนาจ","59","51","49","96.08"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","107","31","10","32.26"
"11043  :  โรงพยาบาลโซ่พิสัย","11","9","8","88.89"
"11046  :  โรงพยาบาลเซกา","1","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","106","40","35","87.50"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","144","107","78","72.90"
"11050  :  โรงพยาบาลบุ่งคล้า","32","20","17","85.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","82","27","27","100.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","1","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","119","57","45","78.95"
"11000  :  โรงพยาบาลน้ำพอง","93","34","25","73.53"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","53","7","6","85.71"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","116","69","68","98.55"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","135","106","106","100.00"
"11010  :  โรงพยาบาลชนบท","7","1","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","240","188","146","77.66"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","10","5","5","100.00"
"77650  :  โรงพยาบาลเวียงเก่า","8","4","2","50.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","33","32","29","90.63"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","63","44","29","65.91"
"11014  :  โรงพยาบาลหนองวัวซอ","83","3","2","66.67"
"11015  :  โรงพยาบาลกุมภวาปี","158","87","85","97.70"
"11016  :  โรงพยาบาลห้วยเกิ้ง","2","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","93","41","35","85.37"
"11018  :  โรงพยาบาลหนองหาน","189","72","56","77.78"
"11019  :  โรงพยาบาลทุ่งฝน","103","82","60","73.17"
"11020  :  โรงพยาบาลไชยวาน","153","8","8","100.00"
"11021  :  โรงพยาบาลศรีธาตุ","57","17","15","88.24"
"11022  :  โรงพยาบาลวังสามหมอ","120","81","61","75.31"
"11023  :  โรงพยาบาลบ้านผือ","122","109","84","77.06"
"11024  :  โรงพยาบาลน้ำโสม","171","57","44","77.19"
"11025  :  โรงพยาบาลเพ็ญ","157","6","3","50.00"
"11026  :  โรงพยาบาลสร้างคอม","71","31","27","87.10"
"11027  :  โรงพยาบาลหนองแสง","96","9","4","44.44"
"11028  :  โรงพยาบาลนายูง","54","34","27","79.41"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","53","28","21","75.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","235","166","125","75.30"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","44","2","2","100.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","159","54","36","66.67"
"11030  :  โรงพยาบาลนาด้วง","111","60","48","80.00"
"11031  :  โรงพยาบาลเชียงคาน","109","63","53","84.13"
"11032  :  โรงพยาบาลปากชม","69","53","40","75.47"
"11033  :  โรงพยาบาลนาแห้ว","20","14","10","71.43"
"11034  :  โรงพยาบาลภูเรือ","59","20","7","35.00"
"11035  :  โรงพยาบาลท่าลี่","35","4","3","75.00"
"11036  :  โรงพยาบาลวังสะพุง","103","63","48","76.19"
"11037  :  โรงพยาบาลภูกระดึง","158","78","73","93.59"
"11038  :  โรงพยาบาลภูหลวง","55","23","22","95.65"
"11039  :  โรงพยาบาลผาขาว","130","77","66","85.71"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","73","10","7","70.00"
"14133  :  โรงพยาบาลเอราวัณ","80","16","9","56.25"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","7","2","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","221","38","24","63.16"
"11042  :  โรงพยาบาลโพนพิสัย","83","41","40","97.56"
"11044  :  โรงพยาบาลศรีเชียงใหม่","100","10","9","90.00"
"11045  :  โรงพยาบาลสังคม","52","7","1","14.29"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","217","76","62","81.58"
"14558  :  โรงพยาบาลพิสัยเวช","144","104","87","83.65"
"21356  :  โรงพยาบาลสระใคร","24","9","9","100.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","14","3","3","100.00"
"28811  :  โรงพยาบาลเฝ้าไร่","57","46","43","93.48"
"28815  :  โรงพยาบาลรัตนวาปี","10","4","3","75.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","56","11","7","63.64"
"11052  :  โรงพยาบาลโกสุมพิสัย","180","30","20","66.67"
"11053  :  โรงพยาบาลกันทรวิชัย","84","64","55","85.94"
"11054  :  โรงพยาบาลเชียงยืน","145","87","81","93.10"
"11055  :  โรงพยาบาลบรบือ","195","165","157","95.15"
"11056  :  โรงพยาบาลนาเชือก","72","35","31","88.57"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","116","63","59","93.65"
"11058  :  โรงพยาบาลวาปีปทุม","147","123","116","94.31"
"11059  :  โรงพยาบาลนาดูน","58","4","4","100.00"
"11060  :  โรงพยาบาลยางสีสุราช","47","34","14","41.18"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","79","21","17","80.95"
"24704  :  โรงพยาบาลกุดรัง","41","22","15","68.18"
"28843  :  โรงพยาบาลชื่นชม","2","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","174","3","3","100.00"
"11062  :  โรงพยาบาลปทุมรัตต์","100","5","2","40.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","120","28","14","50.00"
"11064  :  โรงพยาบาลธวัชบุรี","61","13","9","69.23"
"11065  :  โรงพยาบาลพนมไพร","89","38","31","81.58"
"11066  :  โรงพยาบาลโพนทอง","151","16","15","93.75"
"11067  :  โรงพยาบาลโพธิ์ชัย","97","2","1","50.00"
"11068  :  โรงพยาบาลหนองพอก","91","8","3","37.50"
"11069  :  โรงพยาบาลเสลภูมิ","133","50","40","80.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","181","11","6","54.55"
"11071  :  โรงพยาบาลเมืองสรวง","15","14","14","100.00"
"11072  :  โรงพยาบาลโพนทราย","73","4","4","100.00"
"11073  :  โรงพยาบาลอาจสามารถ","118","5","3","60.00"
"11074  :  โรงพยาบาลเมยวดี","48","2","1","50.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","56","2","1","50.00"
"11076  :  โรงพยาบาลจังหาร","40","10","9","90.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","19","1","1","100.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","75","7","7","100.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","22","4","3","75.00"
"27989  :  โรงพยาบาลเชียงขวัญ","19","1","1","100.00"
"27990  :  โรงพยาบาลหนองฮี","21","2","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","57","0","0","0.00"
"11077  :  โรงพยาบาลนามน","130","73","65","89.04"
"11078  :  โรงพยาบาลกมลาไสย","135","114","85","74.56"
"11079  :  โรงพยาบาลร่องคำ","71","53","32","60.38"
"11080  :  โรงพยาบาลเขาวง","117","70","61","87.14"
"11081  :  โรงพยาบาลยางตลาด","172","48","16","33.33"
"11082  :  โรงพยาบาลห้วยเม็ก","110","100","89","89.00"
"11083  :  โรงพยาบาลสหัสขันธ์","52","21","20","95.24"
"11084  :  โรงพยาบาลคำม่วง","101","0","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","118","38","24","63.16"
"11086  :  โรงพยาบาลหนองกุงศรี","81","38","19","50.00"
"11087  :  โรงพยาบาลสมเด็จ","124","71","62","87.32"
"11088  :  โรงพยาบาลห้วยผึ้ง","117","3","3","100.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","208","195","133","68.21"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","51","36","32","88.89"
"28789  :  โรงพยาบาลฆ้องชัย","42","34","32","94.12"
"28790  :  โรงพยาบาลดอนจาน","51","28","26","92.86"
"28791  :  โรงพยาบาลสามชัย","24","2","1","50.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","146","31","31","100.00"
"11090  :  โรงพยาบาลกุดบาก","53","27","26","96.30"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","70","42","42","100.00"
"11092  :  โรงพยาบาลพังโคน","189","72","71","98.61"
"11093  :  โรงพยาบาลวาริชภูมิ","78","20","20","100.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","43","12","10","83.33"
"11095  :  โรงพยาบาลวานรนิวาส","165","76","75","98.68"
"11096  :  โรงพยาบาลคำตากล้า","221","10","10","100.00"
"11097  :  โรงพยาบาลบ้านม่วง","124","90","90","100.00"
"11098  :  โรงพยาบาลอากาศอำนวย","161","5","3","60.00"
"11099  :  โรงพยาบาลส่องดาว","123","53","52","98.11"
"11100  :  โรงพยาบาลเต่างอย","21","11","11","100.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","68","48","46","95.83"
"11102  :  โรงพยาบาลเจริญศิลป์","135","88","86","97.73"
"11103  :  โรงพยาบาลโพนนาแก้ว","49","37","37","100.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","324","267","266","99.63"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","55","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","29","9","9","100.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","21","13","10","76.92"
"11104  :  โรงพยาบาลปลาปาก","127","79","74","93.67"
"11105  :  โรงพยาบาลท่าอุเทน","32","22","22","100.00"
"11106  :  โรงพยาบาลบ้านแพง","141","3","2","66.67"
"11107  :  โรงพยาบาลนาทม","32","21","20","95.24"
"11108  :  โรงพยาบาลเรณูนคร","65","21","21","100.00"
"11109  :  โรงพยาบาลนาแก","112","64","56","87.50"
"11110  :  โรงพยาบาลศรีสงคราม","111","66","61","92.42"
"11111  :  โรงพยาบาลนาหว้า","147","44","19","43.18"
"11112  :  โรงพยาบาลโพนสวรรค์","104","56","51","91.07"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","32","4","3","75.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","36","15","13","86.67"
"10712  :  โรงพยาบาลมุกดาหาร","300","41","26","63.41"
"11113  :  โรงพยาบาลนิคมคำสร้อย","57","14","12","85.71"
"11114  :  โรงพยาบาลดอนตาล","82","42","30","71.43"
"11115  :  โรงพยาบาลดงหลวง","115","79","73","92.41"
"11116  :  โรงพยาบาลคำชะอี","48","28","28","100.00"
"11117  :  โรงพยาบาลหว้านใหญ่","29","23","22","95.65"
"11118  :  โรงพยาบาลหนองสูง","26","8","8","100.00"
"06009  :  โรงพยาบาลแม่ตื่น","73","17","15","88.24"
"10713  :  โรงพยาบาลนครพิงค์","33","10","4","40.00"
"11119  :  โรงพยาบาลจอมทอง","107","26","24","92.31"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","83","11","11","100.00"
"11121  :  โรงพยาบาลเชียงดาว","93","22","15","68.18"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","59","22","20","90.91"
"11125  :  โรงพยาบาลฝาง","78","33","20","60.61"
"11126  :  โรงพยาบาลแม่อาย","24","5","3","60.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","63","18","15","83.33"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","104","13","8","61.54"
"11133  :  โรงพยาบาลดอยเต่า","39","11","9","81.82"
"11134  :  โรงพยาบาลอมก๋อย","156","62","45","72.58"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","23","11","9","81.82"
"11138  :  โรงพยาบาลแม่วาง","42","12","8","66.67"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","1","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","7","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","294","12","10","83.33"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","426","56","41","73.21"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","31","16","16","100.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","79","24","22","91.67"
"11141  :  โรงพยาบาลบ้านโฮ่ง","55","53","53","100.00"
"11142  :  โรงพยาบาลลี้","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","57","19","18","94.74"
"11144  :  โรงพยาบาลป่าซาง","80","20","15","75.00"
"11145  :  โรงพยาบาลบ้านธิ","69","25","25","100.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","141","13","10","76.92"
"24956  :  โรงพยาบาลเวียงหนองล่อง","15","11","11","100.00"
"10672  :  โรงพยาบาลลำปาง","137","88","59","67.05"
"11146  :  โรงพยาบาลแม่เมาะ","113","85","76","89.41"
"11147  :  โรงพยาบาลเกาะคา","9","7","7","100.00"
"11148  :  โรงพยาบาลเสริมงาม","65","11","10","90.91"
"11149  :  โรงพยาบาลงาว","26","22","19","86.36"
"11150  :  โรงพยาบาลแจ้ห่ม","36","20","20","100.00"
"11151  :  โรงพยาบาลวังเหนือ","32","5","4","80.00"
"11152  :  โรงพยาบาลเถิน","55","1","1","100.00"
"11153  :  โรงพยาบาลแม่พริก","66","45","36","80.00"
"11154  :  โรงพยาบาลแม่ทะ","42","20","17","85.00"
"11155  :  โรงพยาบาลสบปราบ","73","36","32","88.89"
"11156  :  โรงพยาบาลห้างฉัตร","62","11","11","100.00"
"11157  :  โรงพยาบาลเมืองปาน","39","26","24","92.31"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","237","132","122","92.42"
"11158  :  โรงพยาบาลตรอน","74","66","63","95.45"
"11159  :  โรงพยาบาลท่าปลา","63","55","53","96.36"
"11160  :  โรงพยาบาลน้ำปาด","50","49","42","85.71"
"11161  :  โรงพยาบาลฟากท่า","46","42","42","100.00"
"11162  :  โรงพยาบาลบ้านโคก","56","54","51","94.44"
"11163  :  โรงพยาบาลพิชัย","85","63","61","96.83"
"11164  :  โรงพยาบาลลับแล","54","46","46","100.00"
"11165  :  โรงพยาบาลทองแสนขัน","71","48","42","87.50"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","4","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","41","21","19","90.48"
"11167  :  โรงพยาบาลลอง","79","44","42","95.45"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","80","25","20","80.00"
"11171  :  โรงพยาบาลวังชิ้น","37","12","11","91.67"
"11172  :  โรงพยาบาลหนองม่วงไข่","20","3","3","100.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","73","37","33","89.19"
"10716  :  โรงพยาบาลน่าน","194","8","7","87.50"
"11173  :  โรงพยาบาลแม่จริม","29","14","13","92.86"
"11174  :  โรงพยาบาลบ้านหลวง","25","9","8","88.89"
"11175  :  โรงพยาบาลนาน้อย","46","5","3","60.00"
"11176  :  โรงพยาบาลท่าวังผา","52","18","13","72.22"
"11177  :  โรงพยาบาลเวียงสา","79","18","16","88.89"
"11178  :  โรงพยาบาลทุ่งช้าง","39","6","6","100.00"
"11179  :  โรงพยาบาลเชียงกลาง","25","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","32","28","26","92.86"
"11181  :  โรงพยาบาลสันติสุข","40","21","21","100.00"
"11182  :  โรงพยาบาลบ่อเกลือ","28","19","19","100.00"
"11183  :  โรงพยาบาลสองแคว","29","22","17","77.27"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","53","3","3","100.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","3","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","14","1","1","100.00"
"25017  :  โรงพยาบาลภูเพียง","5","2","2","100.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0.00"
"11184  :  โรงพยาบาลจุน","66","0","0","0.00"
