"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"10928  :  โรงพยาบาลกันทรารมย์","0","106","94","88.68"
"10929  :  โรงพยาบาลกันทรลักษ์","0","23","13","56.52"
"10930  :  โรงพยาบาลขุขันธ์","0","49","37","75.51"
"10931  :  โรงพยาบาลไพรบึง","0","53","26","49.06"
"10932  :  โรงพยาบาลปรางค์กู่","0","17","11","64.71"
"10933  :  โรงพยาบาลขุนหาญ","0","114","43","37.72"
"10934  :  โรงพยาบาลราษีไศล","0","108","78","72.22"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","27","18","66.67"
"10936  :  โรงพยาบาลบึงบูรพ์","0","36","29","80.56"
"10937  :  โรงพยาบาลห้วยทับทัน","0","11","4","36.36"
"10938  :  โรงพยาบาลโนนคูณ","0","29","17","58.62"
"10939  :  โรงพยาบาลศรีรัตนะ","0","17","11","64.71"
"10940  :  โรงพยาบาลวังหิน","0","20","10","50.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","3","1","33.33"
"10942  :  โรงพยาบาลภูสิงห์","0","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","1","1","100.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","35","20","57.14"
"28014  :  โรงพยาบาลพยุห์","0","1","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","11","10","90.91"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","35","34","97.14"
"10964  :  โรงพยาบาลกุดชุม","0","9","5","55.56"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","23","13","56.52"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","0","103","75","72.82"
"10968  :  โรงพยาบาลค้อวัง","0","44","11","25.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","0","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","3","3","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","0","64","55","85.94"
"10971  :  โรงพยาบาลคอนสวรรค์","0","13","7","53.85"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","20","16","80.00"
"10973  :  โรงพยาบาลหนองบัวแดง","0","66","30","45.45"
"10974  :  โรงพยาบาลจัตุรัส","0","24","17","70.83"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","0","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","42","30","71.43"
"10977  :  โรงพยาบาลเทพสถิต","0","134","48","35.82"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","0","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","0","11","11","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","110","61","55.45"
"10981  :  โรงพยาบาลคอนสาร","0","15","9","60.00"
"10982  :  โรงพยาบาลภักดีชุมพล","0","52","33","63.46"
"10983  :  โรงพยาบาลเนินสง่า","0","12","9","75.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","413","322","77.97"
"10985  :  โรงพยาบาลชานุมาน","106","30","30","100.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","85","1","1","100.00"
"10987  :  โรงพยาบาลพนา","49","3","3","100.00"
"10988  :  โรงพยาบาลเสนางคนิคม","154","7","5","71.43"
"10989  :  โรงพยาบาลหัวตะพาน","53","1","1","100.00"
"10990  :  โรงพยาบาลลืออำนาจ","53","1","1","100.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","90","0","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","117","18","17","94.44"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","132","79","62","78.48"
"11050  :  โรงพยาบาลบุ่งคล้า","34","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","20","14","70.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","118","1","1","100.00"
"11000  :  โรงพยาบาลน้ำพอง","105","24","24","100.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","21","7","33.33"
"11002  :  โรงพยาบาลบ้านไผ่","0","1","1","100.00"
"11003  :  โรงพยาบาลเปือยน้อย","53","25","17","68.00"
"11004  :  โรงพยาบาลพล","1","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","27","14","51.85"
"11006  :  โรงพยาบาลแวงน้อย","0","79","44","55.70"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","145","37","37","100.00"
"11010  :  โรงพยาบาลชนบท","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","23","9","39.13"
"11012  :  โรงพยาบาลภูผาม่าน","0","76","56","73.68"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","5","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","106","9","9","100.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","17","13","6","46.15"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","71","1","1","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","82","0","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","150","21","4","19.05"
"11016  :  โรงพยาบาลห้วยเกิ้ง","19","2","2","100.00"
"11017  :  โรงพยาบาลโนนสะอาด","90","6","4","66.67"
"11018  :  โรงพยาบาลหนองหาน","166","11","3","27.27"
"11019  :  โรงพยาบาลทุ่งฝน","125","2","1","50.00"
"11020  :  โรงพยาบาลไชยวาน","160","1","1","100.00"
"11021  :  โรงพยาบาลศรีธาตุ","64","1","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","138","11","6","54.55"
"11023  :  โรงพยาบาลบ้านผือ","151","3","2","66.67"
"11024  :  โรงพยาบาลน้ำโสม","183","0","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","168","11","2","18.18"
"11026  :  โรงพยาบาลสร้างคอม","93","3","2","66.67"
"11027  :  โรงพยาบาลหนองแสง","95","4","1","25.00"
"11028  :  โรงพยาบาลนายูง","56","0","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","56","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","217","1","1","100.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","75","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","1","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","0","426","266","62.44"
"11030  :  โรงพยาบาลนาด้วง","0","89","77","86.52"
"11031  :  โรงพยาบาลเชียงคาน","0","132","80","60.61"
"11032  :  โรงพยาบาลปากชม","0","17","9","52.94"
"11033  :  โรงพยาบาลนาแห้ว","0","41","27","65.85"
"11034  :  โรงพยาบาลภูเรือ","0","41","32","78.05"
"11035  :  โรงพยาบาลท่าลี่","0","14","11","78.57"
"11036  :  โรงพยาบาลวังสะพุง","0","222","112","50.45"
"11037  :  โรงพยาบาลภูกระดึง","0","172","164","95.35"
"11038  :  โรงพยาบาลภูหลวง","0","28","21","75.00"
"11039  :  โรงพยาบาลผาขาว","0","35","28","80.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","0","71","61","85.92"
"14133  :  โรงพยาบาลเอราวัณ","0","133","86","64.66"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","0","0","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","0","44","15","34.09"
"11042  :  โรงพยาบาลโพนพิสัย","0","0","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","0","10","10","100.00"
"11045  :  โรงพยาบาลสังคม","0","0","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","0","134","56","41.79"
"14558  :  โรงพยาบาลพิสัยเวช","0","244","229","93.85"
"21356  :  โรงพยาบาลสระใคร","0","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","2","2","100.00"
"11051  :  โรงพยาบาลแกดำ","0","7","2","28.57"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","289","179","61.94"
"11053  :  โรงพยาบาลกันทรวิชัย","0","113","64","56.64"
"11054  :  โรงพยาบาลเชียงยืน","0","134","44","32.84"
"11055  :  โรงพยาบาลบรบือ","0","60","40","66.67"
"11056  :  โรงพยาบาลนาเชือก","0","68","41","60.29"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","0","215","79","36.74"
"11058  :  โรงพยาบาลวาปีปทุม","0","319","160","50.16"
"11059  :  โรงพยาบาลนาดูน","0","6","2","33.33"
"11060  :  โรงพยาบาลยางสีสุราช","0","30","9","30.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","2","1","50.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","1","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","155","1","1","100.00"
"11062  :  โรงพยาบาลปทุมรัตต์","98","21","9","42.86"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","149","6","6","100.00"
"11064  :  โรงพยาบาลธวัชบุรี","62","6","4","66.67"
"11065  :  โรงพยาบาลพนมไพร","0","0","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","154","10","7","70.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","122","0","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","107","35","32","91.43"
"11069  :  โรงพยาบาลเสลภูมิ","123","4","2","50.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","211","9","7","77.78"
"11071  :  โรงพยาบาลเมืองสรวง","23","2","2","100.00"
"11072  :  โรงพยาบาลโพนทราย","91","5","3","60.00"
"11073  :  โรงพยาบาลอาจสามารถ","136","9","3","33.33"
"11074  :  โรงพยาบาลเมยวดี","73","11","10","90.91"
"11075  :  โรงพยาบาลศรีสมเด็จ","51","7","5","71.43"
"11076  :  โรงพยาบาลจังหาร","55","5","3","60.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","26","3","2","66.67"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","128","13","13","100.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","17","2","2","100.00"
"27989  :  โรงพยาบาลเชียงขวัญ","26","5","5","100.00"
"27990  :  โรงพยาบาลหนองฮี","26","12","6","50.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","0","0","0.00"
"11077  :  โรงพยาบาลนามน","0","0","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","0","0","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","0","20","12","60.00"
"11080  :  โรงพยาบาลเขาวง","0","0","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","0","0","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","88","56","63.64"
"11083  :  โรงพยาบาลสหัสขันธ์","0","8","6","75.00"
"11084  :  โรงพยาบาลคำม่วง","0","2","2","100.00"
"11085  :  โรงพยาบาลท่าคันโท","0","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","0","0","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","0","0","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","62","38","61.29"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","392","263","67.09"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","17","5","29.41"
"28791  :  โรงพยาบาลสามชัย","0","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","0","0","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","0","16","6","37.50"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","52","50","96.15"
"11092  :  โรงพยาบาลพังโคน","0","52","46","88.46"
"11093  :  โรงพยาบาลวาริชภูมิ","0","49","43","87.76"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","46","41","89.13"
"11095  :  โรงพยาบาลวานรนิวาส","0","393","277","70.48"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","0","162","97","59.88"
"11098  :  โรงพยาบาลอากาศอำนวย","0","17","16","94.12"
"11099  :  โรงพยาบาลส่องดาว","0","178","116","65.17"
"11100  :  โรงพยาบาลเต่างอย","0","54","40","74.07"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","18","14","77.78"
"11102  :  โรงพยาบาลเจริญศิลป์","0","157","138","87.90"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","391","331","84.65"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","0","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","127","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","59","4","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","92","0","0","0.00"
"11107  :  โรงพยาบาลนาทม","51","11","11","100.00"
"11108  :  โรงพยาบาลเรณูนคร","81","2","2","100.00"
"11109  :  โรงพยาบาลนาแก","83","1","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","104","2","1","50.00"
"11111  :  โรงพยาบาลนาหว้า","154","8","3","37.50"
"11112  :  โรงพยาบาลโพนสวรรค์","120","0","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","15","4","1","25.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","50","3","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","74","48","64.86"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","60","37","61.67"
"11114  :  โรงพยาบาลดอนตาล","0","54","31","57.41"
"11115  :  โรงพยาบาลดงหลวง","0","55","39","70.91"
"11116  :  โรงพยาบาลคำชะอี","0","62","36","58.06"
"11117  :  โรงพยาบาลหว้านใหญ่","0","70","58","82.86"
"11118  :  โรงพยาบาลหนองสูง","0","20","14","70.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","0","287","186","64.81"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","30","18","60.00"
"11121  :  โรงพยาบาลเชียงดาว","0","98","71","72.45"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","37","14","37.84"
"11123  :  โรงพยาบาลแม่แตง","0","37","11","29.73"
"11124  :  โรงพยาบาลสะเมิง","0","35","15","42.86"
"11125  :  โรงพยาบาลฝาง","0","170","127","74.71"
"11126  :  โรงพยาบาลแม่อาย","0","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","3","3","100.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","7","5","71.43"
"11129  :  โรงพยาบาลสันกำแพง","0","29","20","68.97"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","118","92","77.97"
"11132  :  โรงพยาบาลฮอด","0","38","13","34.21"
"11133  :  โรงพยาบาลดอยเต่า","0","45","34","75.56"
"11134  :  โรงพยาบาลอมก๋อย","0","187","141","75.40"
"11135  :  โรงพยาบาลสารภี","0","1","1","100.00"
"11136  :  โรงพยาบาลเวียงแหง","0","79","55","69.62"
"11137  :  โรงพยาบาลไชยปราการ","0","27","14","51.85"
"11138  :  โรงพยาบาลแม่วาง","0","10","6","60.00"
"11139  :  โรงพยาบาลแม่ออน","0","35","30","85.71"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","23","23","100.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","36","31","86.11"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","5","5","100.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","39","36","92.31"
"11142  :  โรงพยาบาลลี้","0","35","21","60.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","19","13","68.42"
"11144  :  โรงพยาบาลป่าซาง","0","21","6","28.57"
"11145  :  โรงพยาบาลบ้านธิ","0","16","11","68.75"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","34","19","55.88"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","0","44","19","43.18"
"11147  :  โรงพยาบาลเกาะคา","0","7","6","85.71"
"11148  :  โรงพยาบาลเสริมงาม","0","21","18","85.71"
"11149  :  โรงพยาบาลงาว","0","70","52","74.29"
"11150  :  โรงพยาบาลแจ้ห่ม","0","6","5","83.33"
"11151  :  โรงพยาบาลวังเหนือ","0","29","23","79.31"
"11152  :  โรงพยาบาลเถิน","0","3","3","100.00"
"11153  :  โรงพยาบาลแม่พริก","0","41","28","68.29"
"11154  :  โรงพยาบาลแม่ทะ","0","71","53","74.65"
"11155  :  โรงพยาบาลสบปราบ","0","22","11","50.00"
"11156  :  โรงพยาบาลห้างฉัตร","0","76","51","67.11"
"11157  :  โรงพยาบาลเมืองปาน","0","23","16","69.57"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","0","201","100","49.75"
"11158  :  โรงพยาบาลตรอน","0","53","32","60.38"
"11159  :  โรงพยาบาลท่าปลา","0","108","62","57.41"
"11160  :  โรงพยาบาลน้ำปาด","0","152","116","76.32"
"11161  :  โรงพยาบาลฟากท่า","0","66","60","90.91"
"11162  :  โรงพยาบาลบ้านโคก","0","9","8","88.89"
"11163  :  โรงพยาบาลพิชัย","0","183","129","70.49"
"11164  :  โรงพยาบาลลับแล","0","0","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","0","31","9","29.03"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","366","307","83.88"
"11166  :  โรงพยาบาลร้องกวาง","0","49","36","73.47"
"11167  :  โรงพยาบาลลอง","0","254","207","81.50"
"11169  :  โรงพยาบาลสูงเม่น","0","9","5","55.56"
"11170  :  โรงพยาบาลสอง","0","3","2","66.67"
"11171  :  โรงพยาบาลวังชิ้น","0","22","20","90.91"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","44","25","56.82"
"10716  :  โรงพยาบาลน่าน","0","0","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","0","51","35","68.63"
"11174  :  โรงพยาบาลบ้านหลวง","0","13","11","84.62"
"11175  :  โรงพยาบาลนาน้อย","0","60","43","71.67"
"11176  :  โรงพยาบาลท่าวังผา","0","143","100","69.93"
"11177  :  โรงพยาบาลเวียงสา","0","78","53","67.95"
"11178  :  โรงพยาบาลทุ่งช้าง","0","47","29","61.70"
"11179  :  โรงพยาบาลเชียงกลาง","0","70","52","74.29"
"11180  :  โรงพยาบาลนาหมื่น","0","26","24","92.31"
"11181  :  โรงพยาบาลสันติสุข","0","35","25","71.43"
"11182  :  โรงพยาบาลบ่อเกลือ","0","49","38","77.55"
"11183  :  โรงพยาบาลสองแคว","0","33","17","51.52"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","59","35","59.32"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","5","3","60.00"
"25017  :  โรงพยาบาลภูเพียง","0","80","57","71.25"
"10717  :  โรงพยาบาลพะเยา","0","7","1","14.29"
"10718  :  โรงพยาบาลเชียงคำ","0","247","105","42.51"
"11184  :  โรงพยาบาลจุน","0","24","9","37.50"
