"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"10836  :  โรงพยาบาลเขาสุกิม","274","4","1.46","1","0.36","1","0.36","1","0.36","1","0.36"
"10837  :  โรงพยาบาลสองพี่น้อง","113","5","4.42","3","2.65","0","0.00","2","1.77","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","204","2","0.98","0","0.00","0","0.00","2","0.98","0","0.00"
"10839  :  โรงพยาบาลมะขาม","98","1","1.02","1","1.02","0","0.00","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","9","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","36","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","118","4","3.39","1","0.85","1","0.85","1","0.85","1","0.85"
"10696  :  โรงพยาบาลตราด","308","11","3.57","4","1.30","3","0.97","1","0.32","3","0.97"
"10845  :  โรงพยาบาลคลองใหญ่","268","8","2.99","4","1.49","0","0.00","3","1.12","1","0.37"
"10846  :  โรงพยาบาลเขาสมิง","800","10","1.25","3","0.38","4","0.50","1","0.13","2","0.25"
"10847  :  โรงพยาบาลบ่อไร่","518","14","2.70","2","0.39","5","0.97","3","0.58","4","0.77"
"10848  :  โรงพยาบาลแหลมงอบ","261","8","3.07","0","0.00","2","0.77","4","1.53","2","0.77"
"10849  :  โรงพยาบาลเกาะกูด","196","3","1.53","0","0.00","2","1.02","0","0.00","1","0.51"
"13816  :  โรงพยาบาลเกาะช้าง","66","2","3.03","2","3.03","0","0.00","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","50","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","18","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","129","5","3.88","2","1.55","2","1.55","1","0.78","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","33","2","6.06","1","3.03","0","0.00","0","0.00","1","3.03"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","170","3","1.76","0","0.00","1","0.59","0","0.00","2","1.18"
"10858  :  โรงพยาบาลนาดี","452","12","2.65","6","1.33","4","0.88","0","0.00","2","0.44"
"10859  :  โรงพยาบาลบ้านสร้าง","219","4","1.83","0","0.00","2","0.91","2","0.91","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,088","19","1.75","6","0.55","4","0.37","2","0.18","7","0.64"
"10861  :  โรงพยาบาลศรีมหาโพธิ","115","1","0.87","0","0.00","1","0.87","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","234","9","3.85","4","1.71","4","1.71","1","0.43","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","648","26","4.01","8","1.23","6","0.93","5","0.77","7","1.08"
"10863  :  โรงพยาบาลปากพลี","25","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","132","4","3.03","1","0.76","1","0.76","1","0.76","1","0.76"
"10865  :  โรงพยาบาลองครักษ์","202","7","3.47","3","1.49","0","0.00","3","1.49","1","0.50"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","75","8","10.67","5","6.67","0","0.00","2","2.67","1","1.33"
"10867  :  โรงพยาบาลตาพระยา","5","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","105","2","1.90","1","0.95","1","0.95","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","67","4","5.97","0","0.00","2","2.99","0","0.00","2","2.99"
"10870  :  โรงพยาบาลอรัญประเทศ","385","19","4.94","6","1.56","4","1.04","5","1.30","4","1.04"
"13817  :  โรงพยาบาลเขาฉกรรจ์","59","4","6.78","1","1.69","0","0.00","0","0.00","3","5.08"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","880","11","1.25","4","0.45","2","0.23","2","0.23","3","0.34"
"10872  :  โรงพยาบาลเสิงสาง","582","6","1.03","2","0.34","2","0.34","0","0.00","2","0.34"
"10873  :  โรงพยาบาลคง","247","8","3.24","0","0.00","6","2.43","2","0.81","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","355","14","3.94","4","1.13","7","1.97","3","0.85","0","0.00"
"10875  :  โรงพยาบาลจักราช","330","13","3.94","1","0.30","7","2.12","1","0.30","4","1.21"
"10876  :  โรงพยาบาลโชคชัย","526","8","1.52","0","0.00","2","0.38","3","0.57","3","0.57"
"10877  :  โรงพยาบาลด่านขุนทด","315","3","0.95","0","0.00","2","0.63","0","0.00","1","0.32"
"10878  :  โรงพยาบาลโนนไทย","135","6","4.44","0","0.00","4","2.96","0","0.00","2","1.48"
"10879  :  โรงพยาบาลโนนสูง","166","3","1.81","2","1.20","1","0.60","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","77","2","2.60","2","2.60","0","0.00","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","28","1","3.57","1","3.57","0","0.00","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","327","2","0.61","0","0.00","1","0.31","0","0.00","1","0.31"
"10883  :  โรงพยาบาลปักธงชัย","141","4","2.84","0","0.00","1","0.71","1","0.71","2","1.42"
"10884  :  โรงพยาบาลพิมาย","590","11","1.86","5","0.85","2","0.34","2","0.34","2","0.34"
"10885  :  โรงพยาบาลห้วยแถลง","147","11","7.48","3","2.04","3","2.04","5","3.40","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","930","9","0.97","3","0.32","1","0.11","2","0.22","3","0.32"
"10887  :  โรงพยาบาลสูงเนิน","1,302","30","2.30","6","0.46","14","1.08","4","0.31","6","0.46"
"10888  :  โรงพยาบาลขามทะเลสอ","157","6","3.82","2","1.27","1","0.64","1","0.64","2","1.27"
"10889  :  โรงพยาบาลสีคิ้ว","75","1","1.33","0","0.00","0","0.00","0","0.00","1","1.33"
"10890  :  โรงพยาบาลปากช่องนานา","48","4","8.33","0","0.00","3","6.25","1","2.08","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","42","1","2.38","1","2.38","0","0.00","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","560","11","1.96","1","0.18","1","0.18","5","0.89","4","0.71"
"10893  :  โรงพยาบาลโนนแดง","151","5","3.31","2","1.32","0","0.00","0","0.00","3","1.99"
"10894  :  โรงพยาบาลวังน้ำเขียว","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","62","2","3.23","0","0.00","1","1.61","0","0.00","1","1.61"
"11608  :  โรงพยาบาลลำทะเมนชัย","18","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","280","9","3.21","1","0.36","3","1.07","4","1.43","1","0.36"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","147","5","3.40","0","0.00","4","2.72","1","0.68","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","91","1","1.10","0","0.00","0","0.00","0","0.00","1","1.10"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","559","21","3.76","4","0.72","11","1.97","3","0.54","3","0.54"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","96","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","312","7","2.24","1","0.32","1","0.32","3","0.96","2","0.64"
"27839  :  โรงพยาบาลบัวลาย","41","3","7.32","0","0.00","1","2.44","1","2.44","1","2.44"
"27840  :  โรงพยาบาลสีดา","131","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","14","2","14.29","0","0.00","1","7.14","1","7.14","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","114","9","7.89","3","2.63","3","2.63","2","1.75","1","0.88"
"10896  :  โรงพยาบาลกระสัง","67","2","2.99","1","1.49","0","0.00","1","1.49","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","211","3","1.42","0","0.00","2","0.95","0","0.00","1","0.47"
"10899  :  โรงพยาบาลละหานทราย","38","1","2.63","0","0.00","0","0.00","1","2.63","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","31","1","3.23","0","0.00","0","0.00","0","0.00","1","3.23"
"10901  :  โรงพยาบาลบ้านกรวด","207","2","0.97","0","0.00","1","0.48","0","0.00","1","0.48"
"10902  :  โรงพยาบาลพุทไธสง","336","4","1.19","0","0.00","1","0.30","0","0.00","3","0.89"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","21","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","136","2","1.47","0","0.00","1","0.74","1","0.74","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","287","6","2.09","0","0.00","4","1.39","1","0.35","1","0.35"
"10908  :  โรงพยาบาลหนองหงส์","61","1","1.64","0","0.00","0","0.00","0","0.00","1","1.64"
"10909  :  โรงพยาบาลพลับพลาชัย","158","2","1.27","0","0.00","0","0.00","0","0.00","2","1.27"
"10910  :  โรงพยาบาลห้วยราช","5","1","20.00","1","20.00","0","0.00","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","109","4","3.67","1","0.92","2","1.83","1","0.92","0","0.00"
"10912  :  โรงพยาบาลชำนิ","524","10","1.91","3","0.57","5","0.95","1","0.19","1","0.19"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","7","1","14.29","0","0.00","0","0.00","1","14.29","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","275","5","1.82","1","0.36","3","1.09","0","0.00","1","0.36"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","162","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","41","2","4.88","1","2.44","1","2.44","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","103","5","4.85","3","2.91","0","0.00","0","0.00","2","1.94"
"10916  :  โรงพยาบาลท่าตูม","70","4","5.71","1","1.43","1","1.43","1","1.43","1","1.43"
"10917  :  โรงพยาบาลจอมพระ","262","8","3.05","1","0.38","4","1.53","2","0.76","1","0.38"
"10918  :  โรงพยาบาลปราสาท","122","6","4.92","0","0.00","2","1.64","3","2.46","1","0.82"
"10919  :  โรงพยาบาลกาบเชิง","163","8","4.91","2","1.23","5","3.07","1","0.61","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","79","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","131","5","3.82","1","0.76","0","0.00","2","1.53","2","1.53"
"10922  :  โรงพยาบาลศีขรภูมิ","183","12","6.56","5","2.73","5","2.73","1","0.55","1","0.55"
"10923  :  โรงพยาบาลสังขะ","174","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","107","2","1.87","2","1.87","0","0.00","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","127","5","3.94","0","0.00","4","3.15","1","0.79","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","51","1","1.96","0","0.00","1","1.96","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","43","1","2.33","0","0.00","1","2.33","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","48","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","7","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","73","3","4.11","0","0.00","1","1.37","1","1.37","1","1.37"
"10927  :  โรงพยาบาลยางชุมน้อย","8","2","25.00","1","12.50","1","12.50","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","129","5","3.88","3","2.33","1","0.78","0","0.00","1","0.78"
"10929  :  โรงพยาบาลกันทรลักษ์","36","11","30.56","8","22.22","0","0.00","2","5.56","1","2.78"
"10930  :  โรงพยาบาลขุขันธ์","421","4","0.95","1","0.24","2","0.48","0","0.00","1","0.24"
"10931  :  โรงพยาบาลไพรบึง","142","9","6.34","3","2.11","5","3.52","1","0.70","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","345","8","2.32","1","0.29","2","0.58","2","0.58","3","0.87"
"10933  :  โรงพยาบาลขุนหาญ","604","7","1.16","0","0.00","4","0.66","1","0.17","2","0.33"
"10934  :  โรงพยาบาลราษีไศล","1,120","26","2.32","5","0.45","3","0.27","10","0.89","8","0.71"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","644","13","2.02","6","0.93","4","0.62","1","0.16","2","0.31"
"10936  :  โรงพยาบาลบึงบูรพ์","390","3","0.77","1","0.26","2","0.51","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","140","3","2.14","1","0.71","1","0.71","1","0.71","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","141","7","4.96","3","2.13","2","1.42","1","0.71","1","0.71"
"10939  :  โรงพยาบาลศรีรัตนะ","333","10","3.00","2","0.60","4","1.20","2","0.60","2","0.60"
"10940  :  โรงพยาบาลวังหิน","99","1","1.01","0","0.00","0","0.00","0","0.00","1","1.01"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","64","1","1.56","1","1.56","0","0.00","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","93","2","2.15","1","1.08","1","1.08","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","141","5","3.55","1","0.71","2","1.42","0","0.00","2","1.42"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","200","1","0.50","0","0.00","0","0.00","0","0.00","1","0.50"
"28014  :  โรงพยาบาลพยุห์","101","1","0.99","0","0.00","1","0.99","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","5","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","112","6","5.36","3","2.68","1","0.89","0","0.00","2","1.79"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","141","4","2.84","0","0.00","3","2.13","0","0.00","1","0.71"
"10945  :  โรงพยาบาลโขงเจียม","226","3","1.33","1","0.44","0","0.00","1","0.44","1","0.44"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","123","7","5.69","3","2.44","2","1.63","1","0.81","1","0.81"
"10948  :  โรงพยาบาลนาจะหลวย","16","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","218","6","2.75","3","1.38","2","0.92","1","0.46","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","330","5","1.52","1","0.30","2","0.61","0","0.00","2","0.61"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","293","7","2.39","4","1.37","3","1.02","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","557","21","3.77","6","1.08","12","2.15","1","0.18","2","0.36"
"10954  :  โรงพยาบาลวารินชำราบ","73","4","5.48","2","2.74","2","2.74","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","246","7","2.85","5","2.03","0","0.00","2","0.81","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","116","3","2.59","0","0.00","1","0.86","2","1.72","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","216","3","1.39","2","0.93","0","0.00","0","0.00","1","0.46"
"10959  :  โรงพยาบาลสำโรง","274","4","1.46","4","1.46","0","0.00","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","107","3","2.80","2","1.87","1","0.93","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","49","2","4.08","0","0.00","1","2.04","1","2.04","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","147","6","4.08","1","0.68","1","0.68","1","0.68","3","2.04"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","78","1","1.28","0","0.00","1","1.28","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","65","2","3.08","1","1.54","1","1.54","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1","1","100.00","0","0.00","0","0.00","1","100.00","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","237","5","2.11","2","0.84","2","0.84","1","0.42","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","166","4","2.41","2","1.20","0","0.00","0","0.00","2","1.20"
"10968  :  โรงพยาบาลค้อวัง","216","5","2.31","1","0.46","1","0.46","1","0.46","2","0.93"
"10969  :  โรงพยาบาลไทยเจริญ","143","3","2.10","0","0.00","2","1.40","0","0.00","1","0.70"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","267","9","3.37","1","0.37","2","0.75","1","0.37","5","1.87"
"11921  :  โรงพยาบาลนายแพทย์หาญ","9","1","11.11","0","0.00","0","0.00","1","11.11","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","110","3","2.73","0","0.00","0","0.00","0","0.00","3","2.73"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","107","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","118","9","7.63","2","1.69","0","0.00","2","1.69","5","4.24"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","101","3","2.97","0","0.00","3","2.97","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","169","2","1.18","0","0.00","2","1.18","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","375","4","1.07","0","0.00","2","0.53","0","0.00","2","0.53"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,353","29","2.14","4","0.30","9","0.67","8","0.59","8","0.59"
"10976  :  โรงพยาบาลหนองบัวระเหว","150","1","0.67","0","0.00","1","0.67","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","285","11","3.86","2","0.70","4","1.40","5","1.75","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","603","6","1.00","0","0.00","3","0.50","1","0.17","2","0.33"
"10979  :  โรงพยาบาลบ้านแท่น","472","8","1.69","2","0.42","0","0.00","3","0.64","3","0.64"
"10980  :  โรงพยาบาลแก้งคร้อ","240","5","2.08","1","0.42","1","0.42","0","0.00","3","1.25"
"10981  :  โรงพยาบาลคอนสาร","278","7","2.52","5","1.80","2","0.72","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","226","1","0.44","0","0.00","1","0.44","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","337","2","0.59","2","0.59","0","0.00","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","21","1","4.76","0","0.00","1","4.76","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","120","5","4.17","2","1.67","3","2.50","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","77","3","3.90","1","1.30","2","2.60","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","119","4","3.36","2","1.68","0","0.00","1","0.84","1","0.84"
"10989  :  โรงพยาบาลหัวตะพาน","92","4","4.35","1","1.09","3","3.26","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","96","1","1.04","1","1.04","0","0.00","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","6","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","423","5","1.18","1","0.24","2","0.47","0","0.00","2","0.47"
"11043  :  โรงพยาบาลโซ่พิสัย","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","5","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","239","7","2.93","2","0.84","1","0.42","0","0.00","4","1.67"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","536","10","1.87","3","0.56","4","0.75","2","0.37","1","0.19"
"11050  :  โรงพยาบาลบุ่งคล้า","23","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","32","1","3.13","0","0.00","0","0.00","1","3.13","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","141","3","2.13","0","0.00","2","1.42","1","0.71","0","0.00"
