"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"10762  :  โรงพยาบาลธัญบุรี","121","8","6.61","16","5","31.25","39","1","2.56","67","2","2.99","40","1","2.50","4","0","0.00","9","0","0.00","28","1","3.57","44","5","11.36","8","4","50.00","18","1","5.56","18","0","0.00","29","2","6.90","3","1","33.33","8","0","0.00","18","1","5.56","8","0","0.00","1","0","0.00","4","0","0.00","3","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","55","3","5.45","16","2","12.50","10","0","0.00","29","1","3.45","21","0","0.00","6","0","0.00","3","0","0.00","12","0","0.00","21","2","9.52","7","1","14.29","5","0","0.00","9","1","11.11","11","1","9.09","2","1","50.00","2","0","0.00","7","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","53","2","3.77","13","2","15.38","36","0","0.00","4","0","0.00","19","1","5.26","6","1","16.67","9","0","0.00","4","0","0.00","18","1","5.56","3","1","33.33","15","0","0.00","0","0","0.00","16","0","0.00","4","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","61","6","9.84","11","3","27.27","46","1","2.17","4","2","50.00","9","3","33.33","6","2","33.33","2","0","0.00","1","1","100.00","16","0","0.00","1","0","0.00","15","0","0.00","0","0","0.00","16","0","0.00","0","0","0.00","15","0","0.00","1","0","0.00","20","3","15.00","4","1","25.00","14","1","7.14","2","1","50.00"
"10766  :  โรงพยาบาลลำลูกกา","122","5","4.10","18","1","5.56","101","3","2.97","3","1","33.33","25","1","4.00","7","0","0.00","18","1","5.56","0","0","0.00","31","2","6.45","4","1","25.00","25","0","0.00","2","1","50.00","36","1","2.78","3","0","0.00","33","1","3.03","0","0","0.00","30","1","3.33","4","0","0.00","25","1","4.00","1","0","0.00"
"10767  :  โรงพยาบาลสามโคก","19","0","0.00","5","0","0.00","7","0","0.00","10","0","0.00","18","0","0.00","4","0","0.00","7","0","0.00","10","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,028","227","22.08","450","154","34.22","567","71","12.52","18","2","11.11","384","94","24.48","179","68","37.99","202","25","12.38","3","1","33.33","314","59","18.79","152","41","26.97","164","18","10.98","3","0","0.00","190","39","20.53","69","24","34.78","117","15","12.82","6","0","0.00","140","35","25.00","50","21","42.00","84","13","15.48","6","1","16.67"
"10688  :  โรงพยาบาลเสนา","378","59","15.61","120","44","36.67","114","7","6.14","144","8","5.56","116","19","16.38","39","15","38.46","24","2","8.33","53","2","3.77","110","17","15.45","38","12","31.58","28","3","10.71","44","2","4.55","95","11","11.58","27","10","37.04","33","0","0.00","35","1","2.86","57","12","21.05","16","7","43.75","29","2","6.90","12","3","25.00"
"10768  :  โรงพยาบาลท่าเรือ","94","5","5.32","10","0","0.00","67","4","5.97","17","1","5.88","32","2","6.25","3","0","0.00","25","1","4.00","4","1","25.00","23","1","4.35","3","0","0.00","17","1","5.88","3","0","0.00","21","0","0.00","2","0","0.00","15","0","0.00","4","0","0.00","18","2","11.11","2","0","0.00","10","2","20.00","6","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","60","1","1.67","6","0","0.00","16","0","0.00","38","1","2.63","18","1","5.56","2","0","0.00","9","0","0.00","7","1","14.29","8","0","0.00","2","0","0.00","2","0","0.00","4","0","0.00","12","0","0.00","0","0","0.00","1","0","0.00","11","0","0.00","22","0","0.00","2","0","0.00","4","0","0.00","16","0","0.00"
"10770  :  โรงพยาบาลบางไทร","44","0","0.00","2","0","0.00","37","0","0.00","5","0","0.00","13","0","0.00","0","0","0.00","10","0","0.00","3","0","0.00","15","0","0.00","1","0","0.00","14","0","0.00","0","0","0.00","7","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00","9","0","0.00","0","0","0.00","8","0","0.00","1","0","0.00"
"10771  :  โรงพยาบาลบางบาล","31","0","0.00","3","0","0.00","28","0","0.00","0","0","0.00","9","0","0.00","0","0","0.00","9","0","0.00","0","0","0.00","10","0","0.00","2","0","0.00","8","0","0.00","0","0","0.00","9","0","0.00","0","0","0.00","9","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","135","0","0.00","15","0","0.00","118","0","0.00","2","0","0.00","41","0","0.00","4","0","0.00","35","0","0.00","2","0","0.00","37","0","0.00","3","0","0.00","34","0","0.00","0","0","0.00","34","0","0.00","4","0","0.00","30","0","0.00","0","0","0.00","23","0","0.00","4","0","0.00","19","0","0.00","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","50","0","0.00","7","0","0.00","39","0","0.00","4","0","0.00","20","0","0.00","3","0","0.00","15","0","0.00","2","0","0.00","17","0","0.00","4","0","0.00","12","0","0.00","1","0","0.00","8","0","0.00","0","0","0.00","8","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00"
"10774  :  โรงพยาบาลผักไห่","54","4","7.41","3","1","33.33","29","1","3.45","22","2","9.09","20","3","15.00","0","0","0.00","8","1","12.50","12","2","16.67","17","1","5.88","3","1","33.33","7","0","0.00","7","0","0.00","12","0","0.00","0","0","0.00","9","0","0.00","3","0","0.00","5","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","75","1","1.33","8","1","12.50","67","0","0.00","0","0","0.00","16","1","6.25","3","1","33.33","13","0","0.00","0","0","0.00","20","0","0.00","4","0","0.00","16","0","0.00","0","0","0.00","17","0","0.00","0","0","0.00","17","0","0.00","0","0","0.00","22","0","0.00","1","0","0.00","21","0","0.00","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","46","4","8.70","12","2","16.67","16","1","6.25","18","1","5.56","12","1","8.33","1","1","100.00","0","0","0.00","11","0","0.00","10","1","10.00","3","1","33.33","6","0","0.00","1","0","0.00","11","1","9.09","1","0","0.00","6","0","0.00","4","1","25.00","13","1","7.69","7","0","0.00","4","1","25.00","2","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","143","1","0.70","24","1","4.17","31","0","0.00","88","0","0.00","38","0","0.00","5","0","0.00","14","0","0.00","19","0","0.00","44","1","2.27","11","1","9.09","6","0","0.00","27","0","0.00","31","0","0.00","4","0","0.00","2","0","0.00","25","0","0.00","30","0","0.00","4","0","0.00","9","0","0.00","17","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","12","1","8.33","2","1","50.00","9","0","0.00","1","0","0.00","4","1","25.00","2","1","50.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","89","0","0.00","7","0","0.00","54","0","0.00","38","0","0.00","23","0","0.00","2","0","0.00","17","0","0.00","8","0","0.00","32","0","0.00","2","0","0.00","19","0","0.00","17","0","0.00","19","0","0.00","1","0","0.00","12","0","0.00","6","0","0.00","15","0","0.00","2","0","0.00","6","0","0.00","7","0","0.00"
"10780  :  โรงพยาบาลมหาราช","33","3","9.09","2","1","50.00","28","2","7.14","3","0","0.00","10","2","20.00","1","1","100.00","9","1","11.11","0","0","0.00","9","0","0.00","1","0","0.00","8","0","0.00","0","0","0.00","13","1","7.69","0","0","0.00","10","1","10.00","3","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","15","4","26.67","4","1","25.00","6","2","33.33","5","1","20.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","6","2","33.33","3","1","33.33","2","1","50.00","1","0","0.00","4","2","50.00","0","0","0.00","2","1","50.00","2","1","50.00","4","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","572","119","20.80","224","86","38.39","336","32","9.52","12","1","8.33","194","43","22.16","72","29","40.28","121","14","11.57","1","0","0.00","182","31","17.03","74","22","29.73","104","9","8.65","4","0","0.00","104","24","23.08","30","16","53.33","69","7","10.14","5","1","20.00","92","21","22.83","48","19","39.58","42","2","4.76","2","0","0.00"
"10782  :  โรงพยาบาลไชโย","40","0","0.00","1","0","0.00","26","0","0.00","13","0","0.00","20","0","0.00","1","0","0.00","15","0","0.00","4","0","0.00","10","0","0.00","0","0","0.00","7","0","0.00","3","0","0.00","9","0","0.00","0","0","0.00","4","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","47","0","0.00","11","0","0.00","34","0","0.00","3","0","0.00","15","0","0.00","3","0","0.00","12","0","0.00","1","0","0.00","19","0","0.00","5","0","0.00","14","0","0.00","0","0","0.00","13","0","0.00","3","0","0.00","8","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","157","7","4.46","17","1","5.88","75","2","2.67","65","4","6.15","62","3","4.84","10","1","10.00","30","2","6.67","22","0","0.00","36","2","5.56","5","0","0.00","19","0","0.00","12","2","16.67","28","0","0.00","1","0","0.00","16","0","0.00","11","0","0.00","31","2","6.45","1","0","0.00","10","0","0.00","20","2","10.00"
"10786  :  โรงพยาบาลแสวงหา","47","0","0.00","4","0","0.00","35","0","0.00","8","0","0.00","14","0","0.00","1","0","0.00","10","0","0.00","3","0","0.00","16","0","0.00","1","0","0.00","14","0","0.00","1","0","0.00","15","0","0.00","2","0","0.00","10","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","147","2","1.36","13","0","0.00","80","0","0.00","108","2","1.85","48","0","0.00","6","0","0.00","30","0","0.00","32","0","0.00","38","0","0.00","3","0","0.00","29","0","0.00","24","0","0.00","32","1","3.13","4","0","0.00","11","0","0.00","28","1","3.57","29","1","3.45","0","0","0.00","10","0","0.00","24","1","4.17"
"10788  :  โรงพยาบาลสามโก้","18","1","5.56","2","0","0.00","11","0","0.00","5","1","20.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","10","0","0.00","1","0","0.00","5","0","0.00","4","0","0.00","4","1","25.00","1","0","0.00","2","0","0.00","1","1","100.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","922","174","18.87","365","125","34.25","521","48","9.21","36","1","2.78","286","61","21.33","122","43","35.25","151","18","11.92","13","0","0.00","272","49","18.01","117","35","29.91","145","14","9.66","10","0","0.00","217","39","17.97","72","30","41.67","136","8","5.88","9","1","11.11","147","25","17.01","54","17","31.48","89","8","8.99","4","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","300","42","14.00","88","25","28.41","179","16","8.94","33","1","3.03","94","10","10.64","33","8","24.24","48","2","4.17","13","0","0.00","96","15","15.63","28","9","32.14","58","6","10.34","10","0","0.00","63","8","12.70","14","6","42.86","42","2","4.76","7","0","0.00","47","9","19.15","13","2","15.38","31","6","19.35","3","1","33.33"
"10789  :  โรงพยาบาลพัฒนานิคม","89","7","7.87","11","4","36.36","37","1","2.70","51","3","5.88","29","1","3.45","4","0","0.00","17","0","0.00","13","1","7.69","27","2","7.41","2","1","50.00","12","1","8.33","16","1","6.25","17","0","0.00","0","0","0.00","5","0","0.00","14","0","0.00","16","4","25.00","5","3","60.00","3","0","0.00","8","1","12.50"
"10790  :  โรงพยาบาลโคกสำโรง","177","27","15.25","50","16","32.00","67","5","7.46","60","6","10.00","56","5","8.93","14","2","14.29","24","2","8.33","18","1","5.56","45","7","15.56","14","4","28.57","17","2","11.76","14","1","7.14","42","9","21.43","12","7","58.33","14","0","0.00","16","2","12.50","34","6","17.65","10","3","30.00","12","1","8.33","12","2","16.67"
"10791  :  โรงพยาบาลชัยบาดาล","279","38","13.62","68","27","39.71","172","10","5.81","87","6","6.90","82","13","15.85","23","11","47.83","56","2","3.57","6","0","0.00","81","7","8.64","13","3","23.08","62","4","6.45","16","1","6.25","72","11","15.28","21","8","38.10","43","2","4.65","37","4","10.81","44","7","15.91","11","5","45.45","11","2","18.18","28","1","3.57"
"10792  :  โรงพยาบาลท่าวุ้ง","31","1","3.23","2","0","0.00","23","1","4.35","6","0","0.00","7","1","14.29","0","0","0.00","5","1","20.00","2","0","0.00","15","0","0.00","1","0","0.00","11","0","0.00","3","0","0.00","7","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","28","4","14.29","6","2","33.33","21","2","9.52","1","0","0.00","10","1","10.00","1","0","0.00","9","1","11.11","0","0","0.00","9","1","11.11","1","0","0.00","8","1","12.50","0","0","0.00","8","2","25.00","3","2","66.67","4","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","35","4","11.43","6","4","66.67","3","0","0.00","26","0","0.00","11","1","9.09","1","1","100.00","0","0","0.00","10","0","0.00","10","1","10.00","2","1","50.00","1","0","0.00","7","0","0.00","11","2","18.18","3","2","66.67","2","0","0.00","6","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","47","2","4.26","5","1","20.00","37","1","2.70","14","0","0.00","20","0","0.00","2","0","0.00","17","0","0.00","5","0","0.00","11","1","9.09","1","0","0.00","9","1","11.11","3","0","0.00","9","0","0.00","1","0","0.00","6","0","0.00","4","0","0.00","7","1","14.29","1","1","100.00","5","0","0.00","2","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","75","2","2.67","7","1","14.29","31","0","0.00","58","2","3.45","13","0","0.00","2","0","0.00","5","0","0.00","9","0","0.00","12","0","0.00","2","0","0.00","5","0","0.00","9","0","0.00","23","1","4.35","0","0","0.00","15","0","0.00","18","1","5.56","27","1","3.70","3","1","33.33","6","0","0.00","22","1","4.55"
"10797  :  โรงพยาบาลหนองม่วง","74","3","4.05","10","3","30.00","16","0","0.00","64","1","1.56","16","1","6.25","5","1","20.00","3","0","0.00","11","0","0.00","26","2","7.69","3","2","66.67","7","0","0.00","23","1","4.35","16","0","0.00","1","0","0.00","3","0","0.00","15","0","0.00","16","0","0.00","1","0","0.00","3","0","0.00","15","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","549","70","12.75","148","46","31.08","344","22","6.40","220","11","5.00","163","14","8.59","36","8","22.22","110","5","4.55","71","2","2.82","140","22","15.71","49","18","36.73","81","4","4.94","54","4","7.41","128","23","17.97","27","13","48.15","88","9","10.23","45","4","8.89","118","11","9.32","36","7","19.44","65","4","6.15","50","1","2.00"
"10693  :  โรงพยาบาลอินทร์บุรี","288","43","14.93","89","30","33.71","157","12","7.64","48","1","2.08","101","14","13.86","32","8","25.00","66","6","9.09","3","0","0.00","77","14","18.18","23","9","39.13","44","4","9.09","16","1","6.25","64","9","14.06","18","8","44.44","32","1","3.13","14","0","0.00","46","6","13.04","16","5","31.25","15","1","6.67","15","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","62","0","0.00","5","0","0.00","35","0","0.00","41","0","0.00","13","0","0.00","2","0","0.00","7","0","0.00","10","0","0.00","23","0","0.00","1","0","0.00","14","0","0.00","15","0","0.00","18","0","0.00","1","0","0.00","12","0","0.00","10","0","0.00","8","0","0.00","1","0","0.00","2","0","0.00","6","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","61","1","1.64","5","1","20.00","33","0","0.00","46","0","0.00","22","1","4.55","2","1","50.00","11","0","0.00","16","0","0.00","11","0","0.00","0","0","0.00","5","0","0.00","11","0","0.00","14","0","0.00","1","0","0.00","10","0","0.00","11","0","0.00","14","0","0.00","2","0","0.00","7","0","0.00","8","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","32","3","9.38","4","2","50.00","21","1","4.76","20","0","0.00","15","1","6.67","3","1","33.33","8","0","0.00","10","0","0.00","8","1","12.50","1","1","100.00","5","0","0.00","6","0","0.00","7","1","14.29","0","0","0.00","7","1","14.29","3","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","14","0","0.00","3","0","0.00","4","0","0.00","7","0","0.00","9","0","0.00","1","0","0.00","4","0","0.00","4","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","724","139","19.20","272","92","33.82","434","45","10.37","18","2","11.11","225","46","20.44","84","28","33.33","138","18","13.04","3","0","0.00","175","33","18.86","66","22","33.33","102","10","9.80","7","1","14.29","164","25","15.24","52","17","32.69","108","8","7.41","4","0","0.00","160","35","21.88","70","25","35.71","86","9","10.47","4","1","25.00"
"10802  :  โรงพยาบาลมโนรมย์","97","0","0.00","9","0","0.00","85","0","0.00","3","0","0.00","23","0","0.00","1","0","0.00","21","0","0.00","1","0","0.00","29","0","0.00","4","0","0.00","24","0","0.00","1","0","0.00","23","0","0.00","1","0","0.00","22","0","0.00","0","0","0.00","22","0","0.00","3","0","0.00","18","0","0.00","1","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","53","0","0.00","3","0","0.00","39","0","0.00","12","0","0.00","7","0","0.00","2","0","0.00","5","0","0.00","0","0","0.00","10","0","0.00","1","0","0.00","8","0","0.00","1","0","0.00","12","0","0.00","0","0","0.00","10","0","0.00","2","0","0.00","24","0","0.00","0","0","0.00","16","0","0.00","9","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","55","0","0.00","5","0","0.00","33","0","0.00","33","0","0.00","21","0","0.00","4","0","0.00","11","0","0.00","10","0","0.00","12","0","0.00","1","0","0.00","6","0","0.00","9","0","0.00","14","0","0.00","0","0","0.00","12","0","0.00","8","0","0.00","8","0","0.00","0","0","0.00","4","0","0.00","6","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","157","4","2.55","10","0","0.00","113","1","0.88","46","4","8.70","52","2","3.85","1","0","0.00","37","1","2.70","19","2","10.53","52","0","0.00","6","0","0.00","34","0","0.00","17","0","0.00","32","2","6.25","1","0","0.00","24","0","0.00","9","2","22.22","21","0","0.00","2","0","0.00","18","0","0.00","1","0","0.00"
"10806  :  โรงพยาบาลหันคา","139","5","3.60","13","2","15.38","112","2","1.79","57","2","3.51","43","3","6.98","6","1","16.67","35","1","2.86","11","2","18.18","27","1","3.70","1","1","100.00","22","0","0.00","11","0","0.00","35","1","2.86","4","0","0.00","27","1","3.70","18","0","0.00","34","0","0.00","2","0","0.00","28","0","0.00","17","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","28","0","0.00","1","0","0.00","26","0","0.00","3","0","0.00","6","0","0.00","0","0","0.00","6","0","0.00","0","0","0.00","7","0","0.00","0","0","0.00","7","0","0.00","0","0","0.00","8","0","0.00","1","0","0.00","7","0","0.00","2","0","0.00","7","0","0.00","0","0","0.00","6","0","0.00","1","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","1,435","231","16.10","457","150","32.82","893","77","8.62","91","7","7.69","406","74","18.23","151","46","30.46","235","27","11.49","20","1","5.00","410","60","14.63","121","42","34.71","261","16","6.13","32","4","12.50","364","51","14.01","112","30","26.79","228","21","9.21","24","0","0.00","255","46","18.04","73","32","43.84","169","13","7.69","15","2","13.33"
"10695  :  โรงพยาบาลพระพุทธบาท","347","43","12.39","70","28","40.00","271","15","5.54","6","0","0.00","126","13","10.32","26","9","34.62","97","4","4.12","3","0","0.00","97","19","19.59","26","14","53.85","70","5","7.14","1","0","0.00","124","11","8.87","18","5","27.78","104","6","5.77","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","80","2","2.50","15","1","6.67","17","1","5.88","49","0","0.00","24","0","0.00","2","0","0.00","7","0","0.00","15","0","0.00","22","1","4.55","5","0","0.00","5","1","20.00","13","0","0.00","16","0","0.00","5","0","0.00","3","0","0.00","8","0","0.00","18","1","5.56","3","1","33.33","2","0","0.00","13","0","0.00"
"10808  :  โรงพยาบาลหนองแค","61","1","1.64","4","1","25.00","8","0","0.00","52","1","1.92","20","1","5.00","1","1","100.00","2","0","0.00","19","1","5.26","17","0","0.00","1","0","0.00","1","0","0.00","15","0","0.00","17","0","0.00","0","0","0.00","3","0","0.00","14","0","0.00","7","0","0.00","2","0","0.00","2","0","0.00","4","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","45","0","0.00","5","0","0.00","8","0","0.00","38","0","0.00","16","0","0.00","2","0","0.00","3","0","0.00","14","0","0.00","13","0","0.00","2","0","0.00","2","0","0.00","11","0","0.00","10","0","0.00","0","0","0.00","2","0","0.00","9","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","18","1","5.56","1","0","0.00","13","0","0.00","4","1","25.00","4","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00","7","1","14.29","0","0","0.00","6","0","0.00","1","1","100.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","15","0","0.00","0","0","0.00","2","0","0.00","13","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","5","0","0.00","0","0","0.00","1","0","0.00","4","0","0.00","6","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","5","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","4","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","17","0","0.00","2","0","0.00","4","0","0.00","15","0","0.00","6","0","0.00","1","0","0.00","0","0","0.00","5","0","0.00","8","0","0.00","1","0","0.00","2","0","0.00","7","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","28","0","0.00","4","0","0.00","1","0","0.00","27","0","0.00","10","0","0.00","2","0","0.00","0","0","0.00","9","0","0.00","5","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00","6","0","0.00","1","0","0.00","0","0","0.00","6","0","0.00","7","0","0.00","1","0","0.00","0","0","0.00","7","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","10","0","0.00","2","0","0.00","0","0","0.00","8","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","1,580","299","18.92","735","224","30.48","777","66","8.49","73","10","13.70","500","97","19.40","232","68","29.31","234","27","11.54","34","2","5.88","425","80","18.82","215","61","28.37","198","14","7.07","12","5","41.67","341","58","17.01","146","43","29.45","179","13","7.26","21","3","14.29","314","64","20.38","142","52","36.62","166","12","7.23","6","0","0.00"
