"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","5,205","65","1,248.80","9","172.91","9","172.91","31","595.58","16","307.40"
"10828  :  โรงพยาบาลบ้านฉาง","23,401","331","1,414.47","98","418.79","59","252.13","96","410.24","78","333.32"
"10829  :  โรงพยาบาลแกลง","3,617","691","19,104.23","184","5,087.09","192","5,308.27","154","4,257.67","161","4,451.20"
"10830  :  โรงพยาบาลวังจันทร์","4,323","159","3,678.00","36","832.76","41","948.42","36","832.76","46","1,064.08"
"10831  :  โรงพยาบาลบ้านค่าย","5,095","193","3,788.03","45","883.22","53","1,040.24","59","1,158.00","36","706.58"
"10832  :  โรงพยาบาลปลวกแดง","20,139","24","119.17","7","34.76","10","49.65","3","14.90","4","19.86"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,415","110","7,773.85","28","1,978.80","31","2,190.81","26","1,837.46","25","1,766.78"
"23962  :  โรงพยาบาลนิคมพัฒนา","2,794","20","715.82","8","286.33","8","286.33","2","71.58","2","71.58"
"10664  :  โรงพยาบาลพระปกเกล้า","0","938","0.00","234","0.00","259","0.00","216","0.00","229","0.00"
"10834  :  โรงพยาบาลขลุง","0","332","0.00","101","0.00","77","0.00","70","0.00","84","0.00"
"10835  :  โรงพยาบาลท่าใหม่","76","86","113,157.89","22","28,947.37","17","22,368.42","17","22,368.42","30","39,473.68"
"10836  :  โรงพยาบาลเขาสุกิม","4,114","91","2,211.96","23","559.07","21","510.45","19","461.84","28","680.60"
"10837  :  โรงพยาบาลสองพี่น้อง","4,749","260","5,474.84","90","1,895.14","67","1,410.82","37","779.11","66","1,389.77"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","8,755","518","5,916.62","140","1,599.09","135","1,541.98","136","1,553.40","107","1,222.16"
"10839  :  โรงพยาบาลมะขาม","1,077","163","15,134.63","45","4,178.27","34","3,156.92","42","3,899.72","42","3,899.72"
"10840  :  โรงพยาบาลแหลมสิงห์","0","244","0.00","50","0.00","63","0.00","60","0.00","71","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","619","0.00","148","0.00","148","0.00","165","0.00","158","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","4,510","113","2,505.54","27","598.67","36","798.23","23","509.98","27","598.67"
"10843  :  โรงพยาบาลนายายอาม","2,380","103","4,327.73","19","798.32","34","1,428.57","25","1,050.42","25","1,050.42"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4,225","229","5,420.12","48","1,136.09","61","1,443.79","50","1,183.43","70","1,656.80"
"10696  :  โรงพยาบาลตราด","5,003","830","16,590.05","202","4,037.58","219","4,377.37","164","3,278.03","245","4,897.06"
"10845  :  โรงพยาบาลคลองใหญ่","8,659","150","1,732.30","34","392.66","42","485.04","33","381.11","41","473.50"
"10846  :  โรงพยาบาลเขาสมิง","5,049","224","4,436.52","45","891.27","66","1,307.19","52","1,029.91","61","1,208.16"
"10847  :  โรงพยาบาลบ่อไร่","4,513","413","9,151.34","93","2,060.71","121","2,681.14","89","1,972.08","110","2,437.40"
"10848  :  โรงพยาบาลแหลมงอบ","3,055","148","4,844.52","26","851.06","40","1,309.33","45","1,473.00","37","1,211.13"
"10849  :  โรงพยาบาลเกาะกูด","1,026","13","1,267.06","12","1,169.59","0","0.00","1","97.47","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","661","57","8,623.30","21","3,177.00","10","1,512.86","15","2,269.29","11","1,664.15"
"10697  :  โรงพยาบาลพุทธโสธร","23","622","2,704,347.83","166","721,739.13","193","839,130.43","124","539,130.43","139","604,347.83"
"10833  :  โรงพยาบาลท่าตะเกียบ","2,777","82","2,952.83","34","1,224.34","10","360.10","21","756.21","17","612.17"
"10850  :  โรงพยาบาลบางคล้า","13,261","107","806.88","25","188.52","33","248.85","15","113.11","34","256.39"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","19","170","894,736.84","41","215,789.47","22","115,789.47","41","215,789.47","66","347,368.42"
"10852  :  โรงพยาบาลบางปะกง","2","130","6,500,000.00","29","1,450,000.00","39","1,950,000.00","27","1,350,000.00","35","1,750,000.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,411","99","4,106.18","15","622.15","26","1,078.39","27","1,119.87","31","1,285.77"
"10854  :  โรงพยาบาลพนมสารคาม","8,825","225","2,549.58","51","577.90","62","702.55","34","385.27","78","883.85"
"10855  :  โรงพยาบาลสนามชัยเขต","4,381","227","5,181.47","60","1,369.55","55","1,255.42","40","913.03","72","1,643.46"
"10856  :  โรงพยาบาลแปลงยาว","6,418","115","1,791.84","34","529.76","32","498.60","22","342.79","27","420.69"
"13747  :  โรงพยาบาลราชสาส์น","5,287","20","378.29","7","132.40","1","18.91","3","56.74","9","170.23"
"31327  :  โรงพยาบาลคลองเขื่อน","1","33","3,300,000.00","2","200,000.00","10","1,000,000.00","13","1,300,000.00","8","800,000.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","827","613","74,123.34","142","17,170.50","147","17,775.09","144","17,412.33","180","21,765.42"
"10857  :  โรงพยาบาลกบินทร์บุรี","7,750","133","1,716.13","45","580.65","30","387.10","24","309.68","34","438.71"
"10858  :  โรงพยาบาลนาดี","4,389","203","4,625.20","33","751.88","49","1,116.43","56","1,275.92","65","1,480.98"
"10859  :  โรงพยาบาลบ้านสร้าง","3,161","99","3,131.92","18","569.44","23","727.62","32","1,012.34","26","822.52"
"10860  :  โรงพยาบาลประจันตคาม","7,382","101","1,368.19","32","433.49","23","311.57","21","284.48","25","338.66"
"10861  :  โรงพยาบาลศรีมหาโพธิ","5,919","234","3,953.37","58","979.90","56","946.11","54","912.32","66","1,115.05"
"10862  :  โรงพยาบาลศรีมโหสถ","6,097","55","902.08","13","213.22","21","344.43","10","164.02","11","180.42"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","9,256","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","12,499","409","3,272.26","85","680.05","124","992.08","87","696.06","113","904.07"
"10863  :  โรงพยาบาลปากพลี","1,284","18","1,401.87","6","467.29","5","389.41","2","155.76","5","389.41"
"10864  :  โรงพยาบาลบ้านนา","4,503","261","5,796.14","111","2,465.02","90","1,998.67","28","621.81","32","710.64"
"10865  :  โรงพยาบาลองครักษ์","2,394","123","5,137.84","21","877.19","28","1,169.59","30","1,253.13","44","1,837.93"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","364","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","13","385","2,961,538.46","96","738,461.54","84","646,153.85","92","707,692.31","113","869,230.77"
"10866  :  โรงพยาบาลคลองหาด","6,146","97","1,578.26","43","699.64","19","309.14","23","374.23","12","195.25"
"10867  :  โรงพยาบาลตาพระยา","4,108","185","4,503.41","60","1,460.56","65","1,582.28","32","778.97","28","681.60"
"10868  :  โรงพยาบาลวังน้ำเย็น","14,179","605","4,266.87","216","1,523.38","184","1,297.69","116","818.11","89","627.69"
"10869  :  โรงพยาบาลวัฒนานคร","8,491","185","2,178.78","35","412.20","33","388.65","48","565.30","69","812.63"
"10870  :  โรงพยาบาลอรัญประเทศ","8,897","131","1,472.41","39","438.35","25","280.99","25","280.99","42","472.07"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3,181","202","6,350.20","54","1,697.58","59","1,854.76","40","1,257.47","49","1,540.40"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","766","0.00","202","0.00","238","0.00","186","0.00","140","0.00"
"10871  :  โรงพยาบาลครบุรี","6,330","351","5,545.02","95","1,500.79","103","1,627.17","69","1,090.05","84","1,327.01"
"10872  :  โรงพยาบาลเสิงสาง","6,306","350","5,550.27","93","1,474.79","100","1,585.79","76","1,205.20","81","1,284.49"
"10873  :  โรงพยาบาลคง","5,299","305","5,755.80","64","1,207.78","68","1,283.26","78","1,471.98","95","1,792.79"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,785","283","10,161.58","69","2,477.56","83","2,980.25","72","2,585.28","59","2,118.49"
"10875  :  โรงพยาบาลจักราช","5,882","226","3,842.23","41","697.04","75","1,275.08","55","935.06","55","935.06"
"10876  :  โรงพยาบาลโชคชัย","7,824","398","5,086.91","95","1,214.21","110","1,405.93","90","1,150.31","103","1,316.46"
"10877  :  โรงพยาบาลด่านขุนทด","8,397","644","7,669.41","141","1,679.17","173","2,060.26","162","1,929.26","168","2,000.71"
"10878  :  โรงพยาบาลโนนไทย","7,122","320","4,493.12","88","1,235.61","71","996.91","88","1,235.61","73","1,024.99"
"10879  :  โรงพยาบาลโนนสูง","6,507","440","6,761.95","95","1,459.97","105","1,613.65","107","1,644.38","133","2,043.95"
"10880  :  โรงพยาบาลขามสะแกแสง","6,270","234","3,732.06","48","765.55","61","972.89","62","988.84","63","1,004.78"
"10881  :  โรงพยาบาลบัวใหญ่","3,505","428","12,211.13","103","2,938.66","119","3,395.15","98","2,796.01","108","3,081.31"
"10882  :  โรงพยาบาลประทาย","5,340","201","3,764.04","54","1,011.24","42","786.52","47","880.15","58","1,086.14"
"10883  :  โรงพยาบาลปักธงชัย","4,736","862","18,201.01","212","4,476.35","216","4,560.81","215","4,539.70","219","4,624.16"
"10884  :  โรงพยาบาลพิมาย","6,396","421","6,582.24","107","1,672.92","124","1,938.71","93","1,454.03","97","1,516.57"
"10885  :  โรงพยาบาลห้วยแถลง","5,409","348","6,433.72","79","1,460.53","103","1,904.23","88","1,626.92","78","1,442.04"
"10886  :  โรงพยาบาลชุมพวง","6,180","331","5,355.99","70","1,132.69","73","1,181.23","83","1,343.04","105","1,699.03"
"10887  :  โรงพยาบาลสูงเนิน","13,280","553","4,164.16","132","993.98","151","1,137.05","123","926.20","147","1,106.93"
"10888  :  โรงพยาบาลขามทะเลสอ","4,309","334","7,751.22","75","1,740.54","91","2,111.86","75","1,740.54","93","2,158.27"
"10889  :  โรงพยาบาลสีคิ้ว","17,642","408","2,312.66","73","413.79","116","657.52","120","680.19","99","561.16"
"10890  :  โรงพยาบาลปากช่องนานา","8,519","348","4,084.99","81","950.82","95","1,115.15","75","880.39","97","1,138.63"
"10891  :  โรงพยาบาลหนองบุญมาก","3,021","373","12,346.90","90","2,979.15","116","3,839.79","88","2,912.94","79","2,615.03"
"10892  :  โรงพยาบาลแก้งสนามนาง","214","249","116,355.14","72","33,644.86","70","32,710.28","61","28,504.67","46","21,495.33"
"10893  :  โรงพยาบาลโนนแดง","3,878","237","6,111.40","65","1,676.12","58","1,495.62","53","1,366.68","61","1,572.98"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,496","223","8,934.29","50","2,003.21","59","2,363.78","58","2,323.72","56","2,243.59"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","20,248","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,512","81","5,357.14","15","992.06","22","1,455.03","26","1,719.58","18","1,190.48"
"11608  :  โรงพยาบาลลำทะเมนชัย","2,959","97","3,278.13","36","1,216.63","28","946.27","21","709.70","12","405.54"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","10,922","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","14,341","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","1,513","3","198.28","2","132.19","1","66.09","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","48","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2,250","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3,474","148","4,260.22","40","1,151.41","44","1,266.55","30","863.56","34","978.70"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","6,404","184","2,873.20","48","749.53","55","858.84","48","749.53","33","515.30"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","13,177","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,214","66","2,053.52","21","653.39","16","497.82","13","404.48","16","497.82"
"27839  :  โรงพยาบาลบัวลาย","2,023","26","1,285.22","7","346.02","2","98.86","5","247.16","12","593.18"
"27840  :  โรงพยาบาลสีดา","1,641","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","4,349","37","850.77","9","206.94","12","275.93","12","275.93","4","91.98"
"10667  :  โรงพยาบาลบุรีรัมย์","0","813","0.00","204","0.00","228","0.00","195","0.00","186","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,885","344","4,996.37","134","1,946.26","90","1,307.19","65","944.08","55","798.84"
"10896  :  โรงพยาบาลกระสัง","5,234","149","2,846.77","35","668.70","49","936.19","28","534.96","37","706.92"
"10897  :  โรงพยาบาลนางรอง","22,432","324","1,444.37","72","320.97","77","343.26","89","396.75","86","383.38"
"10898  :  โรงพยาบาลหนองกี่","6,118","220","3,595.95","52","849.95","58","948.02","51","833.61","59","964.37"
"10899  :  โรงพยาบาลละหานทราย","6,766","243","3,591.49","49","724.21","65","960.69","58","857.23","71","1,049.36"
"10900  :  โรงพยาบาลประโคนชัย","8,962","245","2,733.76","83","926.13","64","714.13","41","457.49","57","636.02"
"10901  :  โรงพยาบาลบ้านกรวด","9,385","229","2,440.06","50","532.77","51","543.42","62","660.63","66","703.25"
"10902  :  โรงพยาบาลพุทไธสง","5,782","88","1,521.96","11","190.25","22","380.49","23","397.79","32","553.44"
"10904  :  โรงพยาบาลลำปลายมาศ","5","376","7,520,000.00","103","2,060,000.00","105","2,100,000.00","80","1,600,000.00","88","1,760,000.00"
"10905  :  โรงพยาบาลสตึก","9,943","214","2,152.27","44","442.52","44","442.52","45","452.58","81","814.64"
"10906  :  โรงพยาบาลปะคำ","3,858","112","2,903.06","21","544.32","30","777.60","34","881.29","27","699.84"
"10907  :  โรงพยาบาลนาโพธิ์","2,663","52","1,952.68","23","863.69","17","638.38","5","187.76","7","262.86"
"10908  :  โรงพยาบาลหนองหงส์","2,972","276","9,286.68","64","2,153.43","80","2,691.79","70","2,355.32","62","2,086.14"
"10909  :  โรงพยาบาลพลับพลาชัย","3,913","85","2,172.25","19","485.56","29","741.12","26","664.45","11","281.11"
"10910  :  โรงพยาบาลห้วยราช","2,190","31","1,415.53","4","182.65","7","319.63","8","365.30","12","547.95"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,712","169","4,552.80","29","781.25","42","1,131.47","50","1,346.98","48","1,293.10"
"10912  :  โรงพยาบาลชำนิ","1,994","283","14,192.58","84","4,212.64","77","3,861.58","63","3,159.48","59","2,958.88"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,200","83","3,772.73","20","909.09","29","1,318.18","19","863.64","15","681.82"
"10914  :  โรงพยาบาลโนนดินแดง","5,658","95","1,679.04","30","530.22","31","547.90","18","318.13","16","282.79"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","1,897","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,204","318","7,564.22","77","1,831.59","89","2,117.03","85","2,021.88","67","1,593.72"
"23578  :  โรงพยาบาลแคนดง","4,162","88","2,114.37","15","360.40","26","624.70","24","576.65","23","552.62"
"28020  :  โรงพยาบาลบ้านด่าน","4,604","59","1,281.49","18","390.96","12","260.64","14","304.08","15","325.80"
"10668  :  โรงพยาบาลสุรินทร์","791","339","42,857.14","80","10,113.78","91","11,504.42","71","8,975.98","97","12,262.96"
"10915  :  โรงพยาบาลชุมพลบุรี","5,865","138","2,352.94","42","716.11","40","682.01","37","630.86","19","323.96"
"10916  :  โรงพยาบาลท่าตูม","10,514","114","1,084.27","39","370.93","28","266.31","27","256.80","20","190.22"
"10917  :  โรงพยาบาลจอมพระ","5,460","210","3,846.15","65","1,190.48","57","1,043.96","51","934.07","37","677.66"
"10918  :  โรงพยาบาลปราสาท","7,593","412","5,426.05","90","1,185.30","106","1,396.02","99","1,303.83","117","1,540.89"
"10919  :  โรงพยาบาลกาบเชิง","4,478","167","3,729.34","33","736.94","45","1,004.91","54","1,205.90","35","781.60"
"10920  :  โรงพยาบาลรัตนบุรี","7,340","310","4,223.43","57","776.57","84","1,144.41","89","1,212.53","80","1,089.92"
"10921  :  โรงพยาบาลสนม","3,632","95","2,615.64","24","660.79","33","908.59","26","715.86","12","330.40"
"10922  :  โรงพยาบาลศีขรภูมิ","7,901","410","5,189.22","110","1,392.23","112","1,417.54","90","1,139.10","98","1,240.35"
"10923  :  โรงพยาบาลสังขะ","6,168","494","8,009.08","104","1,686.12","129","2,091.44","134","2,172.50","127","2,059.01"
"10924  :  โรงพยาบาลลำดวน","5,396","53","982.21","23","426.24","7","129.73","16","296.52","7","129.73"
"10925  :  โรงพยาบาลสำโรงทาบ","4,521","83","1,835.88","15","331.79","15","331.79","23","508.74","30","663.57"
"10926  :  โรงพยาบาลบัวเชด","4,900","118","2,408.16","17","346.94","33","673.47","32","653.06","36","734.69"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","2,879","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,019","53","2,625.06","7","346.71","13","643.88","13","643.88","20","990.59"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,761","42","2,385.01","8","454.29","11","624.65","8","454.29","15","851.79"
"27843  :  โรงพยาบาลศรีณรงค์","2,249","116","5,157.85","24","1,067.14","25","1,111.61","24","1,067.14","43","1,911.96"
"27844  :  โรงพยาบาลโนนนารายณ์","1,497","139","9,285.24","35","2,338.01","39","2,605.21","33","2,204.41","32","2,137.61"
"10700  :  โรงพยาบาลศรีสะเกษ","8,596","457","5,316.43","136","1,582.13","115","1,337.83","96","1,116.80","110","1,279.66"
"10927  :  โรงพยาบาลยางชุมน้อย","4,095","206","5,030.53","45","1,098.90","51","1,245.42","59","1,440.78","51","1,245.42"
"10928  :  โรงพยาบาลกันทรารมย์","6,146","581","9,453.30","132","2,147.74","162","2,635.86","140","2,277.90","147","2,391.80"
"10929  :  โรงพยาบาลกันทรลักษ์","7,342","377","5,134.84","120","1,634.43","86","1,171.34","96","1,307.55","75","1,021.52"
"10930  :  โรงพยาบาลขุขันธ์","6,043","185","3,061.39","59","976.34","48","794.31","30","496.44","48","794.31"
"10931  :  โรงพยาบาลไพรบึง","7,723","132","1,709.18","38","492.04","34","440.24","29","375.50","31","401.40"
"10932  :  โรงพยาบาลปรางค์กู่","3,298","322","9,763.49","74","2,243.78","86","2,607.64","75","2,274.11","87","2,637.96"
"10933  :  โรงพยาบาลขุนหาญ","4,924","259","5,259.95","73","1,482.53","55","1,116.98","59","1,198.21","72","1,462.23"
"10934  :  โรงพยาบาลราษีไศล","4,827","159","3,293.97","35","725.09","44","911.54","41","849.39","39","807.96"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,608","568","12,326.39","144","3,125.00","148","3,211.81","132","2,864.58","144","3,125.00"
"10936  :  โรงพยาบาลบึงบูรพ์","2,996","72","2,403.20","28","934.58","14","467.29","11","367.16","19","634.18"
"10937  :  โรงพยาบาลห้วยทับทัน","3,161","214","6,770.01","54","1,708.32","62","1,961.40","53","1,676.68","45","1,423.60"
"10938  :  โรงพยาบาลโนนคูณ","1,469","107","7,283.87","27","1,837.99","29","1,974.13","31","2,110.28","20","1,361.47"
"10939  :  โรงพยาบาลศรีรัตนะ","2,017","309","15,319.78","55","2,726.82","64","3,173.03","98","4,858.70","92","4,561.23"
"10940  :  โรงพยาบาลวังหิน","2,053","210","10,228.93","58","2,825.13","62","3,019.97","46","2,240.62","44","2,143.21"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,499","271","18,078.72","44","2,935.29","68","4,536.36","74","4,936.62","85","5,670.45"
"10942  :  โรงพยาบาลภูสิงห์","3,674","209","5,688.62","48","1,306.48","59","1,605.88","56","1,524.22","46","1,252.04"
"10943  :  โรงพยาบาลเมืองจันทร์","983","120","12,207.53","31","3,153.61","34","3,458.80","33","3,357.07","22","2,238.05"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,796","56","2,002.86","15","536.48","18","643.78","11","393.42","12","429.18"
"28014  :  โรงพยาบาลพยุห์","2,017","213","10,560.24","50","2,478.93","44","2,181.46","51","2,528.51","68","3,371.34"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,369","81","5,916.73","24","1,753.10","18","1,314.83","22","1,607.01","17","1,241.78"
"28016  :  โรงพยาบาลศิลาลาด","2,472","89","3,600.32","23","930.42","24","970.87","18","728.16","24","970.87"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","557","0.00","141","0.00","147","0.00","103","0.00","166","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","116","0.00","23","0.00","32","0.00","26","0.00","35","0.00"
"10945  :  โรงพยาบาลโขงเจียม","4,097","95","2,318.77","15","366.12","23","561.39","23","561.39","34","829.88"
"10946  :  โรงพยาบาลเขื่องใน","1","116","11,600,000.00","26","2,600,000.00","16","1,600,000.00","36","3,600,000.00","38","3,800,000.00"
"10947  :  โรงพยาบาลเขมราฐ","10,940","101","923.22","10","91.41","29","265.08","26","237.66","36","329.07"
"10948  :  โรงพยาบาลนาจะหลวย","9,905","291","2,937.91","72","726.91","65","656.23","66","666.33","88","888.44"
"10949  :  โรงพยาบาลน้ำยืน","1","189","18,900,000.00","23","2,300,000.00","53","5,300,000.00","56","5,600,000.00","57","5,700,000.00"
"10950  :  โรงพยาบาลบุณฑริก","4,890","36","736.20","7","143.15","15","306.75","11","224.95","3","61.35"
"10951  :  โรงพยาบาลตระการพืชผล","6,581","163","2,476.83","41","623.01","44","668.59","36","547.03","42","638.20"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","5,079","235","4,626.90","61","1,201.02","71","1,397.91","38","748.18","65","1,279.78"
"10953  :  โรงพยาบาลม่วงสามสิบ","4,967","449","9,039.66","106","2,134.08","136","2,738.07","105","2,113.95","102","2,053.55"
"10954  :  โรงพยาบาลวารินชำราบ","3","274","9,133,333.33","80","2,666,666.67","89","2,966,666.67","51","1,700,000.00","54","1,800,000.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","124","12,400,000.00","23","2,300,000.00","36","3,600,000.00","30","3,000,000.00","35","3,500,000.00"
"10957  :  โรงพยาบาลตาลสุม","2,699","45","1,667.28","13","481.66","17","629.86","8","296.41","7","259.36"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,701","256","6,917.05","52","1,405.03","60","1,621.18","81","2,188.60","63","1,702.24"
"10959  :  โรงพยาบาลสำโรง","4,483","113","2,520.63","10","223.06","35","780.73","41","914.57","27","602.28"
"10960  :  โรงพยาบาลดอนมดแดง","2,473","42","1,698.34","12","485.24","10","404.37","11","444.80","9","363.93"
"10961  :  โรงพยาบาลสิรินธร","4,110","65","1,581.51","10","243.31","17","413.63","16","389.29","22","535.28"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","4,675","29","620.32","16","342.25","5","106.95","5","106.95","3","64.17"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","739","0.00","166","0.00","170","0.00","197","0.00","206","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","8,660","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","630","0.00","156","0.00","176","0.00","149","0.00","149","0.00"
"24032  :  โรงพยาบาลนาตาล","684","68","9,941.52","20","2,923.98","13","1,900.58","24","3,508.77","11","1,608.19"
"24821  :  โรงพยาบาลนาเยีย","1","33","3,300,000.00","1","100,000.00","11","1,100,000.00","12","1,200,000.00","9","900,000.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","152","0.00","50","0.00","32","0.00","32","0.00","38","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1","63","6,300,000.00","11","1,100,000.00","20","2,000,000.00","13","1,300,000.00","19","1,900,000.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","944","55","5,826.27","8","847.46","11","1,165.25","11","1,165.25","25","2,648.31"
"10701  :  โรงพยาบาลยโสธร","0","796","0.00","168","0.00","187","0.00","215","0.00","226","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","63","0.00","16","0.00","17","0.00","17","0.00","13","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","317","0.00","75","0.00","88","0.00","81","0.00","73","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6,550","204","3,114.50","38","580.15","55","839.69","50","763.36","61","931.30"
"10966  :  โรงพยาบาลป่าติ้ว","5,819","168","2,887.09","38","653.03","53","910.81","36","618.66","41","704.59"
"10967  :  โรงพยาบาลมหาชนะชัย","4,391","486","11,068.09","112","2,550.67","105","2,391.25","136","3,097.24","133","3,028.92"
"10968  :  โรงพยาบาลค้อวัง","3,910","81","2,071.61","23","588.24","29","741.69","14","358.06","15","383.63"
"10969  :  โรงพยาบาลไทยเจริญ","2,618","205","7,830.40","38","1,451.49","57","2,177.23","47","1,795.26","63","2,406.42"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","5,601","199","3,552.94","50","892.70","76","1,356.90","51","910.55","22","392.79"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,466","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,357","61","2,588.04","15","636.40","10","424.27","11","466.69","25","1,060.67"
"10702  :  โรงพยาบาลชัยภูมิ","33","631","1,912,121.21","136","412,121.21","168","509,090.91","149","451,515.15","178","539,393.94"
"10970  :  โรงพยาบาลบ้านเขว้า","9,680","164","1,694.21","39","402.89","40","413.22","41","423.55","44","454.55"
"10971  :  โรงพยาบาลคอนสวรรค์","5,437","35","643.74","6","110.35","11","202.32","16","294.28","2","36.78"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","5,810","176","3,029.26","35","602.41","43","740.10","54","929.43","44","757.31"
