"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"10836  :  โรงพยาบาลเขาสุกิม","308","10","3.25","1","0.32","5","1.62","1","0.32","3","0.97"
"10837  :  โรงพยาบาลสองพี่น้อง","255","2","0.78","2","0.78","0","0.00","0","0.00","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","258","2","0.78","0","0.00","1","0.39","1","0.39","0","0.00"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","42","1","2.38","0","0.00","0","0.00","0","0.00","1","2.38"
"10843  :  โรงพยาบาลนายายอาม","170","12","7.06","4","2.35","2","1.18","5","2.94","1","0.59"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","181","5","2.76","2","1.10","2","1.10","0","0.00","1","0.55"
"10696  :  โรงพยาบาลตราด","329","8","2.43","3","0.91","3","0.91","2","0.61","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","148","1","0.68","0","0.00","0","0.00","0","0.00","1","0.68"
"10846  :  โรงพยาบาลเขาสมิง","930","11","1.18","5","0.54","3","0.32","1","0.11","2","0.22"
"10847  :  โรงพยาบาลบ่อไร่","547","11","2.01","2","0.37","3","0.55","3","0.55","3","0.55"
"10848  :  โรงพยาบาลแหลมงอบ","279","11","3.94","2","0.72","5","1.79","3","1.08","1","0.36"
"10849  :  โรงพยาบาลเกาะกูด","186","6","3.23","0","0.00","0","0.00","2","1.08","4","2.15"
"13816  :  โรงพยาบาลเกาะช้าง","82","2","2.44","1","1.22","0","0.00","0","0.00","1","1.22"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","6","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","40","1","2.50","1","2.50","0","0.00","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","18","1","5.56","1","5.56","0","0.00","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","18","2","11.11","0","0.00","0","0.00","2","11.11","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","23","2","8.70","2","8.70","0","0.00","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","485","8","1.65","2","0.41","2","0.41","3","0.62","1","0.21"
"10858  :  โรงพยาบาลนาดี","308","22","7.14","11","3.57","5","1.62","3","0.97","3","0.97"
"10859  :  โรงพยาบาลบ้านสร้าง","265","14","5.28","4","1.51","3","1.13","5","1.89","2","0.75"
"10860  :  โรงพยาบาลประจันตคาม","1,289","17","1.32","7","0.54","1","0.08","3","0.23","6","0.47"
"10861  :  โรงพยาบาลศรีมหาโพธิ","243","7","2.88","2","0.82","3","1.23","2","0.82","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","207","5","2.42","0","0.00","2","0.97","0","0.00","3","1.45"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","27","1","3.70","0","0.00","0","0.00","0","0.00","1","3.70"
"10698  :  โรงพยาบาลนครนายก","596","10","1.68","4","0.67","2","0.34","3","0.50","1","0.17"
"10863  :  โรงพยาบาลปากพลี","75","1","1.33","0","0.00","1","1.33","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","102","4","3.92","0","0.00","3","2.94","1","0.98","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","187","8","4.28","1","0.53","3","1.60","3","1.60","1","0.53"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","262","11","4.20","0","0.00","3","1.15","3","1.15","5","1.91"
"10867  :  โรงพยาบาลตาพระยา","70","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","13","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","108","12","11.11","5","4.63","1","0.93","3","2.78","3","2.78"
"10870  :  โรงพยาบาลอรัญประเทศ","142","12","8.45","5","3.52","3","2.11","2","1.41","2","1.41"
"13817  :  โรงพยาบาลเขาฉกรรจ์","116","6","5.17","2","1.72","1","0.86","2","1.72","1","0.86"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","482","6","1.24","2","0.41","1","0.21","0","0.00","3","0.62"
"10872  :  โรงพยาบาลเสิงสาง","371","10","2.70","5","1.35","3","0.81","2","0.54","0","0.00"
"10873  :  โรงพยาบาลคง","159","4","2.52","3","1.89","0","0.00","1","0.63","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","434","10","2.30","2","0.46","7","1.61","1","0.23","0","0.00"
"10875  :  โรงพยาบาลจักราช","330","14","4.24","3","0.91","7","2.12","0","0.00","4","1.21"
"10876  :  โรงพยาบาลโชคชัย","769","12","1.56","2","0.26","5","0.65","2","0.26","3","0.39"
"10877  :  โรงพยาบาลด่านขุนทด","216","8","3.70","3","1.39","0","0.00","4","1.85","1","0.46"
"10878  :  โรงพยาบาลโนนไทย","389","12","3.08","1","0.26","6","1.54","0","0.00","5","1.29"
"10879  :  โรงพยาบาลโนนสูง","167","2","1.20","1","0.60","1","0.60","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","76","3","3.95","0","0.00","2","2.63","1","1.32","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","98","2","2.04","1","1.02","0","0.00","1","1.02","0","0.00"
"10882  :  โรงพยาบาลประทาย","111","3","2.70","1","0.90","0","0.00","1","0.90","1","0.90"
"10883  :  โรงพยาบาลปักธงชัย","150","3","2.00","0","0.00","0","0.00","1","0.67","2","1.33"
"10884  :  โรงพยาบาลพิมาย","288","8","2.78","2","0.69","5","1.74","0","0.00","1","0.35"
"10885  :  โรงพยาบาลห้วยแถลง","298","21","7.05","3","1.01","13","4.36","3","1.01","2","0.67"
"10886  :  โรงพยาบาลชุมพวง","990","13","1.31","4","0.40","5","0.51","3","0.30","1","0.10"
"10887  :  โรงพยาบาลสูงเนิน","676","21","3.11","7","1.04","8","1.18","5","0.74","1","0.15"
"10888  :  โรงพยาบาลขามทะเลสอ","188","4","2.13","0","0.00","1","0.53","3","1.60","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","100","4","4.00","1","1.00","0","0.00","3","3.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","44","1","2.27","1","2.27","0","0.00","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","42","1","2.38","1","2.38","0","0.00","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","356","6","1.69","4","1.12","0","0.00","1","0.28","1","0.28"
"10893  :  โรงพยาบาลโนนแดง","224","14","6.25","3","1.34","6","2.68","4","1.79","1","0.45"
"10894  :  โรงพยาบาลวังน้ำเขียว","42","2","4.76","0","0.00","1","2.38","1","2.38","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","46","1","2.17","1","2.17","0","0.00","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","18","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","386","10","2.59","1","0.26","4","1.04","1","0.26","4","1.04"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","191","2","1.05","0","0.00","0","0.00","1","0.52","1","0.52"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","125","3","2.40","0","0.00","0","0.00","0","0.00","3","2.40"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","672","28","4.17","8","1.19","13","1.93","4","0.60","3","0.45"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","5","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","11","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","382","8","2.09","2","0.52","3","0.79","1","0.26","2","0.52"
"27839  :  โรงพยาบาลบัวลาย","34","5","14.71","0","0.00","3","8.82","0","0.00","2","5.88"
"27840  :  โรงพยาบาลสีดา","51","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","22","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","151","10","6.62","2","1.32","2","1.32","3","1.99","3","1.99"
"10896  :  โรงพยาบาลกระสัง","7","1","14.29","0","0.00","1","14.29","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","145","4","2.76","1","0.69","1","0.69","1","0.69","1","0.69"
"10899  :  โรงพยาบาลละหานทราย","45","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","87","5","5.75","1","1.15","2","2.30","0","0.00","2","2.30"
"10901  :  โรงพยาบาลบ้านกรวด","80","2","2.50","0","0.00","1","1.25","1","1.25","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","431","8","1.86","1","0.23","2","0.46","1","0.23","4","0.93"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","81","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","139","4","2.88","0","0.00","1","0.72","3","2.16","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","606","5","0.83","0","0.00","3","0.50","2","0.33","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","77","1","1.30","1","1.30","0","0.00","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","20","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","208","5","2.40","3","1.44","2","0.96","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","429","12","2.80","3","0.70","3","0.70","5","1.17","1","0.23"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","14","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","200","2","1.00","1","0.50","1","0.50","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","144","5","3.47","2","1.39","1","0.69","2","1.39","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","108","9","8.33","4","3.70","0","0.00","4","3.70","1","0.93"
"10668  :  โรงพยาบาลสุรินทร์","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","304","5","1.64","2","0.66","1","0.33","2","0.66","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","303","7","2.31","1","0.33","2","0.66","2","0.66","2","0.66"
"10918  :  โรงพยาบาลปราสาท","97","1","1.03","0","0.00","0","0.00","1","1.03","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","143","4","2.80","0","0.00","3","2.10","0","0.00","1","0.70"
"10920  :  โรงพยาบาลรัตนบุรี","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","85","3","3.53","1","1.18","1","1.18","1","1.18","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","131","3","2.29","1","0.76","0","0.00","0","0.00","2","1.53"
"10923  :  โรงพยาบาลสังขะ","401","5","1.25","1","0.25","2","0.50","0","0.00","2","0.50"
"10924  :  โรงพยาบาลลำดวน","169","6","3.55","1","0.59","1","0.59","3","1.78","1","0.59"
"10925  :  โรงพยาบาลสำโรงทาบ","195","6","3.08","0","0.00","5","2.56","1","0.51","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","51","1","1.96","0","0.00","1","1.96","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","22","1","4.55","0","0.00","0","0.00","0","0.00","1","4.55"
"27842  :  โรงพยาบาลเขวาสินรินทร์","21","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","82","3","3.66","1","1.22","1","1.22","1","1.22","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","25","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","65","4","6.15","0","0.00","3","4.62","1","1.54","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","3","2","66.67","1","33.33","0","0.00","1","33.33","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","130","5","3.85","1","0.77","1","0.77","2","1.54","1","0.77"
"10929  :  โรงพยาบาลกันทรลักษ์","22","2","9.09","0","0.00","1","4.55","0","0.00","1","4.55"
"10930  :  โรงพยาบาลขุขันธ์","190","6","3.16","4","2.11","0","0.00","2","1.05","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","103","3","2.91","1","0.97","0","0.00","2","1.94","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","358","7","1.96","3","0.84","3","0.84","0","0.00","1","0.28"
"10933  :  โรงพยาบาลขุนหาญ","539","6","1.11","1","0.19","2","0.37","1","0.19","2","0.37"
"10934  :  โรงพยาบาลราษีไศล","9","1","11.11","1","11.11","0","0.00","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","553","12","2.17","4","0.72","4","0.72","3","0.54","1","0.18"
"10936  :  โรงพยาบาลบึงบูรพ์","339","5","1.47","2","0.59","2","0.59","0","0.00","1","0.29"
"10937  :  โรงพยาบาลห้วยทับทัน","303","9","2.97","2","0.66","5","1.65","1","0.33","1","0.33"
"10938  :  โรงพยาบาลโนนคูณ","158","4","2.53","1","0.63","2","1.27","0","0.00","1","0.63"
"10939  :  โรงพยาบาลศรีรัตนะ","473","3","0.63","2","0.42","1","0.21","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","199","4","2.01","0","0.00","4","2.01","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","5","1","20.00","1","20.00","0","0.00","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","124","4","3.23","2","1.61","1","0.81","1","0.81","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","147","2","1.36","2","1.36","0","0.00","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","278","13","4.68","1","0.36","10","3.60","0","0.00","2","0.72"
"28014  :  โรงพยาบาลพยุห์","197","6","3.05","3","1.52","2","1.02","0","0.00","1","0.51"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","41","2","4.88","0","0.00","1","2.44","1","2.44","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","302","17","5.63","6","1.99","8","2.65","0","0.00","3","0.99"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","102","2","1.96","1","0.98","1","0.98","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","305","9","2.95","6","1.97","2","0.66","0","0.00","1","0.33"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","137","12","8.76","3","2.19","3","2.19","5","3.65","1","0.73"
"10948  :  โรงพยาบาลนาจะหลวย","90","4","4.44","0","0.00","3","3.33","1","1.11","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","128","2","1.56","0","0.00","2","1.56","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","323","7","2.17","3","0.93","0","0.00","2","0.62","2","0.62"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","125","1","0.80","1","0.80","0","0.00","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","666","21","3.15","11","1.65","8","1.20","2","0.30","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","155","9","5.81","6","3.87","2","1.29","0","0.00","1","0.65"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","271","9","3.32","2","0.74","3","1.11","4","1.48","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","103","4","3.88","1","0.97","2","1.94","0","0.00","1","0.97"
"10958  :  โรงพยาบาลโพธิ์ไทร","202","6","2.97","2","0.99","4","1.98","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","253","17","6.72","6","2.37","10","3.95","1","0.40","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","38","1","2.63","0","0.00","1","2.63","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","119","5","4.20","0","0.00","2","1.68","2","1.68","1","0.84"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","136","2","1.47","1","0.74","0","0.00","1","0.74","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","89","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","103","2","1.94","0","0.00","1","0.97","0","0.00","1","0.97"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","35","4","11.43","2","5.71","2","5.71","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","588","7","1.19","1","0.17","2","0.34","1","0.17","3","0.51"
"10966  :  โรงพยาบาลป่าติ้ว","66","1","1.52","1","1.52","0","0.00","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","39","1","2.56","0","0.00","0","0.00","1","2.56","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","225","3","1.33","1","0.44","0","0.00","1","0.44","1","0.44"
"10969  :  โรงพยาบาลไทยเจริญ","143","7","4.90","2","1.40","5","3.50","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","277","15","5.42","2","0.72","4","1.44","2","0.72","7","2.53"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","140","3","2.14","0","0.00","1","0.71","1","0.71","1","0.71"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","20","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","221","5","2.26","1","0.45","0","0.00","2","0.90","2","0.90"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","109","2","1.83","0","0.00","2","1.83","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","166","1","0.60","1","0.60","0","0.00","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","150","2","1.33","0","0.00","0","0.00","1","0.67","1","0.67"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,134","31","2.73","10","0.88","10","0.88","8","0.71","3","0.26"
"10976  :  โรงพยาบาลหนองบัวระเหว","130","6","4.62","1","0.77","3","2.31","2","1.54","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","40","4","10.00","2","5.00","1","2.50","0","0.00","1","2.50"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","352","4","1.14","1","0.28","1","0.28","1","0.28","1","0.28"
"10979  :  โรงพยาบาลบ้านแท่น","796","28","3.52","16","2.01","2","0.25","6","0.75","4","0.50"
"10980  :  โรงพยาบาลแก้งคร้อ","108","1","0.93","0","0.00","0","0.00","1","0.93","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","169","8","4.73","4","2.37","2","1.18","1","0.59","1","0.59"
"10982  :  โรงพยาบาลภักดีชุมพล","178","6","3.37","1","0.56","2","1.12","1","0.56","2","1.12"
"10983  :  โรงพยาบาลเนินสง่า","405","13","3.21","3","0.74","6","1.48","1","0.25","3","0.74"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","246","8","3.25","2","0.81","1","0.41","4","1.63","1","0.41"
"10986  :  โรงพยาบาลปทุมราชวงศา","166","5","3.01","2","1.20","2","1.20","0","0.00","1","0.60"
"10987  :  โรงพยาบาลพนา","42","3","7.14","3","7.14","0","0.00","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","43","1","2.33","1","2.33","0","0.00","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","70","3","4.29","1","1.43","0","0.00","1","1.43","1","1.43"
"10990  :  โรงพยาบาลลืออำนาจ","113","3","2.65","1","0.88","0","0.00","1","0.88","1","0.88"
"11040  :  โรงพยาบาลบึงกาฬ","396","8","2.02","1","0.25","3","0.76","3","0.76","1","0.25"
"11041  :  โรงพยาบาลพรเจริญ","411","17","4.14","6","1.46","6","1.46","3","0.73","2","0.49"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","168","17","10.12","3","1.79","8","4.76","2","1.19","4","2.38"
"11047  :  โรงพยาบาลปากคาด","288","9","3.13","1","0.35","5","1.74","2","0.69","1","0.35"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","499","8","1.60","5","1.00","1","0.20","2","0.40","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","42","4","9.52","1","2.38","1","2.38","2","4.76","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","5","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","118","2","1.69","1","0.85","1","0.85","0","0.00","0","0.00"
