"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10828  :  โรงพยาบาลบ้านฉาง","22,890","605","2,643.08","171","747.05","169","738.31","119","519.88","146","637.83"
"10829  :  โรงพยาบาลแกลง","3,950","715","18,101.27","135","3,417.72","159","4,025.32","185","4,683.54","236","5,974.68"
"10830  :  โรงพยาบาลวังจันทร์","4,248","158","3,719.40","34","800.38","35","823.92","41","965.16","48","1,129.94"
"10831  :  โรงพยาบาลบ้านค่าย","5,602","118","2,106.39","27","481.97","32","571.22","36","642.63","23","410.57"
"10832  :  โรงพยาบาลปลวกแดง","19,440","19","97.74","3","15.43","6","30.86","6","30.86","4","20.58"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,346","93","6,909.36","16","1,188.71","19","1,411.59","29","2,154.53","29","2,154.53"
"23962  :  โรงพยาบาลนิคมพัฒนา","2,802","16","571.02","4","142.76","1","35.69","4","142.76","7","249.82"
"10664  :  โรงพยาบาลพระปกเกล้า","0","888","0.00","186","0.00","209","0.00","227","0.00","266","0.00"
"10834  :  โรงพยาบาลขลุง","0","335","0.00","61","0.00","78","0.00","83","0.00","113","0.00"
"10835  :  โรงพยาบาลท่าใหม่","60","105","175,000.00","32","53,333.33","25","41,666.67","25","41,666.67","23","38,333.33"
"10836  :  โรงพยาบาลเขาสุกิม","4,769","106","2,222.69","26","545.19","34","712.94","25","524.22","21","440.34"
"10837  :  โรงพยาบาลสองพี่น้อง","4,710","212","4,501.06","30","636.94","57","1,210.19","59","1,252.65","66","1,401.27"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","8,519","437","5,129.71","131","1,537.74","100","1,173.85","100","1,173.85","106","1,244.28"
"10839  :  โรงพยาบาลมะขาม","1,117","220","19,695.61","45","4,028.65","45","4,028.65","68","6,087.74","62","5,550.58"
"10840  :  โรงพยาบาลแหลมสิงห์","0","153","0.00","28","0.00","33","0.00","32","0.00","60","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","508","0.00","121","0.00","133","0.00","122","0.00","132","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","4,462","97","2,173.91","10","224.11","19","425.82","18","403.41","50","1,120.57"
"10843  :  โรงพยาบาลนายายอาม","2,393","112","4,680.32","25","1,044.71","36","1,504.39","21","877.56","30","1,253.66"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4,298","246","5,723.59","66","1,535.60","61","1,419.26","77","1,791.53","42","977.20"
"10696  :  โรงพยาบาลตราด","5,005","784","15,664.34","160","3,196.80","145","2,897.10","216","4,315.68","263","5,254.75"
"10845  :  โรงพยาบาลคลองใหญ่","8,526","108","1,266.71","27","316.68","32","375.32","17","199.39","32","375.32"
"10846  :  โรงพยาบาลเขาสมิง","4,915","168","3,418.11","35","712.11","37","752.80","44","895.22","52","1,057.99"
"10847  :  โรงพยาบาลบ่อไร่","4,413","312","7,070.02","62","1,404.94","98","2,220.71","67","1,518.24","85","1,926.13"
"10848  :  โรงพยาบาลแหลมงอบ","2,987","55","1,841.31","12","401.74","19","636.09","8","267.83","16","535.65"
"10849  :  โรงพยาบาลเกาะกูด","1,005","12","1,194.03","1","99.50","3","298.51","2","199.00","6","597.01"
"13816  :  โรงพยาบาลเกาะช้าง","650","47","7,230.77","8","1,230.77","13","2,000.00","11","1,692.31","15","2,307.69"
"10697  :  โรงพยาบาลพุทธโสธร","3","380","12,666,666.67","70","2,333,333.33","87","2,900,000.00","104","3,466,666.67","119","3,966,666.67"
"10833  :  โรงพยาบาลท่าตะเกียบ","2,835","120","4,232.80","26","917.11","31","1,093.47","33","1,164.02","30","1,058.20"
"10850  :  โรงพยาบาลบางคล้า","14,681","122","831.01","37","252.03","27","183.91","32","217.97","26","177.10"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","178","0.00","79","0.00","49","0.00","27","0.00","23","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","94","0.00","22","0.00","23","0.00","20","0.00","29","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,537","86","3,389.83","24","946.00","21","827.75","16","630.67","25","985.42"
"10854  :  โรงพยาบาลพนมสารคาม","9,133","269","2,945.36","76","832.15","56","613.16","64","700.76","73","799.30"
"10855  :  โรงพยาบาลสนามชัยเขต","4,056","174","4,289.94","34","838.26","42","1,035.50","39","961.54","59","1,454.64"
"10856  :  โรงพยาบาลแปลงยาว","6,414","132","2,058.00","28","436.55","37","576.86","34","530.09","33","514.50"
"13747  :  โรงพยาบาลราชสาส์น","5,278","29","549.45","12","227.36","4","75.79","2","37.89","11","208.41"
"31327  :  โรงพยาบาลคลองเขื่อน","1","29","2,900,000.00","0","0.00","4","400,000.00","16","1,600,000.00","9","900,000.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","858","440","51,282.05","103","12,004.66","98","11,421.91","106","12,354.31","133","15,501.17"
"10857  :  โรงพยาบาลกบินทร์บุรี","7,285","281","3,857.24","53","727.52","98","1,345.23","51","700.07","79","1,084.42"
"10858  :  โรงพยาบาลนาดี","5,123","190","3,708.76","49","956.47","49","956.47","57","1,112.63","35","683.19"
"10859  :  โรงพยาบาลบ้านสร้าง","3,578","122","3,409.73","29","810.51","34","950.25","34","950.25","25","698.71"
"10860  :  โรงพยาบาลประจันตคาม","6,011","71","1,181.17","16","266.18","14","232.91","21","349.36","20","332.72"
"10861  :  โรงพยาบาลศรีมหาโพธิ","5,964","147","2,464.79","32","536.55","30","503.02","36","603.62","49","821.60"
"10862  :  โรงพยาบาลศรีมโหสถ","6,515","47","721.41","14","214.89","10","153.49","9","138.14","14","214.89"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","9,043","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","12,873","348","2,703.33","75","582.61","89","691.37","66","512.70","118","916.65"
"10863  :  โรงพยาบาลปากพลี","1,291","30","2,323.78","10","774.59","7","542.22","6","464.76","7","542.22"
"10864  :  โรงพยาบาลบ้านนา","4,636","233","5,025.88","56","1,207.94","45","970.66","50","1,078.52","82","1,768.77"
"10865  :  โรงพยาบาลองครักษ์","2,354","68","2,888.70","21","892.10","15","637.21","17","722.18","15","637.21"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","371","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","205","281","137,073.17","74","36,097.56","68","33,170.73","68","33,170.73","71","34,634.15"
"10866  :  โรงพยาบาลคลองหาด","5,954","52","873.36","13","218.34","12","201.55","15","251.93","12","201.55"
"10867  :  โรงพยาบาลตาพระยา","4,108","95","2,312.56","19","462.51","28","681.60","22","535.54","26","632.91"
"10868  :  โรงพยาบาลวังน้ำเย็น","14,120","379","2,684.14","96","679.89","89","630.31","100","708.22","94","665.72"
"10869  :  โรงพยาบาลวัฒนานคร","7,053","130","1,843.19","43","609.67","50","708.92","24","340.28","13","184.32"
"10870  :  โรงพยาบาลอรัญประเทศ","8,928","135","1,512.10","30","336.02","26","291.22","29","324.82","50","560.04"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,932","118","4,024.56","28","954.98","33","1,125.51","24","818.55","33","1,125.51"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","21","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","634","0.00","174","0.00","189","0.00","93","0.00","178","0.00"
"10871  :  โรงพยาบาลครบุรี","6,204","286","4,609.93","64","1,031.59","78","1,257.25","77","1,241.13","67","1,079.95"
"10872  :  โรงพยาบาลเสิงสาง","6,202","311","5,014.51","80","1,289.91","80","1,289.91","66","1,064.17","85","1,370.53"
"10873  :  โรงพยาบาลคง","5,114","215","4,204.15","37","723.50","52","1,016.82","53","1,036.37","73","1,427.45"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,764","187","6,765.56","41","1,483.36","37","1,338.64","61","2,206.95","48","1,736.61"
"10875  :  โรงพยาบาลจักราช","6,824","198","2,901.52","52","762.02","58","849.94","36","527.55","52","762.02"
"10876  :  โรงพยาบาลโชคชัย","7,808","319","4,085.55","74","947.75","93","1,191.09","67","858.09","85","1,088.63"
"10877  :  โรงพยาบาลด่านขุนทด","8,731","679","7,776.89","156","1,786.74","165","1,889.82","169","1,935.63","189","2,164.70"
"10878  :  โรงพยาบาลโนนไทย","7,475","324","4,334.45","90","1,204.01","72","963.21","75","1,003.34","87","1,163.88"
"10879  :  โรงพยาบาลโนนสูง","6,383","353","5,530.31","72","1,128.00","91","1,425.66","102","1,597.99","88","1,378.66"
"10880  :  โรงพยาบาลขามสะแกแสง","6,075","120","1,975.31","38","625.51","28","460.91","29","477.37","25","411.52"
"10881  :  โรงพยาบาลบัวใหญ่","4,041","348","8,611.73","73","1,806.48","89","2,202.43","95","2,350.90","91","2,251.92"
"10882  :  โรงพยาบาลประทาย","5,372","199","3,704.39","41","763.22","65","1,209.98","42","781.83","51","949.37"
"10883  :  โรงพยาบาลปักธงชัย","4,519","583","12,901.08","129","2,854.61","132","2,921.00","134","2,965.26","188","4,160.21"
"10884  :  โรงพยาบาลพิมาย","6,441","366","5,682.35","78","1,210.99","87","1,350.72","92","1,428.35","109","1,692.28"
"10885  :  โรงพยาบาลห้วยแถลง","5,464","284","5,197.66","73","1,336.02","77","1,409.22","73","1,336.02","61","1,116.40"
"10886  :  โรงพยาบาลชุมพวง","5,951","265","4,453.03","52","873.80","57","957.82","67","1,125.86","89","1,495.55"
"10887  :  โรงพยาบาลสูงเนิน","13,243","480","3,624.56","116","875.93","141","1,064.71","112","845.73","111","838.18"
"10888  :  โรงพยาบาลขามทะเลสอ","18","156","866,666.67","24","133,333.33","35","194,444.44","39","216,666.67","58","322,222.22"
"10889  :  โรงพยาบาลสีคิ้ว","17,674","319","1,804.91","73","413.04","64","362.11","78","441.33","104","588.43"
"10890  :  โรงพยาบาลปากช่องนานา","8,084","251","3,104.90","56","692.73","70","865.91","71","878.28","54","667.99"
"10891  :  โรงพยาบาลหนองบุญมาก","3,138","306","9,751.43","74","2,358.19","80","2,549.39","60","1,912.05","92","2,931.80"
"10892  :  โรงพยาบาลแก้งสนามนาง","4","259","6,475,000.00","63","1,575,000.00","61","1,525,000.00","65","1,625,000.00","70","1,750,000.00"
"10893  :  โรงพยาบาลโนนแดง","3,969","256","6,449.99","60","1,511.72","65","1,637.69","59","1,486.52","72","1,814.06"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,539","136","5,356.44","48","1,890.51","39","1,536.04","26","1,024.03","23","905.87"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","21,909","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,435","56","3,902.44","17","1,184.67","21","1,463.41","10","696.86","8","557.49"
"11608  :  โรงพยาบาลลำทะเมนชัย","2,935","137","4,667.80","36","1,226.58","39","1,328.79","34","1,158.43","28","954.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","10,503","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","13,935","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","1,754","3","171.04","1","57.01","0","0.00","0","0.00","2","114.03"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","59","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2,683","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3,428","115","3,354.73","34","991.83","33","962.66","20","583.43","28","816.80"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","5,291","177","3,345.30","39","737.10","53","1,001.70","42","793.80","43","812.70"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","8,636","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,254","88","2,704.36","22","676.09","27","829.75","18","553.17","21","645.36"
"27839  :  โรงพยาบาลบัวลาย","1,984","66","3,326.61","11","554.44","20","1,008.06","21","1,058.47","14","705.65"
"27840  :  โรงพยาบาลสีดา","1,573","29","1,843.61","7","445.01","21","1,335.03","1","63.57","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","2,635","83","3,149.91","36","1,366.22","22","834.91","12","455.41","13","493.36"
"10667  :  โรงพยาบาลบุรีรัมย์","0","781","0.00","199","0.00","242","0.00","157","0.00","183","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,609","249","3,767.59","67","1,013.77","63","953.25","56","847.33","63","953.25"
"10896  :  โรงพยาบาลกระสัง","4,995","182","3,643.64","40","800.80","47","940.94","44","880.88","51","1,021.02"
"10897  :  โรงพยาบาลนางรอง","20,327","267","1,313.52","90","442.76","65","319.77","49","241.06","63","309.93"
"10898  :  โรงพยาบาลหนองกี่","5,924","216","3,646.19","70","1,181.63","65","1,097.23","37","624.58","44","742.74"
"10899  :  โรงพยาบาลละหานทราย","7,182","254","3,536.62","72","1,002.51","66","918.96","57","793.65","59","821.50"
"10900  :  โรงพยาบาลประโคนชัย","8,728","317","3,631.99","68","779.10","91","1,042.62","78","893.68","80","916.59"
"10901  :  โรงพยาบาลบ้านกรวด","9,838","193","1,961.78","61","620.04","48","487.90","50","508.23","34","345.60"
"10902  :  โรงพยาบาลพุทไธสง","5,824","100","1,717.03","28","480.77","35","600.96","13","223.21","24","412.09"
"10904  :  โรงพยาบาลลำปลายมาศ","8","435","5,437,500.00","121","1,512,500.00","110","1,375,000.00","101","1,262,500.00","103","1,287,500.00"
"10905  :  โรงพยาบาลสตึก","10,180","235","2,308.45","60","589.39","59","579.57","52","510.81","64","628.68"
"10906  :  โรงพยาบาลปะคำ","4,384","213","4,858.58","76","1,733.58","54","1,231.75","43","980.84","40","912.41"
"10907  :  โรงพยาบาลนาโพธิ์","2,604","54","2,073.73","17","652.84","15","576.04","13","499.23","9","345.62"
"10908  :  โรงพยาบาลหนองหงส์","2,922","232","7,939.77","42","1,437.37","37","1,266.26","53","1,813.83","100","3,422.31"
"10909  :  โรงพยาบาลพลับพลาชัย","3,934","95","2,414.84","20","508.39","21","533.81","28","711.74","26","660.90"
"10910  :  โรงพยาบาลห้วยราช","2,082","21","1,008.65","6","288.18","8","384.25","3","144.09","4","192.12"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,674","183","4,980.95","35","952.64","49","1,333.70","49","1,333.70","50","1,360.91"
"10912  :  โรงพยาบาลชำนิ","1,989","255","12,820.51","76","3,821.02","60","3,016.59","65","3,267.97","54","2,714.93"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,082","53","2,545.63","15","720.46","13","624.40","11","528.34","14","672.43"
"10914  :  โรงพยาบาลโนนดินแดง","5,360","111","2,070.90","31","578.36","39","727.61","23","429.10","18","335.82"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2,813","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,210","266","6,318.29","83","1,971.50","68","1,615.20","52","1,235.15","63","1,496.44"
"23578  :  โรงพยาบาลแคนดง","4,526","68","1,502.43","22","486.08","20","441.89","11","243.04","15","331.42"
"28020  :  โรงพยาบาลบ้านด่าน","4,558","80","1,755.16","22","482.67","25","548.49","19","416.85","14","307.15"
"10668  :  โรงพยาบาลสุรินทร์","419","321","76,610.98","102","24,343.68","97","23,150.36","73","17,422.43","49","11,694.51"
"10915  :  โรงพยาบาลชุมพลบุรี","5,751","117","2,034.43","29","504.26","36","625.98","26","452.10","26","452.10"
"10916  :  โรงพยาบาลท่าตูม","10,550","152","1,440.76","50","473.93","41","388.63","31","293.84","30","284.36"
"10917  :  โรงพยาบาลจอมพระ","5,255","173","3,292.10","37","704.09","47","894.39","45","856.33","44","837.30"
"10918  :  โรงพยาบาลปราสาท","7,179","289","4,025.63","76","1,058.64","66","919.35","68","947.21","79","1,100.43"
"10919  :  โรงพยาบาลกาบเชิง","4,830","218","4,513.46","41","848.86","64","1,325.05","74","1,532.09","39","807.45"
"10920  :  โรงพยาบาลรัตนบุรี","7,239","406","5,608.51","144","1,989.23","140","1,933.97","54","745.96","68","939.36"
"10921  :  โรงพยาบาลสนม","3,516","82","2,332.20","30","853.24","25","711.04","9","255.97","18","511.95"
"10922  :  โรงพยาบาลศีขรภูมิ","7,965","375","4,708.10","80","1,004.39","85","1,067.17","86","1,079.72","124","1,556.81"
"10923  :  โรงพยาบาลสังขะ","6,415","483","7,529.23","112","1,745.91","118","1,839.44","127","1,979.73","126","1,964.15"
"10924  :  โรงพยาบาลลำดวน","5,168","102","1,973.68","28","541.80","23","445.05","27","522.45","24","464.40"
"10925  :  โรงพยาบาลสำโรงทาบ","4,788","118","2,464.49","38","793.65","26","543.02","24","501.25","30","626.57"
"10926  :  โรงพยาบาลบัวเชด","4,716","95","2,014.42","25","530.11","25","530.11","14","296.86","31","657.34"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","2,925","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,008","36","1,792.83","9","448.21","9","448.21","6","298.80","12","597.61"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,732","32","1,847.58","11","635.10","5","288.68","8","461.89","8","461.89"
"27843  :  โรงพยาบาลศรีณรงค์","2,400","254","10,583.33","63","2,625.00","73","3,041.67","75","3,125.00","43","1,791.67"
"27844  :  โรงพยาบาลโนนนารายณ์","1,527","158","10,347.09","51","3,339.88","45","2,946.95","34","2,226.59","28","1,833.66"
"10700  :  โรงพยาบาลศรีสะเกษ","5,575","731","13,112.11","189","3,390.13","200","3,587.44","157","2,816.14","185","3,318.39"
"10927  :  โรงพยาบาลยางชุมน้อย","4,082","202","4,948.55","62","1,518.86","42","1,028.91","51","1,249.39","47","1,151.40"
"10928  :  โรงพยาบาลกันทรารมย์","6,404","582","9,088.07","138","2,154.90","165","2,576.51","182","2,841.97","97","1,514.68"
"10929  :  โรงพยาบาลกันทรลักษ์","7,633","343","4,493.65","73","956.37","98","1,283.90","93","1,218.39","79","1,034.98"
"10930  :  โรงพยาบาลขุขันธ์","5,805","207","3,565.89","58","999.14","55","947.46","42","723.51","52","895.78"
"10931  :  โรงพยาบาลไพรบึง","8,540","94","1,100.70","22","257.61","23","269.32","15","175.64","34","398.13"
"10932  :  โรงพยาบาลปรางค์กู่","3,147","342","10,867.49","92","2,923.42","84","2,669.21","78","2,478.55","88","2,796.31"
"10933  :  โรงพยาบาลขุนหาญ","4,871","357","7,329.09","101","2,073.50","96","1,970.85","79","1,621.84","81","1,662.90"
"10934  :  โรงพยาบาลราษีไศล","4,834","164","3,392.64","32","661.98","38","786.10","48","992.97","46","951.59"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,699","422","8,980.63","102","2,170.67","115","2,447.33","101","2,149.39","104","2,213.24"
"10936  :  โรงพยาบาลบึงบูรพ์","3,014","149","4,943.60","32","1,061.71","40","1,327.14","31","1,028.53","46","1,526.21"
"10937  :  โรงพยาบาลห้วยทับทัน","3,177","212","6,672.96","60","1,888.57","48","1,510.86","53","1,668.24","51","1,605.29"
"10938  :  โรงพยาบาลโนนคูณ","1,511","73","4,831.24","21","1,389.81","19","1,257.45","18","1,191.26","15","992.72"
"10939  :  โรงพยาบาลศรีรัตนะ","2,085","273","13,093.53","77","3,693.05","62","2,973.62","68","3,261.39","66","3,165.47"
"10940  :  โรงพยาบาลวังหิน","2,021","201","9,945.57","58","2,869.87","54","2,671.94","50","2,474.02","39","1,929.74"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,540","175","11,363.64","55","3,571.43","36","2,337.66","42","2,727.27","42","2,727.27"
"10942  :  โรงพยาบาลภูสิงห์","3,765","171","4,541.83","39","1,035.86","53","1,407.70","49","1,301.46","30","796.81"
"10943  :  โรงพยาบาลเมืองจันทร์","1,010","97","9,603.96","14","1,386.14","27","2,673.27","29","2,871.29","27","2,673.27"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,485","42","1,690.14","12","482.90","13","523.14","5","201.21","12","482.90"
"28014  :  โรงพยาบาลพยุห์","2,005","172","8,578.55","47","2,344.14","36","1,795.51","41","2,044.89","48","2,394.01"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,387","64","4,614.28","15","1,081.47","16","1,153.57","15","1,081.47","18","1,297.76"
"28016  :  โรงพยาบาลศิลาลาด","2,756","49","1,777.94","4","145.14","7","253.99","14","507.98","24","870.83"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","635","0.00","163","0.00","172","0.00","124","0.00","176","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","40","0.00","5","0.00","6","0.00","17","0.00","12","0.00"
"10945  :  โรงพยาบาลโขงเจียม","4,092","54","1,319.65","14","342.13","13","317.69","9","219.94","18","439.88"
"10946  :  โรงพยาบาลเขื่องใน","26","133","511,538.46","22","84,615.38","31","119,230.77","39","150,000.00","41","157,692.31"
"10947  :  โรงพยาบาลเขมราฐ","15,428","77","499.09","20","129.63","17","110.19","13","84.26","27","175.01"
"10948  :  โรงพยาบาลนาจะหลวย","10,491","215","2,049.38","48","457.54","66","629.11","54","514.73","47","448.00"
"10949  :  โรงพยาบาลน้ำยืน","5,517","88","1,595.07","22","398.77","25","453.14","17","308.14","24","435.02"
"10950  :  โรงพยาบาลบุณฑริก","4,988","25","501.20","3","60.14","10","200.48","8","160.38","4","80.19"
"10951  :  โรงพยาบาลตระการพืชผล","6,592","166","2,518.20","29","439.93","46","697.82","35","530.95","56","849.51"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","6,664","216","3,241.30","32","480.19","56","840.34","51","765.31","77","1,155.46"
"10953  :  โรงพยาบาลม่วงสามสิบ","5,821","377","6,476.55","101","1,735.10","106","1,820.99","88","1,511.77","82","1,408.69"
"10954  :  โรงพยาบาลวารินชำราบ","6","291","4,850,000.00","78","1,300,000.00","57","950,000.00","62","1,033,333.33","94","1,566,666.67"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","96","9,600,000.00","20","2,000,000.00","20","2,000,000.00","22","2,200,000.00","34","3,400,000.00"
"10957  :  โรงพยาบาลตาลสุม","2,699","49","1,815.49","16","592.81","8","296.41","11","407.56","14","518.71"
"10958  :  โรงพยาบาลโพธิ์ไทร","5,020","216","4,302.79","41","816.73","43","856.57","65","1,294.82","67","1,334.66"
"10959  :  โรงพยาบาลสำโรง","4,519","70","1,549.02","18","398.32","20","442.58","15","331.93","17","376.19"
"10960  :  โรงพยาบาลดอนมดแดง","2,466","25","1,013.79","4","162.21","11","446.07","4","162.21","6","243.31"
"10961  :  โรงพยาบาลสิรินธร","3,343","55","1,645.23","12","358.96","17","508.53","15","448.70","11","329.05"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","4,795","50","1,042.75","13","271.12","13","271.12","9","187.70","15","312.83"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","18","522","2,900,000.00","152","844,444.44","136","755,555.56","95","527,777.78","139","772,222.22"
"11495  :  โรงพยาบาลกองบิน 21","115","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","3,087","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","410","0.00","73","0.00","96","0.00","105","0.00","136","0.00"
"24032  :  โรงพยาบาลนาตาล","691","49","7,091.17","9","1,302.46","10","1,447.18","10","1,447.18","20","2,894.36"
"24821  :  โรงพยาบาลนาเยีย","496","126","25,403.23","32","6,451.61","38","7,661.29","43","8,669.35","13","2,620.97"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","120","0.00","23","0.00","23","0.00","22","0.00","52","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","2","38","1,900,000.00","8","400,000.00","11","550,000.00","11","550,000.00","8","400,000.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,002","20","1,996.01","1","99.80","7","698.60","8","798.40","4","399.20"
"10701  :  โรงพยาบาลยโสธร","0","695","0.00","150","0.00","181","0.00","166","0.00","198","0.00"
"10963  :  โรงพยาบาลทรายมูล","1","95","9,500,000.00","23","2,300,000.00","36","3,600,000.00","18","1,800,000.00","18","1,800,000.00"
"10964  :  โรงพยาบาลกุดชุม","0","242","0.00","52","0.00","53","0.00","67","0.00","70","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6,497","195","3,001.39","66","1,015.85","46","708.02","45","692.63","38","584.89"
"10966  :  โรงพยาบาลป่าติ้ว","6,072","105","1,729.25","25","411.73","25","411.73","31","510.54","24","395.26"
"10967  :  โรงพยาบาลมหาชนะชัย","4,414","387","8,767.56","83","1,880.38","91","2,061.62","87","1,971.00","126","2,854.55"
"10968  :  โรงพยาบาลค้อวัง","3,105","56","1,803.54","6","193.24","15","483.09","18","579.71","17","547.50"
"10969  :  โรงพยาบาลไทยเจริญ","3,308","113","3,415.96","30","906.89","22","665.05","24","725.51","37","1,118.50"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","7,311","235","3,214.33","62","848.04","65","889.07","52","711.26","56","765.97"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,470","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,138","60","2,806.36","26","1,216.09","16","748.36","3","140.32","15","701.59"
"10702  :  โรงพยาบาลชัยภูมิ","31","499","1,609,677.42","125","403,225.81","116","374,193.55","126","406,451.61","132","425,806.45"
"10970  :  โรงพยาบาลบ้านเขว้า","9,681","183","1,890.30","59","609.44","55","568.12","38","392.52","31","320.21"
"10971  :  โรงพยาบาลคอนสวรรค์","5,081","30","590.43","7","137.77","12","236.17","3","59.04","8","157.45"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","5,810","149","2,564.54","40","688.47","39","671.26","35","602.41","35","602.41"
"10973  :  โรงพยาบาลหนองบัวแดง","9,403","240","2,552.38","59","627.46","64","680.63","60","638.09","57","606.19"
"10974  :  โรงพยาบาลจัตุรัส","8,079","124","1,534.84","37","457.98","42","519.87","22","272.31","23","284.69"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","7,998","141","1,762.94","38","475.12","39","487.62","31","387.60","33","412.60"
