"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"10928  :  โรงพยาบาลกันทรารมย์","0","100","65","65.00"
"10929  :  โรงพยาบาลกันทรลักษ์","0","189","99","52.38"
"10930  :  โรงพยาบาลขุขันธ์","0","189","182","96.30"
"10931  :  โรงพยาบาลไพรบึง","0","15","8","53.33"
"10932  :  โรงพยาบาลปรางค์กู่","0","64","26","40.63"
"10933  :  โรงพยาบาลขุนหาญ","0","149","101","67.79"
"10934  :  โรงพยาบาลราษีไศล","0","41","22","53.66"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","171","102","59.65"
"10936  :  โรงพยาบาลบึงบูรพ์","0","24","22","91.67"
"10937  :  โรงพยาบาลห้วยทับทัน","0","60","56","93.33"
"10938  :  โรงพยาบาลโนนคูณ","0","18","12","66.67"
"10939  :  โรงพยาบาลศรีรัตนะ","0","62","46","74.19"
"10940  :  โรงพยาบาลวังหิน","0","37","22","59.46"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","23","15","65.22"
"10942  :  โรงพยาบาลภูสิงห์","0","4","3","75.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","21","19","90.48"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","59","57","96.61"
"28014  :  โรงพยาบาลพยุห์","0","20","16","80.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","18","17","94.44"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","63","45","71.43"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","108","73","67.59"
"10948  :  โรงพยาบาลนาจะหลวย","0","211","127","60.19"
"10949  :  โรงพยาบาลน้ำยืน","0","73","70","95.89"
"10950  :  โรงพยาบาลบุณฑริก","0","85","48","56.47"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","60","8","13.33"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","33","33","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","150","86","57.33"
"10959  :  โรงพยาบาลสำโรง","0","36","33","91.67"
"10960  :  โรงพยาบาลดอนมดแดง","0","15","13","86.67"
"10961  :  โรงพยาบาลสิรินธร","0","1","1","100.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","17","9","52.94"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","88","51","57.95"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","10","5","50.00"
"24821  :  โรงพยาบาลนาเยีย","0","2","2","100.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","7","2","28.57"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","19","15","78.95"
"10701  :  โรงพยาบาลยโสธร","0","44","11","25.00"
"10963  :  โรงพยาบาลทรายมูล","0","4","2","50.00"
"10964  :  โรงพยาบาลกุดชุม","0","11","3","27.27"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","189","151","79.89"
"10966  :  โรงพยาบาลป่าติ้ว","0","3","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","0","135","83","61.48"
"10968  :  โรงพยาบาลค้อวัง","0","82","40","48.78"
"10969  :  โรงพยาบาลไทยเจริญ","0","48","43","89.58"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","58","45","77.59"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","10","9","90.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","0","23","22","95.65"
"10971  :  โรงพยาบาลคอนสวรรค์","0","4","2","50.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","2","1","50.00"
"10973  :  โรงพยาบาลหนองบัวแดง","0","315","190","60.32"
"10974  :  โรงพยาบาลจัตุรัส","0","12","9","75.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","3","3","100.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","34","22","64.71"
"10977  :  โรงพยาบาลเทพสถิต","0","53","15","28.30"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","373","318","85.25"
"10979  :  โรงพยาบาลบ้านแท่น","0","121","87","71.90"
"10980  :  โรงพยาบาลแก้งคร้อ","0","131","63","48.09"
"10981  :  โรงพยาบาลคอนสาร","0","27","17","62.96"
"10982  :  โรงพยาบาลภักดีชุมพล","0","46","43","93.48"
"10983  :  โรงพยาบาลเนินสง่า","0","58","27","46.55"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","93","39","20","51.28"
"10986  :  โรงพยาบาลปทุมราชวงศา","105","71","54","76.06"
"10987  :  โรงพยาบาลพนา","54","35","34","97.14"
"10988  :  โรงพยาบาลเสนางคนิคม","154","80","61","76.25"
"10989  :  โรงพยาบาลหัวตะพาน","52","12","6","50.00"
"10990  :  โรงพยาบาลลืออำนาจ","44","1","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","119","9","3","33.33"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","114","14","11","78.57"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","133","3","3","100.00"
"11050  :  โรงพยาบาลบุ่งคล้า","15","8","4","50.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","1","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","113","5","2","40.00"
"11000  :  โรงพยาบาลน้ำพอง","87","33","25","75.76"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","52","23","12","52.17"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","121","57","56","98.25"
"11010  :  โรงพยาบาลชนบท","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","3","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","128","12","11","91.67"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","14","11","7","63.64"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","124","66","53.23"
"11014  :  โรงพยาบาลหนองวัวซอ","0","81","39","48.15"
"11015  :  โรงพยาบาลกุมภวาปี","0","165","87","52.73"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","7","7","100.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","66","42","63.64"
"11018  :  โรงพยาบาลหนองหาน","0","144","88","61.11"
"11019  :  โรงพยาบาลทุ่งฝน","0","71","45","63.38"
"11020  :  โรงพยาบาลไชยวาน","0","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","50","45","90.00"
"11023  :  โรงพยาบาลบ้านผือ","0","22","7","31.82"
"11024  :  โรงพยาบาลน้ำโสม","0","5","1","20.00"
"11025  :  โรงพยาบาลเพ็ญ","0","88","33","37.50"
"11026  :  โรงพยาบาลสร้างคอม","0","23","14","60.87"
"11027  :  โรงพยาบาลหนองแสง","0","14","3","21.43"
"11028  :  โรงพยาบาลนายูง","0","24","12","50.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","10","5","50.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","0","0","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","10","4","40.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","175","1","1","100.00"
"11030  :  โรงพยาบาลนาด้วง","135","54","52","96.30"
"11031  :  โรงพยาบาลเชียงคาน","114","4","3","75.00"
"11032  :  โรงพยาบาลปากชม","58","1","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","28","18","13","72.22"
"11034  :  โรงพยาบาลภูเรือ","56","24","23","95.83"
"11035  :  โรงพยาบาลท่าลี่","30","5","5","100.00"
"11036  :  โรงพยาบาลวังสะพุง","134","26","14","53.85"
"11037  :  โรงพยาบาลภูกระดึง","115","40","39","97.50"
"11038  :  โรงพยาบาลภูหลวง","68","17","11","64.71"
"11039  :  โรงพยาบาลผาขาว","112","24","19","79.17"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","105","17","16","94.12"
"14133  :  โรงพยาบาลเอราวัณ","90","45","23","51.11"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","11","0","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","0","236","181","76.69"
"11042  :  โรงพยาบาลโพนพิสัย","0","0","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","0","4","4","100.00"
"11045  :  โรงพยาบาลสังคม","0","19","11","57.89"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","0","31","19","61.29"
"14558  :  โรงพยาบาลพิสัยเวช","0","191","146","76.44"
"21356  :  โรงพยาบาลสระใคร","0","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","19","4","21.05"
"11051  :  โรงพยาบาลแกดำ","0","71","47","66.20"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","499","383","76.75"
"11053  :  โรงพยาบาลกันทรวิชัย","0","134","115","85.82"
"11054  :  โรงพยาบาลเชียงยืน","0","340","213","62.65"
"11055  :  โรงพยาบาลบรบือ","0","93","74","79.57"
"11056  :  โรงพยาบาลนาเชือก","0","95","61","64.21"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","0","205","132","64.39"
"11058  :  โรงพยาบาลวาปีปทุม","0","447","249","55.70"
"11059  :  โรงพยาบาลนาดูน","0","49","33","67.35"
"11060  :  โรงพยาบาลยางสีสุราช","0","51","35","68.63"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","63","49","77.78"
"24704  :  โรงพยาบาลกุดรัง","0","24","11","45.83"
"28843  :  โรงพยาบาลชื่นชม","0","6","5","83.33"
"10708  :  โรงพยาบาลร้อยเอ็ด","2","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","140","2","2","100.00"
"11062  :  โรงพยาบาลปทุมรัตต์","91","10","5","50.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","160","9","6","66.67"
"11064  :  โรงพยาบาลธวัชบุรี","54","3","2","66.67"
"11065  :  โรงพยาบาลพนมไพร","0","0","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","151","64","29","45.31"
"11067  :  โรงพยาบาลโพธิ์ชัย","115","2","2","100.00"
"11068  :  โรงพยาบาลหนองพอก","115","94","91","96.81"
"11069  :  โรงพยาบาลเสลภูมิ","128","5","3","60.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","213","10","6","60.00"
"11071  :  โรงพยาบาลเมืองสรวง","18","7","4","57.14"
"11072  :  โรงพยาบาลโพนทราย","82","5","5","100.00"
"11073  :  โรงพยาบาลอาจสามารถ","146","13","7","53.85"
"11074  :  โรงพยาบาลเมยวดี","70","6","2","33.33"
"11075  :  โรงพยาบาลศรีสมเด็จ","51","23","18","78.26"
"11076  :  โรงพยาบาลจังหาร","65","28","23","82.14"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","35","4","4","100.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","130","14","13","92.86"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","19","1","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","24","4","2","50.00"
"27990  :  โรงพยาบาลหนองฮี","32","6","4","66.67"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","23","5","21.74"
"11077  :  โรงพยาบาลนามน","0","112","80","71.43"
"11078  :  โรงพยาบาลกมลาไสย","0","38","37","97.37"
"11079  :  โรงพยาบาลร่องคำ","0","94","67","71.28"
"11080  :  โรงพยาบาลเขาวง","0","142","101","71.13"
"11081  :  โรงพยาบาลยางตลาด","0","231","182","78.79"
"11082  :  โรงพยาบาลห้วยเม็ก","0","93","74","79.57"
"11083  :  โรงพยาบาลสหัสขันธ์","0","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","0","60","57","95.00"
"11085  :  โรงพยาบาลท่าคันโท","0","97","41","42.27"
"11086  :  โรงพยาบาลหนองกุงศรี","0","207","84","40.58"
"11087  :  โรงพยาบาลสมเด็จ","0","347","180","51.87"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","143","111","77.62"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","505","344","68.12"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","146","109","74.66"
"28789  :  โรงพยาบาลฆ้องชัย","0","28","24","85.71"
"28790  :  โรงพยาบาลดอนจาน","0","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","46","13","28.26"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","0","64","59","92.19"
"11090  :  โรงพยาบาลกุดบาก","0","67","56","83.58"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","98","98","100.00"
"11092  :  โรงพยาบาลพังโคน","0","346","301","86.99"
"11093  :  โรงพยาบาลวาริชภูมิ","0","103","73","70.87"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","82","80","97.56"
"11095  :  โรงพยาบาลวานรนิวาส","0","114","81","71.05"
"11096  :  โรงพยาบาลคำตากล้า","0","66","60","90.91"
"11097  :  โรงพยาบาลบ้านม่วง","0","388","355","91.49"
"11098  :  โรงพยาบาลอากาศอำนวย","0","21","15","71.43"
"11099  :  โรงพยาบาลส่องดาว","0","96","90","93.75"
"11100  :  โรงพยาบาลเต่างอย","0","135","119","88.15"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","88","85","96.59"
"11102  :  โรงพยาบาลเจริญศิลป์","0","82","79","96.34"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","141","139","98.58"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","513","486","94.74"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","27","8","29.63"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","0","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","122","71","52","73.24"
"11105  :  โรงพยาบาลท่าอุเทน","34","8","7","87.50"
"11106  :  โรงพยาบาลบ้านแพง","147","60","48","80.00"
"11107  :  โรงพยาบาลนาทม","39","26","24","92.31"
"11108  :  โรงพยาบาลเรณูนคร","84","25","17","68.00"
"11109  :  โรงพยาบาลนาแก","111","5","4","80.00"
"11110  :  โรงพยาบาลศรีสงคราม","101","59","37","62.71"
"11111  :  โรงพยาบาลนาหว้า","98","53","24","45.28"
"11112  :  โรงพยาบาลโพนสวรรค์","117","12","8","66.67"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","21","7","6","85.71"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","51","2","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","104","45","43.27"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","79","58","73.42"
"11114  :  โรงพยาบาลดอนตาล","0","151","144","95.36"
"11115  :  โรงพยาบาลดงหลวง","0","94","71","75.53"
"11116  :  โรงพยาบาลคำชะอี","0","103","66","64.08"
"11117  :  โรงพยาบาลหว้านใหญ่","0","192","184","95.83"
"11118  :  โรงพยาบาลหนองสูง","0","38","29","76.32"
"06009  :  โรงพยาบาลแม่ตื่น","116","18","16","88.89"
"10713  :  โรงพยาบาลนครพิงค์","0","224","109","48.66"
"11119  :  โรงพยาบาลจอมทอง","113","36","27","75.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","120","52","32","61.54"
"11121  :  โรงพยาบาลเชียงดาว","127","18","10","55.56"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","2","1","50.00"
"11123  :  โรงพยาบาลแม่แตง","0","21","9","42.86"
"11124  :  โรงพยาบาลสะเมิง","55","14","10","71.43"
"11125  :  โรงพยาบาลฝาง","155","26","17","65.38"
"11126  :  โรงพยาบาลแม่อาย","28","4","3","75.00"
"11127  :  โรงพยาบาลพร้าว","0","64","55","85.94"
"11128  :  โรงพยาบาลสันป่าตอง","86","33","30","90.91"
"11129  :  โรงพยาบาลสันกำแพง","0","49","31","63.27"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","66","11","10","90.91"
"11132  :  โรงพยาบาลฮอด","105","16","15","93.75"
"11133  :  โรงพยาบาลดอยเต่า","25","7","7","100.00"
"11134  :  โรงพยาบาลอมก๋อย","195","31","17","54.84"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","32","17","53.13"
"11137  :  โรงพยาบาลไชยปราการ","40","16","9","56.25"
"11138  :  โรงพยาบาลแม่วาง","36","14","12","85.71"
"11139  :  โรงพยาบาลแม่ออน","0","38","35","92.11"
"11507  :  โรงพยาบาลกองบิน 41","7","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","15","5","5","100.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","38","1","1","100.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","117","2","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","151","14","10","71.43"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","162","5","3","60.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","27","3","3","100.00"
"10714  :  โรงพยาบาลลำพูน","0","1","1","100.00"
"11140  :  โรงพยาบาลแม่ทา","0","82","66","80.49"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","106","95","89.62"
"11142  :  โรงพยาบาลลี้","0","256","197","76.95"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","74","68","91.89"
"11144  :  โรงพยาบาลป่าซาง","0","98","64","65.31"
"11145  :  โรงพยาบาลบ้านธิ","0","84","80","95.24"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","62","47","75.81"
"10672  :  โรงพยาบาลลำปาง","0","28","20","71.43"
"11146  :  โรงพยาบาลแม่เมาะ","0","42","16","38.10"
"11147  :  โรงพยาบาลเกาะคา","0","13","7","53.85"
"11148  :  โรงพยาบาลเสริมงาม","0","43","38","88.37"
"11149  :  โรงพยาบาลงาว","0","265","162","61.13"
"11150  :  โรงพยาบาลแจ้ห่ม","0","63","43","68.25"
"11151  :  โรงพยาบาลวังเหนือ","0","22","18","81.82"
"11152  :  โรงพยาบาลเถิน","0","2","2","100.00"
"11153  :  โรงพยาบาลแม่พริก","0","70","62","88.57"
"11154  :  โรงพยาบาลแม่ทะ","0","76","63","82.89"
"11155  :  โรงพยาบาลสบปราบ","0","96","82","85.42"
"11156  :  โรงพยาบาลห้างฉัตร","0","31","20","64.52"
"11157  :  โรงพยาบาลเมืองปาน","0","40","33","82.50"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","0","258","172","66.67"
"11158  :  โรงพยาบาลตรอน","0","148","118","79.73"
"11159  :  โรงพยาบาลท่าปลา","0","119","101","84.87"
"11160  :  โรงพยาบาลน้ำปาด","0","111","84","75.68"
"11161  :  โรงพยาบาลฟากท่า","0","50","46","92.00"
"11162  :  โรงพยาบาลบ้านโคก","0","38","33","86.84"
"11163  :  โรงพยาบาลพิชัย","0","125","87","69.60"
"11164  :  โรงพยาบาลลับแล","0","61","53","86.89"
"11165  :  โรงพยาบาลทองแสนขัน","0","82","52","63.41"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","11","1","1","100.00"
"10715  :  โรงพยาบาลแพร่","0","820","684","83.41"
"11166  :  โรงพยาบาลร้องกวาง","0","23","20","86.96"
"11167  :  โรงพยาบาลลอง","0","210","177","84.29"
"11169  :  โรงพยาบาลสูงเม่น","0","2","2","100.00"
"11170  :  โรงพยาบาลสอง","0","30","22","73.33"
"11171  :  โรงพยาบาลวังชิ้น","0","19","14","73.68"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","7","7","100.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","89","63","70.79"
"10716  :  โรงพยาบาลน่าน","0","2","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","0","87","64","73.56"
"11174  :  โรงพยาบาลบ้านหลวง","0","43","42","97.67"
"11175  :  โรงพยาบาลนาน้อย","0","12","1","8.33"
"11176  :  โรงพยาบาลท่าวังผา","0","43","19","44.19"
"11177  :  โรงพยาบาลเวียงสา","0","99","73","73.74"
"11178  :  โรงพยาบาลทุ่งช้าง","0","20","12","60.00"
"11179  :  โรงพยาบาลเชียงกลาง","0","86","67","77.91"
"11180  :  โรงพยาบาลนาหมื่น","0","54","47","87.04"
"11181  :  โรงพยาบาลสันติสุข","0","81","66","81.48"
"11182  :  โรงพยาบาลบ่อเกลือ","0","10","9","90.00"
"11183  :  โรงพยาบาลสองแคว","0","47","28","59.57"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","36","12","33.33"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","41","36","87.80"
"25017  :  โรงพยาบาลภูเพียง","0","61","46","75.41"
"10717  :  โรงพยาบาลพะเยา","0","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0.00"
"11184  :  โรงพยาบาลจุน","64","8","1","12.50"
