"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10830  :  โรงพยาบาลวังจันทร์","3,682","46","1,249.32","17","461.71","22","597.50","7","190.11","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","4,776","59","1,235.34","10","209.38","31","649.08","18","376.88","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","26,232","7","26.68","3","11.44","0","0.00","4","15.25","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,706","61","3,575.62","31","1,817.12","23","1,348.18","7","410.32","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","3,086","15","486.07","8","259.24","7","226.83","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","359","0.00","149","0.00","151","0.00","59","0.00","0","0.00"
"10834  :  โรงพยาบาลขลุง","8,852","132","1,491.19","47","530.95","47","530.95","38","429.28","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","82","0.00","29","0.00","44","0.00","9","0.00","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","3,059","19","621.12","9","294.21","9","294.21","1","32.69","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","4,709","72","1,528.99","26","552.13","26","552.13","20","424.72","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","9,067","106","1,169.07","46","507.33","48","529.39","12","132.35","0","0.00"
"10839  :  โรงพยาบาลมะขาม","0","53","0.00","24","0.00","22","0.00","7","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","33","0.00","17","0.00","13","0.00","3","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","3","283","9,433,333.33","113","3,766,666.67","130","4,333,333.33","40","1,333,333.33","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","5,814","43","739.59","10","172.00","25","430.00","8","137.60","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","2,382","95","3,988.25","42","1,763.22","38","1,595.30","15","629.72","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4,384","124","2,828.47","73","1,665.15","25","570.26","26","593.07","0","0.00"
"10696  :  โรงพยาบาลตราด","3,859","273","7,074.37","97","2,513.60","109","2,824.57","67","1,736.20","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","8,671","38","438.24","8","92.26","22","253.72","8","92.26","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","5,793","117","2,019.68","45","776.80","52","897.64","20","345.24","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","4,162","163","3,916.39","63","1,513.70","62","1,489.67","38","913.02","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","3,403","44","1,292.98","18","528.95","10","293.86","16","470.17","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","1,135","2","176.21","1","88.11","1","88.11","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","697","45","6,456.24","19","2,725.97","18","2,582.50","8","1,147.78","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","355","0.00","162","0.00","141","0.00","52","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","4,173","58","1,389.89","15","359.45","26","623.05","17","407.38","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","13,280","60","451.81","26","195.78","28","210.84","6","45.18","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","71","0.00","34","0.00","29","0.00","8","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","156","0.00","55","0.00","54","0.00","47","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,613","25","956.75","10","382.70","9","344.43","6","229.62","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","8,672","101","1,164.67","36","415.13","47","541.97","18","207.56","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","3","84","2,800,000.00","41","1,366,666.67","37","1,233,333.33","6","200,000.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","6,868","78","1,135.70","34","495.05","29","422.25","15","218.40","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","5,197","37","711.95","20","384.84","16","307.87","1","19.24","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","20","0.00","6","0.00","11","0.00","3","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","850","270","31,764.71","125","14,705.88","98","11,529.41","47","5,529.41","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","8,412","104","1,236.33","29","344.75","38","451.74","37","439.85","0","0.00"
"10858  :  โรงพยาบาลนาดี","5,090","77","1,512.77","41","805.50","27","530.45","9","176.82","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","3,475","63","1,812.95","41","1,179.86","22","633.09","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","5,889","13","220.75","2","33.96","6","101.88","5","84.90","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","7,055","63","892.98","22","311.84","28","396.88","13","184.27","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","6,938","78","1,124.24","27","389.16","38","547.71","13","187.37","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","9,751","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","11,853","352","2,969.71","138","1,164.26","138","1,164.26","76","641.19","0","0.00"
"10863  :  โรงพยาบาลปากพลี","1,314","18","1,369.86","9","684.93","3","228.31","6","456.62","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","4,375","100","2,285.71","31","708.57","53","1,211.43","16","365.71","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2,251","36","1,599.29","13","577.52","17","755.22","6","266.55","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2","193","9,650,000.00","76","3,800,000.00","90","4,500,000.00","27","1,350,000.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","6,294","74","1,175.72","34","540.20","29","460.76","11","174.77","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","4,124","47","1,139.67","15","363.72","19","460.72","13","315.23","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","14,998","192","1,280.17","72","480.06","83","553.41","37","246.70","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","6,169","158","2,561.19","79","1,280.60","58","940.18","21","340.41","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","7,344","41","558.28","23","313.18","15","204.25","3","40.85","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3,047","74","2,428.62","40","1,312.77","16","525.11","18","590.74","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","322","0.00","161","0.00","124","0.00","37","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","6,447","132","2,047.46","59","915.15","55","853.11","18","279.20","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","7,085","133","1,877.21","55","776.29","59","832.75","19","268.17","0","0.00"
"10873  :  โรงพยาบาลคง","5,263","144","2,736.08","48","912.03","62","1,178.04","34","646.02","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,748","148","5,385.74","65","2,365.36","51","1,855.90","32","1,164.48","0","0.00"
"10875  :  โรงพยาบาลจักราช","5,934","116","1,954.84","44","741.49","58","977.42","14","235.93","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","8,186","200","2,443.20","76","928.41","70","855.12","54","659.66","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","8,526","289","3,389.63","112","1,313.63","103","1,208.07","74","867.93","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","6,684","142","2,124.48","59","882.70","59","882.70","24","359.07","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","6,635","210","3,165.03","61","919.37","104","1,567.45","45","678.22","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","6,377","163","2,556.06","61","956.56","66","1,034.97","36","564.53","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","3,902","269","6,893.90","116","2,972.83","97","2,485.90","56","1,435.16","0","0.00"
"10882  :  โรงพยาบาลประทาย","5,237","121","2,310.48","50","954.75","49","935.65","22","420.09","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","5,043","478","9,478.49","204","4,045.21","212","4,203.85","62","1,229.43","0","0.00"
"10884  :  โรงพยาบาลพิมาย","6,756","148","2,190.65","47","695.68","70","1,036.12","31","458.85","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","6,780","115","1,696.17","37","545.72","54","796.46","24","353.98","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","6,155","226","3,671.81","88","1,429.73","83","1,348.50","55","893.58","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","15,777","179","1,134.56","57","361.29","72","456.36","50","316.92","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","4,180","73","1,746.41","31","741.63","27","645.93","15","358.85","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","11,583","222","1,916.60","100","863.33","92","794.27","30","259.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","9,254","174","1,880.27","74","799.65","74","799.65","26","280.96","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","3,282","150","4,570.38","77","2,346.13","52","1,584.40","21","639.85","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","4,540","99","2,180.62","34","748.90","50","1,101.32","15","330.40","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","3,792","107","2,821.73","37","975.74","50","1,318.57","20","527.43","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,328","73","3,135.74","27","1,159.79","36","1,546.39","10","429.55","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,607","52","3,235.84","23","1,431.24","23","1,431.24","6","373.37","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","3,428","61","1,779.46","21","612.60","31","904.32","9","262.54","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","12,615","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","12,694","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","3","0.00","1","0.00","0","0.00","2","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,777","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3,719","115","3,092.23","46","1,236.89","52","1,398.23","17","457.11","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,270","156","12,283.46","71","5,590.55","55","4,330.71","30","2,362.20","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","8,923","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2,972","31","1,043.07","21","706.59","7","235.53","3","100.94","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","2,115","20","945.63","10","472.81","6","283.69","4","189.13","0","0.00"
"27840  :  โรงพยาบาลสีดา","1,669","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","5,247","13","247.76","6","114.35","6","114.35","1","19.06","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","366","0.00","176","0.00","173","0.00","17","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,645","76","1,143.72","25","376.22","40","601.96","11","165.54","0","0.00"
"10896  :  โรงพยาบาลกระสัง","5,270","190","3,605.31","73","1,385.20","78","1,480.08","39","740.04","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","162","0.00","59","0.00","66","0.00","37","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","5,759","75","1,302.31","32","555.65","26","451.47","17","295.19","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","6,791","106","1,560.89","45","662.64","39","574.29","22","323.96","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","9,689","118","1,217.88","33","340.59","54","557.33","31","319.95","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","8,438","190","2,251.72","76","900.69","66","782.18","48","568.86","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","5,960","90","1,510.07","33","553.69","41","687.92","16","268.46","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","251","0.00","84","0.00","104","0.00","63","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","4,966","169","3,403.14","68","1,369.31","71","1,429.72","30","604.11","0","0.00"
"10906  :  โรงพยาบาลปะคำ","3,643","66","1,811.69","23","631.35","30","823.50","13","356.85","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","2,734","46","1,682.52","20","731.53","15","548.65","11","402.34","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","3,583","120","3,349.15","44","1,228.02","46","1,283.84","30","837.29","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","4,736","18","380.07","3","63.34","10","211.15","5","105.57","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","2,124","36","1,694.92","14","659.13","13","612.05","9","423.73","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,199","22","687.71","10","312.60","10","312.60","2","62.52","0","0.00"
"10912  :  โรงพยาบาลชำนิ","1,855","61","3,288.41","21","1,132.08","29","1,563.34","11","592.99","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,083","33","1,584.25","13","624.10","11","528.08","9","432.07","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","4,875","33","676.92","11","225.64","16","328.21","6","123.08","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","393","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,026","40","993.54","14","347.74","17","422.26","9","223.55","0","0.00"
"23578  :  โรงพยาบาลแคนดง","4,830","62","1,283.64","14","289.86","27","559.01","21","434.78","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","4,772","13","272.42","4","83.82","6","125.73","3","62.87","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","228","136","59,649.12","58","25,438.60","55","24,122.81","23","10,087.72","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","5,445","54","991.74","18","330.58","23","422.41","13","238.75","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","9,343","63","674.30","27","288.99","19","203.36","17","181.95","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","6,315","83","1,314.33","27","427.55","35","554.24","21","332.54","0","0.00"
"10918  :  โรงพยาบาลปราสาท","7,581","170","2,242.45","70","923.36","64","844.22","36","474.87","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","4,006","139","3,469.80","53","1,323.02","51","1,273.09","35","873.69","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","7,506","241","3,210.76","107","1,425.53","81","1,079.14","53","706.10","0","0.00"
"10921  :  โรงพยาบาลสนม","3,782","56","1,480.70","25","661.03","20","528.82","11","290.85","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","6,599","183","2,773.15","85","1,288.07","81","1,227.46","17","257.61","0","0.00"
"10923  :  โรงพยาบาลสังขะ","7,004","233","3,326.67","95","1,356.37","108","1,541.98","30","428.33","0","0.00"
"10924  :  โรงพยาบาลลำดวน","4,941","28","566.69","14","283.34","11","222.63","3","60.72","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","4,666","50","1,071.58","20","428.63","15","321.47","15","321.47","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","4,698","60","1,277.14","31","659.86","20","425.71","9","191.57","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,930","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,868","75","4,014.99","31","1,659.53","36","1,927.19","8","428.27","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,961","63","3,212.65","27","1,376.85","22","1,121.88","14","713.92","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","2,415","76","3,147.00","27","1,118.01","35","1,449.28","14","579.71","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","1,498","61","4,072.10","23","1,535.38","26","1,735.65","12","801.07","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,130","280","24,778.76","99","8,761.06","113","10,000.00","68","6,017.70","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","4,168","101","2,423.22","31","743.76","45","1,079.65","25","599.81","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","6,687","236","3,529.24","73","1,091.67","108","1,615.07","55","822.49","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","7,333","228","3,109.23","122","1,663.71","106","1,445.52","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","7,757","121","1,559.88","62","799.28","47","605.90","12","154.70","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","8,186","38","464.21","15","183.24","18","219.89","5","61.08","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","3,413","155","4,541.46","56","1,640.79","60","1,757.98","39","1,142.69","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","5,374","121","2,251.58","56","1,042.05","49","911.80","16","297.73","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","4,794","102","2,127.66","33","688.36","45","938.67","24","500.63","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,717","152","3,222.39","56","1,187.20","56","1,187.20","40","848.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","3,076","24","780.23","8","260.08","10","325.10","6","195.06","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","3,149","80","2,540.49","27","857.42","31","984.44","22","698.63","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","1,447","37","2,557.01","21","1,451.28","11","760.19","5","345.54","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","2,827","187","6,614.79","76","2,688.36","65","2,299.26","46","1,627.17","0","0.00"
"10940  :  โรงพยาบาลวังหิน","1,849","118","6,381.83","50","2,704.16","46","2,487.83","22","1,189.83","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,412","119","8,427.76","60","4,249.29","31","2,195.47","28","1,983.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","2,540","52","2,047.24","18","708.66","19","748.03","15","590.55","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","981","42","4,281.35","19","1,936.80","14","1,427.12","9","917.43","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,498","59","2,361.89","33","1,321.06","16","640.51","10","400.32","0","0.00"
"28014  :  โรงพยาบาลพยุห์","1,411","81","5,740.61","32","2,267.90","38","2,693.13","11","779.59","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,443","82","5,682.61","37","2,564.10","34","2,356.20","11","762.30","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","2,315","97","4,190.06","32","1,382.29","41","1,771.06","24","1,036.72","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","136","0.00","57","0.00","66","0.00","13","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5,956","60","1,007.39","28","470.11","23","386.17","9","151.11","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","5,098","103","2,020.40","39","765.01","44","863.08","20","392.31","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","76","0.00","40","0.00","24","0.00","12","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","11,138","176","1,580.18","79","709.28","46","413.00","51","457.89","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","9,722","67","689.16","28","288.01","24","246.86","15","154.29","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","15","0.00","15","0.00","0","0.00","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,964","11","371.12","8","269.91","3","101.21","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","4,443","51","1,147.87","24","540.18","11","247.58","16","360.12","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","5,234","133","2,541.08","61","1,165.46","52","993.50","20","382.12","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","4,918","151","3,070.35","67","1,362.34","54","1,098.01","30","610.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","2,481","122","4,917.37","32","1,289.80","62","2,498.99","28","1,128.58","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","5,254","112","2,131.71","44","837.46","43","818.42","25","475.83","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","2,324","18","774.53","7","301.20","8","344.23","3","129.09","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,666","159","4,337.15","70","1,909.44","65","1,773.05","24","654.66","0","0.00"
"10959  :  โรงพยาบาลสำโรง","4,011","111","2,767.39","46","1,146.85","48","1,196.71","17","423.83","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","2,308","18","779.90","9","389.95","5","216.64","4","173.31","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","3,701","36","972.71","21","567.41","15","405.30","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","3,829","14","365.63","4","104.47","9","235.05","1","26.12","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","472","0.00","186","0.00","195","0.00","91","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","8,812","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","2,337","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","14","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","208","0.00","85","0.00","74","0.00","49","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","796","76","9,547.74","17","2,135.68","39","4,899.50","20","2,512.56","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","36","0.00","16","0.00","11","0.00","9","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","49","0.00","17","0.00","17","0.00","15","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1,815","48","2,644.63","24","1,322.31","16","881.54","8","440.77","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","911","48","5,268.94","14","1,536.77","23","2,524.70","11","1,207.46","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","193","0.00","66","0.00","88","0.00","39","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","10","0.00","2","0.00","5","0.00","3","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","60","0.00","24","0.00","33","0.00","3","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6,042","46","761.34","12","198.61","22","364.12","12","198.61","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","5,375","99","1,841.86","27","502.33","48","893.02","24","446.51","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","3,393","291","8,576.48","108","3,183.02","100","2,947.24","83","2,446.21","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","3,291","33","1,002.73","12","364.63","13","395.02","8","243.09","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","2,596","126","4,853.62","55","2,118.64","36","1,386.75","35","1,348.23","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","7,636","54","707.18","23","301.20","18","235.73","13","170.25","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","886","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,125","57","2,682.35","24","1,129.41","19","894.12","14","658.82","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","2","429","21,450,000.00","152","7,600,000.00","166","8,300,000.00","111","5,550,000.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","8,559","112","1,308.56","49","572.50","41","479.03","22","257.04","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","4,967","6","120.80","6","120.80","0","0.00","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,201","98","1,580.39","38","612.80","38","612.80","22","354.78","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","7,631","131","1,716.68","51","668.33","56","733.85","24","314.51","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","6,550","50","763.36","23","351.15","22","335.88","5","76.34","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","8,561","52","607.41","21","245.30","19","221.94","12","140.17","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","3,598","88","2,445.80","43","1,195.11","34","944.97","11","305.73","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","6,482","186","2,869.48","64","987.35","81","1,249.61","41","632.52","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","13,688","598","4,368.79","205","1,497.66","236","1,724.14","157","1,146.99","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","5,025","35","696.52","8","159.20","18","358.21","9","179.10","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","8,787","162","1,843.63","72","819.39","63","716.97","27","307.27","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","4,210","73","1,733.97","36","855.11","25","593.82","12","285.04","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","2,837","44","1,550.93","11","387.73","24","845.96","9","317.24","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","2,047","65","3,175.38","36","1,758.67","18","879.34","11","537.37","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","283","0.00","121","0.00","94","0.00","68","0.00","0","0.00"
