"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10828  :  โรงพยาบาลบ้านฉาง","23,047","628","2,724.87","147","637.83","163","707.25","147","637.83","171","741.96"
"10829  :  โรงพยาบาลแกลง","3,725","467","12,536.91","109","2,926.17","102","2,738.26","119","3,194.63","137","3,677.85"
"10830  :  โรงพยาบาลวังจันทร์","4,204","132","3,139.87","31","737.39","35","832.54","27","642.25","39","927.69"
"10831  :  โรงพยาบาลบ้านค่าย","5,758","86","1,493.57","30","521.01","23","399.44","9","156.30","24","416.81"
"10832  :  โรงพยาบาลปลวกแดง","29,912","20","66.86","11","36.77","5","16.72","2","6.69","2","6.69"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,883","81","4,301.65","21","1,115.24","21","1,115.24","16","849.71","23","1,221.46"
"23962  :  โรงพยาบาลนิคมพัฒนา","3,076","3","97.53","2","65.02","0","0.00","0","0.00","1","32.51"
"10664  :  โรงพยาบาลพระปกเกล้า","0","307","0.00","61","0.00","72","0.00","84","0.00","90","0.00"
"10834  :  โรงพยาบาลขลุง","0","273","0.00","67","0.00","69","0.00","65","0.00","72","0.00"
"10835  :  โรงพยาบาลท่าใหม่","16","108","675,000.00","37","231,250.00","25","156,250.00","21","131,250.00","25","156,250.00"
"10836  :  โรงพยาบาลเขาสุกิม","4,895","96","1,961.18","24","490.30","19","388.15","25","510.73","28","572.01"
"10837  :  โรงพยาบาลสองพี่น้อง","5,868","93","1,584.87","28","477.16","20","340.83","25","426.04","20","340.83"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","8,032","411","5,117.03","90","1,120.52","129","1,606.08","85","1,058.27","107","1,332.17"
"10839  :  โรงพยาบาลมะขาม","1,047","99","9,455.59","21","2,005.73","23","2,196.75","27","2,578.80","28","2,674.31"
"10840  :  โรงพยาบาลแหลมสิงห์","0","95","0.00","26","0.00","29","0.00","23","0.00","17","0.00"
"10841  :  โรงพยาบาลสอยดาว","5","423","8,460,000.00","107","2,140,000.00","112","2,240,000.00","106","2,120,000.00","98","1,960,000.00"
"10842  :  โรงพยาบาลแก่งหางแมว","2,420","110","4,545.45","37","1,528.93","34","1,404.96","21","867.77","18","743.80"
"10843  :  โรงพยาบาลนายายอาม","2,369","89","3,756.86","12","506.54","40","1,688.48","14","590.97","23","970.87"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","3,968","216","5,443.55","40","1,008.06","65","1,638.10","53","1,335.69","58","1,461.69"
"10696  :  โรงพยาบาลตราด","4,960","576","11,612.90","127","2,560.48","143","2,883.06","135","2,721.77","171","3,447.58"
"10845  :  โรงพยาบาลคลองใหญ่","8,330","68","816.33","14","168.07","15","180.07","17","204.08","22","264.11"
"10846  :  โรงพยาบาลเขาสมิง","4,826","113","2,341.48","24","497.31","32","663.08","24","497.31","33","683.80"
"10847  :  โรงพยาบาลบ่อไร่","3,858","256","6,635.56","51","1,321.93","81","2,099.53","66","1,710.73","58","1,503.37"
"10848  :  โรงพยาบาลแหลมงอบ","2,928","87","2,971.31","25","853.83","23","785.52","24","819.67","15","512.30"
"10849  :  โรงพยาบาลเกาะกูด","980","9","918.37","5","510.20","1","102.04","2","204.08","1","102.04"
"13816  :  โรงพยาบาลเกาะช้าง","641","34","5,304.21","12","1,872.07","7","1,092.04","5","780.03","10","1,560.06"
"10697  :  โรงพยาบาลพุทธโสธร","0","39","0.00","20","0.00","8","0.00","3","0.00","8","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","3,158","203","6,428.12","44","1,393.29","54","1,709.94","59","1,868.27","46","1,456.62"
"10850  :  โรงพยาบาลบางคล้า","14,740","159","1,078.70","36","244.23","49","332.43","33","223.88","41","278.15"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","311","0.00","75","0.00","74","0.00","63","0.00","99","0.00"
"10852  :  โรงพยาบาลบางปะกง","1","90","9,000,000.00","13","1,300,000.00","30","3,000,000.00","21","2,100,000.00","26","2,600,000.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,469","95","3,847.71","19","769.54","25","1,012.56","19","769.54","32","1,296.07"
"10854  :  โรงพยาบาลพนมสารคาม","8,862","365","4,118.71","81","914.01","89","1,004.29","79","891.45","116","1,308.96"
"10855  :  โรงพยาบาลสนามชัยเขต","5,091","164","3,221.37","43","844.63","60","1,178.55","27","530.35","34","667.85"
"10856  :  โรงพยาบาลแปลงยาว","7,366","107","1,452.62","31","420.85","30","407.28","21","285.09","25","339.40"
"13747  :  โรงพยาบาลราชสาส์น","5,409","29","536.14","6","110.93","9","166.39","7","129.41","7","129.41"
"31327  :  โรงพยาบาลคลองเขื่อน","1","7","700,000.00","1","100,000.00","1","100,000.00","2","200,000.00","3","300,000.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,332","432","32,432.43","89","6,681.68","101","7,582.58","109","8,183.18","133","9,984.98"
"10857  :  โรงพยาบาลกบินทร์บุรี","8,992","367","4,081.41","60","667.26","79","878.56","122","1,356.76","106","1,178.83"
"10858  :  โรงพยาบาลนาดี","5,067","169","3,335.31","30","592.07","42","828.89","42","828.89","55","1,085.45"
"10859  :  โรงพยาบาลบ้านสร้าง","2,406","86","3,574.40","21","872.82","23","955.94","27","1,122.19","15","623.44"
"10860  :  โรงพยาบาลประจันตคาม","6,327","68","1,074.76","9","142.25","14","221.27","21","331.91","24","379.33"
"10861  :  โรงพยาบาลศรีมหาโพธิ","6,315","120","1,900.24","20","316.71","12","190.02","52","823.44","36","570.07"
"10862  :  โรงพยาบาลศรีมโหสถ","5,622","48","853.79","7","124.51","12","213.45","13","231.23","16","284.60"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","12,504","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","12,705","256","2,014.95","69","543.09","71","558.84","54","425.03","62","488.00"
"10863  :  โรงพยาบาลปากพลี","1,286","36","2,799.38","13","1,010.89","12","933.13","5","388.80","6","466.56"
"10864  :  โรงพยาบาลบ้านนา","4,839","176","3,637.12","55","1,136.60","52","1,074.60","26","537.30","43","888.61"
"10865  :  โรงพยาบาลองครักษ์","2,484","50","2,012.88","18","724.64","13","523.35","7","281.80","12","483.09"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","366","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","1,133","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","218","0.00","57","0.00","58","0.00","44","0.00","59","0.00"
"10866  :  โรงพยาบาลคลองหาด","5,949","66","1,109.43","18","302.57","16","268.95","21","353.00","11","184.91"
"10867  :  โรงพยาบาลตาพระยา","3,940","105","2,664.97","33","837.56","32","812.18","18","456.85","22","558.38"
"10868  :  โรงพยาบาลวังน้ำเย็น","16,299","366","2,245.54","86","527.64","93","570.59","87","533.78","100","613.53"
"10869  :  โรงพยาบาลวัฒนานคร","6,779","130","1,917.69","18","265.53","40","590.06","36","531.05","36","531.05"
"10870  :  โรงพยาบาลอรัญประเทศ","8,940","169","1,890.38","48","536.91","59","659.96","23","257.27","39","436.24"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,784","97","3,484.20","36","1,293.10","38","1,364.94","14","502.87","9","323.28"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","676","0.00","190","0.00","215","0.00","93","0.00","178","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,654","284","4,268.11","35","526.00","108","1,623.08","70","1,052.00","71","1,067.03"
"10896  :  โรงพยาบาลกระสัง","4,835","227","4,694.93","62","1,282.32","67","1,385.73","45","930.71","53","1,096.17"
"10897  :  โรงพยาบาลนางรอง","19,710","229","1,161.85","44","223.24","59","299.34","58","294.27","68","345.00"
"10898  :  โรงพยาบาลหนองกี่","5,896","217","3,680.46","55","932.84","61","1,034.60","49","831.07","52","881.95"
"10899  :  โรงพยาบาลละหานทราย","7,364","280","3,802.28","62","841.93","83","1,127.10","62","841.93","73","991.31"
"10900  :  โรงพยาบาลประโคนชัย","8,605","296","3,439.86","84","976.18","78","906.45","57","662.41","77","894.83"
"10901  :  โรงพยาบาลบ้านกรวด","11,058","236","2,134.20","54","488.33","69","623.98","69","623.98","44","397.90"
"10902  :  โรงพยาบาลพุทไธสง","5,979","164","2,742.93","40","669.01","58","970.06","36","602.11","30","501.76"
"10904  :  โรงพยาบาลลำปลายมาศ","13","272","2,092,307.69","56","430,769.23","68","523,076.92","73","561,538.46","75","576,923.08"
"10905  :  โรงพยาบาลสตึก","8,720","327","3,750.00","103","1,181.19","91","1,043.58","57","653.67","76","871.56"
"10906  :  โรงพยาบาลปะคำ","4,549","94","2,066.39","32","703.45","24","527.59","28","615.52","10","219.83"
"10907  :  โรงพยาบาลนาโพธิ์","2,551","66","2,587.22","17","666.41","16","627.21","17","666.41","16","627.21"
"10908  :  โรงพยาบาลหนองหงส์","2,984","139","4,658.18","31","1,038.87","47","1,575.07","34","1,139.41","27","904.83"
"10909  :  โรงพยาบาลพลับพลาชัย","3,851","86","2,233.19","20","519.35","14","363.54","24","623.21","28","727.08"
"10910  :  โรงพยาบาลห้วยราช","2,161","31","1,434.52","3","138.82","11","509.02","4","185.10","13","601.57"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,679","223","6,061.43","60","1,630.88","65","1,766.78","62","1,685.24","36","978.53"
"10912  :  โรงพยาบาลชำนิ","2,086","271","12,991.37","54","2,588.69","90","4,314.48","65","3,116.01","62","2,972.20"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,089","33","1,579.70","4","191.48","8","382.96","9","430.83","12","574.44"
"10914  :  โรงพยาบาลโนนดินแดง","5,557","101","1,817.53","19","341.91","26","467.88","24","431.89","32","575.85"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2,409","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,277","264","6,172.55","69","1,613.28","59","1,379.47","68","1,589.90","68","1,589.90"
"23578  :  โรงพยาบาลแคนดง","4,524","70","1,547.30","12","265.25","16","353.67","26","574.71","16","353.67"
"28020  :  โรงพยาบาลบ้านด่าน","3,905","72","1,843.79","23","588.99","12","307.30","27","691.42","10","256.08"
"10668  :  โรงพยาบาลสุรินทร์","0","35","0.00","35","0.00","0","0.00","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","5,672","13","229.20","13","229.20","0","0.00","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","11,750","28","238.30","28","238.30","0","0.00","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","5,183","44","848.93","44","848.93","0","0.00","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","6,807","29","426.03","29","426.03","0","0.00","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","4,738","14","295.48","14","295.48","0","0.00","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","7,181","41","570.95","41","570.95","0","0.00","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","3,622","17","469.35","17","469.35","0","0.00","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","8,074","32","396.33","32","396.33","0","0.00","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","6,669","32","479.83","32","479.83","0","0.00","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","5,071","5","98.60","5","98.60","0","0.00","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","4,718","6","127.17","6","127.17","0","0.00","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","5,220","7","134.10","7","134.10","0","0.00","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","2,675","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,098","7","333.65","7","333.65","0","0.00","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,711","2","116.89","2","116.89","0","0.00","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","2,608","17","651.84","17","651.84","0","0.00","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","1,482","25","1,686.91","25","1,686.91","0","0.00","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","5,440","360","6,617.65","82","1,507.35","101","1,856.62","76","1,397.06","101","1,856.62"
"10927  :  โรงพยาบาลยางชุมน้อย","4,023","171","4,250.56","30","745.71","51","1,267.71","43","1,068.85","47","1,168.28"
"10928  :  โรงพยาบาลกันทรารมย์","6,301","559","8,871.61","115","1,825.11","173","2,745.60","142","2,253.61","129","2,047.29"
"10929  :  โรงพยาบาลกันทรลักษ์","7,481","340","4,544.85","62","828.77","132","1,764.47","72","962.44","74","989.17"
"10930  :  โรงพยาบาลขุขันธ์","5,674","190","3,348.61","39","687.35","69","1,216.07","42","740.22","40","704.97"
"10931  :  โรงพยาบาลไพรบึง","8,298","88","1,060.50","24","289.23","24","289.23","22","265.12","18","216.92"
"10932  :  โรงพยาบาลปรางค์กู่","3,066","352","11,480.76","78","2,544.03","76","2,478.80","88","2,870.19","110","3,587.74"
"10933  :  โรงพยาบาลขุนหาญ","4,759","287","6,030.68","73","1,533.94","92","1,933.18","63","1,323.81","59","1,239.76"
"10934  :  โรงพยาบาลราษีไศล","4,765","114","2,392.44","33","692.55","30","629.59","16","335.78","35","734.52"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,631","291","6,283.74","67","1,446.77","79","1,705.90","55","1,187.65","90","1,943.42"
"10936  :  โรงพยาบาลบึงบูรพ์","2,963","110","3,712.45","29","978.74","26","877.49","24","809.99","31","1,046.24"
"10937  :  โรงพยาบาลห้วยทับทัน","3,104","134","4,317.01","18","579.90","31","998.71","30","966.49","55","1,771.91"
"10938  :  โรงพยาบาลโนนคูณ","1,484","74","4,986.52","17","1,145.55","14","943.40","23","1,549.87","20","1,347.71"
"10939  :  โรงพยาบาลศรีรัตนะ","2,052","293","14,278.75","65","3,167.64","92","4,483.43","63","3,070.18","73","3,557.50"
"10940  :  โรงพยาบาลวังหิน","1,984","163","8,215.73","39","1,965.73","38","1,915.32","38","1,915.32","48","2,419.35"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,511","141","9,331.57","42","2,779.62","38","2,514.89","30","1,985.44","31","2,051.62"
"10942  :  โรงพยาบาลภูสิงห์","3,622","153","4,224.19","31","855.88","42","1,159.58","43","1,187.19","37","1,021.54"
"10943  :  โรงพยาบาลเมืองจันทร์","994","56","5,633.80","13","1,307.85","21","2,112.68","10","1,006.04","12","1,207.24"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,435","58","2,381.93","21","862.42","14","574.95","11","451.75","12","492.81"
"28014  :  โรงพยาบาลพยุห์","1,968","141","7,164.63","35","1,778.46","27","1,371.95","27","1,371.95","52","2,642.28"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,360","24","1,764.71","3","220.59","7","514.71","8","588.24","6","441.18"
"28016  :  โรงพยาบาลศิลาลาด","2,701","5","185.12","2","74.05","3","111.07","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","471","0.00","98","0.00","108","0.00","138","0.00","127","0.00"
"10963  :  โรงพยาบาลทรายมูล","1","79","7,900,000.00","18","1,800,000.00","26","2,600,000.00","17","1,700,000.00","18","1,800,000.00"
"10964  :  โรงพยาบาลกุดชุม","0","193","0.00","38","0.00","46","0.00","62","0.00","47","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6,391","173","2,706.93","45","704.12","49","766.70","32","500.70","47","735.41"
"10966  :  โรงพยาบาลป่าติ้ว","6,075","70","1,152.26","15","246.91","23","378.60","17","279.84","15","246.91"
"10967  :  โรงพยาบาลมหาชนะชัย","4,343","304","6,999.77","87","2,003.22","74","1,703.89","74","1,703.89","69","1,588.76"
"10968  :  โรงพยาบาลค้อวัง","3,844","26","676.38","4","104.06","2","52.03","8","208.12","12","312.17"
"10969  :  โรงพยาบาลไทยเจริญ","2,817","91","3,230.39","20","709.98","17","603.48","28","993.97","26","922.97"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","7,085","214","3,020.47","46","649.26","70","988.00","46","649.26","52","733.94"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,438","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,357","82","3,479.00","21","890.96","21","890.96","17","721.26","23","975.82"
"10702  :  โรงพยาบาลชัยภูมิ","19","403","2,121,052.63","72","378,947.37","109","573,684.21","103","542,105.26","119","626,315.79"
"10970  :  โรงพยาบาลบ้านเขว้า","10,028","113","1,126.84","30","299.16","30","299.16","26","259.27","27","269.25"
"10971  :  โรงพยาบาลคอนสวรรค์","4,936","40","810.37","13","263.37","12","243.11","4","81.04","11","222.85"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,409","118","1,841.16","25","390.08","31","483.69","25","390.08","37","577.31"
"10973  :  โรงพยาบาลหนองบัวแดง","9,268","308","3,323.26","66","712.13","78","841.61","88","949.50","76","820.03"
"10974  :  โรงพยาบาลจัตุรัส","8,362","91","1,088.26","25","298.97","28","334.85","16","191.34","22","263.09"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","7,934","97","1,222.59","22","277.29","41","516.76","23","289.89","11","138.64"
"10976  :  โรงพยาบาลหนองบัวระเหว","3,437","167","4,858.89","39","1,134.71","66","1,920.28","34","989.23","28","814.66"
"10977  :  โรงพยาบาลเทพสถิต","10,345","110","1,063.32","24","232.00","33","318.99","24","232.00","29","280.33"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","11,968","469","3,918.78","84","701.87","107","894.05","152","1,270.05","126","1,052.81"
"10979  :  โรงพยาบาลบ้านแท่น","6,218","106","1,704.73","34","546.80","22","353.81","28","450.31","22","353.81"
"10980  :  โรงพยาบาลแก้งคร้อ","8,817","158","1,791.99","30","340.25","58","657.82","44","499.04","26","294.88"
"10981  :  โรงพยาบาลคอนสาร","3,509","138","3,932.74","32","911.94","21","598.46","44","1,253.92","41","1,168.42"
"10982  :  โรงพยาบาลภักดีชุมพล","2,807","95","3,384.40","24","855.01","35","1,246.88","18","641.25","18","641.25"
"10983  :  โรงพยาบาลเนินสง่า","2,115","84","3,971.63","11","520.09","20","945.63","28","1,323.88","25","1,182.03"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","297","0.00","76","0.00","70","0.00","75","0.00","76","0.00"
