"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"10828  :  โรงพยาบาลบ้านฉาง","18,877","321","1,700.48","73","386.71","92","487.37","75","397.31","81","429.09"
"10829  :  โรงพยาบาลแกลง","3,668","554","15,103.60","181","4,934.57","144","3,925.85","123","3,353.33","106","2,889.86"
"10830  :  โรงพยาบาลวังจันทร์","3,696","86","2,326.84","17","459.96","27","730.52","22","595.24","20","541.13"
"10831  :  โรงพยาบาลบ้านค่าย","5,375","201","3,739.53","60","1,116.28","73","1,358.14","30","558.14","38","706.98"
"10832  :  โรงพยาบาลปลวกแดง","23,039","27","117.19","8","34.72","9","39.06","7","30.38","3","13.02"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,056","116","10,984.85","18","1,704.55","35","3,314.39","27","2,556.82","36","3,409.09"
"23962  :  โรงพยาบาลนิคมพัฒนา","2,886","33","1,143.45","12","415.80","11","381.15","5","173.25","5","173.25"
"10664  :  โรงพยาบาลพระปกเกล้า","0","1,064","0.00","292","0.00","304","0.00","208","0.00","260","0.00"
"10834  :  โรงพยาบาลขลุง","0","317","0.00","89","0.00","89","0.00","67","0.00","72","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","80","0.00","27","0.00","28","0.00","14","0.00","11","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","2,902","74","2,549.97","28","964.85","23","792.56","12","413.51","11","379.05"
"10837  :  โรงพยาบาลสองพี่น้อง","4,635","175","3,775.62","64","1,380.80","39","841.42","32","690.40","40","863.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","9,038","365","4,038.50","130","1,438.37","123","1,360.92","54","597.48","58","641.73"
"10839  :  โรงพยาบาลมะขาม","1,088","129","11,856.62","35","3,216.91","47","4,319.85","19","1,746.32","28","2,573.53"
"10840  :  โรงพยาบาลแหลมสิงห์","0","120","0.00","57","0.00","37","0.00","15","0.00","11","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","568","0.00","150","0.00","172","0.00","132","0.00","114","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","5,476","107","1,953.98","29","529.58","29","529.58","25","456.54","24","438.28"
"10843  :  โรงพยาบาลนายายอาม","2,345","212","9,040.51","51","2,174.84","54","2,302.77","52","2,217.48","55","2,345.42"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4,077","270","6,622.52","70","1,716.95","66","1,618.84","54","1,324.50","80","1,962.23"
"10696  :  โรงพยาบาลตราด","4,377","580","13,251.09","181","4,135.25","157","3,586.93","102","2,330.36","140","3,198.54"
"10845  :  โรงพยาบาลคลองใหญ่","8,130","76","934.81","20","246.00","19","233.70","17","209.10","20","246.00"
"10846  :  โรงพยาบาลเขาสมิง","5,466","200","3,658.98","38","695.21","55","1,006.22","50","914.75","57","1,042.81"
"10847  :  โรงพยาบาลบ่อไร่","3,901","286","7,331.45","89","2,281.47","89","2,281.47","47","1,204.82","61","1,563.70"
"10848  :  โรงพยาบาลแหลมงอบ","3,398","47","1,383.17","17","500.29","12","353.15","4","117.72","14","412.01"
"10849  :  โรงพยาบาลเกาะกูด","1,051","3","285.44","0","0.00","1","95.15","0","0.00","2","190.29"
"13816  :  โรงพยาบาลเกาะช้าง","692","44","6,358.38","12","1,734.10","12","1,734.10","5","722.54","15","2,167.63"
"10697  :  โรงพยาบาลพุทธโสธร","0","719","0.00","238","0.00","178","0.00","133","0.00","170","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","3,427","99","2,888.82","23","671.14","32","933.76","22","641.96","22","641.96"
"10850  :  โรงพยาบาลบางคล้า","13,063","118","903.31","42","321.52","36","275.59","17","130.14","23","176.07"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","247","0.00","74","0.00","75","0.00","42","0.00","56","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","179","0.00","43","0.00","51","0.00","42","0.00","43","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,601","113","4,344.48","34","1,307.19","29","1,114.96","26","999.62","24","922.72"
"10854  :  โรงพยาบาลพนมสารคาม","8,777","177","2,016.63","46","524.10","50","569.67","39","444.34","42","478.52"
"10855  :  โรงพยาบาลสนามชัยเขต","4,464","161","3,606.63","42","940.86","53","1,187.28","31","694.44","35","784.05"
"10856  :  โรงพยาบาลแปลงยาว","5,999","123","2,050.34","21","350.06","31","516.75","33","550.09","38","633.44"
"13747  :  โรงพยาบาลราชสาส์น","5,004","58","1,159.07","14","279.78","16","319.74","13","259.79","15","299.76"
"31327  :  โรงพยาบาลคลองเขื่อน","0","17","0.00","2","0.00","5","0.00","6","0.00","4","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","941","639","67,906.48","181","19,234.86","212","22,529.22","105","11,158.34","141","14,984.06"
"10857  :  โรงพยาบาลกบินทร์บุรี","8,003","112","1,399.48","36","449.83","40","499.81","20","249.91","16","199.93"
"10858  :  โรงพยาบาลนาดี","5,318","205","3,854.83","50","940.20","47","883.79","59","1,109.44","49","921.40"
"10859  :  โรงพยาบาลบ้านสร้าง","3,456","107","3,096.06","39","1,128.47","26","752.31","19","549.77","23","665.51"
"10860  :  โรงพยาบาลประจันตคาม","5,627","74","1,315.09","21","373.20","18","319.89","21","373.20","14","248.80"
"10861  :  โรงพยาบาลศรีมหาโพธิ","6,768","138","2,039.01","37","546.69","38","561.47","18","265.96","45","664.89"
"10862  :  โรงพยาบาลศรีมโหสถ","6,848","163","2,380.26","52","759.35","44","642.52","38","554.91","29","423.48"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","6,827","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","12,019","395","3,286.46","110","915.22","106","881.94","76","632.33","103","856.98"
"10863  :  โรงพยาบาลปากพลี","1,239","49","3,954.80","16","1,291.36","9","726.39","9","726.39","15","1,210.65"
"10864  :  โรงพยาบาลบ้านนา","4,253","180","4,232.31","43","1,011.05","50","1,175.64","28","658.36","59","1,387.26"
"10865  :  โรงพยาบาลองครักษ์","2,412","68","2,819.24","25","1,036.48","20","829.19","9","373.13","14","580.43"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","3","370","12,333,333.33","95","3,166,666.67","107","3,566,666.67","83","2,766,666.67","85","2,833,333.33"
"10866  :  โรงพยาบาลคลองหาด","5,868","125","2,130.20","44","749.83","32","545.33","21","357.87","28","477.16"
"10867  :  โรงพยาบาลตาพระยา","3,988","53","1,328.99","21","526.58","14","351.05","7","175.53","11","275.83"
"10868  :  โรงพยาบาลวังน้ำเย็น","14,477","432","2,984.04","105","725.29","109","752.92","114","787.46","104","718.38"
"10869  :  โรงพยาบาลวัฒนานคร","7,412","254","3,426.88","66","890.45","80","1,079.33","50","674.58","58","782.51"
"10870  :  โรงพยาบาลอรัญประเทศ","8,666","129","1,488.58","42","484.65","31","357.72","19","219.25","37","426.96"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,984","128","4,289.54","39","1,306.97","39","1,306.97","30","1,005.36","20","670.24"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","541","0.00","125","0.00","191","0.00","105","0.00","120","0.00"
"10871  :  โรงพยาบาลครบุรี","6,465","322","4,980.67","126","1,948.96","94","1,453.98","41","634.18","61","943.54"
"10872  :  โรงพยาบาลเสิงสาง","7,621","255","3,346.02","76","997.24","67","879.15","54","708.57","58","761.05"
"10873  :  โรงพยาบาลคง","5,207","271","5,204.53","77","1,478.78","84","1,613.21","53","1,017.86","57","1,094.68"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,796","327","11,695.28","91","3,254.65","93","3,326.18","92","3,290.41","51","1,824.03"
"10875  :  โรงพยาบาลจักราช","5,956","245","4,113.50","73","1,225.65","72","1,208.87","41","688.38","59","990.60"
"10876  :  โรงพยาบาลโชคชัย","8,171","351","4,295.68","92","1,125.93","108","1,321.75","75","917.88","76","930.12"
"10877  :  โรงพยาบาลด่านขุนทด","8,508","493","5,794.55","144","1,692.52","146","1,716.03","92","1,081.34","111","1,304.65"
"10878  :  โรงพยาบาลโนนไทย","6,539","207","3,165.62","64","978.74","67","1,024.62","30","458.79","46","703.47"
"10879  :  โรงพยาบาลโนนสูง","6,541","332","5,075.68","80","1,223.05","108","1,651.12","61","932.58","83","1,268.92"
"10880  :  โรงพยาบาลขามสะแกแสง","6,264","194","3,097.06","53","846.10","57","909.96","44","702.43","40","638.57"
"10881  :  โรงพยาบาลบัวใหญ่","3,665","398","10,859.48","122","3,328.79","131","3,574.35","69","1,882.67","76","2,073.67"
"10882  :  โรงพยาบาลประทาย","5,258","184","3,499.43","49","931.91","67","1,274.25","34","646.63","34","646.63"
"10883  :  โรงพยาบาลปักธงชัย","4,756","878","18,460.89","204","4,289.32","246","5,172.41","208","4,373.42","220","4,625.74"
"10884  :  โรงพยาบาลพิมาย","6,763","376","5,559.66","148","2,188.38","95","1,404.70","79","1,168.12","54","798.46"
"10885  :  โรงพยาบาลห้วยแถลง","6,042","246","4,071.50","64","1,059.25","75","1,241.31","69","1,142.01","38","628.93"
"10886  :  โรงพยาบาลชุมพวง","6,143","266","4,330.13","90","1,465.08","85","1,383.69","45","732.54","46","748.82"
"10887  :  โรงพยาบาลสูงเนิน","15,105","363","2,403.18","99","655.41","111","734.86","83","549.49","70","463.42"
"10888  :  โรงพยาบาลขามทะเลสอ","3,890","229","5,886.89","68","1,748.07","55","1,413.88","61","1,568.12","45","1,156.81"
"10889  :  โรงพยาบาลสีคิ้ว","17,765","432","2,431.75","120","675.49","141","793.70","83","467.21","88","495.36"
"10890  :  โรงพยาบาลปากช่องนานา","8,745","497","5,683.25","122","1,395.08","138","1,578.04","124","1,417.95","113","1,292.17"
"10891  :  โรงพยาบาลหนองบุญมาก","3,238","254","7,844.35","68","2,100.06","80","2,470.66","51","1,575.05","55","1,698.58"
"10892  :  โรงพยาบาลแก้งสนามนาง","4,610","167","3,622.56","43","932.75","59","1,279.83","34","737.53","31","672.45"
"10893  :  โรงพยาบาลโนนแดง","3,762","129","3,429.03","33","877.19","47","1,249.34","31","824.03","18","478.47"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,263","159","7,026.07","53","2,342.02","53","2,342.02","32","1,414.05","21","927.97"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,604","50","3,117.21","13","810.47","12","748.13","14","872.82","11","685.79"
"11608  :  โรงพยาบาลลำทะเมนชัย","3,318","107","3,224.83","23","693.19","45","1,356.24","24","723.33","15","452.08"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","11,167","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","12,340","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","4","0.00","2","0.00","1","0.00","0","0.00","1","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2,062","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3,486","223","6,397.02","65","1,864.60","57","1,635.11","40","1,147.45","61","1,749.86"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,284","317","24,688.47","73","5,685.36","92","7,165.11","65","5,062.31","87","6,775.70"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,205","50","1,560.06","9","280.81","12","374.41","13","405.62","16","499.22"
"27839  :  โรงพยาบาลบัวลาย","2,223","72","3,238.87","25","1,124.61","18","809.72","12","539.81","17","764.73"
"27840  :  โรงพยาบาลสีดา","1,578","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","4,883","63","1,290.19","23","471.02","24","491.50","9","184.31","7","143.35"
"10667  :  โรงพยาบาลบุรีรัมย์","0","661","0.00","217","0.00","218","0.00","100","0.00","126","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,809","215","3,157.59","54","793.07","61","895.87","46","675.58","54","793.07"
"10896  :  โรงพยาบาลกระสัง","5,514","224","4,062.39","53","961.19","76","1,378.31","54","979.33","41","743.56"
"10897  :  โรงพยาบาลนางรอง","0","260","0.00","70","0.00","85","0.00","55","0.00","50","0.00"
"10898  :  โรงพยาบาลหนองกี่","5,919","135","2,280.79","35","591.32","39","658.90","33","557.53","28","473.05"
"10899  :  โรงพยาบาลละหานทราย","6,474","245","3,784.37","85","1,312.94","86","1,328.39","30","463.39","44","679.64"
"10900  :  โรงพยาบาลประโคนชัย","9,238","285","3,085.08","93","1,006.71","79","855.16","62","671.14","51","552.07"
"10901  :  โรงพยาบาลบ้านกรวด","8,758","259","2,957.30","62","707.92","78","890.61","56","639.42","63","719.34"
"10902  :  โรงพยาบาลพุทไธสง","5,842","135","2,310.85","26","445.05","50","855.87","34","581.99","25","427.94"
"10904  :  โรงพยาบาลลำปลายมาศ","2","495","24,750,000.00","142","7,100,000.00","165","8,250,000.00","98","4,900,000.00","90","4,500,000.00"
"10905  :  โรงพยาบาลสตึก","9,762","313","3,206.31","80","819.50","97","993.65","62","635.12","74","758.04"
"10906  :  โรงพยาบาลปะคำ","3,798","100","2,632.96","26","684.57","27","710.90","28","737.23","19","500.26"
"10907  :  โรงพยาบาลนาโพธิ์","2,567","58","2,259.45","14","545.38","22","857.03","7","272.69","15","584.34"
"10908  :  โรงพยาบาลหนองหงส์","2,972","154","5,181.70","46","1,547.78","40","1,345.90","35","1,177.66","33","1,110.36"
"10909  :  โรงพยาบาลพลับพลาชัย","4,008","43","1,072.85","15","374.25","18","449.10","6","149.70","4","99.80"
"10910  :  โรงพยาบาลห้วยราช","2,045","17","831.30","6","293.40","5","244.50","1","48.90","5","244.50"
"10911  :  โรงพยาบาลโนนสุวรรณ","3,347","56","1,673.14","17","507.92","11","328.65","17","507.92","11","328.65"
"10912  :  โรงพยาบาลชำนิ","1,830","137","7,486.34","39","2,131.15","47","2,568.31","27","1,475.41","24","1,311.48"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,095","48","2,291.17","16","763.72","18","859.19","10","477.33","4","190.93"
"10914  :  โรงพยาบาลโนนดินแดง","5,825","53","909.87","13","223.18","19","326.18","9","154.51","12","206.01"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","611","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,239","304","7,171.50","82","1,934.42","93","2,193.91","78","1,840.06","51","1,203.11"
"23578  :  โรงพยาบาลแคนดง","4,385","98","2,234.89","16","364.88","33","752.57","30","684.15","19","433.30"
"28020  :  โรงพยาบาลบ้านด่าน","4,678","49","1,047.46","17","363.40","13","277.90","7","149.64","12","256.52"
"10668  :  โรงพยาบาลสุรินทร์","175","289","165,142.86","97","55,428.57","79","45,142.86","56","32,000.00","57","32,571.43"
"10915  :  โรงพยาบาลชุมพลบุรี","5,051","93","1,841.22","27","534.55","23","455.36","17","336.57","26","514.75"
"10916  :  โรงพยาบาลท่าตูม","10,234","136","1,328.90","39","381.08","35","342.00","27","263.83","35","342.00"
"10917  :  โรงพยาบาลจอมพระ","6,149","130","2,114.16","32","520.41","36","585.46","26","422.83","36","585.46"
"10918  :  โรงพยาบาลปราสาท","7,089","202","2,849.49","79","1,114.40","48","677.11","36","507.83","39","550.15"
"10919  :  โรงพยาบาลกาบเชิง","3,623","176","4,857.85","41","1,131.66","62","1,711.29","33","910.85","40","1,104.06"
"10920  :  โรงพยาบาลรัตนบุรี","7,262","280","3,855.69","66","908.84","81","1,115.40","61","839.99","72","991.46"
"10921  :  โรงพยาบาลสนม","3,670","72","1,961.85","19","517.71","19","517.71","15","408.72","19","517.71"
"10922  :  โรงพยาบาลศีขรภูมิ","6,575","314","4,775.67","107","1,627.38","74","1,125.48","61","927.76","72","1,095.06"
"10923  :  โรงพยาบาลสังขะ","6,769","475","7,017.28","128","1,890.97","153","2,260.30","94","1,388.68","100","1,477.32"
"10924  :  โรงพยาบาลลำดวน","4,881","102","2,089.74","36","737.55","36","737.55","13","266.34","17","348.29"
"10925  :  โรงพยาบาลสำโรงทาบ","3,953","122","3,086.26","31","784.21","46","1,163.67","21","531.24","24","607.13"
"10926  :  โรงพยาบาลบัวเชด","4,716","142","3,011.03","34","720.95","33","699.75","28","593.72","47","996.61"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,887","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,822","78","4,281.01","23","1,262.35","23","1,262.35","10","548.85","22","1,207.46"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,835","88","4,795.64","15","817.44","36","1,961.85","20","1,089.92","17","926.43"
"27843  :  โรงพยาบาลศรีณรงค์","2,630","74","2,813.69","19","722.43","27","1,026.62","15","570.34","13","494.30"
"27844  :  โรงพยาบาลโนนนารายณ์","1,528","138","9,031.41","36","2,356.02","43","2,814.14","29","1,897.91","30","1,963.35"
"10700  :  โรงพยาบาลศรีสะเกษ","4,648","392","8,433.73","117","2,517.21","126","2,710.84","74","1,592.08","75","1,613.60"
"10927  :  โรงพยาบาลยางชุมน้อย","4,082","199","4,875.06","58","1,420.87","51","1,249.39","46","1,126.90","44","1,077.90"
"10928  :  โรงพยาบาลกันทรารมย์","6,224","424","6,812.34","119","1,911.95","149","2,393.96","91","1,462.08","65","1,044.34"
"10929  :  โรงพยาบาลกันทรลักษ์","7,390","487","6,589.99","106","1,434.37","119","1,610.28","113","1,529.09","149","2,016.24"
"10930  :  โรงพยาบาลขุขันธ์","7,037","331","4,703.71","99","1,406.85","74","1,051.58","72","1,023.16","86","1,222.11"
"10931  :  โรงพยาบาลไพรบึง","7,427","138","1,858.09","33","444.32","49","659.75","34","457.79","22","296.22"
"10932  :  โรงพยาบาลปรางค์กู่","3,280","232","7,073.17","77","2,347.56","69","2,103.66","46","1,402.44","40","1,219.51"
"10933  :  โรงพยาบาลขุนหาญ","4,886","280","5,730.66","77","1,575.93","75","1,535.00","51","1,043.80","77","1,575.93"
"10934  :  โรงพยาบาลราษีไศล","4,718","210","4,451.04","49","1,038.58","69","1,462.48","45","953.79","47","996.18"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","4,559","516","11,318.27","161","3,531.48","154","3,377.93","133","2,917.31","68","1,491.56"
"10936  :  โรงพยาบาลบึงบูรพ์","2,981","40","1,341.83","6","201.27","15","503.19","6","201.27","13","436.10"
"10937  :  โรงพยาบาลห้วยทับทัน","3,018","84","2,783.30","23","762.09","30","994.04","11","364.48","20","662.69"
"10938  :  โรงพยาบาลโนนคูณ","1,449","88","6,073.15","16","1,104.21","27","1,863.35","29","2,001.38","16","1,104.21"
"10939  :  โรงพยาบาลศรีรัตนะ","2,140","300","14,018.69","76","3,551.40","106","4,953.27","64","2,990.65","54","2,523.36"
"10940  :  โรงพยาบาลวังหิน","1,912","218","11,401.67","55","2,876.57","62","3,242.68","49","2,562.76","52","2,719.67"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,392","456","32,758.62","109","7,830.46","155","11,135.06","118","8,477.01","74","5,316.09"
"10942  :  โรงพยาบาลภูสิงห์","2,472","139","5,622.98","37","1,496.76","38","1,537.22","30","1,213.59","34","1,375.40"
"10943  :  โรงพยาบาลเมืองจันทร์","900","154","17,111.11","36","4,000.00","54","6,000.00","32","3,555.56","32","3,555.56"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,482","39","1,571.31","14","564.06","7","282.03","9","362.61","9","362.61"
"28014  :  โรงพยาบาลพยุห์","1,423","150","10,541.11","56","3,935.35","34","2,389.32","22","1,546.03","38","2,670.41"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,390","105","7,553.96","25","1,798.56","20","1,438.85","26","1,870.50","34","2,446.04"
"28016  :  โรงพยาบาลศิลาลาด","2,151","46","2,138.54","12","557.88","14","650.86","10","464.90","10","464.90"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","367","0.00","105","0.00","122","0.00","67","0.00","73","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5,395","310","5,746.06","70","1,297.50","105","1,946.25","85","1,575.53","50","926.78"
"10945  :  โรงพยาบาลโขงเจียม","3,288","211","6,417.27","59","1,794.40","74","2,250.61","44","1,338.20","34","1,034.06"
"10946  :  โรงพยาบาลเขื่องใน","0","204","0.00","57","0.00","70","0.00","38","0.00","39","0.00"
"10947  :  โรงพยาบาลเขมราฐ","10,537","293","2,780.68","74","702.29","97","920.57","63","597.89","59","559.93"
"10948  :  โรงพยาบาลนาจะหลวย","9,447","282","2,985.07","97","1,026.78","79","836.24","75","793.90","31","328.15"
"10949  :  โรงพยาบาลน้ำยืน","0","65","0.00","20","0.00","22","0.00","9","0.00","14","0.00"
"10950  :  โรงพยาบาลบุณฑริก","4,112","39","948.44","7","170.23","16","389.11","11","267.51","5","121.60"
"10951  :  โรงพยาบาลตระการพืชผล","4,533","306","6,750.50","76","1,676.59","84","1,853.08","80","1,764.84","66","1,455.99"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","4,200","206","4,904.76","66","1,571.43","74","1,761.90","39","928.57","27","642.86"
"10953  :  โรงพยาบาลม่วงสามสิบ","4,871","265","5,440.36","71","1,457.61","77","1,580.78","48","985.42","69","1,416.55"
"10954  :  โรงพยาบาลวารินชำราบ","2,122","439","20,688.03","130","6,126.30","128","6,032.05","92","4,335.53","89","4,194.16"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","5,132","127","2,474.67","24","467.65","43","837.88","33","643.02","27","526.11"
"10957  :  โรงพยาบาลตาลสุม","2,068","77","3,723.40","22","1,063.83","26","1,257.25","18","870.41","11","531.91"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,317","269","8,109.74","71","2,140.49","98","2,954.48","46","1,386.80","54","1,627.98"
"10959  :  โรงพยาบาลสำโรง","4,011","171","4,263.28","54","1,346.30","41","1,022.19","34","847.67","42","1,047.12"
"10960  :  โรงพยาบาลดอนมดแดง","2,539","53","2,087.44","9","354.47","12","472.63","15","590.78","17","669.55"
"10961  :  โรงพยาบาลสิรินธร","2,464","92","3,733.77","21","852.27","27","1,095.78","21","852.27","23","933.44"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","4,073","77","1,890.50","14","343.73","31","761.11","15","368.28","17","417.38"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","793","0.00","226","0.00","241","0.00","159","0.00","167","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","6,598","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","4,760","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","460","0.00","149","0.00","131","0.00","78","0.00","102","0.00"
"24032  :  โรงพยาบาลนาตาล","244","97","39,754.10","31","12,704.92","34","13,934.43","19","7,786.89","13","5,327.87"
"24821  :  โรงพยาบาลนาเยีย","0","36","0.00","9","0.00","8","0.00","8","0.00","11","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","114","0.00","37","0.00","29","0.00","22","0.00","26","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","76","0.00","14","0.00","29","0.00","14","0.00","19","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","924","99","10,714.29","12","1,298.70","34","3,679.65","26","2,813.85","27","2,922.08"
"10701  :  โรงพยาบาลยโสธร","0","469","0.00","126","0.00","146","0.00","86","0.00","111","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","55","0.00","11","0.00","23","0.00","9","0.00","12","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","192","0.00","52","0.00","44","0.00","47","0.00","49","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","6,684","257","3,845.00","51","763.02","80","1,196.89","56","837.82","70","1,047.28"
"10966  :  โรงพยาบาลป่าติ้ว","5,646","171","3,028.69","57","1,009.56","73","1,292.95","25","442.79","16","283.39"
"10967  :  โรงพยาบาลมหาชนะชัย","3,601","539","14,968.06","142","3,943.35","163","4,526.52","123","3,415.72","111","3,082.48"
"10968  :  โรงพยาบาลค้อวัง","3,357","71","2,114.98","19","565.98","24","714.92","15","446.83","13","387.25"
"10969  :  โรงพยาบาลไทยเจริญ","2,478","163","6,577.89","40","1,614.21","51","2,058.11","32","1,291.36","40","1,614.21"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","6,835","265","3,877.10","59","863.20","91","1,331.38","65","950.99","50","731.53"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,316","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","2,376","174","7,323.23","46","1,936.03","64","2,693.60","29","1,220.54","35","1,473.06"
"10702  :  โรงพยาบาลชัยภูมิ","2","727","36,350,000.00","169","8,450,000.00","256","12,800,000.00","152","7,600,000.00","150","7,500,000.00"
"10970  :  โรงพยาบาลบ้านเขว้า","9,200","176","1,913.04","60","652.17","43","467.39","28","304.35","45","489.13"
"10971  :  โรงพยาบาลคอนสวรรค์","4,138","23","555.82","13","314.16","6","145.00","1","24.17","3","72.50"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,081","245","4,028.94","67","1,101.79","84","1,381.35","51","838.68","43","707.12"
"10973  :  โรงพยาบาลหนองบัวแดง","7,872","321","4,077.74","86","1,092.48","116","1,473.58","73","927.34","46","584.35"
"10974  :  โรงพยาบาลจัตุรัส","6,445","100","1,551.59","29","449.96","37","574.09","13","201.71","21","325.83"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","8,272","136","1,644.10","49","592.36","36","435.20","28","338.49","23","278.05"
"10976  :  โรงพยาบาลหนองบัวระเหว","3,379","168","4,971.89","65","1,923.65","60","1,775.67","23","680.67","20","591.89"
