"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"10928  :  โรงพยาบาลกันทรารมย์","120","10","10","100.00"
"10929  :  โรงพยาบาลกันทรลักษ์","212","95","65","68.42"
"10930  :  โรงพยาบาลขุขันธ์","152","44","37","84.09"
"10931  :  โรงพยาบาลไพรบึง","174","21","8","38.10"
"10932  :  โรงพยาบาลปรางค์กู่","64","8","4","50.00"
"10933  :  โรงพยาบาลขุนหาญ","84","11","5","45.45"
"10934  :  โรงพยาบาลราษีไศล","69","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","81","18","15","83.33"
"10936  :  โรงพยาบาลบึงบูรพ์","46","43","41","95.35"
"10937  :  โรงพยาบาลห้วยทับทัน","77","51","46","90.20"
"10938  :  โรงพยาบาลโนนคูณ","31","4","3","75.00"
"10939  :  โรงพยาบาลศรีรัตนะ","40","21","20","95.24"
"10940  :  โรงพยาบาลวังหิน","39","15","13","86.67"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","34","31","28","90.32"
"10942  :  โรงพยาบาลภูสิงห์","75","2","2","100.00"
"10943  :  โรงพยาบาลเมืองจันทร์","22","16","15","93.75"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","42","41","30","73.17"
"28014  :  โรงพยาบาลพยุห์","31","15","15","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","28","23","22","95.65"
"28016  :  โรงพยาบาลศิลาลาด","54","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","125","6","3","50.00"
"10945  :  โรงพยาบาลโขงเจียม","103","40","25","62.50"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","201","105","47","44.76"
"10948  :  โรงพยาบาลนาจะหลวย","207","126","84","66.67"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","134","57","18","31.58"
"10951  :  โรงพยาบาลตระการพืชผล","91","12","8","66.67"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","58","37","20","54.05"
"10953  :  โรงพยาบาลม่วงสามสิบ","68","44","11","25.00"
"10954  :  โรงพยาบาลวารินชำราบ","27","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","88","40","25","62.50"
"10957  :  โรงพยาบาลตาลสุม","65","11","8","72.73"
"10958  :  โรงพยาบาลโพธิ์ไทร","99","67","39","58.21"
"10959  :  โรงพยาบาลสำโรง","57","22","12","54.55"
"10960  :  โรงพยาบาลดอนมดแดง","39","20","18","90.00"
"10961  :  โรงพยาบาลสิรินธร","81","15","10","66.67"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","50","30","27","90.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","45","7","6","85.71"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","38","1","1","100.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","1","1","1","100.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","16","2","1","50.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","47","36","15","41.67"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","13","6","6","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","85","14","14","100.00"
"10966  :  โรงพยาบาลป่าติ้ว","75","4","2","50.00"
"10967  :  โรงพยาบาลมหาชนะชัย","74","47","32","68.09"
"10968  :  โรงพยาบาลค้อวัง","52","18","13","72.22"
"10969  :  โรงพยาบาลไทยเจริญ","43","12","12","100.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","160","97","62","63.92"
"11921  :  โรงพยาบาลนายแพทย์หาญ","13","2","2","100.00"
"04007  :  โรงพยาบาลซับใหญ่","62","18","17","94.44"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","144","19","6","31.58"
"10971  :  โรงพยาบาลคอนสวรรค์","67","19","17","89.47"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","100","21","13","61.90"
"10973  :  โรงพยาบาลหนองบัวแดง","141","38","26","68.42"
"10974  :  โรงพยาบาลจัตุรัส","96","31","29","93.55"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","141","79","64","81.01"
"10976  :  โรงพยาบาลหนองบัวระเหว","55","25","23","92.00"
"10977  :  โรงพยาบาลเทพสถิต","145","43","31","72.09"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","214","3","2","66.67"
"10979  :  โรงพยาบาลบ้านแท่น","136","20","20","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","143","127","125","98.43"
"10981  :  โรงพยาบาลคอนสาร","73","14","7","50.00"
"10982  :  โรงพยาบาลภักดีชุมพล","59","24","22","91.67"
"10983  :  โรงพยาบาลเนินสง่า","34","16","11","68.75"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","89","43","36","83.72"
"10986  :  โรงพยาบาลปทุมราชวงศา","99","64","54","84.38"
"10987  :  โรงพยาบาลพนา","57","37","33","89.19"
"10988  :  โรงพยาบาลเสนางคนิคม","113","70","51","72.86"
"10989  :  โรงพยาบาลหัวตะพาน","60","33","29","87.88"
"10990  :  โรงพยาบาลลืออำนาจ","43","22","16","72.73"
"11040  :  โรงพยาบาลบึงกาฬ","85","58","46","79.31"
"11041  :  โรงพยาบาลพรเจริญ","83","43","23","53.49"
"11043  :  โรงพยาบาลโซ่พิสัย","213","77","42","54.55"
"11046  :  โรงพยาบาลเซกา","245","52","42","80.77"
"11047  :  โรงพยาบาลปากคาด","109","45","22","48.89"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","118","99","45","45.45"
"11050  :  โรงพยาบาลบุ่งคล้า","21","19","15","78.95"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","1","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","121","8","8","100.00"
"11000  :  โรงพยาบาลน้ำพอง","101","15","12","80.00"
"11001  :  โรงพยาบาลอุบลรัตน์","67","21","21","100.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","61","12","12","100.00"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","51","11","7","63.64"
"11006  :  โรงพยาบาลแวงน้อย","93","38","36","94.74"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","139","33","19","57.58"
"11010  :  โรงพยาบาลชนบท","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","207","72","30","41.67"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","7","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","6","2","2","100.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","31","1","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","12","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","67","45","41","91.11"
"11014  :  โรงพยาบาลหนองวัวซอ","98","60","34","56.67"
"11015  :  โรงพยาบาลกุมภวาปี","145","35","20","57.14"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","89","7","7","100.00"
"11018  :  โรงพยาบาลหนองหาน","193","138","88","63.77"
"11019  :  โรงพยาบาลทุ่งฝน","97","66","52","78.79"
"11020  :  โรงพยาบาลไชยวาน","159","17","16","94.12"
"11021  :  โรงพยาบาลศรีธาตุ","54","31","26","83.87"
"11022  :  โรงพยาบาลวังสามหมอ","115","50","46","92.00"
"11023  :  โรงพยาบาลบ้านผือ","139","73","55","75.34"
"11024  :  โรงพยาบาลน้ำโสม","199","105","75","71.43"
"11025  :  โรงพยาบาลเพ็ญ","160","45","21","46.67"
"11026  :  โรงพยาบาลสร้างคอม","78","1","1","100.00"
"11027  :  โรงพยาบาลหนองแสง","72","13","2","15.38"
"11028  :  โรงพยาบาลนายูง","57","33","20","60.61"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","50","20","17","85.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","207","133","113","84.96"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","140","57","40","70.18"
"11030  :  โรงพยาบาลนาด้วง","83","63","52","82.54"
"11031  :  โรงพยาบาลเชียงคาน","116","50","41","82.00"
"11032  :  โรงพยาบาลปากชม","48","26","26","100.00"
"11033  :  โรงพยาบาลนาแห้ว","21","13","12","92.31"
"11034  :  โรงพยาบาลภูเรือ","55","28","23","82.14"
"11035  :  โรงพยาบาลท่าลี่","30","21","15","71.43"
"11036  :  โรงพยาบาลวังสะพุง","126","83","72","86.75"
"11037  :  โรงพยาบาลภูกระดึง","112","71","67","94.37"
"11038  :  โรงพยาบาลภูหลวง","44","32","29","90.63"
"11039  :  โรงพยาบาลผาขาว","135","103","74","71.84"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","100","1","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","71","39","21","53.85"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","8","6","5","83.33"
"10706  :  โรงพยาบาลหนองคาย","213","17","16","94.12"
"11042  :  โรงพยาบาลโพนพิสัย","65","24","24","100.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","85","6","6","100.00"
"11045  :  โรงพยาบาลสังคม","43","11","7","63.64"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","121","32","28","87.50"
"14558  :  โรงพยาบาลพิสัยเวช","147","38","38","100.00"
"21356  :  โรงพยาบาลสระใคร","29","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","5","2","2","100.00"
"28811  :  โรงพยาบาลเฝ้าไร่","44","20","15","75.00"
"28815  :  โรงพยาบาลรัตนวาปี","5","2","2","100.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","50","30","29","96.67"
"11052  :  โรงพยาบาลโกสุมพิสัย","185","118","95","80.51"
"11053  :  โรงพยาบาลกันทรวิชัย","78","6","4","66.67"
"11054  :  โรงพยาบาลเชียงยืน","125","65","59","90.77"
"11055  :  โรงพยาบาลบรบือ","183","16","12","75.00"
"11056  :  โรงพยาบาลนาเชือก","55","5","3","60.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","154","128","121","94.53"
"11058  :  โรงพยาบาลวาปีปทุม","114","33","20","60.61"
"11059  :  โรงพยาบาลนาดูน","64","43","34","79.07"
"11060  :  โรงพยาบาลยางสีสุราช","52","42","28","66.67"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","84","20","15","75.00"
"24704  :  โรงพยาบาลกุดรัง","30","20","9","45.00"
"28843  :  โรงพยาบาลชื่นชม","2","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","143","46","23","50.00"
"11062  :  โรงพยาบาลปทุมรัตต์","95","18","12","66.67"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","128","35","27","77.14"
"11064  :  โรงพยาบาลธวัชบุรี","68","3","2","66.67"
"11065  :  โรงพยาบาลพนมไพร","78","32","20","62.50"
"11066  :  โรงพยาบาลโพนทอง","136","29","18","62.07"
"11067  :  โรงพยาบาลโพธิ์ชัย","78","0","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","112","19","18","94.74"
"11069  :  โรงพยาบาลเสลภูมิ","130","35","15","42.86"
"11070  :  โรงพยาบาลสุวรรณภูมิ","172","3","3","100.00"
"11071  :  โรงพยาบาลเมืองสรวง","33","16","10","62.50"
"11072  :  โรงพยาบาลโพนทราย","71","35","30","85.71"
"11073  :  โรงพยาบาลอาจสามารถ","96","2","2","100.00"
"11074  :  โรงพยาบาลเมยวดี","52","3","1","33.33"
"11075  :  โรงพยาบาลศรีสมเด็จ","35","13","11","84.62"
"11076  :  โรงพยาบาลจังหาร","43","17","16","94.12"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","14","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","63","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","15","3","3","100.00"
"27989  :  โรงพยาบาลเชียงขวัญ","17","4","4","100.00"
"27990  :  โรงพยาบาลหนองฮี","36","24","16","66.67"
"10709  :  โรงพยาบาลกาฬสินธุ์","52","10","5","50.00"
"11077  :  โรงพยาบาลนามน","121","43","37","86.05"
"11078  :  โรงพยาบาลกมลาไสย","131","2","2","100.00"
"11079  :  โรงพยาบาลร่องคำ","69","2","1","50.00"
"11080  :  โรงพยาบาลเขาวง","139","87","73","83.91"
"11081  :  โรงพยาบาลยางตลาด","166","4","4","100.00"
"11082  :  โรงพยาบาลห้วยเม็ก","106","46","12","26.09"
"11083  :  โรงพยาบาลสหัสขันธ์","55","13","8","61.54"
"11084  :  โรงพยาบาลคำม่วง","96","2","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","125","65","31","47.69"
"11086  :  โรงพยาบาลหนองกุงศรี","86","3","1","33.33"
"11087  :  โรงพยาบาลสมเด็จ","118","72","53","73.61"
"11088  :  โรงพยาบาลห้วยผึ้ง","108","77","43","55.84"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","184","2","2","100.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","40","24","20","83.33"
"28789  :  โรงพยาบาลฆ้องชัย","46","30","28","93.33"
"28790  :  โรงพยาบาลดอนจาน","53","29","12","41.38"
"28791  :  โรงพยาบาลสามชัย","21","11","4","36.36"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","133","55","55","100.00"
"11090  :  โรงพยาบาลกุดบาก","72","2","2","100.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","74","23","23","100.00"
"11092  :  โรงพยาบาลพังโคน","146","84","84","100.00"
"11093  :  โรงพยาบาลวาริชภูมิ","83","27","26","96.30"
"11094  :  โรงพยาบาลนิคมน้ำอูน","38","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","189","146","143","97.95"
"11096  :  โรงพยาบาลคำตากล้า","165","96","90","93.75"
"11097  :  โรงพยาบาลบ้านม่วง","105","43","43","100.00"
"11098  :  โรงพยาบาลอากาศอำนวย","134","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","85","6","6","100.00"
"11100  :  โรงพยาบาลเต่างอย","34","29","29","100.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","66","49","49","100.00"
"11102  :  โรงพยาบาลเจริญศิลป์","122","77","75","97.40"
"11103  :  โรงพยาบาลโพนนาแก้ว","45","2","1","50.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","320","273","272","99.63"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","42","1","1","100.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","41","6","6","100.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","34","16","13","81.25"
"11104  :  โรงพยาบาลปลาปาก","132","105","95","90.48"
"11105  :  โรงพยาบาลท่าอุเทน","37","30","26","86.67"
"11106  :  โรงพยาบาลบ้านแพง","99","28","22","78.57"
"11107  :  โรงพยาบาลนาทม","44","38","38","100.00"
"11108  :  โรงพยาบาลเรณูนคร","65","45","41","91.11"
"11109  :  โรงพยาบาลนาแก","76","43","43","100.00"
"11110  :  โรงพยาบาลศรีสงคราม","96","79","56","70.89"
"11111  :  โรงพยาบาลนาหว้า","179","136","123","90.44"
"11112  :  โรงพยาบาลโพนสวรรค์","109","96","89","92.71"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","20","5","5","100.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","43","32","26","81.25"
"10712  :  โรงพยาบาลมุกดาหาร","326","81","33","40.74"
"11113  :  โรงพยาบาลนิคมคำสร้อย","79","15","12","80.00"
"11114  :  โรงพยาบาลดอนตาล","51","36","26","72.22"
"11115  :  โรงพยาบาลดงหลวง","106","51","51","100.00"
"11116  :  โรงพยาบาลคำชะอี","54","4","4","100.00"
"11117  :  โรงพยาบาลหว้านใหญ่","21","18","18","100.00"
"11118  :  โรงพยาบาลหนองสูง","24","7","3","42.86"
"06009  :  โรงพยาบาลแม่ตื่น","68","7","5","71.43"
"10713  :  โรงพยาบาลนครพิงค์","10","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","101","36","26","72.22"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","94","42","40","95.24"
"11121  :  โรงพยาบาลเชียงดาว","94","47","39","82.98"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","53","32","23","71.88"
"11125  :  โรงพยาบาลฝาง","17","7","4","57.14"
"11126  :  โรงพยาบาลแม่อาย","37","2","2","100.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","50","10","9","90.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","78","5","5","100.00"
"11133  :  โรงพยาบาลดอยเต่า","37","25","25","100.00"
"11134  :  โรงพยาบาลอมก๋อย","144","7","5","71.43"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","1","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","21","8","5","62.50"
"11138  :  โรงพยาบาลแม่วาง","32","9","7","77.78"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","1","1","1","100.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","18","1","1","100.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","69","17","8","47.06"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","70","7","7","100.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","199","72","58","80.56"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","21","5","5","100.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","69","20","20","100.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","47","46","44","95.65"
"11142  :  โรงพยาบาลลี้","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","55","28","25","89.29"
"11144  :  โรงพยาบาลป่าซาง","75","17","11","64.71"
"11145  :  โรงพยาบาลบ้านธิ","62","21","21","100.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","81","1","1","100.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","10","3","3","100.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","91","16","10","62.50"
"11147  :  โรงพยาบาลเกาะคา","13","3","2","66.67"
"11148  :  โรงพยาบาลเสริมงาม","50","5","4","80.00"
"11149  :  โรงพยาบาลงาว","33","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","41","19","15","78.95"
"11151  :  โรงพยาบาลวังเหนือ","47","5","2","40.00"
"11152  :  โรงพยาบาลเถิน","62","3","3","100.00"
"11153  :  โรงพยาบาลแม่พริก","77","36","32","88.89"
"11154  :  โรงพยาบาลแม่ทะ","49","11","6","54.55"
"11155  :  โรงพยาบาลสบปราบ","62","12","10","83.33"
"11156  :  โรงพยาบาลห้างฉัตร","65","2","2","100.00"
"11157  :  โรงพยาบาลเมืองปาน","29","1","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","290","60","55","91.67"
"11158  :  โรงพยาบาลตรอน","64","52","52","100.00"
"11159  :  โรงพยาบาลท่าปลา","73","69","66","95.65"
"11160  :  โรงพยาบาลน้ำปาด","50","47","46","97.87"
"11161  :  โรงพยาบาลฟากท่า","48","46","44","95.65"
"11162  :  โรงพยาบาลบ้านโคก","39","11","9","81.82"
"11163  :  โรงพยาบาลพิชัย","77","60","54","90.00"
"11164  :  โรงพยาบาลลับแล","56","22","18","81.82"
"11165  :  โรงพยาบาลทองแสนขัน","63","53","53","100.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","3","1","1","100.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","39","20","18","90.00"
"11167  :  โรงพยาบาลลอง","81","26","26","100.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","78","11","9","81.82"
"11171  :  โรงพยาบาลวังชิ้น","36","2","2","100.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","28","5","4","80.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","76","46","40","86.96"
"10716  :  โรงพยาบาลน่าน","183","30","20","66.67"
"11173  :  โรงพยาบาลแม่จริม","26","13","13","100.00"
"11174  :  โรงพยาบาลบ้านหลวง","27","19","19","100.00"
"11175  :  โรงพยาบาลนาน้อย","45","27","20","74.07"
"11176  :  โรงพยาบาลท่าวังผา","32","2","1","50.00"
"11177  :  โรงพยาบาลเวียงสา","115","35","25","71.43"
"11178  :  โรงพยาบาลทุ่งช้าง","30","4","3","75.00"
"11179  :  โรงพยาบาลเชียงกลาง","23","17","11","64.71"
"11180  :  โรงพยาบาลนาหมื่น","24","18","13","72.22"
"11181  :  โรงพยาบาลสันติสุข","36","26","22","84.62"
"11182  :  โรงพยาบาลบ่อเกลือ","35","31","31","100.00"
"11183  :  โรงพยาบาลสองแคว","23","21","8","38.10"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","45","14","12","85.71"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","1","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","14","4","3","75.00"
"25017  :  โรงพยาบาลภูเพียง","10","4","1","25.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0.00"
"11184  :  โรงพยาบาลจุน","59","11","11","100.00"
