"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","61","3","2","66.67"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","492","83","81","97.59"
"27842  :  โรงพยาบาลเขวาสินรินทร์","626","32","27","84.38"
"27843  :  โรงพยาบาลศรีณรงค์","517","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","468","381","291","76.38"
"10700  :  โรงพยาบาลศรีสะเกษ","701","30","23","76.67"
"10927  :  โรงพยาบาลยางชุมน้อย","919","356","169","47.47"
"10928  :  โรงพยาบาลกันทรารมย์","1,373","305","127","41.64"
"10929  :  โรงพยาบาลกันทรลักษ์","1,880","384","223","58.07"
"10930  :  โรงพยาบาลขุขันธ์","1,467","551","289","52.45"
"10931  :  โรงพยาบาลไพรบึง","1,903","43","23","53.49"
"10932  :  โรงพยาบาลปรางค์กู่","956","29","12","41.38"
"10933  :  โรงพยาบาลขุนหาญ","1,272","357","214","59.94"
"10934  :  โรงพยาบาลราษีไศล","1,172","30","12","40.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,269","80","24","30.00"
"10936  :  โรงพยาบาลบึงบูรพ์","469","135","65","48.15"
"10937  :  โรงพยาบาลห้วยทับทัน","745","507","246","48.52"
"10938  :  โรงพยาบาลโนนคูณ","333","81","58","71.60"
"10939  :  โรงพยาบาลศรีรัตนะ","554","104","59","56.73"
"10940  :  โรงพยาบาลวังหิน","418","217","106","48.85"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","291","151","100","66.23"
"10942  :  โรงพยาบาลภูสิงห์","713","1","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","369","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","639","3","1","33.33"
"28014  :  โรงพยาบาลพยุห์","385","120","75","62.50"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","318","41","26","63.41"
"28016  :  โรงพยาบาลศิลาลาด","755","112","68","60.71"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","843","728","723","99.31"
"10945  :  โรงพยาบาลโขงเจียม","647","34","21","61.76"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,207","37","25","67.57"
"10948  :  โรงพยาบาลนาจะหลวย","1,661","194","107","55.15"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,045","25","15","60.00"
"10951  :  โรงพยาบาลตระการพืชผล","581","6","5","83.33"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1,279","7","3","42.86"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,347","262","101","38.55"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","338","1","1","100.00"
"10957  :  โรงพยาบาลตาลสุม","582","12","8","66.67"
"10958  :  โรงพยาบาลโพธิ์ไทร","406","226","207","91.59"
"10959  :  โรงพยาบาลสำโรง","621","69","39","56.52"
"10960  :  โรงพยาบาลดอนมดแดง","571","95","52","54.74"
"10961  :  โรงพยาบาลสิรินธร","334","14","10","71.43"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","391","46","26","56.52"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,001","721","692","95.98"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","92","7","4","57.14"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","245","118","92","77.97"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,885","372","165","44.35"
"10966  :  โรงพยาบาลป่าติ้ว","1,420","409","124","30.32"
"10967  :  โรงพยาบาลมหาชนะชัย","1,019","417","273","65.47"
"10968  :  โรงพยาบาลค้อวัง","823","458","240","52.40"
"10969  :  โรงพยาบาลไทยเจริญ","508","127","82","64.57"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","1,733","294","208","70.75"
"11921  :  โรงพยาบาลนายแพทย์หาญ","460","21","9","42.86"
"04007  :  โรงพยาบาลซับใหญ่","468","50","13","26.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","3,102","491","225","45.82"
"10971  :  โรงพยาบาลคอนสวรรค์","2,021","186","108","58.06"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,781","131","65","49.62"
"10973  :  โรงพยาบาลหนองบัวแดง","2,267","449","271","60.36"
"10974  :  โรงพยาบาลจัตุรัส","1,971","265","114","43.02"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,657","74","36","48.65"
"10976  :  โรงพยาบาลหนองบัวระเหว","902","91","46","50.55"
"10977  :  โรงพยาบาลเทพสถิต","1,855","128","57","44.53"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,321","267","97","36.33"
"10979  :  โรงพยาบาลบ้านแท่น","1,978","204","85","41.67"
"10980  :  โรงพยาบาลแก้งคร้อ","2,139","345","172","49.86"
"10981  :  โรงพยาบาลคอนสาร","1,254","28","13","46.43"
"10982  :  โรงพยาบาลภักดีชุมพล","783","98","42","42.86"
"10983  :  โรงพยาบาลเนินสง่า","558","56","20","35.71"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","1,034","391","260","66.50"
"10986  :  โรงพยาบาลปทุมราชวงศา","971","742","443","59.70"
"10987  :  โรงพยาบาลพนา","942","429","334","77.86"
"10988  :  โรงพยาบาลเสนางคนิคม","1,761","1,139","1,041","91.40"
"10989  :  โรงพยาบาลหัวตะพาน","680","656","554","84.45"
"10990  :  โรงพยาบาลลืออำนาจ","788","628","460","73.25"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,178","120","65","54.17"
"11043  :  โรงพยาบาลโซ่พิสัย","346","91","65","71.43"
"11046  :  โรงพยาบาลเซกา","6","1","1","100.00"
"11047  :  โรงพยาบาลปากคาด","1,146","0","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,537","788","537","68.15"
"11050  :  โรงพยาบาลบุ่งคล้า","321","27","17","62.96"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","1,239","6","4","66.67"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","38","1","1","100.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,572","8","5","62.50"
"11000  :  โรงพยาบาลน้ำพอง","1,553","988","449","45.45"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","599","40","18","45.00"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","1,473","1,198","52","4.34"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,980","391","299","76.47"
"11010  :  โรงพยาบาลชนบท","452","169","4","2.37"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","3,059","1,482","1,374","92.71"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","142","106","93","87.74"
"77650  :  โรงพยาบาลเวียงเก่า","133","70","26","37.14"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","540","2","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","826","172","93","54.07"
"11014  :  โรงพยาบาลหนองวัวซอ","1,035","426","230","53.99"
"11015  :  โรงพยาบาลกุมภวาปี","2,180","742","566","76.28"
"11016  :  โรงพยาบาลห้วยเกิ้ง","19","3","2","66.67"
"11017  :  โรงพยาบาลโนนสะอาด","1,335","420","339","80.71"
"11018  :  โรงพยาบาลหนองหาน","2,447","292","203","69.52"
"11019  :  โรงพยาบาลทุ่งฝน","1,369","1,135","796","70.13"
"11020  :  โรงพยาบาลไชยวาน","1,345","133","120","90.23"
"11021  :  โรงพยาบาลศรีธาตุ","668","146","127","86.99"
"11022  :  โรงพยาบาลวังสามหมอ","1,081","411","285","69.34"
"11023  :  โรงพยาบาลบ้านผือ","1,837","1,263","908","71.89"
"11024  :  โรงพยาบาลน้ำโสม","1,964","897","547","60.98"
"11025  :  โรงพยาบาลเพ็ญ","1,643","57","29","50.88"
"11026  :  โรงพยาบาลสร้างคอม","1,190","177","94","53.11"
"11027  :  โรงพยาบาลหนองแสง","1,022","259","197","76.06"
"11028  :  โรงพยาบาลนายูง","442","188","120","63.83"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","582","113","83","73.45"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,499","876","533","60.84"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1,712","22","22","100.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","1","0","0","0.00"
"10705  :  โรงพยาบาลเลย","3,584","655","337","51.45"
"11030  :  โรงพยาบาลนาด้วง","1,358","758","432","56.99"
"11031  :  โรงพยาบาลเชียงคาน","1,955","969","450","46.44"
"11032  :  โรงพยาบาลปากชม","684","332","205","61.75"
"11033  :  โรงพยาบาลนาแห้ว","348","105","45","42.86"
"11034  :  โรงพยาบาลภูเรือ","915","199","117","58.79"
"11035  :  โรงพยาบาลท่าลี่","782","275","248","90.18"
"11036  :  โรงพยาบาลวังสะพุง","2,618","623","315","50.56"
"11037  :  โรงพยาบาลภูกระดึง","1,875","280","149","53.21"
"11038  :  โรงพยาบาลภูหลวง","1,028","355","174","49.01"
"11039  :  โรงพยาบาลผาขาว","1,271","383","228","59.53"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,637","407","255","62.65"
"14133  :  โรงพยาบาลเอราวัณ","987","275","173","62.91"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","134","13","7","53.85"
"10706  :  โรงพยาบาลหนองคาย","3,531","32","24","75.00"
"11042  :  โรงพยาบาลโพนพิสัย","779","86","57","66.28"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,796","102","73","71.57"
"11045  :  โรงพยาบาลสังคม","601","137","86","62.77"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","2,838","558","242","43.37"
"14558  :  โรงพยาบาลพิสัยเวช","1,672","386","245","63.47"
"21356  :  โรงพยาบาลสระใคร","301","19","15","78.95"
"28778  :  โรงพยาบาลโพธิ์ตาก","232","23","12","52.17"
"28811  :  โรงพยาบาลเฝ้าไร่","467","55","22","40.00"
"28815  :  โรงพยาบาลรัตนวาปี","138","69","20","28.99"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","1,070","638","260","40.75"
"11052  :  โรงพยาบาลโกสุมพิสัย","3,017","489","313","64.01"
"11053  :  โรงพยาบาลกันทรวิชัย","1,436","177","130","73.45"
"11054  :  โรงพยาบาลเชียงยืน","2,224","315","164","52.06"
"11055  :  โรงพยาบาลบรบือ","2,841","1,683","1,184","70.35"
"11056  :  โรงพยาบาลนาเชือก","969","95","58","61.05"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","1,709","165","102","61.82"
"11058  :  โรงพยาบาลวาปีปทุม","2,151","633","298","47.08"
"11059  :  โรงพยาบาลนาดูน","694","31","19","61.29"
"11060  :  โรงพยาบาลยางสีสุราช","949","93","53","56.99"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,090","24","13","54.17"
"24704  :  โรงพยาบาลกุดรัง","313","47","29","61.70"
"28843  :  โรงพยาบาลชื่นชม","21","1","1","100.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,174","157","95","60.51"
"11062  :  โรงพยาบาลปทุมรัตต์","1,545","192","104","54.17"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","2,004","236","126","53.39"
"11064  :  โรงพยาบาลธวัชบุรี","1,095","149","95","63.76"
"11065  :  โรงพยาบาลพนมไพร","1,663","210","86","40.95"
"11066  :  โรงพยาบาลโพนทอง","1,917","225","149","66.22"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,288","28","23","82.14"
"11068  :  โรงพยาบาลหนองพอก","1,274","133","92","69.17"
"11069  :  โรงพยาบาลเสลภูมิ","1,966","298","185","62.08"
"11070  :  โรงพยาบาลสุวรรณภูมิ","3,150","256","142","55.47"
"11071  :  โรงพยาบาลเมืองสรวง","700","72","45","62.50"
"11072  :  โรงพยาบาลโพนทราย","1,020","682","444","65.10"
"11073  :  โรงพยาบาลอาจสามารถ","1,561","173","103","59.54"
"11074  :  โรงพยาบาลเมยวดี","736","103","64","62.14"
"11075  :  โรงพยาบาลศรีสมเด็จ","943","57","35","61.40"
"11076  :  โรงพยาบาลจังหาร","1,126","249","109","43.78"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","160","6","6","100.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","941","86","56","65.12"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","320","47","15","31.91"
"27989  :  โรงพยาบาลเชียงขวัญ","359","75","46","61.33"
"27990  :  โรงพยาบาลหนองฮี","596","44","29","65.91"
"10709  :  โรงพยาบาลกาฬสินธุ์","1,041","24","17","70.83"
"11077  :  โรงพยาบาลนามน","1,023","13","13","100.00"
"11078  :  โรงพยาบาลกมลาไสย","1,819","92","62","67.39"
"11079  :  โรงพยาบาลร่องคำ","1,032","159","62","38.99"
"11080  :  โรงพยาบาลเขาวง","1,806","151","91","60.26"
"11081  :  โรงพยาบาลยางตลาด","2,198","409","403","98.53"
"11082  :  โรงพยาบาลห้วยเม็ก","1,334","1,088","991","91.08"
"11083  :  โรงพยาบาลสหัสขันธ์","832","167","87","52.10"
"11084  :  โรงพยาบาลคำม่วง","1,177","1","1","100.00"
"11085  :  โรงพยาบาลท่าคันโท","1,456","2","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,064","70","36","51.43"
"11087  :  โรงพยาบาลสมเด็จ","1,641","314","186","59.24"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,325","118","67","56.78"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,756","110","31","28.18"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","690","8","2","25.00"
"28789  :  โรงพยาบาลฆ้องชัย","679","538","210","39.03"
"28790  :  โรงพยาบาลดอนจาน","476","89","66","74.16"
"28791  :  โรงพยาบาลสามชัย","181","19","9","47.37"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,045","241","195","80.91"
"11090  :  โรงพยาบาลกุดบาก","733","296","178","60.14"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,050","2","2","100.00"
"11092  :  โรงพยาบาลพังโคน","1,995","504","356","70.63"
"11093  :  โรงพยาบาลวาริชภูมิ","1,542","291","211","72.51"
"11094  :  โรงพยาบาลนิคมน้ำอูน","477","135","103","76.30"
"11095  :  โรงพยาบาลวานรนิวาส","1,767","390","289","74.10"
"11096  :  โรงพยาบาลคำตากล้า","1,629","18","13","72.22"
"11097  :  โรงพยาบาลบ้านม่วง","1,008","264","116","43.94"
"11098  :  โรงพยาบาลอากาศอำนวย","1,974","261","132","50.57"
"11099  :  โรงพยาบาลส่องดาว","1,245","438","417","95.21"
"11100  :  โรงพยาบาลเต่างอย","439","156","94","60.26"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,368","602","341","56.64"
"11102  :  โรงพยาบาลเจริญศิลป์","1,079","296","218","73.65"
"11103  :  โรงพยาบาลโพนนาแก้ว","427","372","252","67.74"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","4,098","604","424","70.20"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,142","13","12","92.31"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","587","49","19","38.78"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","460","16","7","43.75"
"11104  :  โรงพยาบาลปลาปาก","1,085","797","626","78.54"
"11105  :  โรงพยาบาลท่าอุเทน","799","639","445","69.64"
"11106  :  โรงพยาบาลบ้านแพง","1,210","452","328","72.57"
"11107  :  โรงพยาบาลนาทม","371","206","122","59.22"
"11108  :  โรงพยาบาลเรณูนคร","1,379","762","649","85.17"
"11109  :  โรงพยาบาลนาแก","1,240","954","940","98.53"
"11110  :  โรงพยาบาลศรีสงคราม","1,090","204","102","50.00"
"11111  :  โรงพยาบาลนาหว้า","1,711","125","81","64.80"
"11112  :  โรงพยาบาลโพนสวรรค์","1,213","512","407","79.49"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","299","189","131","69.31"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","345","237","176","74.26"
"10712  :  โรงพยาบาลมุกดาหาร","3,578","336","222","66.07"
"11113  :  โรงพยาบาลนิคมคำสร้อย","876","69","40","57.97"
"11114  :  โรงพยาบาลดอนตาล","899","641","522","81.44"
"11115  :  โรงพยาบาลดงหลวง","925","690","536","77.68"
"11116  :  โรงพยาบาลคำชะอี","955","651","601","92.32"
"11117  :  โรงพยาบาลหว้านใหญ่","339","229","124","54.15"
"11118  :  โรงพยาบาลหนองสูง","493","124","63","50.81"
"06009  :  โรงพยาบาลแม่ตื่น","633","79","56","70.89"
"10713  :  โรงพยาบาลนครพิงค์","38","36","24","66.67"
"11119  :  โรงพยาบาลจอมทอง","4,299","305","151","49.51"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","2,000","210","117","55.71"
"11121  :  โรงพยาบาลเชียงดาว","2,519","340","233","68.53"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","1,144","304","138","45.39"
"11125  :  โรงพยาบาลฝาง","2,259","675","393","58.22"
"11126  :  โรงพยาบาลแม่อาย","772","70","37","52.86"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,974","241","160","66.39"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","1,829","119","66","55.46"
"11133  :  โรงพยาบาลดอยเต่า","618","151","100","66.23"
"11134  :  โรงพยาบาลอมก๋อย","946","696","606","87.07"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","797","261","140","53.64"
"11138  :  โรงพยาบาลแม่วาง","1,155","542","314","57.93"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","39","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","693","3","3","100.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","11","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1,730","20","11","55.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","2,633","44","25","56.82"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","212","4","2","50.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","1,493","135","89","65.93"
"11141  :  โรงพยาบาลบ้านโฮ่ง","2,094","215","137","63.72"
"11142  :  โรงพยาบาลลี้","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","830","589","408","69.27"
"11144  :  โรงพยาบาลป่าซาง","1,223","53","22","41.51"
"11145  :  โรงพยาบาลบ้านธิ","2,247","931","795","85.39"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","715","50","37","74.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","521","117","96","82.05"
"10672  :  โรงพยาบาลลำปาง","4,588","2,304","1,336","57.99"
"11146  :  โรงพยาบาลแม่เมาะ","2,411","483","290","60.04"
"11147  :  โรงพยาบาลเกาะคา","526","69","49","71.01"
"11148  :  โรงพยาบาลเสริมงาม","1,806","362","219","60.50"
"11149  :  โรงพยาบาลงาว","898","55","34","61.82"
"11150  :  โรงพยาบาลแจ้ห่ม","1,654","947","644","68.00"
"11151  :  โรงพยาบาลวังเหนือ","1,518","222","122","54.95"
"11152  :  โรงพยาบาลเถิน","1,344","96","50","52.08"
"11153  :  โรงพยาบาลแม่พริก","1,367","227","126","55.51"
"11154  :  โรงพยาบาลแม่ทะ","1,466","157","104","66.24"
"11155  :  โรงพยาบาลสบปราบ","2,363","297","197","66.33"
"11156  :  โรงพยาบาลห้างฉัตร","2,008","257","161","62.65"
"11157  :  โรงพยาบาลเมืองปาน","1,054","285","190","66.67"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","4,469","315","139","44.13"
"11158  :  โรงพยาบาลตรอน","1,478","359","99","27.58"
"11159  :  โรงพยาบาลท่าปลา","1,323","709","417","58.82"
"11160  :  โรงพยาบาลน้ำปาด","1,125","148","65","43.92"
"11161  :  โรงพยาบาลฟากท่า","1,068","278","149","53.60"
"11162  :  โรงพยาบาลบ้านโคก","588","101","49","48.51"
"11163  :  โรงพยาบาลพิชัย","1,394","300","98","32.67"
"11164  :  โรงพยาบาลลับแล","1,811","1,370","532","38.83"
"11165  :  โรงพยาบาลทองแสนขัน","987","226","99","43.81"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","41","1","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","909","112","66","58.93"
"11167  :  โรงพยาบาลลอง","2,194","320","244","76.25"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","2,591","474","307","64.77"
"11171  :  โรงพยาบาลวังชิ้น","1,006","297","206","69.36"
"11172  :  โรงพยาบาลหนองม่วงไข่","681","82","56","68.29"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","2,020","360","209","58.06"
"10716  :  โรงพยาบาลน่าน","5,005","99","71","71.72"
