"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","73","4","3","75.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","465","379","258","68.07"
"27842  :  โรงพยาบาลเขวาสินรินทร์","613","52","30","57.69"
"27843  :  โรงพยาบาลศรีณรงค์","494","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","455","402","381","94.78"
"10700  :  โรงพยาบาลศรีสะเกษ","1,924","33","14","42.42"
"10927  :  โรงพยาบาลยางชุมน้อย","881","300","148","49.33"
"10928  :  โรงพยาบาลกันทรารมย์","1,302","385","158","41.04"
"10929  :  โรงพยาบาลกันทรลักษ์","1,825","476","418","87.82"
"10930  :  โรงพยาบาลขุขันธ์","1,430","558","389","69.71"
"10931  :  โรงพยาบาลไพรบึง","1,883","87","42","48.28"
"10932  :  โรงพยาบาลปรางค์กู่","909","21","9","42.86"
"10933  :  โรงพยาบาลขุนหาญ","1,211","416","209","50.24"
"10934  :  โรงพยาบาลราษีไศล","1,159","3","3","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,189","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","878","159","78","49.06"
"10937  :  โรงพยาบาลห้วยทับทัน","724","428","199","46.50"
"10938  :  โรงพยาบาลโนนคูณ","314","49","11","22.45"
"10939  :  โรงพยาบาลศรีรัตนะ","540","126","80","63.49"
"10940  :  โรงพยาบาลวังหิน","437","376","166","44.15"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","263","8","6","75.00"
"10942  :  โรงพยาบาลภูสิงห์","796","83","44","53.01"
"10943  :  โรงพยาบาลเมืองจันทร์","364","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","613","1","1","100.00"
"28014  :  โรงพยาบาลพยุห์","397","67","58","86.57"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","331","67","37","55.22"
"28016  :  โรงพยาบาลศิลาลาด","734","14","10","71.43"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","652","58","31","53.45"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","2,026","51","36","70.59"
"10948  :  โรงพยาบาลนาจะหลวย","1,634","165","95","57.58"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,182","50","25","50.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,796","15","12","80.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1,269","6","4","66.67"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,296","618","364","58.90"
"10954  :  โรงพยาบาลวารินชำราบ","1","1","1","100.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","661","29","12","41.38"
"10958  :  โรงพยาบาลโพธิ์ไทร","948","2","1","50.00"
"10959  :  โรงพยาบาลสำโรง","856","631","590","93.50"
"10960  :  โรงพยาบาลดอนมดแดง","518","53","37","69.81"
"10961  :  โรงพยาบาลสิรินธร","794","305","178","58.36"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","812","7","2","28.57"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,506","72","57","79.17"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","2","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","172","24","14","58.33"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","234","27","17","62.96"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,830","226","103","45.58"
"10966  :  โรงพยาบาลป่าติ้ว","1,351","118","43","36.44"
"10967  :  โรงพยาบาลมหาชนะชัย","1,009","187","72","38.50"
"10968  :  โรงพยาบาลค้อวัง","819","350","173","49.43"
"10969  :  โรงพยาบาลไทยเจริญ","486","121","74","61.16"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","1,705","207","167","80.68"
"11921  :  โรงพยาบาลนายแพทย์หาญ","459","125","117","93.60"
"04007  :  โรงพยาบาลซับใหญ่","459","64","34","53.13"
"10702  :  โรงพยาบาลชัยภูมิ","6","1","1","100.00"
"10970  :  โรงพยาบาลบ้านเขว้า","3,156","442","208","47.06"
"10971  :  โรงพยาบาลคอนสวรรค์","1,985","166","96","57.83"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,749","81","37","45.68"
"10973  :  โรงพยาบาลหนองบัวแดง","2,329","413","280","67.80"
"10974  :  โรงพยาบาลจัตุรัส","1,854","278","119","42.81"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,612","37","15","40.54"
"10976  :  โรงพยาบาลหนองบัวระเหว","860","71","36","50.70"
"10977  :  โรงพยาบาลเทพสถิต","1,953","81","35","43.21"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,224","356","148","41.57"
"10979  :  โรงพยาบาลบ้านแท่น","2,015","75","35","46.67"
"10980  :  โรงพยาบาลแก้งคร้อ","2,133","394","191","48.48"
"10981  :  โรงพยาบาลคอนสาร","1,259","9","7","77.78"
"10982  :  โรงพยาบาลภักดีชุมพล","813","107","51","47.66"
"10983  :  โรงพยาบาลเนินสง่า","530","30","13","43.33"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","1,079","278","185","66.55"
"10986  :  โรงพยาบาลปทุมราชวงศา","949","636","473","74.37"
"10987  :  โรงพยาบาลพนา","929","255","208","81.57"
"10988  :  โรงพยาบาลเสนางคนิคม","1,665","747","564","75.50"
"10989  :  โรงพยาบาลหัวตะพาน","657","506","328","64.82"
"10990  :  โรงพยาบาลลืออำนาจ","795","580","394","67.93"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,140","127","76","59.84"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,172","217","107","49.31"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,430","206","118","57.28"
"11050  :  โรงพยาบาลบุ่งคล้า","316","21","12","57.14"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","6","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","7","4","3","75.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","10","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","186","9","5","55.56"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,388","19","11","57.89"
"11000  :  โรงพยาบาลน้ำพอง","1,551","29","18","62.07"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","543","77","44","57.14"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","8","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,885","792","790","99.75"
"11010  :  โรงพยาบาลชนบท","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","397","5","2","40.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","3","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","272","1","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","828","81","47","58.02"
"11014  :  โรงพยาบาลหนองวัวซอ","996","876","379","43.26"
"11015  :  โรงพยาบาลกุมภวาปี","2,021","1,692","1,341","79.26"
"11016  :  โรงพยาบาลห้วยเกิ้ง","277","22","12","54.55"
"11017  :  โรงพยาบาลโนนสะอาด","1,266","185","117","63.24"
"11018  :  โรงพยาบาลหนองหาน","2,213","621","382","61.51"
"11019  :  โรงพยาบาลทุ่งฝน","1,295","997","550","55.17"
"11020  :  โรงพยาบาลไชยวาน","1,328","224","135","60.27"
"11021  :  โรงพยาบาลศรีธาตุ","722","61","40","65.57"
"11022  :  โรงพยาบาลวังสามหมอ","1,067","228","128","56.14"
"11023  :  โรงพยาบาลบ้านผือ","1,779","686","494","72.01"
"11024  :  โรงพยาบาลน้ำโสม","1,826","151","92","60.93"
"11025  :  โรงพยาบาลเพ็ญ","1,578","42","22","52.38"
"11026  :  โรงพยาบาลสร้างคอม","1,163","142","72","50.70"
"11027  :  โรงพยาบาลหนองแสง","972","70","31","44.29"
"11028  :  โรงพยาบาลนายูง","462","32","13","40.63"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","525","78","48","61.54"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,401","348","267","76.72"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","2,469","85","63","74.12"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","785","28","25","89.29"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","4","1","1","100.00"
"10705  :  โรงพยาบาลเลย","3,454","542","274","50.55"
"11030  :  โรงพยาบาลนาด้วง","1,298","116","73","62.93"
"11031  :  โรงพยาบาลเชียงคาน","1,872","582","381","65.46"
"11032  :  โรงพยาบาลปากชม","652","107","56","52.34"
"11033  :  โรงพยาบาลนาแห้ว","331","117","47","40.17"
"11034  :  โรงพยาบาลภูเรือ","870","263","147","55.89"
"11035  :  โรงพยาบาลท่าลี่","748","226","160","70.80"
"11036  :  โรงพยาบาลวังสะพุง","2,522","432","220","50.93"
"11037  :  โรงพยาบาลภูกระดึง","1,869","279","160","57.35"
"11038  :  โรงพยาบาลภูหลวง","987","367","217","59.13"
"11039  :  โรงพยาบาลผาขาว","1,228","155","98","63.23"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,598","235","136","57.87"
"14133  :  โรงพยาบาลเอราวัณ","945","137","83","60.58"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","130","50","30","60.00"
"10706  :  โรงพยาบาลหนองคาย","3,476","45","28","62.22"
"11042  :  โรงพยาบาลโพนพิสัย","784","6","4","66.67"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,773","73","43","58.90"
"11045  :  โรงพยาบาลสังคม","572","79","46","58.23"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","2,652","310","150","48.39"
"14558  :  โรงพยาบาลพิสัยเวช","1,535","335","179","53.43"
"21356  :  โรงพยาบาลสระใคร","277","1","1","100.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","222","5","3","60.00"
"28811  :  โรงพยาบาลเฝ้าไร่","458","6","2","33.33"
"28815  :  โรงพยาบาลรัตนวาปี","185","15","9","60.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","1,074","365","176","48.22"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,825","605","379","62.64"
"11053  :  โรงพยาบาลกันทรวิชัย","1,385","291","197","67.70"
"11054  :  โรงพยาบาลเชียงยืน","1,954","291","147","50.52"
"11055  :  โรงพยาบาลบรบือ","2,109","1,429","713","49.90"
"11056  :  โรงพยาบาลนาเชือก","953","99","65","65.66"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","1,523","203","126","62.07"
"11058  :  โรงพยาบาลวาปีปทุม","2,517","694","330","47.55"
"11059  :  โรงพยาบาลนาดูน","684","63","32","50.79"
"11060  :  โรงพยาบาลยางสีสุราช","909","56","39","69.64"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,328","42","23","54.76"
"24704  :  โรงพยาบาลกุดรัง","300","79","47","59.49"
"28843  :  โรงพยาบาลชื่นชม","20","1","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","12","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,018","197","121","61.42"
"11062  :  โรงพยาบาลปทุมรัตต์","1,469","179","97","54.19"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,906","238","142","59.66"
"11064  :  โรงพยาบาลธวัชบุรี","1,044","144","78","54.17"
"11065  :  โรงพยาบาลพนมไพร","1,604","317","137","43.22"
"11066  :  โรงพยาบาลโพนทอง","1,803","213","134","62.91"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,318","35","30","85.71"
"11068  :  โรงพยาบาลหนองพอก","1,356","342","204","59.65"
"11069  :  โรงพยาบาลเสลภูมิ","1,869","244","151","61.89"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,995","276","165","59.78"
"11071  :  โรงพยาบาลเมืองสรวง","666","57","46","80.70"
"11072  :  โรงพยาบาลโพนทราย","959","323","184","56.97"
"11073  :  โรงพยาบาลอาจสามารถ","1,469","171","106","61.99"
"11074  :  โรงพยาบาลเมยวดี","713","46","30","65.22"
"11075  :  โรงพยาบาลศรีสมเด็จ","895","97","63","64.95"
"11076  :  โรงพยาบาลจังหาร","1,043","120","58","48.33"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","237","6","5","83.33"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","952","26","16","61.54"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","293","45","15","33.33"
"27989  :  โรงพยาบาลเชียงขวัญ","345","54","32","59.26"
"27990  :  โรงพยาบาลหนองฮี","580","81","34","41.98"
"10709  :  โรงพยาบาลกาฬสินธุ์","1,022","24","13","54.17"
"11077  :  โรงพยาบาลนามน","1,056","52","47","90.38"
"11078  :  โรงพยาบาลกมลาไสย","1,730","420","151","35.95"
"11079  :  โรงพยาบาลร่องคำ","1,075","222","87","39.19"
"11080  :  โรงพยาบาลเขาวง","1,777","234","130","55.56"
"11081  :  โรงพยาบาลยางตลาด","2,118","603","574","95.19"
"11082  :  โรงพยาบาลห้วยเม็ก","1,281","1,268","1,203","94.87"
"11083  :  โรงพยาบาลสหัสขันธ์","843","516","288","55.81"
"11084  :  โรงพยาบาลคำม่วง","1,119","122","82","67.21"
"11085  :  โรงพยาบาลท่าคันโท","1,400","7","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,004","46","26","56.52"
"11087  :  โรงพยาบาลสมเด็จ","1,618","206","86","41.75"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,283","391","289","73.91"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,678","15","8","53.33"
"11965  :  โรงพยาบาลธีรวัฒน์","5","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","655","535","512","95.70"
"28789  :  โรงพยาบาลฆ้องชัย","622","148","66","44.59"
"28790  :  โรงพยาบาลดอนจาน","449","216","181","83.80"
"28791  :  โรงพยาบาลสามชัย","162","39","25","64.10"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,008","64","43","67.19"
"11090  :  โรงพยาบาลกุดบาก","686","101","63","62.38"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,421","83","64","77.11"
"11092  :  โรงพยาบาลพังโคน","2,048","533","394","73.92"
"11093  :  โรงพยาบาลวาริชภูมิ","1,698","293","198","67.58"
"11094  :  โรงพยาบาลนิคมน้ำอูน","455","179","125","69.83"
"11095  :  โรงพยาบาลวานรนิวาส","594","6","3","50.00"
"11096  :  โรงพยาบาลคำตากล้า","1,607","749","71","9.48"
"11097  :  โรงพยาบาลบ้านม่วง","988","248","74","29.84"
"11098  :  โรงพยาบาลอากาศอำนวย","1,931","287","154","53.66"
"11099  :  โรงพยาบาลส่องดาว","1,161","265","138","52.08"
"11100  :  โรงพยาบาลเต่างอย","413","156","94","60.26"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,261","288","154","53.47"
"11102  :  โรงพยาบาลเจริญศิลป์","1,037","329","265","80.55"
"11103  :  โรงพยาบาลโพนนาแก้ว","420","87","50","57.47"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","3,890","619","479","77.38"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,136","11","5","45.45"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","557","29","9","31.03"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","4","1","0","0.00"
"10711  :  โรงพยาบาลนครพนม","18","3","1","33.33"
"11104  :  โรงพยาบาลปลาปาก","1,032","684","477","69.74"
"11105  :  โรงพยาบาลท่าอุเทน","766","584","426","72.95"
"11106  :  โรงพยาบาลบ้านแพง","1,197","284","175","61.62"
"11107  :  โรงพยาบาลนาทม","345","227","132","58.15"
"11108  :  โรงพยาบาลเรณูนคร","1,367","378","275","72.75"
"11109  :  โรงพยาบาลนาแก","1,119","847","588","69.42"
"11110  :  โรงพยาบาลศรีสงคราม","1,078","203","95","46.80"
"11111  :  โรงพยาบาลนาหว้า","1,856","463","274","59.18"
"11112  :  โรงพยาบาลโพนสวรรค์","1,350","492","308","62.60"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","278","177","127","71.75"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","323","203","115","56.65"
"10712  :  โรงพยาบาลมุกดาหาร","4,533","425","284","66.82"
"11113  :  โรงพยาบาลนิคมคำสร้อย","835","80","38","47.50"
"11114  :  โรงพยาบาลดอนตาล","921","755","498","65.96"
"11115  :  โรงพยาบาลดงหลวง","967","661","507","76.70"
"11116  :  โรงพยาบาลคำชะอี","957","688","562","81.69"
"11117  :  โรงพยาบาลหว้านใหญ่","341","152","98","64.47"
"11118  :  โรงพยาบาลหนองสูง","470","148","76","51.35"
"06009  :  โรงพยาบาลแม่ตื่น","607","195","112","57.44"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","3,428","367","198","53.95"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,900","128","71","55.47"
"11121  :  โรงพยาบาลเชียงดาว","2,376","385","288","74.81"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","1,105","276","121","43.84"
"11125  :  โรงพยาบาลฝาง","2,619","885","512","57.85"
"11126  :  โรงพยาบาลแม่อาย","739","45","23","51.11"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","2,042","164","113","68.90"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","1,727","60","23","38.33"
"11133  :  โรงพยาบาลดอยเต่า","251","62","37","59.68"
"11134  :  โรงพยาบาลอมก๋อย","913","151","107","70.86"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","760","263","132","50.19"
"11138  :  โรงพยาบาลแม่วาง","1,110","184","121","65.76"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","66","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","560","116","76","65.52"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","5,552","41","22","53.66"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","1,002","7","3","42.86"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1,992","25","20","80.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","2,051","24","17","70.83"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","205","55","28","50.91"
"10714  :  โรงพยาบาลลำพูน","5","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","1,395","89","60","67.42"
"11141  :  โรงพยาบาลบ้านโฮ่ง","2,065","312","218","69.87"
"11142  :  โรงพยาบาลลี้","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","805","199","131","65.83"
"11144  :  โรงพยาบาลป่าซาง","1,214","29","17","58.62"
"11145  :  โรงพยาบาลบ้านธิ","2,228","918","740","80.61"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","671","36","27","75.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","474","53","41","77.36"
"10672  :  โรงพยาบาลลำปาง","6,556","5,102","3,179","62.31"
"11146  :  โรงพยาบาลแม่เมาะ","2,318","624","398","63.78"
"11147  :  โรงพยาบาลเกาะคา","518","97","67","69.07"
"11148  :  โรงพยาบาลเสริมงาม","1,712","353","205","58.07"
"11149  :  โรงพยาบาลงาว","897","308","187","60.71"
"11150  :  โรงพยาบาลแจ้ห่ม","1,537","550","335","60.91"
"11151  :  โรงพยาบาลวังเหนือ","1,419","214","124","57.94"
"11152  :  โรงพยาบาลเถิน","1,282","105","58","55.24"
"11153  :  โรงพยาบาลแม่พริก","1,308","168","74","44.05"
"11154  :  โรงพยาบาลแม่ทะ","1,429","128","89","69.53"
"11155  :  โรงพยาบาลสบปราบ","2,258","373","242","64.88"
"11156  :  โรงพยาบาลห้างฉัตร","1,951","267","198","74.16"
"11157  :  โรงพยาบาลเมืองปาน","1,029","185","118","63.78"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","4,470","242","93","38.43"
"11158  :  โรงพยาบาลตรอน","1,631","337","104","30.86"
"11159  :  โรงพยาบาลท่าปลา","1,277","946","662","69.98"
"11160  :  โรงพยาบาลน้ำปาด","1,113","135","69","51.11"
"11161  :  โรงพยาบาลฟากท่า","1,066","451","273","60.53"
"11162  :  โรงพยาบาลบ้านโคก","546","122","43","35.25"
"11163  :  โรงพยาบาลพิชัย","1,412","38","16","42.11"
"11164  :  โรงพยาบาลลับแล","957","395","68","17.22"
"11165  :  โรงพยาบาลทองแสนขัน","1,015","155","60","38.71"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","47","4","1","25.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","871","313","246","78.59"
"11167  :  โรงพยาบาลลอง","2,227","415","303","73.01"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","2,523","457","298","65.21"
"11171  :  โรงพยาบาลวังชิ้น","1,051","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","653","62","44","70.97"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","1,914","229","146","63.76"
"10716  :  โรงพยาบาลน่าน","4,896","316","171","54.11"
"11173  :  โรงพยาบาลแม่จริม","587","160","118","73.75"
