"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","71","2","2","100.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","500","118","71","60.17"
"27842  :  โรงพยาบาลเขวาสินรินทร์","642","26","25","96.15"
"27843  :  โรงพยาบาลศรีณรงค์","541","2","1","50.00"
"27844  :  โรงพยาบาลโนนนารายณ์","489","328","251","76.52"
"10700  :  โรงพยาบาลศรีสะเกษ","1,129","77","56","72.73"
"10927  :  โรงพยาบาลยางชุมน้อย","951","112","73","65.18"
"10928  :  โรงพยาบาลกันทรารมย์","1,478","192","78","40.63"
"10929  :  โรงพยาบาลกันทรลักษ์","1,905","484","276","57.02"
"10930  :  โรงพยาบาลขุขันธ์","1,754","1,188","765","64.39"
"10931  :  โรงพยาบาลไพรบึง","1,986","1","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","989","15","7","46.67"
"10933  :  โรงพยาบาลขุนหาญ","1,276","458","287","62.66"
"10934  :  โรงพยาบาลราษีไศล","1,205","2","1","50.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,238","44","15","34.09"
"10936  :  โรงพยาบาลบึงบูรพ์","947","426","213","50.00"
"10937  :  โรงพยาบาลห้วยทับทัน","765","529","265","50.09"
"10938  :  โรงพยาบาลโนนคูณ","355","136","48","35.29"
"10939  :  โรงพยาบาลศรีรัตนะ","575","141","89","63.12"
"10940  :  โรงพยาบาลวังหิน","466","400","197","49.25"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","291","116","77","66.38"
"10942  :  โรงพยาบาลภูสิงห์","678","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","380","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","665","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","400","317","255","80.44"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","334","182","123","67.58"
"28016  :  โรงพยาบาลศิลาลาด","780","4","3","75.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","1,213","662","657","99.24"
"10945  :  โรงพยาบาลโขงเจียม","463","2","2","100.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","2,070","41","26","63.41"
"10948  :  โรงพยาบาลนาจะหลวย","1,687","726","508","69.97"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,202","171","87","50.88"
"10951  :  โรงพยาบาลตระการพืชผล","1,302","7","7","100.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1,008","27","25","92.59"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,396","230","103","44.78"
"10954  :  โรงพยาบาลวารินชำราบ","498","6","2","33.33"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1,427","130","64","49.23"
"10957  :  โรงพยาบาลตาลสุม","578","6","5","83.33"
"10958  :  โรงพยาบาลโพธิ์ไทร","907","246","174","70.73"
"10959  :  โรงพยาบาลสำโรง","881","25","12","48.00"
"10960  :  โรงพยาบาลดอนมดแดง","600","110","66","60.00"
"10961  :  โรงพยาบาลสิรินธร","581","16","12","75.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","726","149","103","69.13"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","813","38","26","68.42"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,043","173","154","89.02"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","49","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","257","182","142","78.02"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,003","327","156","47.71"
"10966  :  โรงพยาบาลป่าติ้ว","1,481","93","36","38.71"
"10967  :  โรงพยาบาลมหาชนะชัย","962","143","59","41.26"
"10968  :  โรงพยาบาลค้อวัง","895","506","280","55.34"
"10969  :  โรงพยาบาลไทยเจริญ","541","2","2","100.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","1,900","68","63","92.65"
"11921  :  โรงพยาบาลนายแพทย์หาญ","427","61","50","81.97"
"04007  :  โรงพยาบาลซับใหญ่","481","75","31","41.33"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","3,034","374","173","46.26"
"10971  :  โรงพยาบาลคอนสวรรค์","1,770","4","1","25.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,871","282","136","48.23"
"10973  :  โรงพยาบาลหนองบัวแดง","1,745","265","155","58.49"
"10974  :  โรงพยาบาลจัตุรัส","2,049","190","99","52.11"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,796","26","9","34.62"
"10976  :  โรงพยาบาลหนองบัวระเหว","918","74","28","37.84"
"10977  :  โรงพยาบาลเทพสถิต","1,689","25","15","60.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,367","12","4","33.33"
"10979  :  โรงพยาบาลบ้านแท่น","1,955","197","93","47.21"
"10980  :  โรงพยาบาลแก้งคร้อ","2,245","244","127","52.05"
"10981  :  โรงพยาบาลคอนสาร","1,335","0","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","785","52","22","42.31"
"10983  :  โรงพยาบาลเนินสง่า","592","14","4","28.57"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","1,122","191","112","58.64"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,009","12","6","50.00"
"10987  :  โรงพยาบาลพนา","796","171","116","67.84"
"10988  :  โรงพยาบาลเสนางคนิคม","1,813","14","11","78.57"
"10989  :  โรงพยาบาลหัวตะพาน","717","0","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","810","6","3","50.00"
"11040  :  โรงพยาบาลบึงกาฬ","1,465","80","62","77.50"
"11041  :  โรงพยาบาลพรเจริญ","1,207","104","52","50.00"
"11043  :  โรงพยาบาลโซ่พิสัย","1,573","459","266","57.95"
"11046  :  โรงพยาบาลเซกา","2,259","82","62","75.61"
"11047  :  โรงพยาบาลปากคาด","1,070","2","1","50.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,556","183","94","51.37"
"11050  :  โรงพยาบาลบุ่งคล้า","350","47","38","80.85"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","121","2","2","100.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,738","103","72","69.90"
"11000  :  โรงพยาบาลน้ำพอง","1,644","1,002","516","51.50"
"11001  :  โรงพยาบาลอุบลรัตน์","949","97","53","54.64"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","574","1","1","100.00"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","892","57","26","45.61"
"11006  :  โรงพยาบาลแวงน้อย","1,490","482","49","10.17"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,974","11","10","90.91"
"11010  :  โรงพยาบาลชนบท","1,716","22","14","63.64"
"11011  :  โรงพยาบาลเขาสวนกวาง","818","78","47","60.26"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","3,238","2,396","2,110","88.06"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","152","2","2","100.00"
"77650  :  โรงพยาบาลเวียงเก่า","137","10","7","70.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","546","5","2","40.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","861","220","145","65.91"
"11014  :  โรงพยาบาลหนองวัวซอ","1,214","724","572","79.01"
"11015  :  โรงพยาบาลกุมภวาปี","2,346","591","335","56.68"
"11016  :  โรงพยาบาลห้วยเกิ้ง","1","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,357","669","449","67.12"
"11018  :  โรงพยาบาลหนองหาน","2,643","585","395","67.52"
"11019  :  โรงพยาบาลทุ่งฝน","1,361","1,200","826","68.83"
"11020  :  โรงพยาบาลไชยวาน","1,415","116","91","78.45"
"11021  :  โรงพยาบาลศรีธาตุ","737","56","34","60.71"
"11022  :  โรงพยาบาลวังสามหมอ","1,144","589","476","80.81"
"11023  :  โรงพยาบาลบ้านผือ","1,807","1,504","1,136","75.53"
"11024  :  โรงพยาบาลน้ำโสม","2,114","229","150","65.50"
"11025  :  โรงพยาบาลเพ็ญ","1,712","86","48","55.81"
"11026  :  โรงพยาบาลสร้างคอม","1,226","180","88","48.89"
"11027  :  โรงพยาบาลหนองแสง","1,054","392","375","95.66"
"11028  :  โรงพยาบาลนายูง","459","42","20","47.62"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","638","65","49","75.38"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,595","531","323","60.83"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1,878","17","13","76.47"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","3,649","699","368","52.65"
"11030  :  โรงพยาบาลนาด้วง","1,415","801","547","68.29"
"11031  :  โรงพยาบาลเชียงคาน","2,124","580","389","67.07"
"11032  :  โรงพยาบาลปากชม","723","381","249","65.35"
"11033  :  โรงพยาบาลนาแห้ว","356","78","42","53.85"
"11034  :  โรงพยาบาลภูเรือ","956","139","73","52.52"
"11035  :  โรงพยาบาลท่าลี่","798","126","77","61.11"
"11036  :  โรงพยาบาลวังสะพุง","2,690","2,041","1,119","54.83"
"11037  :  โรงพยาบาลภูกระดึง","1,987","386","233","60.36"
"11038  :  โรงพยาบาลภูหลวง","1,072","692","438","63.29"
"11039  :  โรงพยาบาลผาขาว","1,327","421","282","66.98"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,744","459","285","62.09"
"14133  :  โรงพยาบาลเอราวัณ","1,027","465","223","47.96"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","134","13","7","53.85"
"10706  :  โรงพยาบาลหนองคาย","3,755","65","32","49.23"
"11042  :  โรงพยาบาลโพนพิสัย","823","89","63","70.79"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,868","111","70","63.06"
"11045  :  โรงพยาบาลสังคม","491","53","25","47.17"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","2,874","205","90","43.90"
"14558  :  โรงพยาบาลพิสัยเวช","1,626","308","182","59.09"
"21356  :  โรงพยาบาลสระใคร","283","5","4","80.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","225","6","4","66.67"
"28811  :  โรงพยาบาลเฝ้าไร่","499","57","31","54.39"
"28815  :  โรงพยาบาลรัตนวาปี","132","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","1,017","130","52","40.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","3,106","351","243","69.23"
"11053  :  โรงพยาบาลกันทรวิชัย","1,516","146","85","58.22"
"11054  :  โรงพยาบาลเชียงยืน","2,272","277","137","49.46"
"11055  :  โรงพยาบาลบรบือ","2,908","659","578","87.71"
"11056  :  โรงพยาบาลนาเชือก","827","70","51","72.86"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","1,973","187","110","58.82"
"11058  :  โรงพยาบาลวาปีปทุม","2,183","274","146","53.28"
"11059  :  โรงพยาบาลนาดูน","708","14","10","71.43"
"11060  :  โรงพยาบาลยางสีสุราช","956","113","79","69.91"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,129","22","7","31.82"
"24704  :  โรงพยาบาลกุดรัง","335","120","82","68.33"
"28843  :  โรงพยาบาลชื่นชม","20","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,222","7","3","42.86"
"11062  :  โรงพยาบาลปทุมรัตต์","1,591","166","82","49.40"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","2,132","18","5","27.78"
"11064  :  โรงพยาบาลธวัชบุรี","1,097","99","56","56.57"
"11065  :  โรงพยาบาลพนมไพร","1,678","164","72","43.90"
"11066  :  โรงพยาบาลโพนทอง","1,980","284","165","58.10"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,119","6","5","83.33"
"11068  :  โรงพยาบาลหนองพอก","1,323","93","55","59.14"
"11069  :  โรงพยาบาลเสลภูมิ","1,861","383","253","66.06"
"11070  :  โรงพยาบาลสุวรรณภูมิ","3,407","146","82","56.16"
"11071  :  โรงพยาบาลเมืองสรวง","817","76","57","75.00"
"11072  :  โรงพยาบาลโพนทราย","1,081","47","32","68.09"
"11073  :  โรงพยาบาลอาจสามารถ","1,638","167","97","58.08"
"11074  :  โรงพยาบาลเมยวดี","775","85","68","80.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","956","51","30","58.82"
"11076  :  โรงพยาบาลจังหาร","1,189","84","40","47.62"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","193","1","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","867","33","18","54.55"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","320","33","19","57.58"
"27989  :  โรงพยาบาลเชียงขวัญ","386","55","40","72.73"
"27990  :  โรงพยาบาลหนองฮี","604","7","4","57.14"
"10709  :  โรงพยาบาลกาฬสินธุ์","1,152","34","14","41.18"
"11077  :  โรงพยาบาลนามน","996","405","339","83.70"
"11078  :  โรงพยาบาลกมลาไสย","1,795","6","1","16.67"
"11079  :  โรงพยาบาลร่องคำ","1,041","155","64","41.29"
"11080  :  โรงพยาบาลเขาวง","1,872","89","59","66.29"
"11081  :  โรงพยาบาลยางตลาด","2,329","358","355","99.16"
"11082  :  โรงพยาบาลห้วยเม็ก","1,394","541","463","85.58"
"11083  :  โรงพยาบาลสหัสขันธ์","848","53","22","41.51"
"11084  :  โรงพยาบาลคำม่วง","1,237","2","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","1,567","7","5","71.43"
"11086  :  โรงพยาบาลหนองกุงศรี","1,141","644","488","75.78"
"11087  :  โรงพยาบาลสมเด็จ","1,557","374","201","53.74"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,382","592","447","75.51"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,745","3","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","1","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","722","511","342","66.93"
"28789  :  โรงพยาบาลฆ้องชัย","678","553","235","42.50"
"28790  :  โรงพยาบาลดอนจาน","501","20","10","50.00"
"28791  :  โรงพยาบาลสามชัย","197","1","1","100.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,122","236","229","97.03"
"11090  :  โรงพยาบาลกุดบาก","789","257","169","65.76"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,109","2","1","50.00"
"11092  :  โรงพยาบาลพังโคน","2,066","619","428","69.14"
"11093  :  โรงพยาบาลวาริชภูมิ","1,512","217","173","79.72"
"11094  :  โรงพยาบาลนิคมน้ำอูน","500","107","70","65.42"
"11095  :  โรงพยาบาลวานรนิวาส","2,110","333","282","84.68"
"11096  :  โรงพยาบาลคำตากล้า","1,725","372","11","2.96"
"11097  :  โรงพยาบาลบ้านม่วง","1,054","259","32","12.36"
"11098  :  โรงพยาบาลอากาศอำนวย","2,050","273","138","50.55"
"11099  :  โรงพยาบาลส่องดาว","1,318","227","225","99.12"
"11100  :  โรงพยาบาลเต่างอย","458","152","100","65.79"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,449","208","110","52.88"
"11102  :  โรงพยาบาลเจริญศิลป์","1,163","194","131","67.53"
"11103  :  โรงพยาบาลโพนนาแก้ว","442","146","95","65.07"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","4,391","1,028","737","71.69"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,238","10","7","70.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","606","28","14","50.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","340","9","3","33.33"
"11104  :  โรงพยาบาลปลาปาก","1,101","908","835","91.96"
"11105  :  โรงพยาบาลท่าอุเทน","804","588","418","71.09"
"11106  :  โรงพยาบาลบ้านแพง","1,298","246","167","67.89"
"11107  :  โรงพยาบาลนาทม","410","253","145","57.31"
"11108  :  โรงพยาบาลเรณูนคร","1,437","1,152","1,057","91.75"
"11109  :  โรงพยาบาลนาแก","1,242","1,070","1,036","96.82"
"11110  :  โรงพยาบาลศรีสงคราม","1,137","104","60","57.69"
"11111  :  โรงพยาบาลนาหว้า","1,599","1,468","939","63.96"
"11112  :  โรงพยาบาลโพนสวรรค์","1,313","78","50","64.10"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","266","131","84","64.12"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","384","329","288","87.54"
"10712  :  โรงพยาบาลมุกดาหาร","3,739","180","109","60.56"
"11113  :  โรงพยาบาลนิคมคำสร้อย","925","39","23","58.97"
"11114  :  โรงพยาบาลดอนตาล","974","932","845","90.67"
"11115  :  โรงพยาบาลดงหลวง","939","565","463","81.95"
"11116  :  โรงพยาบาลคำชะอี","1,003","92","70","76.09"
"11117  :  โรงพยาบาลหว้านใหญ่","259","220","188","85.45"
"11118  :  โรงพยาบาลหนองสูง","528","60","29","48.33"
"06009  :  โรงพยาบาลแม่ตื่น","647","310","209","67.42"
"10713  :  โรงพยาบาลนครพิงค์","24","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","4,449","220","104","47.27"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","2,105","1,242","719","57.89"
"11121  :  โรงพยาบาลเชียงดาว","2,602","112","55","49.11"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","1,170","93","45","48.39"
"11125  :  โรงพยาบาลฝาง","1","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","841","44","26","59.09"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,805","98","63","64.29"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","1,912","32","12","37.50"
"11133  :  โรงพยาบาลดอยเต่า","678","254","158","62.20"
"11134  :  โรงพยาบาลอมก๋อย","958","460","341","74.13"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","875","251","149","59.36"
"11138  :  โรงพยาบาลแม่วาง","1,194","958","681","71.09"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","46","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","668","22","12","54.55"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","2,698","96","41","42.71"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1,685","1","1","100.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","2,076","25","19","76.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","219","2","1","50.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","1,548","160","89","55.63"
"11141  :  โรงพยาบาลบ้านโฮ่ง","2,098","229","168","73.36"
"11142  :  โรงพยาบาลลี้","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","801","735","547","74.42"
"11144  :  โรงพยาบาลป่าซาง","1,266","37","28","75.68"
"11145  :  โรงพยาบาลบ้านธิ","2,325","1,061","763","71.91"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","479","10","10","100.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","547","136","97","71.32"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","2,582","545","320","58.72"
"11147  :  โรงพยาบาลเกาะคา","554","41","28","68.29"
"11148  :  โรงพยาบาลเสริมงาม","1,855","358","230","64.25"
"11149  :  โรงพยาบาลงาว","992","45","25","55.56"
"11150  :  โรงพยาบาลแจ้ห่ม","1,730","982","661","67.31"
"11151  :  โรงพยาบาลวังเหนือ","1,606","225","132","58.67"
"11152  :  โรงพยาบาลเถิน","1,396","309","189","61.17"
"11153  :  โรงพยาบาลแม่พริก","1,438","194","114","58.76"
"11154  :  โรงพยาบาลแม่ทะ","1,513","109","63","57.80"
"11155  :  โรงพยาบาลสบปราบ","2,463","312","192","61.54"
"11156  :  โรงพยาบาลห้างฉัตร","2,142","294","225","76.53"
"11157  :  โรงพยาบาลเมืองปาน","1,155","635","386","60.79"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","4,496","233","115","49.36"
"11158  :  โรงพยาบาลตรอน","1,545","416","93","22.36"
"11159  :  โรงพยาบาลท่าปลา","1,355","1,275","884","69.33"
"11160  :  โรงพยาบาลน้ำปาด","1,195","153","75","49.02"
"11161  :  โรงพยาบาลฟากท่า","1,085","276","156","56.52"
"11162  :  โรงพยาบาลบ้านโคก","613","212","115","54.25"
"11163  :  โรงพยาบาลพิชัย","1,454","293","91","31.06"
"11164  :  โรงพยาบาลลับแล","1,885","1,600","793","49.56"
"11165  :  โรงพยาบาลทองแสนขัน","1,036","196","91","46.43"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","47","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","949","136","84","61.76"
"11167  :  โรงพยาบาลลอง","2,332","304","247","81.25"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","2,679","525","356","67.81"
"11171  :  โรงพยาบาลวังชิ้น","1,088","621","236","38.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","705","57","45","78.95"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","2,126","288","169","58.68"
