"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"10921  :  โรงพยาบาลสนม","1,051","56","34","60.71"
"10922  :  โรงพยาบาลศีขรภูมิ","1,836","68","37","54.41"
"10923  :  โรงพยาบาลสังขะ","1,339","150","87","58.00"
"10924  :  โรงพยาบาลลำดวน","1,276","229","135","58.95"
"10925  :  โรงพยาบาลสำโรงทาบ","1,233","12","9","75.00"
"10926  :  โรงพยาบาลบัวเชด","813","218","149","68.35"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","81","14","11","78.57"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","440","286","205","71.68"
"27842  :  โรงพยาบาลเขวาสินรินทร์","591","45","35","77.78"
"27843  :  โรงพยาบาลศรีณรงค์","503","70","56","80.00"
"27844  :  โรงพยาบาลโนนนารายณ์","443","2","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","0","1,113","704","63.25"
"10928  :  โรงพยาบาลกันทรารมย์","0","1,188","513","43.18"
"10929  :  โรงพยาบาลกันทรลักษ์","0","949","650","68.49"
"10930  :  โรงพยาบาลขุขันธ์","0","2,395","1,419","59.25"
"10931  :  โรงพยาบาลไพรบึง","0","440","174","39.55"
"10932  :  โรงพยาบาลปรางค์กู่","0","927","655","70.66"
"10933  :  โรงพยาบาลขุนหาญ","0","1,871","743","39.71"
"10934  :  โรงพยาบาลราษีไศล","0","468","265","56.62"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","1,491","260","17.44"
"10936  :  โรงพยาบาลบึงบูรพ์","0","940","670","71.28"
"10937  :  โรงพยาบาลห้วยทับทัน","0","862","554","64.27"
"10938  :  โรงพยาบาลโนนคูณ","0","408","266","65.20"
"10939  :  โรงพยาบาลศรีรัตนะ","0","692","336","48.55"
"10940  :  โรงพยาบาลวังหิน","0","1,743","1,223","70.17"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","1,164","833","71.56"
"10942  :  โรงพยาบาลภูสิงห์","0","362","318","87.85"
"10943  :  โรงพยาบาลเมืองจันทร์","0","160","89","55.63"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","404","298","73.76"
"28014  :  โรงพยาบาลพยุห์","0","434","210","48.39"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","400","228","57.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","270","171","63.33"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","1,629","1,001","61.45"
"10948  :  โรงพยาบาลนาจะหลวย","0","2,609","1,697","65.04"
"10949  :  โรงพยาบาลน้ำยืน","0","180","143","79.44"
"10950  :  โรงพยาบาลบุณฑริก","0","1,103","604","54.76"
"10951  :  โรงพยาบาลตระการพืชผล","0","4","4","100.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","1,960","780","39.80"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","20","17","85.00"
"10957  :  โรงพยาบาลตาลสุม","0","481","294","61.12"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","1,035","414","40.00"
"10959  :  โรงพยาบาลสำโรง","0","656","279","42.53"
"10960  :  โรงพยาบาลดอนมดแดง","0","1,345","958","71.23"
"10961  :  โรงพยาบาลสิรินธร","0","2,165","2,062","95.24"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","80","72","90.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","482","219","45.44"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","75","66","88.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","261","155","59.39"
"24821  :  โรงพยาบาลนาเยีย","0","665","494","74.29"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","529","427","80.72"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","330","232","70.30"
"10701  :  โรงพยาบาลยโสธร","0","4,898","3,485","71.15"
"10963  :  โรงพยาบาลทรายมูล","0","824","655","79.49"
"10964  :  โรงพยาบาลกุดชุม","0","1,130","842","74.51"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","3,094","1,977","63.90"
"10966  :  โรงพยาบาลป่าติ้ว","0","107","72","67.29"
"10967  :  โรงพยาบาลมหาชนะชัย","0","2,885","1,904","66.00"
"10968  :  โรงพยาบาลค้อวัง","0","2,962","2,041","68.91"
"10969  :  โรงพยาบาลไทยเจริญ","0","851","640","75.21"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","652","537","82.36"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","7","6","85.71"
"04007  :  โรงพยาบาลซับใหญ่","0","887","648","73.06"
"10702  :  โรงพยาบาลชัยภูมิ","0","2,716","2,171","79.93"
"10970  :  โรงพยาบาลบ้านเขว้า","0","1,360","727","53.46"
"10971  :  โรงพยาบาลคอนสวรรค์","0","611","433","70.87"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","1,448","1,039","71.75"
"10973  :  โรงพยาบาลหนองบัวแดง","0","5,861","4,100","69.95"
"10974  :  โรงพยาบาลจัตุรัส","0","1,534","1,023","66.69"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","268","51","19.03"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","1,124","703","62.54"
"10977  :  โรงพยาบาลเทพสถิต","0","2,002","1,103","55.09"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","2,178","1,292","59.32"
"10979  :  โรงพยาบาลบ้านแท่น","0","1,695","901","53.16"
"10980  :  โรงพยาบาลแก้งคร้อ","0","6,928","4,605","66.47"
"10981  :  โรงพยาบาลคอนสาร","0","432","212","49.07"
"10982  :  โรงพยาบาลภักดีชุมพล","0","1,503","687","45.71"
"10983  :  โรงพยาบาลเนินสง่า","0","1,826","1,359","74.42"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","997","147","89","60.54"
"10986  :  โรงพยาบาลปทุมราชวงศา","901","105","54","51.43"
"10987  :  โรงพยาบาลพนา","869","203","134","66.01"
"10988  :  โรงพยาบาลเสนางคนิคม","1,542","408","302","74.02"
"10989  :  โรงพยาบาลหัวตะพาน","608","232","121","52.16"
"10990  :  โรงพยาบาลลืออำนาจ","787","120","82","68.33"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,057","8","2","25.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,094","232","140","60.34"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,320","370","231","62.43"
"11050  :  โรงพยาบาลบุ่งคล้า","299","11","5","45.45"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","3","3","100.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","11","10","90.91"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","168","10","6","60.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,332","40","22","55.00"
"11000  :  โรงพยาบาลน้ำพอง","1,449","635","299","47.09"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","503","12","9","75.00"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","8","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,763","10","5","50.00"
"11010  :  โรงพยาบาลชนบท","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","378","5","2","40.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","3","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","298","56","38","67.86"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","2,323","829","35.69"
"11014  :  โรงพยาบาลหนองวัวซอ","0","1,464","832","56.83"
"11015  :  โรงพยาบาลกุมภวาปี","0","4,872","3,464","71.10"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","557","376","67.50"
"11017  :  โรงพยาบาลโนนสะอาด","0","3,751","3,065","81.71"
"11018  :  โรงพยาบาลหนองหาน","0","4,421","2,809","63.54"
"11019  :  โรงพยาบาลทุ่งฝน","0","1,724","1,166","67.63"
"11020  :  โรงพยาบาลไชยวาน","0","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","4,631","3,527","76.16"
"11023  :  โรงพยาบาลบ้านผือ","0","2,390","1,621","67.82"
"11024  :  โรงพยาบาลน้ำโสม","0","1,536","1,230","80.08"
"11025  :  โรงพยาบาลเพ็ญ","0","824","427","51.82"
"11026  :  โรงพยาบาลสร้างคอม","0","855","492","57.54"
"11027  :  โรงพยาบาลหนองแสง","0","1,198","832","69.45"
"11028  :  โรงพยาบาลนายูง","0","1,788","1,367","76.45"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","783","589","75.22"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","0","1,971","1,722","87.37"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","1,929","1,417","73.46"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","1","1","100.00"
"10705  :  โรงพยาบาลเลย","3,258","830","282","33.98"
"11030  :  โรงพยาบาลนาด้วง","1,115","175","147","84.00"
"11031  :  โรงพยาบาลเชียงคาน","1,780","240","120","50.00"
"11032  :  โรงพยาบาลปากชม","594","105","53","50.48"
"11033  :  โรงพยาบาลนาแห้ว","319","63","36","57.14"
"11034  :  โรงพยาบาลภูเรือ","807","124","85","68.55"
"11035  :  โรงพยาบาลท่าลี่","703","155","120","77.42"
"11036  :  โรงพยาบาลวังสะพุง","2,425","464","260","56.03"
"11037  :  โรงพยาบาลภูกระดึง","1,747","226","136","60.18"
"11038  :  โรงพยาบาลภูหลวง","932","161","100","62.11"
"11039  :  โรงพยาบาลผาขาว","1,169","244","162","66.39"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,497","230","142","61.74"
"14133  :  โรงพยาบาลเอราวัณ","899","52","34","65.38"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","119","4","1","25.00"
"10706  :  โรงพยาบาลหนองคาย","0","1,650","1,468","88.97"
"11042  :  โรงพยาบาลโพนพิสัย","0","20","18","90.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","0","647","437","67.54"
"11045  :  โรงพยาบาลสังคม","0","1,474","891","60.45"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","0","2,332","1,532","65.69"
"14558  :  โรงพยาบาลพิสัยเวช","0","4,007","2,620","65.39"
"21356  :  โรงพยาบาลสระใคร","0","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","36","36","100.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","8","6","75.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","3,248","2,629","80.94"
"11051  :  โรงพยาบาลแกดำ","0","2,267","1,612","71.11"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","8,637","6,479","75.01"
"11053  :  โรงพยาบาลกันทรวิชัย","0","4,946","3,912","79.09"
"11054  :  โรงพยาบาลเชียงยืน","0","5,798","3,891","67.11"
"11055  :  โรงพยาบาลบรบือ","0","5,634","4,472","79.38"
"11056  :  โรงพยาบาลนาเชือก","0","3,159","2,341","74.11"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","0","6,994","5,142","73.52"
"11058  :  โรงพยาบาลวาปีปทุม","0","6,104","3,751","61.45"
"11059  :  โรงพยาบาลนาดูน","0","1,114","759","68.13"
"11060  :  โรงพยาบาลยางสีสุราช","0","1,700","1,262","74.24"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","322","279","86.65"
"24704  :  โรงพยาบาลกุดรัง","0","1,765","1,181","66.91"
"28843  :  โรงพยาบาลชื่นชม","0","972","744","76.54"
"10708  :  โรงพยาบาลร้อยเอ็ด","42","11","9","81.82"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,917","164","82","50.00"
"11062  :  โรงพยาบาลปทุมรัตต์","1,425","493","373","75.66"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,889","88","61","69.32"
"11064  :  โรงพยาบาลธวัชบุรี","896","108","59","54.63"
"11065  :  โรงพยาบาลพนมไพร","1","1","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","1,712","101","69","68.32"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,291","20","15","75.00"
"11068  :  โรงพยาบาลหนองพอก","1,248","167","104","62.28"
"11069  :  โรงพยาบาลเสลภูมิ","1,812","214","139","64.95"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,877","276","130","47.10"
"11071  :  โรงพยาบาลเมืองสรวง","640","47","39","82.98"
"11072  :  โรงพยาบาลโพนทราย","897","203","128","63.05"
"11073  :  โรงพยาบาลอาจสามารถ","1,378","174","98","56.32"
"11074  :  โรงพยาบาลเมยวดี","684","95","63","66.32"
"11075  :  โรงพยาบาลศรีสมเด็จ","876","109","57","52.29"
"11076  :  โรงพยาบาลจังหาร","1,025","98","51","52.04"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","242","36","27","75.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,176","104","72","69.23"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","283","49","26","53.06"
"27989  :  โรงพยาบาลเชียงขวัญ","350","53","32","60.38"
"27990  :  โรงพยาบาลหนองฮี","527","64","37","57.81"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","1,404","700","49.86"
"11077  :  โรงพยาบาลนามน","0","1,187","562","47.35"
"11078  :  โรงพยาบาลกมลาไสย","0","375","235","62.67"
"11079  :  โรงพยาบาลร่องคำ","0","1,269","705","55.56"
"11080  :  โรงพยาบาลเขาวง","0","2,451","1,438","58.67"
"11081  :  โรงพยาบาลยางตลาด","0","6,168","4,471","72.49"
"11082  :  โรงพยาบาลห้วยเม็ก","0","2,421","1,790","73.94"
"11083  :  โรงพยาบาลสหัสขันธ์","0","552","350","63.41"
"11084  :  โรงพยาบาลคำม่วง","0","541","323","59.70"
"11085  :  โรงพยาบาลท่าคันโท","0","534","333","62.36"
"11086  :  โรงพยาบาลหนองกุงศรี","0","2,914","1,619","55.56"
"11087  :  โรงพยาบาลสมเด็จ","0","3,412","1,946","57.03"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","1,735","935","53.89"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","5,705","1,927","33.78"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","1,074","416","38.73"
"28789  :  โรงพยาบาลฆ้องชัย","0","778","508","65.30"
"28790  :  โรงพยาบาลดอนจาน","0","106","87","82.08"
"28791  :  โรงพยาบาลสามชัย","0","648","460","70.99"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","0","600","211","35.17"
"11090  :  โรงพยาบาลกุดบาก","0","1,160","763","65.78"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","740","283","38.24"
"11092  :  โรงพยาบาลพังโคน","0","3,710","2,436","65.66"
"11093  :  โรงพยาบาลวาริชภูมิ","0","1,284","620","48.29"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","2,051","1,411","68.80"
"11095  :  โรงพยาบาลวานรนิวาส","0","2,110","991","46.97"
"11096  :  โรงพยาบาลคำตากล้า","0","1,371","591","43.11"
"11097  :  โรงพยาบาลบ้านม่วง","0","4,307","2,502","58.09"
"11098  :  โรงพยาบาลอากาศอำนวย","0","2,561","1,748","68.25"
"11099  :  โรงพยาบาลส่องดาว","0","3,441","2,114","61.44"
"11100  :  โรงพยาบาลเต่างอย","0","1,433","343","23.94"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","1,404","734","52.28"
"11102  :  โรงพยาบาลเจริญศิลป์","0","2,418","1,785","73.82"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","713","392","54.98"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","5,042","2,552","50.61"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","1,768","1,299","73.47"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","17","4","3","75.00"
"11104  :  โรงพยาบาลปลาปาก","970","40","25","62.50"
"11105  :  โรงพยาบาลท่าอุเทน","721","114","67","58.77"
"11106  :  โรงพยาบาลบ้านแพง","1,204","44","18","40.91"
"11107  :  โรงพยาบาลนาทม","325","124","78","62.90"
"11108  :  โรงพยาบาลเรณูนคร","1,257","480","332","69.17"
"11109  :  โรงพยาบาลนาแก","996","679","460","67.75"
"11110  :  โรงพยาบาลศรีสงคราม","986","127","57","44.88"
"11111  :  โรงพยาบาลนาหว้า","1,725","389","262","67.35"
"11112  :  โรงพยาบาลโพนสวรรค์","1,232","334","238","71.26"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","283","194","142","73.20"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","302","116","50","43.10"
"10712  :  โรงพยาบาลมุกดาหาร","0","4,627","3,584","77.46"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","1,318","644","48.86"
"11114  :  โรงพยาบาลดอนตาล","0","2,468","1,579","63.98"
"11115  :  โรงพยาบาลดงหลวง","0","3,156","2,193","69.49"
"11116  :  โรงพยาบาลคำชะอี","0","3,480","2,724","78.28"
"11117  :  โรงพยาบาลหว้านใหญ่","0","3,611","2,545","70.48"
"11118  :  โรงพยาบาลหนองสูง","0","2,360","1,728","73.22"
"06009  :  โรงพยาบาลแม่ตื่น","0","624","363","58.17"
"10713  :  โรงพยาบาลนครพิงค์","0","2,627","1,428","54.36"
"11119  :  โรงพยาบาลจอมทอง","0","788","612","77.66"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","1,695","840","49.56"
"11121  :  โรงพยาบาลเชียงดาว","0","2,928","2,444","83.47"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","688","597","86.77"
"11123  :  โรงพยาบาลแม่แตง","0","4,259","3,451","81.03"
"11124  :  โรงพยาบาลสะเมิง","0","2,528","1,810","71.60"
"11125  :  โรงพยาบาลฝาง","0","6,572","3,799","57.81"
"11126  :  โรงพยาบาลแม่อาย","0","337","289","85.76"
"11127  :  โรงพยาบาลพร้าว","0","405","253","62.47"
"11128  :  โรงพยาบาลสันป่าตอง","0","1,838","1,105","60.12"
"11129  :  โรงพยาบาลสันกำแพง","0","2,936","2,029","69.11"
"11130  :  โรงพยาบาลสันทราย","0","928","864","93.10"
"11131  :  โรงพยาบาลหางดง","0","1,018","899","88.31"
"11132  :  โรงพยาบาลฮอด","0","635","421","66.30"
"11133  :  โรงพยาบาลดอยเต่า","0","2,678","2,056","76.77"
"11134  :  โรงพยาบาลอมก๋อย","0","3,536","2,874","81.28"
"11135  :  โรงพยาบาลสารภี","0","855","644","75.32"
"11136  :  โรงพยาบาลเวียงแหง","0","436","343","78.67"
"11137  :  โรงพยาบาลไชยปราการ","0","2,403","1,668","69.41"
"11138  :  โรงพยาบาลแม่วาง","0","2,640","1,981","75.04"
"11139  :  โรงพยาบาลแม่ออน","0","662","399","60.27"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","847","701","82.76"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","77","10","12.99"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","234","167","71.37"
"10714  :  โรงพยาบาลลำพูน","0","677","329","48.60"
"11140  :  โรงพยาบาลแม่ทา","0","2,044","1,629","79.70"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","1,117","769","68.85"
"11142  :  โรงพยาบาลลี้","0","4,756","3,046","64.05"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","2,033","1,625","79.93"
"11144  :  โรงพยาบาลป่าซาง","0","1,654","897","54.23"
"11145  :  โรงพยาบาลบ้านธิ","0","3,835","3,131","81.64"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","926","683","73.76"
"10672  :  โรงพยาบาลลำปาง","0","1,805","861","47.70"
"11146  :  โรงพยาบาลแม่เมาะ","0","3,884","2,936","75.59"
"11147  :  โรงพยาบาลเกาะคา","0","1,135","699","61.59"
"11148  :  โรงพยาบาลเสริมงาม","0","2,527","1,952","77.25"
"11149  :  โรงพยาบาลงาว","0","2,809","1,474","52.47"
"11150  :  โรงพยาบาลแจ้ห่ม","0","2,055","1,468","71.44"
"11151  :  โรงพยาบาลวังเหนือ","0","3,017","2,255","74.74"
"11152  :  โรงพยาบาลเถิน","0","933","720","77.17"
"11153  :  โรงพยาบาลแม่พริก","0","1,359","910","66.96"
"11154  :  โรงพยาบาลแม่ทะ","0","1,386","819","59.09"
"11155  :  โรงพยาบาลสบปราบ","0","2,484","1,733","69.77"
"11156  :  โรงพยาบาลห้างฉัตร","0","1,632","1,267","77.63"
"11157  :  โรงพยาบาลเมืองปาน","0","1,713","1,242","72.50"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","0","8,776","5,477","62.41"
"11158  :  โรงพยาบาลตรอน","0","948","488","51.48"
"11159  :  โรงพยาบาลท่าปลา","0","3,093","2,052","66.34"
"11160  :  โรงพยาบาลน้ำปาด","0","2,821","1,725","61.15"
"11161  :  โรงพยาบาลฟากท่า","0","463","231","49.89"
"11162  :  โรงพยาบาลบ้านโคก","0","811","557","68.68"
"11163  :  โรงพยาบาลพิชัย","0","1,878","597","31.79"
"11164  :  โรงพยาบาลลับแล","0","582","294","50.52"
"11165  :  โรงพยาบาลทองแสนขัน","0","2,848","1,856","65.17"
