"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","867","673","77.62"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","36","18","50.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","935","772","82.57"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","0","266","89","33.46"
"10928  :  โรงพยาบาลกันทรารมย์","0","1,077","384","35.65"
"10929  :  โรงพยาบาลกันทรลักษ์","0","546","215","39.38"
"10930  :  โรงพยาบาลขุขันธ์","0","1,713","709","41.39"
"10931  :  โรงพยาบาลไพรบึง","0","817","485","59.36"
"10932  :  โรงพยาบาลปรางค์กู่","0","1,052","769","73.10"
"10933  :  โรงพยาบาลขุนหาญ","0","1,615","502","31.08"
"10934  :  โรงพยาบาลราษีไศล","0","936","334","35.68"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","372","118","31.72"
"10936  :  โรงพยาบาลบึงบูรพ์","0","1,285","734","57.12"
"10937  :  โรงพยาบาลห้วยทับทัน","0","1,562","889","56.91"
"10938  :  โรงพยาบาลโนนคูณ","0","281","183","65.12"
"10939  :  โรงพยาบาลศรีรัตนะ","0","490","186","37.96"
"10940  :  โรงพยาบาลวังหิน","0","1,120","836","74.64"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","161","115","71.43"
"10942  :  โรงพยาบาลภูสิงห์","0","348","308","88.51"
"10943  :  โรงพยาบาลเมืองจันทร์","0","80","48","60.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","482","364","75.52"
"28014  :  โรงพยาบาลพยุห์","0","170","65","38.24"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","65","42","64.62"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","10","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","1","1","100.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","531","248","46.70"
"10949  :  โรงพยาบาลน้ำยืน","0","167","70","41.92"
"10950  :  โรงพยาบาลบุณฑริก","0","95","62","65.26"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","42","17","40.48"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","146","130","89.04"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","21","21","100.00"
"10961  :  โรงพยาบาลสิรินธร","0","131","95","72.52"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","2","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","19","11","57.89"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","131","99","75.57"
"10963  :  โรงพยาบาลทรายมูล","0","282","195","69.15"
"10964  :  โรงพยาบาลกุดชุม","0","1,345","1,039","77.25"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","1,673","1,086","64.91"
"10966  :  โรงพยาบาลป่าติ้ว","0","19","19","100.00"
"10967  :  โรงพยาบาลมหาชนะชัย","0","1,734","1,090","62.86"
"10968  :  โรงพยาบาลค้อวัง","0","2,151","1,442","67.04"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","254","254","100.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","26","24","92.31"
"04007  :  โรงพยาบาลซับใหญ่","0","445","218","48.99"
"10702  :  โรงพยาบาลชัยภูมิ","0","718","691","96.24"
"10970  :  โรงพยาบาลบ้านเขว้า","0","1,408","719","51.07"
"10971  :  โรงพยาบาลคอนสวรรค์","0","777","380","48.91"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","1,291","872","67.54"
"10973  :  โรงพยาบาลหนองบัวแดง","0","3,785","2,673","70.62"
"10974  :  โรงพยาบาลจัตุรัส","0","1,710","992","58.01"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","75","15","20.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","718","374","52.09"
"10977  :  โรงพยาบาลเทพสถิต","0","1,521","812","53.39"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","712","375","52.67"
"10979  :  โรงพยาบาลบ้านแท่น","0","359","95","26.46"
"10980  :  โรงพยาบาลแก้งคร้อ","0","6,647","4,569","68.74"
"10981  :  โรงพยาบาลคอนสาร","0","510","278","54.51"
"10982  :  โรงพยาบาลภักดีชุมพล","0","1,370","781","57.01"
"10983  :  โรงพยาบาลเนินสง่า","0","1,660","1,151","69.34"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","2,140","895","41.82"
"10985  :  โรงพยาบาลชานุมาน","911","109","69","63.30"
"10986  :  โรงพยาบาลปทุมราชวงศา","819","141","77","54.61"
"10987  :  โรงพยาบาลพนา","803","122","63","51.64"
"10988  :  โรงพยาบาลเสนางคนิคม","1,433","328","218","66.46"
"10989  :  โรงพยาบาลหัวตะพาน","547","49","28","57.14"
"10990  :  โรงพยาบาลลืออำนาจ","720","105","69","65.71"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","957","0","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,024","58","25","43.10"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,243","364","218","59.89"
"11050  :  โรงพยาบาลบุ่งคล้า","273","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","2","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","150","7","4","57.14"
"10995  :  โรงพยาบาลบ้านฝาง","0","76","66","86.84"
"10996  :  โรงพยาบาลพระยืน","0","79","72","91.14"
"10997  :  โรงพยาบาลหนองเรือ","0","1,967","1,624","82.56"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,244","1","1","100.00"
"11000  :  โรงพยาบาลน้ำพอง","1,354","1","1","100.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","1,170","850","72.65"
"11002  :  โรงพยาบาลบ้านไผ่","0","384","362","94.27"
"11003  :  โรงพยาบาลเปือยน้อย","461","12","6","50.00"
"11004  :  โรงพยาบาลพล","0","10,375","6,380","61.49"
"11005  :  โรงพยาบาลแวงใหญ่","0","2,695","1,841","68.31"
"11006  :  โรงพยาบาลแวงน้อย","8","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","587","422","71.89"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,645","27","22","81.48"
"11010  :  โรงพยาบาลชนบท","0","8","8","100.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","2,991","2,235","74.72"
"11012  :  โรงพยาบาลภูผาม่าน","0","1,271","709","55.78"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","2","2","100.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","351","4","3","75.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","173","172","99.42"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","3","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","269","125","90","72.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","707","1","1","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","879","83","37","44.58"
"11015  :  โรงพยาบาลกุมภวาปี","1,713","234","100","42.74"
"11016  :  โรงพยาบาลห้วยเกิ้ง","286","25","13","52.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,134","146","74","50.68"
"11018  :  โรงพยาบาลหนองหาน","1,824","314","190","60.51"
"11019  :  โรงพยาบาลทุ่งฝน","1,126","244","140","57.38"
"11020  :  โรงพยาบาลไชยวาน","1,122","16","15","93.75"
"11021  :  โรงพยาบาลศรีธาตุ","656","8","5","62.50"
"11022  :  โรงพยาบาลวังสามหมอ","953","131","95","72.52"
"11023  :  โรงพยาบาลบ้านผือ","1,576","141","66","46.81"
"11024  :  โรงพยาบาลน้ำโสม","1,552","65","38","58.46"
"11025  :  โรงพยาบาลเพ็ญ","1,330","157","80","50.96"
"11026  :  โรงพยาบาลสร้างคอม","1,033","121","52","42.98"
"11027  :  โรงพยาบาลหนองแสง","844","78","41","52.56"
"11028  :  โรงพยาบาลนายูง","400","173","99","57.23"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","423","3","2","66.67"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,155","272","174","63.97"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1,987","18","9","50.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","570","18","11","61.11"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","0","631","345","54.68"
"11030  :  โรงพยาบาลนาด้วง","0","208","109","52.40"
"11031  :  โรงพยาบาลเชียงคาน","0","25","0","0.00"
"11032  :  โรงพยาบาลปากชม","0","411","145","35.28"
"11033  :  โรงพยาบาลนาแห้ว","0","417","139","33.33"
"11034  :  โรงพยาบาลภูเรือ","0","529","178","33.65"
"11035  :  โรงพยาบาลท่าลี่","0","15","1","6.67"
"11036  :  โรงพยาบาลวังสะพุง","0","614","328","53.42"
"11037  :  โรงพยาบาลภูกระดึง","0","570","193","33.86"
"11038  :  โรงพยาบาลภูหลวง","0","214","65","30.37"
"11039  :  โรงพยาบาลผาขาว","0","216","77","35.65"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","0","733","359","48.98"
"14133  :  โรงพยาบาลเอราวัณ","0","515","51","9.90"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","0","172","106","61.63"
"10706  :  โรงพยาบาลหนองคาย","0","1,360","949","69.78"
"11042  :  โรงพยาบาลโพนพิสัย","0","0","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","0","832","554","66.59"
"11045  :  โรงพยาบาลสังคม","0","885","663","74.92"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","0","1,436","621","43.25"
"14558  :  โรงพยาบาลพิสัยเวช","0","2,611","2,004","76.75"
"21356  :  โรงพยาบาลสระใคร","0","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","28","28","100.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","35","27","77.14"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","1,268","358","28.23"
"11051  :  โรงพยาบาลแกดำ","0","313","167","53.35"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","1,021","641","62.78"
"11053  :  โรงพยาบาลกันทรวิชัย","0","1,459","652","44.69"
"11054  :  โรงพยาบาลเชียงยืน","0","1,726","673","38.99"
"11055  :  โรงพยาบาลบรบือ","0","1,652","773","46.79"
"11056  :  โรงพยาบาลนาเชือก","0","761","288","37.84"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","0","1,604","561","34.98"
"11058  :  โรงพยาบาลวาปีปทุม","0","1,309","485","37.05"
"11059  :  โรงพยาบาลนาดูน","0","454","127","27.97"
"11060  :  โรงพยาบาลยางสีสุราช","0","234","94","40.17"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","37","7","3","42.86"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,737","122","46","37.70"
"11062  :  โรงพยาบาลปทุมรัตต์","1,339","262","133","50.76"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,761","53","31","58.49"
"11064  :  โรงพยาบาลธวัชบุรี","831","74","30","40.54"
"11065  :  โรงพยาบาลพนมไพร","0","0","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","1,561","80","55","68.75"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,199","26","19","73.08"
"11068  :  โรงพยาบาลหนองพอก","1,147","108","63","58.33"
"11069  :  โรงพยาบาลเสลภูมิ","1,694","279","169","60.57"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,678","230","119","51.74"
"11071  :  โรงพยาบาลเมืองสรวง","593","36","22","61.11"
"11072  :  โรงพยาบาลโพนทราย","819","289","193","66.78"
"11073  :  โรงพยาบาลอาจสามารถ","1,267","114","51","44.74"
"11074  :  โรงพยาบาลเมยวดี","629","65","37","56.92"
"11075  :  โรงพยาบาลศรีสมเด็จ","824","101","69","68.32"
"11076  :  โรงพยาบาลจังหาร","951","118","61","51.69"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","207","19","13","68.42"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,108","65","40","61.54"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","274","21","10","47.62"
"27989  :  โรงพยาบาลเชียงขวัญ","321","18","9","50.00"
"27990  :  โรงพยาบาลหนองฮี","491","87","33","37.93"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","211","178","84.36"
"11077  :  โรงพยาบาลนามน","0","319","209","65.52"
"11078  :  โรงพยาบาลกมลาไสย","0","523","306","58.51"
"11079  :  โรงพยาบาลร่องคำ","0","889","678","76.27"
"11080  :  โรงพยาบาลเขาวง","0","1,439","1,103","76.65"
"11081  :  โรงพยาบาลยางตลาด","0","3,248","2,460","75.74"
"11082  :  โรงพยาบาลห้วยเม็ก","0","1,878","1,422","75.72"
"11083  :  โรงพยาบาลสหัสขันธ์","0","806","406","50.37"
"11084  :  โรงพยาบาลคำม่วง","0","801","266","33.21"
"11085  :  โรงพยาบาลท่าคันโท","0","891","431","48.37"
"11086  :  โรงพยาบาลหนองกุงศรี","0","637","424","66.56"
"11087  :  โรงพยาบาลสมเด็จ","0","1,155","801","69.35"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","2,073","1,254","60.49"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","4,182","1,600","38.26"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","206","56","27.18"
"28789  :  โรงพยาบาลฆ้องชัย","0","111","8","7.21"
"28790  :  โรงพยาบาลดอนจาน","0","345","153","44.35"
"28791  :  โรงพยาบาลสามชัย","0","26","10","38.46"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","0","71","45","63.38"
"11090  :  โรงพยาบาลกุดบาก","0","738","396","53.66"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","1,058","465","43.95"
"11092  :  โรงพยาบาลพังโคน","0","155","133","85.81"
"11093  :  โรงพยาบาลวาริชภูมิ","0","1,042","487","46.74"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","1,494","1,015","67.94"
"11095  :  โรงพยาบาลวานรนิวาส","0","3,192","1,608","50.38"
"11096  :  โรงพยาบาลคำตากล้า","0","398","380","95.48"
"11097  :  โรงพยาบาลบ้านม่วง","0","2,355","1,605","68.15"
"11098  :  โรงพยาบาลอากาศอำนวย","0","347","141","40.63"
"11099  :  โรงพยาบาลส่องดาว","0","2,807","1,663","59.24"
"11100  :  โรงพยาบาลเต่างอย","0","447","252","56.38"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","1,204","651","54.07"
"11102  :  โรงพยาบาลเจริญศิลป์","0","1,833","1,377","75.12"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","3,337","1,462","43.81"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","253","207","81.82"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","16","7","2","28.57"
"11104  :  โรงพยาบาลปลาปาก","882","468","369","78.85"
"11105  :  โรงพยาบาลท่าอุเทน","662","118","62","52.54"
"11106  :  โรงพยาบาลบ้านแพง","1,114","9","5","55.56"
"11107  :  โรงพยาบาลนาทม","302","70","49","70.00"
"11108  :  โรงพยาบาลเรณูนคร","1,176","713","594","83.31"
"11109  :  โรงพยาบาลนาแก","916","581","368","63.34"
"11110  :  โรงพยาบาลศรีสงคราม","906","130","72","55.38"
"11111  :  โรงพยาบาลนาหว้า","1,613","360","243","67.50"
"11112  :  โรงพยาบาลโพนสวรรค์","1,148","433","327","75.52"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","253","178","111","62.36"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","274","116","72","62.07"
"10712  :  โรงพยาบาลมุกดาหาร","0","1,477","850","57.55"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","464","242","52.16"
"11114  :  โรงพยาบาลดอนตาล","0","422","249","59.00"
"11115  :  โรงพยาบาลดงหลวง","0","1,398","862","61.66"
"11116  :  โรงพยาบาลคำชะอี","0","2,023","1,326","65.55"
"11117  :  โรงพยาบาลหว้านใหญ่","0","1,670","1,101","65.93"
"11118  :  โรงพยาบาลหนองสูง","0","1,089","686","62.99"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","211","128","60.66"
"11119  :  โรงพยาบาลจอมทอง","0","3,851","2,102","54.58"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","824","550","66.75"
"11121  :  โรงพยาบาลเชียงดาว","0","1,101","528","47.96"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","1,189","685","57.61"
"11123  :  โรงพยาบาลแม่แตง","0","4,123","3,256","78.97"
"11124  :  โรงพยาบาลสะเมิง","0","1,966","1,394","70.91"
"11125  :  โรงพยาบาลฝาง","0","4,760","2,450","51.47"
"11126  :  โรงพยาบาลแม่อาย","0","208","191","91.83"
"11127  :  โรงพยาบาลพร้าว","0","697","287","41.18"
"11128  :  โรงพยาบาลสันป่าตอง","0","1,177","824","70.01"
"11129  :  โรงพยาบาลสันกำแพง","0","1,880","1,394","74.15"
"11130  :  โรงพยาบาลสันทราย","0","1,175","1,045","88.94"
"11131  :  โรงพยาบาลหางดง","0","915","825","90.16"
"11132  :  โรงพยาบาลฮอด","0","1,643","1,175","71.52"
"11133  :  โรงพยาบาลดอยเต่า","0","2,458","1,807","73.52"
"11134  :  โรงพยาบาลอมก๋อย","0","3,689","2,781","75.39"
"11135  :  โรงพยาบาลสารภี","0","523","436","83.37"
"11136  :  โรงพยาบาลเวียงแหง","0","1,415","901","63.67"
"11137  :  โรงพยาบาลไชยปราการ","0","916","591","64.52"
"11138  :  โรงพยาบาลแม่วาง","0","483","387","80.12"
"11139  :  โรงพยาบาลแม่ออน","0","579","304","52.50"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","642","486","75.70"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","402","200","49.75"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","254","190","74.80"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","494","228","46.15"
"11142  :  โรงพยาบาลลี้","0","1,055","582","55.17"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","846","618","73.05"
"11144  :  โรงพยาบาลป่าซาง","0","195","146","74.87"
"11145  :  โรงพยาบาลบ้านธิ","0","3,080","2,358","76.56"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","1,445","1,099","76.06"
"10672  :  โรงพยาบาลลำปาง","0","106","69","65.09"
"11146  :  โรงพยาบาลแม่เมาะ","0","3,066","2,319","75.64"
"11147  :  โรงพยาบาลเกาะคา","0","534","324","60.67"
"11148  :  โรงพยาบาลเสริมงาม","0","1,916","1,384","72.23"
"11149  :  โรงพยาบาลงาว","0","2,088","1,234","59.10"
"11150  :  โรงพยาบาลแจ้ห่ม","0","850","597","70.24"
"11151  :  โรงพยาบาลวังเหนือ","0","1,403","971","69.21"
"11152  :  โรงพยาบาลเถิน","0","505","384","76.04"
"11153  :  โรงพยาบาลแม่พริก","0","851","464","54.52"
"11154  :  โรงพยาบาลแม่ทะ","0","1,412","919","65.08"
"11155  :  โรงพยาบาลสบปราบ","0","1,902","1,578","82.97"
"11156  :  โรงพยาบาลห้างฉัตร","0","1,287","743","57.73"
"11157  :  โรงพยาบาลเมืองปาน","0","1,520","1,133","74.54"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","0","9,169","5,409","58.99"
"11158  :  โรงพยาบาลตรอน","0","793","361","45.52"
"11159  :  โรงพยาบาลท่าปลา","0","2,387","1,540","64.52"
"11160  :  โรงพยาบาลน้ำปาด","0","3,067","1,954","63.71"
"11161  :  โรงพยาบาลฟากท่า","0","433","212","48.96"
"11162  :  โรงพยาบาลบ้านโคก","0","242","172","71.07"
"11163  :  โรงพยาบาลพิชัย","0","2,091","714","34.15"
"11164  :  โรงพยาบาลลับแล","0","104","44","42.31"
"11165  :  โรงพยาบาลทองแสนขัน","0","1,897","1,297","68.37"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","4,567","1,712","37.49"
"11166  :  โรงพยาบาลร้องกวาง","0","992","714","71.98"
"11167  :  โรงพยาบาลลอง","0","4,933","3,937","79.81"
"11169  :  โรงพยาบาลสูงเม่น","0","744","475","63.84"
"11170  :  โรงพยาบาลสอง","0","559","414","74.06"
"11171  :  โรงพยาบาลวังชิ้น","0","1,264","807","63.84"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","276","199","72.10"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","2,382","1,448","60.79"
"10716  :  โรงพยาบาลน่าน","0","326","278","85.28"
"11173  :  โรงพยาบาลแม่จริม","0","1,659","1,175","70.83"
