"โรงพยาบาล","จำนวนประชากรในเขตรับผิดชอบ","จำนวนประชากรสิทธิหลักประกันสุขภาพถ้วนหน้า","จำนวนประชากรสิทธิประกันสังคม","จำนวนประชากรสิทธิข้าราชการ","จำนวนอสม.","จำนวนหลังคาเรือน","จำนวนหมู่บ้าน","จำนวนโรงเรียน","จำนวนนักเรียน","จำนวนศูนย์เด็กเล็ก","จำนวนประชากรอายุ 60 ปี ขึ้นไป","จำนวนประชากรอายุ 0 ถึง 5 ปี","จำนวนอาสาสมัครประจำครอบครัว(อสค.)","จำนวนผู้ช่วยเหลือดูแลผู้สูงอายุที่มีภาวะพึ่งพิง(Caregiver)","จำนวนผู้พิการ","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(คน)","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(ครั้ง)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(คน)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(ครั้ง)"
"10886  :  โรงพยาบาลชุมพวง","7,806","3,651","668","781","0","5,462","29","9","0","5","1,727","492","0","0","112","43,142","163,607","24,470","70,941"
"10887  :  โรงพยาบาลสูงเนิน","18,404","10,680","5,054","1,504","390","15,604","15","4","0","0","3,436","1,067","0","0","214","62,234","180,805","38,782","97,788"
"10888  :  โรงพยาบาลขามทะเลสอ","4,821","2,911","1,093","520","3","2,669","10","4","0","0","1,214","314","0","0","116","27,124","93,367","16,173","43,258"
"10889  :  โรงพยาบาลสีคิ้ว","20,617","13,778","1,852","1,344","2","15,331","24","7","0","0","4,700","728","0","0","162","87,838","294,071","43,465","121,827"
"10890  :  โรงพยาบาลปากช่องนานา","9,776","5,219","3,441","583","48","4,995","8","4","0","0","2,109","285","0","1","50","161,742","446,510","51,727","156,174"
"10891  :  โรงพยาบาลหนองบุญมาก","4,043","3,247","418","270","2","2,489","8","2","0","0","619","227","0","0","44","38,725","132,027","20,651","57,754"
"10892  :  โรงพยาบาลแก้งสนามนาง","5,738","3,980","642","954","144","0","0","0","0","0","1,305","376","0","0","150","21,444","86,397","11,397","41,436"
"10893  :  โรงพยาบาลโนนแดง","4,666","3,791","275","421","0","2,338","17","7","0","0","1,244","329","0","0","98","18,677","68,764","10,700","32,708"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,814","2,261","166","167","2","1,857","8","4","0","2","526","137","0","0","3","27,010","84,001","14,649","42,728"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","2,039","1,731","149","122","70","991","4","2","0","1","521","141","0","0","63","15,676","64,570","9,193","30,353"
"11608  :  โรงพยาบาลลำทะเมนชัย","4,161","1,263","160","144","0","2,216","13","5","0","1","1,047","202","0","0","163","16,210","67,944","8,815","28,148"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","14,692","9,803","1,528","2,164","103","0","0","0","0","0","2,475","970","0","0","65","19,347","49,454","5,873","18,041"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","14,244","9,966","2,334","840","26","0","0","0","0","0","2,996","574","0","0","23","17,028","52,496","3,883","11,014"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,862","284","15","836","0","1,702","4","0","0","0","128","50","0","0","12","3,255","10,140","1,954","4,594"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","4,460","3,765","112","107","1","2,287","11","3","0","4","1,203","268","0","0","94","24,667","96,023","14,627","46,637"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,536","1,235","200","25","11","0","0","0","0","0","260","58","0","0","39","77,067","230,692","49,517","130,826"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","6,923","2,739","29","135","0","10","1","0","0","1","240","82","0","0","7","117,489","463,258","65,954","184,686"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,543","2,527","514","402","0","1,705","11","2","0","2","841","145","0","0","87","26,092","98,560","13,861","41,079"
"27839  :  โรงพยาบาลบัวลาย","2,696","897","122","82","67","1,596","6","2","0","0","715","145","0","0","61","15,065","60,085","7,523","24,529"
"27840  :  โรงพยาบาลสีดา","2,187","1,543","126","220","70","1,101","7","3","0","0","569","107","0","0","24","14,924","59,126","8,238","26,015"
"27841  :  โรงพยาบาลเทพารักษ์","6,137","4,954","243","100","0","2,142","16","4","0","0","1,119","400","0","0","97","16,462","62,146","8,618","25,744"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","8,923","3,408","4,461","308","187","4,592","15","10","0","7","1,555","706","0","0","186","41,416","150,720","21,846","65,221"
"10896  :  โรงพยาบาลกระสัง","6,900","5,458","413","626","27","3,658","14","6","0","2","1,477","451","0","0","187","55,495","180,298","28,040","74,157"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","7,018","3,334","528","424","0","3,223","16","7","0","0","1,659","362","0","0","336","46,405","165,189","21,963","65,133"
"10899  :  โรงพยาบาลละหานทราย","7,517","5,588","435","462","172","5,561","12","0","0","0","1,333","450","0","0","183","47,561","157,539","26,964","75,782"
"10900  :  โรงพยาบาลประโคนชัย","11,312","6,532","1,197","2,666","217","6,077","14","9","0","0","2,639","662","0","0","412","76,683","267,527","40,664","111,636"
"10901  :  โรงพยาบาลบ้านกรวด","10,168","8,377","390","670","243","4,935","23","12","0","1","1,426","568","0","0","138","48,121","173,909","27,320","83,193"
"10902  :  โรงพยาบาลพุทไธสง","7,298","4,518","603","1,115","208","4,284","18","7","0","4","1,874","461","0","0","253","33,897","131,283","16,832","55,374"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","10,567","7,748","522","391","290","4,657","24","10","0","8","2,250","484","0","0","285","65,879","243,251","30,804","97,474"
"10906  :  โรงพยาบาลปะคำ","4,564","3,087","310","357","164","2,499","10","5","0","1","1,079","299","0","0","251","26,433","97,560","13,799","42,370"
"10907  :  โรงพยาบาลนาโพธิ์","3,314","1,579","94","223","113","1,437","10","5","0","3","1,016","207","0","0","277","19,590","86,990","12,110","46,202"
"10908  :  โรงพยาบาลหนองหงส์","4,461","2,834","219","396","125","1,981","15","4","0","3","1,088","283","0","0","129","32,375","130,041","18,243","59,773"
"10909  :  โรงพยาบาลพลับพลาชัย","6,324","3,339","463","323","133","2,577","13","4","0","1","1,214","637","0","0","179","23,966","81,206","14,962","41,398"
"10910  :  โรงพยาบาลห้วยราช","2,688","610","141","157","84","895","10","2","0","2","620","195","0","0","118","15,730","68,645","8,837","26,320"
"10911  :  โรงพยาบาลโนนสุวรรณ","4,361","3,793","142","188","108","2,319","17","3","0","3","840","285","0","0","76","17,056","60,039","9,813","28,517"
"10912  :  โรงพยาบาลชำนิ","2,402","1,941","67","97","79","1,404","8","2","0","3","646","154","0","0","95","23,596","90,690","14,301","40,778"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,564","1,987","193","139","70","1,408","8","3","0","0","702","176","0","0","117","17,796","72,678","11,082","36,805"
"10914  :  โรงพยาบาลโนนดินแดง","6,184","5,042","408","470","193","4,248","12","6","0","1","1,326","327","0","0","245","22,773","92,097","12,550","41,096"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","405","62","22","269","0","633","1","0","0","0","41","0","0","0","1","5,597","18,604","4,495","13,998"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,732","3,514","314","325","79","2,179","17","5","0","0","1,212","322","0","0","114","25,349","90,816","14,780","45,378"
"23578  :  โรงพยาบาลแคนดง","5,665","4,279","475","494","147","2,719","13","5","0","0","1,268","444","0","0","178","20,295","87,918","11,747","40,034"
"28020  :  โรงพยาบาลบ้านด่าน","6,016","4,570","548","373","182","2,435","15","5","0","4","1,418","453","0","0","263","22,682","80,923","11,408","31,505"
"10668  :  โรงพยาบาลสุรินทร์","225","88","10","76","0","62","2","0","0","0","70","1","0","0","1","194,281","698,561","120,917","408,204"
"10915  :  โรงพยาบาลชุมพลบุรี","6,234","5,065","453","674","188","6,415","14","5","0","1","1,316","357","0","0","148","40,380","151,287","17,770","67,620"
"10916  :  โรงพยาบาลท่าตูม","12,103","8,902","956","1,134","252","5,537","22","12","0","11","3,015","821","0","0","300","63,862","234,963","33,781","102,439"
"10917  :  โรงพยาบาลจอมพระ","7,901","6,228","695","838","182","2,960","16","4","0","0","1,811","577","0","0","145","35,650","118,030","19,334","52,942"
"10918  :  โรงพยาบาลปราสาท","9,233","5,939","905","1,161","185","5,358","18","6","0","4","1,922","598","0","0","196","95,475","332,510","53,097","154,711"
"10919  :  โรงพยาบาลกาบเชิง","4,934","2,617","168","282","2","2,772","13","3","0","4","1,091","421","0","0","128","33,969","117,400","17,624","49,204"
"10920  :  โรงพยาบาลรัตนบุรี","9,202","8,166","407","459","0","4,556","31","11","0","12","1,928","671","0","0","110","56,302","216,240","31,299","108,342"
"10921  :  โรงพยาบาลสนม","4,755","3,520","411","529","0","2,159","12","8","0","2","1,272","305","0","0","331","20,390","78,626","12,614","42,354"
"10922  :  โรงพยาบาลศีขรภูมิ","7,754","5,869","359","1,073","225","3,417","15","6","0","3","1,882","435","0","0","327","72,114","250,801","40,795","117,825"
"10923  :  โรงพยาบาลสังขะ","8,538","5,530","233","894","0","4,319","13","2","0","0","1,712","561","0","0","199","62,089","219,301","37,095","97,837"
"10924  :  โรงพยาบาลลำดวน","6,056","4,743","578","488","147","2,389","11","6","0","4","1,467","285","0","0","115","32,580","117,106","22,336","68,171"
"10925  :  โรงพยาบาลสำโรงทาบ","5,506","4,502","135","354","144","2,656","14","7","0","2","1,348","393","0","0","203","23,178","87,557","15,789","47,571"
"10926  :  โรงพยาบาลบัวเชด","6,101","5,485","207","331","0","2,759","13","6","0","2","1,112","360","0","0","26","28,290","106,118","15,918","45,708"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,975","86","172","1,233","0","616","1","2","0","1","101","0","0","1","1","28,618","90,236","10,966","36,218"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,407","2,130","141","125","0","1,102","6","2","0","0","536","135","0","0","98","24,252","91,828","14,952","44,720"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,451","1,940","224","199","21","901","6","1","0","0","671","208","0","0","42","20,996","73,089","12,024","32,629"
"27843  :  โรงพยาบาลศรีณรงค์","2,925","2,639","140","60","0","1,027","5","2","0","0","578","117","0","0","128","20,821","70,852","11,898","29,940"
"27844  :  โรงพยาบาลโนนนารายณ์","1,845","1,134","363","33","0","596","5","2","0","1","473","73","0","0","87","19,472","74,144","11,960","42,746"
"10700  :  โรงพยาบาลศรีสะเกษ","4,571","2,553","489","658","0","785","33","4","0","0","653","357","0","0","42","166,139","597,130","106,372","326,823"
"10927  :  โรงพยาบาลยางชุมน้อย","5,029","3,851","347","547","183","1,955","11","3","0","0","1,019","267","0","0","190","24,701","95,950","13,727","46,255"
"10928  :  โรงพยาบาลกันทรารมย์","8,082","5,286","669","1,509","220","3,231","15","5","0","0","1,562","511","0","0","145","57,981","194,747","29,180","79,582"
"10929  :  โรงพยาบาลกันทรลักษ์","9,886","7,197","699","1,353","175","2,777","21","10","0","0","1,977","729","0","0","157","86,370","291,898","45,920","132,972"
"10930  :  โรงพยาบาลขุขันธ์","9,123","6,880","426","760","201","3,672","14","8","0","1","1,910","482","0","0","167","69,023","242,685","34,077","91,112"
"10931  :  โรงพยาบาลไพรบึง","10,198","8,649","740","440","252","4,346","19","10","0","0","2,111","872","0","0","495","30,456","120,785","14,786","45,813"
"10932  :  โรงพยาบาลปรางค์กู่","4,317","3,214","267","440","175","1,630","13","5","0","0","1,017","315","0","0","60","35,066","141,289","18,694","61,133"
"10933  :  โรงพยาบาลขุนหาญ","6,272","4,705","239","801","187","2,169","15","6","0","0","1,355","428","0","0","271","58,671","239,917","35,672","129,707"
"10934  :  โรงพยาบาลราษีไศล","5,579","4,003","507","740","121","2,104","16","5","0","0","1,257","270","0","15","107","44,040","184,680","24,832","79,423"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","5,757","4,153","542","759","162","1,514","11","10","0","0","1,323","342","0","0","220","58,772","213,191","32,396","100,519"
"10936  :  โรงพยาบาลบึงบูรพ์","3,666","2,584","285","589","121","1,335","11","3","0","0","982","210","0","0","286","11,241","55,166","6,863","21,625"
"10937  :  โรงพยาบาลห้วยทับทัน","4,007","3,105","323","350","75","1,471","8","4","0","0","817","295","0","0","149","24,701","101,587","13,517","42,654"
"10938  :  โรงพยาบาลโนนคูณ","1,784","1,428","170","132","63","680","8","4","0","0","369","69","0","0","71","22,180","91,480","11,918","40,584"
"10939  :  โรงพยาบาลศรีรัตนะ","2,909","2,395","137","247","5","958","9","9","0","0","609","289","0","0","53","35,372","137,317","16,932","51,169"
"10940  :  โรงพยาบาลวังหิน","2,524","2,125","167","145","57","985","8","4","0","0","484","220","0","0","129","29,587","97,648","16,598","43,669"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,832","1,482","116","147","37","789","6","5","0","0","312","166","0","0","55","25,206","95,896","13,590","43,095"
"10942  :  โรงพยาบาลภูสิงห์","3,692","3,140","199","200","77","1,375","12","5","0","0","698","428","0","0","270","30,991","119,408","17,526","56,445"
"10943  :  โรงพยาบาลเมืองจันทร์","1,255","1,036","54","106","45","534","18","2","0","0","386","95","0","0","64","12,283","53,307","7,392","26,566"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","3,083","2,372","273","308","69","1,348","10","4","0","0","595","195","0","0","146","32,931","104,560","16,765","46,871"
"28014  :  โรงพยาบาลพยุห์","1,791","1,386","16","69","55","667","6","3","0","0","436","118","0","0","67","23,684","79,253","12,521","33,301"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,715","1,370","168","115","45","539","10","15","0","0","343","68","0","0","69","14,409","52,253","7,099","23,389"
"28016  :  โรงพยาบาลศิลาลาด","2,835","2,444","152","122","82","1,164","10","4","0","0","831","176","0","10","89","11,362","52,209","6,334","25,355"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","7,172","6,064","111","437","133","1,304","5","0","0","0","1,321","413","0","0","82","40,845","172,177","23,642","80,916"
"10945  :  โรงพยาบาลโขงเจียม","6,456","4,477","621","541","149","1,973","7","4","0","0","933","448","0","0","68","21,822","80,006","12,179","35,644"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","13,980","10,222","839","1,359","8","4,894","22","9","0","0","2,377","813","0","3","54","43,427","169,451","24,085","70,367"
"10948  :  โรงพยาบาลนาจะหลวย","11,867","10,033","608","663","0","4,580","14","6","0","5","1,767","517","0","0","37","30,418","99,582","18,548","51,283"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","6,526","5,141","300","478","201","2,648","15","12","0","0","1,260","511","0","1","44","46,143","173,857","25,599","76,810"
"10951  :  โรงพยาบาลตระการพืชผล","5,245","4,583","113","335","120","2,916","9","10","0","0","1,319","200","0","2","9","63,843","232,345","37,136","105,038"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3,247","2,440","162","172","20","2,171","15","7","0","0","455","358","0","0","74","23,255","103,966","12,312","46,653"
"10953  :  โรงพยาบาลม่วงสามสิบ","5,972","3,990","323","567","148","3,834","16","10","0","3","1,456","353","0","0","223","44,620","172,091","25,740","74,905"
"10954  :  โรงพยาบาลวารินชำราบ","2,384","1,663","19","24","69","1,018","6","0","0","0","545","32","0","0","1","91,813","334,398","55,857","155,701"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","6,158","3,171","474","1,328","214","0","0","0","0","0","1,473","265","0","0","17","72,123","284,191","44,522","141,471"
"10957  :  โรงพยาบาลตาลสุม","3,054","1,500","133","153","93","1,233","11","4","0","2","754","272","0","0","61","15,979","62,218","10,338","32,692"
"10958  :  โรงพยาบาลโพธิ์ไทร","4,819","3,736","179","523","28","2,331","13","5","0","3","951","415","0","0","68","25,195","96,245","16,013","47,944"
"10959  :  โรงพยาบาลสำโรง","4,710","3,722","393","580","67","1,660","12","7","0","3","838","225","0","1","44","33,818","132,097","17,442","57,627"
"10960  :  โรงพยาบาลดอนมดแดง","3,027","2,559","117","79","79","0","0","0","0","0","594","177","0","1","50","17,681","72,871","10,860","34,798"
"10961  :  โรงพยาบาลสิรินธร","5,152","3,918","250","391","112","1,886","13","5","0","2","867","452","0","0","92","29,921","120,590","16,808","63,248"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","4,483","3,294","263","227","26","1,663","12","4","0","3","655","215","0","1","87","19,839","90,495","10,696","41,947"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","8,913","3,183","1,049","1,621","0","2,488","4","4","0","0","1,212","263","0","0","9","54,752","213,612","31,612","97,731"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","2,656","2,329","123","173","47","0","0","0","0","0","537","39","0","0","37","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","18","6","3","1","0","0","1","0","0","0","2","1","0","0","0","5,593","14,564","2,574","7,224"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","945","696","32","54","32","457","20","4","0","1","233","37","0","0","33","11,280","34,129","8,573","20,363"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","2,231","892","31","42","77","0","0","0","0","0","327","152","0","0","12","17,067","63,351","9,639","27,860"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,106","1,014","18","23","32","470","3","0","0","2","258","65","0","4","33","15,817","59,126","8,330","22,291"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","7,033","0","0","0","246","3,682","15","9","0","3","2,040","526","0","0","345","35,174","150,282","19,097","60,025"
"10966  :  โรงพยาบาลป่าติ้ว","6,324","0","0","0","197","2,582","12","7","0","2","1,487","308","0","1","182","22,558","95,214","13,147","44,897"
"10967  :  โรงพยาบาลมหาชนะชัย","4,345","0","0","0","66","2,228","6","3","0","1","976","328","0","0","159","30,808","126,179","16,794","63,394"
"10968  :  โรงพยาบาลค้อวัง","3,919","0","0","0","143","1,791","9","7","0","1","921","254","0","0","143","15,848","67,708","8,493","29,653"
"10969  :  โรงพยาบาลไทยเจริญ","3,372","0","0","0","92","1,634","6","6","0","0","586","242","0","0","62","15,925","74,046","9,789","37,815"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","9,883","0","0","0","720","4,228","16","9","0","2","2,073","825","0","4","197","56,264","224,176","32,029","111,992"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,179","0","0","0","22","564","4","0","0","0","400","0","0","0","23","1,107","6,476","689","4,356"
"04007  :  โรงพยาบาลซับใหญ่","2,847","2,441","138","114","82","1,569","8","4","0","1","461","238","0","0","41","12,815","43,818","7,183","19,116"
"10702  :  โรงพยาบาลชัยภูมิ","2","2","0","0","0","524","3","0","0","0","0","0","0","0","0","182,210","536,817","91,617","267,492"
"10970  :  โรงพยาบาลบ้านเขว้า","10,750","8,469","712","1,349","0","7,576","22","7","0","1","3,152","552","0","0","281","29,175","130,767","16,821","75,181"
"10971  :  โรงพยาบาลคอนสวรรค์","5,731","3,309","426","828","159","3,680","16","5","0","0","2,058","238","0","0","431","32,350","128,391","16,936","54,205"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","7,383","5,642","583","597","0","4,977","13","6","0","0","1,905","512","0","0","249","57,170","223,199","29,586","89,651"
"10973  :  โรงพยาบาลหนองบัวแดง","10,946","8,129","622","1,282","1","6,389","19","13","0","2","2,552","725","0","0","379","56,138","202,315","34,569","95,002"
"10974  :  โรงพยาบาลจัตุรัส","8,078","5,753","1,259","869","300","4,655","13","5","0","3","2,097","639","0","0","86","44,481","177,660","26,419","74,465"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","10,248","7,770","422","758","288","5,692","25","9","0","3","2,953","583","0","0","175","35,941","156,299","21,332","71,139"
"10976  :  โรงพยาบาลหนองบัวระเหว","4,292","2,768","116","123","2","2,304","9","5","0","1","998","274","0","0","17","23,776","91,606","14,447","44,398"
"10977  :  โรงพยาบาลเทพสถิต","8,915","6,921","831","407","2","6,102","18","10","0","0","1,741","547","0","0","66","31,954","100,257","14,491","35,076"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","15,698","10,443","1,211","1,510","56","6,762","17","12","0","9","3,459","790","0","0","7","90,932","324,067","41,681","129,438"
"10979  :  โรงพยาบาลบ้านแท่น","7,854","6,540","426","520","200","4,445","16","9","0","0","1,987","447","0","0","109","27,006","121,115","16,793","63,812"
"10980  :  โรงพยาบาลแก้งคร้อ","10,438","8,818","325","1,046","259","6,759","18","9","0","0","2,387","493","0","0","188","51,667","196,116","28,115","88,979"
"10981  :  โรงพยาบาลคอนสาร","4,872","3,530","313","621","222","2,461","9","4","0","5","1,404","294","0","0","76","38,136","139,710","21,395","71,391"
"10982  :  โรงพยาบาลภักดีชุมพล","4,068","1,199","1,499","130","150","1,992","9","4","0","2","863","266","0","0","290","19,789","77,412","13,001","42,326"
"10983  :  โรงพยาบาลเนินสง่า","2,584","2,315","99","119","70","1,270","6","4","0","2","629","180","0","0","95","17,174","68,194","9,967","32,682"
"10703  :  โรงพยาบาลอำนาจเจริญ","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","107,959","412,284","58,112","173,336"
"10985  :  โรงพยาบาลชานุมาน","6,598","4,846","494","773","119","2,422","10","6","0","2","1,160","480","0","0","194","22,049","79,572","12,671","37,455"
"10986  :  โรงพยาบาลปทุมราชวงศา","6,278","4,643","465","530","18","2,962","9","5","0","1","1,093","416","0","0","70","27,025","106,065","16,406","51,061"
"10987  :  โรงพยาบาลพนา","4,188","2,929","492","376","3","1,638","13","3","0","7","960","208","0","0","24","18,838","87,900","11,936","47,102"
"10988  :  โรงพยาบาลเสนางคนิคม","9,301","6,790","1,403","961","181","3,411","14","6","0","0","1,915","563","0","0","146","20,641","79,092","12,429","37,166"
"10989  :  โรงพยาบาลหัวตะพาน","3,571","2,369","655","320","68","1,283","7","4","0","3","769","249","0","0","96","27,784","120,821","15,608","48,365"
"10990  :  โรงพยาบาลลืออำนาจ","3,996","2,470","955","405","162","1,369","11","6","0","7","846","224","0","0","45","21,194","84,923","12,050","38,311"
"11040  :  โรงพยาบาลบึงกาฬ","7,600","5,238","1,427","799","2","3,422","12","13","0","1","1,567","260","0","0","84","82,510","316,571","42,916","125,667"
"11041  :  โรงพยาบาลพรเจริญ","6,181","5,141","373","574","68","2,582","12","7","0","11","1,262","464","0","0","70","29,084","114,265","18,233","57,814"
"11043  :  โรงพยาบาลโซ่พิสัย","11,629","10,315","361","684","0","196","1","1","0","0","1,960","753","0","0","56","39,021","143,341","21,402","68,831"
"11046  :  โรงพยาบาลเซกา","12,378","9,001","1,195","840","1","5,712","23","12","0","7","2,157","632","0","0","167","40,938","146,236","21,815","64,660"
"11047  :  โรงพยาบาลปากคาด","6,841","3,197","172","150","123","4,195","21","5","0","1","1,258","517","0","0","96","28,795","111,961","18,190","59,946"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","8,126","6,830","407","618","182","2,917","12","4","0","0","1,531","581","0","0","294","24,221","93,132","14,598","45,256"
"11050  :  โรงพยาบาลบุ่งคล้า","1,809","1,625","66","75","62","630","5","2","0","1","359","138","0","0","49","9,955","44,586","6,017","22,171"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","10","2","0","1","0","0","0","0","0","0","1","0","0","0","0","18,385","75,721","12,334","42,733"
"10670  :  โรงพยาบาลขอนแก่น","2,377","1,765","58","21","0","6","0","0","0","0","91","1","0","0","9","257,180","907,378","145,660","468,706"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10999  :  โรงพยาบาลสีชมพู","8,279","2,951","696","4,553","43","4,103","17","9","0","0","1,836","474","0","0","337","37,915","133,424","21,637","66,342"
"11000  :  โรงพยาบาลน้ำพอง","7,246","5,218","780","337","230","2,706","15","10","0","1","1,708","399","0","0","106","61,478","204,864","36,515","102,121"
"11001  :  โรงพยาบาลอุบลรัตน์","4,433","3,431","390","113","84","1,761","10","7","0","0","1,065","309","0","0","56","31,051","108,160","16,312","50,859"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
