"โรงพยาบาล","จำนวนประชากรในเขตรับผิดชอบ","จำนวนประชากรสิทธิหลักประกันสุขภาพถ้วนหน้า","จำนวนประชากรสิทธิประกันสังคม","จำนวนประชากรสิทธิข้าราชการ","จำนวนอสม.","จำนวนหลังคาเรือน","จำนวนหมู่บ้าน","จำนวนโรงเรียน","จำนวนนักเรียน","จำนวนศูนย์เด็กเล็ก","จำนวนประชากรอายุ 60 ปี ขึ้นไป","จำนวนประชากรอายุ 0 ถึง 5 ปี","จำนวนอาสาสมัครประจำครอบครัว(อสค.)","จำนวนผู้ช่วยเหลือดูแลผู้สูงอายุที่มีภาวะพึ่งพิง(Caregiver)","จำนวนผู้พิการ","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(คน)","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(ครั้ง)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(คน)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(ครั้ง)"
"10867  :  โรงพยาบาลตาพระยา","5,161","3,898","276","823","0","2,258","6","2","0","0","831","360","0","0","63","25,047","85,758","18,411","51,857"
"10868  :  โรงพยาบาลวังน้ำเย็น","17,142","13,673","728","767","220","9,849","20","8","0","0","2,742","1,013","0","0","3","38,195","144,990","23,575","69,679"
"10869  :  โรงพยาบาลวัฒนานคร","10,973","7,709","1,395","1,698","26","5,283","14","7","0","0","1,982","631","0","0","3","45,611","198,604","30,814","107,638"
"10870  :  โรงพยาบาลอรัญประเทศ","11,041","7,103","848","1,556","1","11,694","20","6","0","1","1,862","734","0","0","165","66,552","243,290","39,014","112,153"
"13817  :  โรงพยาบาลเขาฉกรรจ์","4,000","2,947","301","469","2","2,325","6","4","0","1","771","312","0","0","22","28,371","106,119","21,321","63,487"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","8,048","6,333","523","297","172","3,782","14","8","0","3","1,683","566","0","0","286","54,820","228,028","40,336","128,569"
"10872  :  โรงพยาบาลเสิงสาง","9,373","7,027","764","460","2","5,624","14","7","0","2","1,583","615","0","0","147","39,334","164,419","29,610","89,684"
"10873  :  โรงพยาบาลคง","6,610","5,304","572","679","57","3,528","23","6","0","1","1,670","453","0","0","101","28,605","122,019","20,359","67,233"
"10874  :  โรงพยาบาลบ้านเหลื่อม","3,494","839","272","106","1","1,913","8","4","0","3","991","248","0","0","73","18,197","79,016","14,325","50,214"
"10875  :  โรงพยาบาลจักราช","7,687","6,340","722","499","0","4,465","20","8","0","3","1,335","607","0","0","268","32,919","126,560","26,464","86,685"
"10876  :  โรงพยาบาลโชคชัย","9,824","1,330","522","234","0","4,744","15","6","0","6","1,975","661","0","0","86","48,901","192,239","36,425","105,927"
"10877  :  โรงพยาบาลด่านขุนทด","10,292","3,955","5,095","1,129","0","10,327","30","9","0","0","2,267","534","0","0","10","60,569","238,692","45,248","138,917"
"10878  :  โรงพยาบาลโนนไทย","8,763","6,092","860","1,040","7","4,595","17","7","0","1","2,009","559","0","0","132","34,094","126,381","26,302","80,435"
"10879  :  โรงพยาบาลโนนสูง","7,708","5,955","310","389","212","3,320","14","5","0","0","1,545","359","0","0","180","53,203","184,118","35,795","106,638"
"10880  :  โรงพยาบาลขามสะแกแสง","7,694","6,441","466","588","5","3,480","27","8","0","0","2,050","610","0","0","141","27,283","126,653","20,700","75,322"
"10881  :  โรงพยาบาลบัวใหญ่","5,305","3,704","196","271","1","0","0","0","0","0","1,374","431","0","0","191","61,854","236,987","44,717","142,917"
"10882  :  โรงพยาบาลประทาย","6,621","5,357","404","652","222","3,935","17","9","0","1","1,357","445","0","0","144","37,568","151,190","30,086","100,985"
"10883  :  โรงพยาบาลปักธงชัย","5,604","4,272","876","327","21","3,649","16","4","0","2","1,025","292","0","2","25","60,044","247,232","48,837","158,171"
"10884  :  โรงพยาบาลพิมาย","7,679","4,910","916","1,416","1","2,956","10","2","0","0","1,862","358","0","0","113","65,192","247,513","51,366","160,532"
"10885  :  โรงพยาบาลห้วยแถลง","7,571","5,862","649","446","32","2,781","13","5","0","3","1,504","548","0","0","227","32,638","140,655","25,212","86,432"
"10886  :  โรงพยาบาลชุมพวง","8,203","5,101","654","832","0","5,411","29","9","0","5","1,618","641","0","0","122","39,472","158,713","29,610","88,839"
"10887  :  โรงพยาบาลสูงเนิน","16,619","10,047","4,254","1,299","359","14,693","15","5","0","0","2,914","1,190","0","0","209","49,581","198,778","38,135","124,887"
"10888  :  โรงพยาบาลขามทะเลสอ","4,734","2,798","1,256","566","0","2,569","10","4","0","0","1,119","310","0","0","123","24,807","90,688","19,920","58,517"
"10889  :  โรงพยาบาลสีคิ้ว","20,829","14,638","2,684","2,576","2","15,064","24","7","0","0","4,398","929","0","0","181","67,853","228,690","46,463","132,672"
"10890  :  โรงพยาบาลปากช่องนานา","9,614","4,754","3,929","567","50","3,698","8","4","0","0","1,872","273","0","0","50","107,661","393,294","75,423","237,777"
"10891  :  โรงพยาบาลหนองบุญมาก","3,834","3,149","339","257","2","2,360","8","2","0","0","580","289","0","0","47","32,539","125,610","25,818","76,605"
"10892  :  โรงพยาบาลแก้งสนามนาง","5,721","4,166","555","946","145","0","0","0","0","0","1,176","449","0","0","164","19,780","83,939","14,161","50,812"
"10893  :  โรงพยาบาลโนนแดง","4,876","4,048","301","521","0","2,229","17","7","0","0","1,285","398","0","0","104","18,131","72,451","13,318","41,124"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,898","2,419","175","213","1","1,708","8","4","0","2","487","182","0","0","2","25,738","89,182","19,270","58,532"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,855","1,609","110","127","2","969","4","2","0","1","457","134","0","0","66","13,488","65,068","10,962","39,149"
"11608  :  โรงพยาบาลลำทะเมนชัย","3,868","780","125","138","0","2,169","13","5","0","1","880","254","0","0","169","15,708","68,621","11,208","34,697"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","10,439","6,830","1,069","909","103","0","0","0","0","0","1,440","320","0","0","60","23,654","62,507","8,575","28,128"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","14,412","10,098","2,419","828","25","0","0","0","0","0","2,707","736","0","0","24","19,850","64,411","6,462","17,733"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2,207","506","13","652","0","1,652","4","0","0","0","108","68","0","0","9","3,697","13,897","2,536","7,175"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","4,326","3,511","251","205","1","2,206","11","3","0","4","1,121","266","0","0","108","21,112","86,412","16,020","50,819"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","7,726","5,757","935","544","110","3,237","6","5","0","0","1,160","444","0","0","151","78,103","255,265","59,057","161,724"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,831","2,721","630","416","0","1,580","11","2","0","2","791","207","0","0","100","23,842","92,470","17,891","55,366"
"27839  :  โรงพยาบาลบัวลาย","2,434","504","120","119","66","1,505","6","2","0","0","641","193","0","0","62","12,548","55,852","8,750","27,151"
"27840  :  โรงพยาบาลสีดา","1,889","1,555","62","175","69","1,041","7","3","0","0","498","126","0","0","24","12,058","54,852","9,076","30,640"
"27841  :  โรงพยาบาลเทพารักษ์","5,931","4,892","310","106","0","2,028","16","4","0","0","1,128","400","0","0","107","15,556","68,176","10,191","31,156"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","9,050","7,521","457","436","189","4,454","15","10","0","7","1,430","801","0","0","210","36,852","135,829","29,207","88,337"
"10896  :  โรงพยาบาลกระสัง","6,926","5,570","438","583","33","3,450","14","6","0","2","1,390","619","0","0","211","40,790","144,406","32,730","90,615"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","7,773","4,528","758","601","0","3,144","16","6","0","0","1,608","586","0","0","362","38,865","153,752","28,614","88,553"
"10899  :  โรงพยาบาลละหานทราย","8,317","6,771","440","437","0","4,594","12","0","0","0","1,324","510","0","0","197","41,813","163,777","34,950","105,010"
"10900  :  โรงพยาบาลประโคนชัย","11,044","6,272","1,334","2,309","219","5,751","14","9","0","0","2,538","733","0","0","373","56,376","210,207","43,276","131,284"
"10901  :  โรงพยาบาลบ้านกรวด","11,579","9,498","652","684","249","4,845","23","12","0","1","1,683","880","0","0","169","55,732","233,030","44,673","149,006"
"10902  :  โรงพยาบาลพุทไธสง","7,211","4,278","628","1,029","211","4,147","18","7","0","4","1,764","482","0","0","261","27,350","128,348","21,038","76,444"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","12,115","8,938","642","338","295","4,591","24","10","0","8","2,166","747","0","0","336","50,550","196,276","35,201","108,178"
"10906  :  โรงพยาบาลปะคำ","4,711","3,667","271","440","176","2,389","10","5","0","1","1,034","229","0","0","276","23,373","89,934","17,789","56,358"
"10907  :  โรงพยาบาลนาโพธิ์","3,527","1,589","236","186","124","1,380","10","5","0","3","958","264","0","0","305","17,213","80,630","14,648","54,615"
"10908  :  โรงพยาบาลหนองหงส์","4,005","3,341","151","381","129","1,903","15","4","0","3","990","279","0","0","142","28,838","123,152","23,743","75,414"
"10909  :  โรงพยาบาลพลับพลาชัย","5,717","3,175","414","246","100","2,469","13","4","0","1","1,119","671","0","0","179","25,949","94,637","19,856","53,903"
"10910  :  โรงพยาบาลห้วยราช","2,611","1,863","93","138","83","885","10","2","0","2","599","185","0","0","128","15,213","62,870","11,070","33,692"
"10911  :  โรงพยาบาลโนนสุวรรณ","4,483","3,981","144","145","111","2,277","17","3","0","3","786","359","0","0","81","15,142","61,074","12,082","38,068"
"10912  :  โรงพยาบาลชำนิ","2,506","2,141","96","100","81","1,376","8","2","0","3","638","183","0","0","116","23,346","93,565","18,535","54,662"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,723","2,169","239","276","70","1,367","8","3","0","0","666","206","0","0","145","16,253","68,479","13,401","44,228"
"10914  :  โรงพยาบาลโนนดินแดง","7,424","5,883","787","675","201","3,848","12","6","0","1","1,401","491","0","0","309","21,458","86,669","15,564","49,365"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","629","215","43","361","0","631","1","0","0","0","17","2","0","0","1","12,941","48,651","8,113","32,148"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,837","3,840","249","239","73","2,114","17","5","0","0","1,136","309","0","0","122","23,242","89,209","18,457","56,191"
"23578  :  โรงพยาบาลแคนดง","5,527","4,617","342","544","150","2,590","13","5","0","0","1,116","514","0","0","174","17,031","75,844","13,165","44,983"
"28020  :  โรงพยาบาลบ้านด่าน","5,800","4,693","445","360","195","2,347","15","5","0","4","1,296","459","0","0","285","19,331","76,702","14,830","44,237"
"10668  :  โรงพยาบาลสุรินทร์","165","61","8","61","0","18","2","0","0","0","47","3","0","0","1","181,309","646,517","144,240","467,429"
"10915  :  โรงพยาบาลชุมพลบุรี","6,854","5,309","640","870","188","5,990","14","5","0","1","1,286","429","0","0","174","48,169","190,960","38,685","129,412"
"10916  :  โรงพยาบาลท่าตูม","13,806","9,914","1,921","702","1","5,281","22","12","0","11","2,918","951","0","0","312","48,874","205,915","39,544","132,903"
"10917  :  โรงพยาบาลจอมพระ","7,737","6,255","575","843","0","2,846","16","4","0","0","1,677","670","0","0","159","28,666","120,251","22,512","71,382"
"10918  :  โรงพยาบาลปราสาท","10,128","6,512","1,013","1,214","186","4,847","18","6","0","4","1,785","652","0","0","227","82,058","323,380","65,497","210,126"
"10919  :  โรงพยาบาลกาบเชิง","4,918","2,669","167","296","2","2,753","13","3","0","4","1,012","438","0","0","146","28,891","107,708","23,100","69,274"
"10920  :  โรงพยาบาลรัตนบุรี","9,203","8,175","431","587","0","4,090","29","11","0","11","1,817","700","0","0","122","40,595","233,725","33,322","159,981"
"10921  :  โรงพยาบาลสนม","4,658","3,499","434","508","0","2,085","12","8","0","2","1,172","356","0","0","359","18,871","86,408","15,303","62,098"
"10922  :  โรงพยาบาลศีขรภูมิ","8,351","6,859","342","1,132","0","3,116","15","6","0","3","1,750","579","0","0","367","61,018","258,220","50,066","171,074"
"10923  :  โรงพยาบาลสังขะ","7,823","5,279","314","833","0","3,814","13","2","0","0","1,499","486","0","0","188","58,336","227,405","43,935","128,395"
"10924  :  โรงพยาบาลลำดวน","5,363","4,276","525","460","0","2,325","11","6","0","0","1,242","386","0","0","108","31,300","128,012","25,952","87,512"
"10925  :  โรงพยาบาลสำโรงทาบ","5,392","4,671","137","373","134","2,471","14","7","0","2","1,208","442","0","0","226","26,663","112,317","20,166","67,432"
"10926  :  โรงพยาบาลบัวเชด","6,526","5,860","265","359","0","2,663","13","6","0","2","992","456","0","0","28","23,375","96,768","19,515","61,342"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,981","65","158","1,222","0","601","1","2","0","1","61","0","0","1","1","22,841","70,806","13,552","42,791"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,643","2,285","215","138","0","1,081","6","2","0","0","492","195","0","0","106","21,394","87,338","17,100","53,896"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,339","2,044","103","129","21","864","6","1","0","0","626","204","0","0","48","16,701","65,021","13,389","42,071"
"27843  :  โรงพยาบาลศรีณรงค์","3,125","2,741","223","93","0","1,011","5","2","0","0","517","112","0","0","144","19,624","68,293","15,109","44,306"
"27844  :  โรงพยาบาลโนนนารายณ์","1,892","1,270","511","90","0","596","5","2","0","1","468","108","0","0","2","15,619","63,135","12,518","41,353"
"10700  :  โรงพยาบาลศรีสะเกษ","4,138","1,822","365","771","0","1,208","38","5","0","0","701","348","0","0","8","160,573","586,742","126,653","382,577"
"10927  :  โรงพยาบาลยางชุมน้อย","5,108","3,925","373","548","183","1,997","11","3","0","0","919","340","0","0","77","21,859","90,319","16,287","53,391"
"10928  :  โรงพยาบาลกันทรารมย์","7,721","5,205","675","1,465","9","3,037","14","5","0","0","1,373","593","0","0","8","47,111","191,676","35,077","106,817"
"10929  :  โรงพยาบาลกันทรลักษ์","10,121","7,493","701","1,406","0","2,777","20","10","0","0","1,886","852","0","0","9","74,444","278,870","51,748","142,604"
"10930  :  โรงพยาบาลขุขันธ์","7,355","5,630","281","151","0","3,572","14","9","0","1","1,467","574","0","0","150","57,951","213,419","42,007","115,309"
"10931  :  โรงพยาบาลไพรบึง","9,920","8,532","809","421","256","4,211","19","10","0","0","1,903","954","0","0","181","25,957","111,133","17,854","58,148"
"10932  :  โรงพยาบาลปรางค์กู่","4,213","3,351","222","450","4","1,455","13","5","0","0","956","362","0","0","57","30,443","126,071","23,187","70,550"
"10933  :  โรงพยาบาลขุนหาญ","6,418","4,894","196","784","1","2,085","15","6","0","0","1,272","558","0","0","118","51,220","222,591","41,609","139,073"
"10934  :  โรงพยาบาลราษีไศล","5,855","4,387","517","530","125","2,060","15","5","0","0","1,172","361","0","0","79","39,615","159,929","30,246","89,397"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","6,135","4,493","544","830","0","0","0","0","0","0","1,269","549","0","0","135","53,258","211,671","39,557","128,293"
"10936  :  โรงพยาบาลบึงบูรพ์","2,013","1,458","131","329","69","658","12","4","0","0","469","160","0","0","3","11,993","58,327","9,101","30,332"
"10937  :  โรงพยาบาลห้วยทับทัน","4,092","3,224","350","357","0","1,459","8","4","0","0","745","393","0","0","60","19,795","86,464","15,029","47,992"
"10938  :  โรงพยาบาลโนนคูณ","1,782","1,423","172","136","0","173","8","5","0","0","333","116","0","0","31","19,814","90,603","15,397","54,072"
"10939  :  โรงพยาบาลศรีรัตนะ","2,742","2,299","104","243","0","921","9","9","0","0","554","300","0","0","0","30,278","122,502","23,291","70,092"
"10940  :  โรงพยาบาลวังหิน","2,561","2,123","223","137","21","667","8","4","0","0","418","223","0","0","50","24,885","83,135","18,986","47,947"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,957","1,608","156","155","0","726","6","5","0","0","291","177","0","0","0","20,403","84,352","16,226","52,634"
"10942  :  โรงพยาบาลภูสิงห์","4,108","3,604","210","234","0","1,345","12","5","0","0","713","548","0","0","31","27,310","110,615","21,932","70,302"
"10943  :  โรงพยาบาลเมืองจันทร์","1,199","1,020","63","100","0","504","18","2","0","0","369","78","0","0","0","10,994","49,562","8,659","30,676"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","3,429","2,757","240","334","101","1,221","10","4","0","0","639","249","0","0","37","20,587","90,583","15,351","49,892"
"28014  :  โรงพยาบาลพยุห์","1,880","1,555","18","77","0","634","6","3","0","0","385","160","0","0","2","19,994","74,279","15,822","44,310"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,476","1,205","152","91","39","499","10","15","0","0","318","62","0","0","51","11,211","44,212","7,909","24,995"
"28016  :  โรงพยาบาลศิลาลาด","2,820","2,498","148","113","0","1,135","11","4","0","0","755","208","0","9","61","9,156","44,169","6,748","23,892"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","3,469","2,431","210","394","38","1","0","0","0","0","843","96","0","0","43","36,142","164,560","28,909","99,918"
"10945  :  โรงพยาบาลโขงเจียม","5,139","3,471","590","502","168","1,619","6","4","0","0","647","481","0","0","61","20,732","80,587","15,036","44,991"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","11,522","8,505","679","1,022","15","4,597","22","9","0","1","1,207","760","0","3","32","45,088","196,302","31,685","114,196"
"10948  :  โรงพยาบาลนาจะหลวย","12,236","10,461","594","667","0","4,474","14","6","0","5","1,661","678","0","0","38","27,852","109,344","23,291","74,711"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","6,135","5,195","265","441","195","2,638","15","10","0","1","1,045","565","0","1","37","40,520","166,528","30,433","92,087"
"10951  :  โรงพยาบาลตระการพืชผล","3,746","3,183","97","261","0","2,915","9","10","0","0","581","198","0","2","4","58,805","218,175","45,472","133,788"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","6,330","4,723","314","470","169","2,145","15","7","0","0","1,279","466","0","0","195","21,539","101,654","14,854","54,478"
"10953  :  โรงพยาบาลม่วงสามสิบ","6,085","4,127","326","583","60","3,796","16","10","0","3","1,347","351","0","0","252","40,320","171,626","30,826","91,679"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","2,749","1,264","294","432","29","0","0","0","0","0","338","30","0","0","6","65,675","283,380","49,021","170,740"
"10957  :  โรงพยาบาลตาลสุม","2,528","1,330","131","154","0","1,218","11","4","0","2","582","74","0","0","66","15,760","71,228","12,158","42,775"
"10958  :  โรงพยาบาลโพธิ์ไทร","2,699","2,208","94","267","69","1,618","13","5","0","3","406","336","0","0","26","24,895","105,365","19,545","62,510"
"10959  :  โรงพยาบาลสำโรง","4,583","3,260","522","782","64","1,656","12","7","0","3","621","399","0","1","46","30,475","129,989","21,902","69,422"
"10960  :  โรงพยาบาลดอนมดแดง","3,167","2,687","126","97","0","0","0","0","0","0","571","278","0","1","55","15,691","70,723","12,743","41,764"
"10961  :  โรงพยาบาลสิรินธร","2,684","2,294","130","210","21","1,860","13","5","0","2","334","222","0","0","49","28,575","119,671","21,259","73,629"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","3,958","1,969","52","117","55","1,647","12","4","0","3","391","242","0","2","69","17,088","82,884","12,599","44,026"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","6,243","5,041","281","870","124","5,249","25","10","0","0","1,001","220","0","0","74","16,863","53,085","2,576","9,359"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","667","556","15","30","2","437","20","4","0","1","92","42","0","3","20","16,771","70,850","13,625","44,317"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,071","868","33","46","30","470","3","0","0","2","245","38","0","5","36","13,803","58,801","10,297","30,803"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","8,079","6,483","564","621","246","3,595","15","8","0","3","1,885","578","0","0","396","29,728","144,692","23,047","83,087"
"10966  :  โรงพยาบาลป่าติ้ว","6,898","5,313","450","558","198","2,547","12","7","0","2","1,423","418","0","1","213","20,575","87,590","15,567","55,157"
"10967  :  โรงพยาบาลมหาชนะชัย","5,301","4,342","318","497","69","2,184","10","4","0","1","1,019","413","0","0","189","25,553","111,028","19,496","72,622"
"10968  :  โรงพยาบาลค้อวัง","3,886","3,324","167","392","112","1,699","9","7","0","1","823","231","0","0","146","13,860","62,069","9,621","34,473"
"10969  :  โรงพยาบาลไทยเจริญ","3,356","2,910","201","201","92","1,562","6","6","0","0","508","247","0","0","73","13,860","66,096","10,915","40,010"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","8,048","6,963","184","537","419","4,076","16","9","0","2","1,733","786","0","3","187","48,201","204,968","38,560","128,296"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1,563","1,214","121","207","23","563","4","0","0","0","460","3","0","0","26","1,602","8,598","911","5,593"
"04007  :  โรงพยาบาลซับใหญ่","3,320","2,982","146","98","81","1,558","8","4","0","1","468","261","0","0","48","11,464","46,196","8,292","23,605"
"10702  :  โรงพยาบาลชัยภูมิ","4","2","2","0","0","499","3","0","0","0","0","1","0","0","0","143,819","502,291","115,459","359,223"
"10970  :  โรงพยาบาลบ้านเขว้า","11,212","8,909","742","1,364","0","7,416","22","7","0","1","3,102","630","0","0","320","25,094","125,962","20,585","90,923"
"10971  :  โรงพยาบาลคอนสวรรค์","5,892","4,015","281","1,088","154","3,512","16","5","0","0","2,021","317","0","0","324","27,414","129,701","21,205","74,681"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","7,427","5,855","541","713","0","4,685","13","6","0","0","1,781","485","0","0","269","48,102","215,396","38,449","125,678"
"10973  :  โรงพยาบาลหนองบัวแดง","13,186","9,926","648","1,739","1","6,013","19","13","0","2","2,267","1,089","0","0","347","52,364","220,436","39,709","117,866"
"10974  :  โรงพยาบาลจัตุรัส","7,923","5,597","1,235","930","296","4,419","13","5","0","1","1,971","643","0","0","95","39,777","175,652","31,049","104,817"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","10,371","8,301","281","778","281","5,466","25","9","0","3","2,657","660","0","0","183","32,067","152,787","24,114","83,528"
"10976  :  โรงพยาบาลหนองบัวระเหว","4,220","2,568","153","176","0","2,199","9","5","0","1","902","333","0","0","18","21,644","94,227","17,810","62,379"
"10977  :  โรงพยาบาลเทพสถิต","10,683","7,407","1,066","365","2","5,722","18","10","0","0","1,855","604","0","0","72","21,903","84,925","14,672","42,230"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","15,520","11,173","1,198","1,405","61","6,494","17","11","0","9","3,321","934","0","0","8","70,267","281,900","51,262","159,009"
"10979  :  โรงพยาบาลบ้านแท่น","7,543","6,735","223","477","211","4,257","16","9","0","0","1,978","518","0","0","142","25,578","128,602","20,669","82,995"
"10980  :  โรงพยาบาลแก้งคร้อ","10,466","8,734","347","1,162","259","6,617","18","9","0","0","2,139","665","0","0","199","47,419","180,827","37,901","116,169"
"10981  :  โรงพยาบาลคอนสาร","4,713","3,562","399","679","167","2,337","9","3","0","5","1,254","351","0","0","80","31,626","137,965","25,097","92,089"
"10982  :  โรงพยาบาลภักดีชุมพล","4,344","1,019","2,564","94","154","1,923","9","4","0","2","783","296","0","0","295","19,522","78,456","15,752","53,663"
"10983  :  โรงพยาบาลเนินสง่า","2,624","2,381","69","163","69","1,180","6","4","0","2","558","205","0","0","96","15,572","69,428","12,597","44,720"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","6,405","4,466","639","418","120","2,318","10","5","0","2","1,034","547","0","0","178","21,425","87,707","17,094","53,479"
"10986  :  โรงพยาบาลปทุมราชวงศา","5,960","4,801","449","367","18","2,912","9","5","0","1","971","398","0","0","75","24,437","109,452","18,814","63,173"
"10987  :  โรงพยาบาลพนา","4,433","3,330","468","501","0","1,575","13","3","0","7","942","216","0","0","24","16,935","83,255","14,971","59,544"
"10988  :  โรงพยาบาลเสนางคนิคม","9,394","7,472","363","1,175","69","3,161","14","6","0","0","1,761","591","0","0","159","18,860","77,060","14,854","47,582"
"10989  :  โรงพยาบาลหัวตะพาน","3,513","2,977","117","338","71","1,252","7","4","0","3","680","255","0","0","100","24,853","118,174","19,113","68,123"
"10990  :  โรงพยาบาลลืออำนาจ","3,831","2,476","936","408","153","1,335","11","6","0","3","788","191","0","0","48","18,575","84,926","13,744","46,324"
