"โรงพยาบาล","จำนวนประชากรในเขตรับผิดชอบ","จำนวนประชากรสิทธิหลักประกันสุขภาพถ้วนหน้า","จำนวนประชากรสิทธิประกันสังคม","จำนวนประชากรสิทธิข้าราชการ","จำนวนอสม.","จำนวนหลังคาเรือน","จำนวนหมู่บ้าน","จำนวนโรงเรียน","จำนวนนักเรียน","จำนวนศูนย์เด็กเล็ก","จำนวนประชากรอายุ 60 ปี ขึ้นไป","จำนวนประชากรอายุ 0 ถึง 5 ปี","จำนวนอาสาสมัครประจำครอบครัว(อสค.)","จำนวนผู้ช่วยเหลือดูแลผู้สูงอายุที่มีภาวะพึ่งพิง(Caregiver)","จำนวนผู้พิการ","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(คน)","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(ครั้ง)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(คน)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(ครั้ง)"
"10858  :  โรงพยาบาลนาดี","6,091","3,310","1,157","676","116","0","0","0","0","0","1,396","295","0","0","50","42,455","99,089","11,048","20,986"
"10859  :  โรงพยาบาลบ้านสร้าง","3,949","2,168","520","321","85","1,632","11","0","0","0","992","104","0","0","39","24,723","69,951","7,887","18,661"
"10860  :  โรงพยาบาลประจันตคาม","6,986","4,309","418","413","1","5,140","11","0","0","0","2,012","268","0","0","9","24,319","64,654","17,024","34,805"
"10861  :  โรงพยาบาลศรีมหาโพธิ","8,330","4,859","2,272","700","169","3,449","12","7","0","1","1,449","379","0","0","178","84,627","165,657","14,638","25,813"
"10862  :  โรงพยาบาลศรีมโหสถ","8,035","4,453","975","503","0","2,999","9","6","0","1","2,204","352","0","0","39","24,160","75,796","10,585","29,042"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","9,884","5,695","508","235","10","982","1","0","0","0","261","19","0","0","0","18,864","74,389","10,568","28,490"
"10698  :  โรงพยาบาลนครนายก","13,336","5,604","2,008","1,845","111","5,773","21","7","0","2","3,154","362","0","0","123","116,318","346,944","38,874","98,437"
"10863  :  โรงพยาบาลปากพลี","1,495","614","207","229","53","1,246","3","1","0","1","554","32","0","0","69","18,351","54,319","8,197","17,956"
"10864  :  โรงพยาบาลบ้านนา","5,266","3,667","195","564","38","4,616","11","1","0","1","1,545","209","0","0","81","54,062","146,403","18,059","38,655"
"10865  :  โรงพยาบาลองครักษ์","2,624","1,368","306","118","36","1,932","5","2","0","1","626","72","0","0","40","52,436","133,902","12,212","27,745"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","3","0","2","0","0","1","6","0","0","0","1","0","0","1","0","106,111","331,283","42,868","106,328"
"10866  :  โรงพยาบาลคลองหาด","7,905","5,000","159","295","152","3,416","13","7","0","1","1,332","518","0","0","70","31,251","99,270","13,888","28,548"
"10867  :  โรงพยาบาลตาพระยา","5,033","2,664","105","436","0","2,292","6","2","0","0","1,026","208","0","0","36","32,850","90,862","11,694","27,677"
"10868  :  โรงพยาบาลวังน้ำเย็น","17,965","12,689","186","700","220","10,442","20","9","0","0","3,964","739","0","0","2","44,878","142,253","15,921","38,721"
"10869  :  โรงพยาบาลวัฒนานคร","7,382","4,821","267","778","112","5,422","14","7","0","0","1,825","210","0","0","3","59,785","191,335","27,933","66,780"
"10870  :  โรงพยาบาลอรัญประเทศ","9,288","3,958","99","985","0","12,337","20","6","0","1","1,421","583","0","0","131","85,730","237,409","19,542","42,904"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3,737","2,129","92","220","2","2,347","6","3","0","1","830","186","0","0","10","34,960","94,673","13,607","29,183"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","7,848","6,336","411","182","172","3,949","14","8","0","3","1,877","435","0","0","262","71,546","213,285","26,279","59,025"
"10872  :  โรงพยาบาลเสิงสาง","8,876","6,357","660","406","4","4,898","18","9","0","2","1,807","474","0","0","102","50,157","142,505","18,315","38,715"
"10873  :  โรงพยาบาลคง","6,435","5,099","538","606","56","3,717","23","6","0","1","1,792","315","0","0","94","41,736","125,424","13,136","28,680"
"10874  :  โรงพยาบาลบ้านเหลื่อม","3,351","642","252","91","133","1,949","8","4","0","3","1,106","191","0","0","64","19,300","63,779","11,571","31,056"
"10875  :  โรงพยาบาลจักราช","7,426","6,039","605","462","0","4,763","20","8","0","3","1,494","462","0","0","216","49,652","133,170","15,851","36,958"
"10876  :  โรงพยาบาลโชคชัย","9,666","949","444","242","0","4,841","15","6","0","6","2,247","563","0","0","81","65,363","194,844","23,394","49,486"
"10877  :  โรงพยาบาลด่านขุนทด","9,959","4,789","3,615","1,079","0","11,759","30","7","0","0","2,369","453","0","0","13","92,787","269,167","30,824","71,389"
"10878  :  โรงพยาบาลโนนไทย","8,084","5,484","779","842","7","4,844","17","8","0","1","2,187","464","0","0","116","50,507","151,537","18,629","40,177"
"10879  :  โรงพยาบาลโนนสูง","7,613","5,205","573","809","205","3,783","14","5","0","0","1,732","265","0","0","187","87,164","226,643","29,361","62,255"
"10880  :  โรงพยาบาลขามสะแกแสง","7,892","6,379","490","673","5","3,525","27","8","0","0","2,210","459","0","0","123","33,211","114,377","15,235","42,216"
"10881  :  โรงพยาบาลบัวใหญ่","4,868","3,067","598","270","1","0","0","0","0","0","1,082","319","0","0","137","69,475","227,025","28,629","72,030"
"10882  :  โรงพยาบาลประทาย","6,367","5,059","388","661","211","4,106","17","9","0","1","1,511","332","0","0","117","39,614","121,194","18,929","49,719"
"10883  :  โรงพยาบาลปักธงชัย","5,786","4,248","877","318","21","3,994","16","4","0","2","1,228","182","0","2","27","83,426","214,870","35,170","70,843"
"10884  :  โรงพยาบาลพิมาย","7,830","4,880","827","1,270","10","4,803","10","2","0","0","2,137","254","0","0","102","70,362","211,786","36,736","86,590"
"10885  :  โรงพยาบาลห้วยแถลง","8,272","5,880","755","534","177","2,951","13","5","0","3","1,941","427","0","0","203","50,112","158,796","18,458","49,417"
"10886  :  โรงพยาบาลชุมพวง","7,697","3,473","635","756","0","5,484","29","9","0","5","1,806","442","0","0","107","41,293","125,133","22,479","51,143"
"10887  :  โรงพยาบาลสูงเนิน","18,699","10,478","4,977","1,448","395","15,671","15","4","0","0","3,562","921","0","0","212","52,322","142,550","24,306","55,921"
"10888  :  โรงพยาบาลขามทะเลสอ","5,012","2,917","1,109","517","3","2,792","10","4","0","0","1,305","292","0","0","113","36,790","101,729","13,348","28,911"
"10889  :  โรงพยาบาลสีคิ้ว","13,120","8,706","1,251","860","96","9,351","17","4","0","0","3,107","347","0","0","92","108,307","305,956","37,429","77,586"
"10890  :  โรงพยาบาลปากช่องนานา","10,123","5,370","3,473","604","48","5,098","8","4","0","0","2,303","245","0","1","48","174,069","419,282","41,104","106,557"
"10891  :  โรงพยาบาลหนองบุญมาก","3,978","3,125","403","266","2","2,506","8","2","0","0","659","180","0","0","46","42,290","99,562","16,357","34,938"
"10892  :  โรงพยาบาลแก้งสนามนาง","5,582","3,838","587","910","144","2,442","12","6","0","0","1,376","315","0","0","143","24,514","75,152","8,272","20,759"
"10893  :  โรงพยาบาลโนนแดง","4,797","3,769","263","406","0","2,351","17","7","0","0","1,322","276","0","0","94","21,125","59,619","9,016","20,058"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,842","2,210","156","161","2","1,868","8","4","0","2","558","116","0","0","3","33,568","87,543","12,878","28,937"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,987","1,619","127","115","71","1,030","4","2","0","1","510","135","0","0","51","17,941","64,395","7,755","19,680"
"11608  :  โรงพยาบาลลำทะเมนชัย","4,148","1,262","159","144","0","2,225","13","5","0","1","1,099","165","0","0","158","17,806","56,004","7,282","16,147"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","15,531","9,995","1,537","2,180","101","0","0","0","0","0","2,711","798","0","0","65","22,349","49,577","5,954","12,463"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","14,456","9,849","2,389","849","26","0","0","0","0","0","3,209","467","0","0","24","20,157","44,812","3,108","6,886"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,966","271","19","848","0","1,702","4","0","0","0","154","41","0","0","11","3,115","9,007","1,348","2,316"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","4,481","3,735","113","106","1","2,299","11","3","0","4","1,257","223","0","0","94","27,063","74,274","11,867","26,555"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,491","1,196","194","24","12","0","0","0","0","0","257","43","0","0","38","90,030","213,464","53,729","105,982"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","9,087","3,308","30","152","0","13","1","0","0","1","252","79","0","0","6","108,927","331,977","61,076","158,119"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3,441","2,467","500","385","0","1,733","11","2","0","2","883","119","0","0","83","30,362","80,986","12,906","27,716"
"27839  :  โรงพยาบาลบัวลาย","2,603","858","116","81","67","1,661","6","2","0","0","745","133","0","0","59","16,404","53,917","5,968","14,946"
"27840  :  โรงพยาบาลสีดา","2,027","1,442","114","207","69","1,107","7","3","0","0","575","78","0","0","24","17,105","61,176","7,660","19,395"
"27841  :  โรงพยาบาลเทพารักษ์","6,376","5,118","242","165","0","2,165","16","4","0","0","1,164","345","0","0","96","16,980","59,029","8,335","19,585"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","8,503","2,638","3,744","281","186","4,685","15","10","0","7","1,612","588","0","0","177","62,777","188,042","19,541","44,005"
"10896  :  โรงพยาบาลกระสัง","6,536","3,932","170","435","27","3,685","14","6","0","2","1,493","352","0","0","190","60,164","153,678","25,268","52,533"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","6,874","1,858","230","205","0","3,256","16","7","0","0","1,702","259","0","0","324","49,699","149,374","18,685","46,446"
"10899  :  โรงพยาบาลละหานทราย","8,348","4,235","400","382","182","5,661","12","0","0","0","1,572","357","0","0","197","52,517","146,530","24,723","57,594"
"10900  :  โรงพยาบาลประโคนชัย","11,392","4,408","362","735","216","6,159","14","9","0","0","2,782","607","0","0","411","86,903","256,799","30,569","69,579"
"10901  :  โรงพยาบาลบ้านกรวด","10,462","6,715","289","553","263","4,993","23","12","0","1","1,717","440","0","0","163","58,559","178,485","27,517","67,921"
"10902  :  โรงพยาบาลพุทไธสง","7,281","3,215","919","644","208","4,375","18","7","0","4","1,954","441","0","0","243","35,268","116,321","13,087","35,303"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","6,048","3,250","148","100","158","2,393","15","5","0","5","1,353","206","0","0","194","76,439","233,522","27,668","67,512"
"10906  :  โรงพยาบาลปะคำ","4,506","3,256","150","196","164","2,519","10","5","0","1","1,121","249","0","0","239","34,487","103,906","11,346","28,222"
"10907  :  โรงพยาบาลนาโพธิ์","3,309","1,193","372","213","114","1,440","10","5","0","3","1,070","181","0","0","274","22,036","83,833","11,802","34,353"
"10908  :  โรงพยาบาลหนองหงส์","4,448","1,589","93","214","125","1,989","15","4","0","3","1,138","249","0","0","130","34,527","112,958","14,266","38,137"
"10909  :  โรงพยาบาลพลับพลาชัย","6,354","2,877","340","180","134","2,584","13","4","0","1","1,266","578","0","0","179","32,643","102,089","12,450","27,297"
"10910  :  โรงพยาบาลห้วยราช","2,599","911","80","79","84","899","10","2","0","2","627","166","0","0","111","19,365","66,892","6,905","16,389"
"10911  :  โรงพยาบาลโนนสุวรรณ","4,173","2,390","112","56","107","2,338","17","3","0","3","855","292","0","0","67","20,177","58,876","9,258","20,771"
"10912  :  โรงพยาบาลชำนิ","2,367","1,865","43","88","79","1,417","8","2","0","3","664","123","0","0","94","23,297","71,561","10,416","25,354"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,565","1,234","132","59","70","1,418","8","3","0","0","729","160","0","0","112","19,915","67,228","9,769","23,972"
"10914  :  โรงพยาบาลโนนดินแดง","6,128","4,716","325","374","192","4,273","12","6","0","1","1,349","250","0","0","231","23,072","74,842","10,213","25,016"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","398","57","11","59","0","633","1","0","0","0","51","0","0","0","1","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","4,801","2,864","193","223","80","2,205","17","5","0","0","1,278","265","0","0","114","27,493","87,166","11,903","30,714"
"23578  :  โรงพยาบาลแคนดง","6,037","3,461","210","1,233","148","2,752","13","5","0","0","1,325","434","0","0","181","22,044","84,783","10,540","28,160"
"28020  :  โรงพยาบาลบ้านด่าน","6,046","3,882","934","373","185","2,476","15","5","0","4","1,478","430","0","0","263","25,175","73,105","10,083","22,583"
"10668  :  โรงพยาบาลสุรินทร์","240","91","11","63","0","79","2","0","0","0","76","1","0","0","0","235,084","632,762","100,907","258,165"
"10915  :  โรงพยาบาลชุมพลบุรี","6,566","4,028","532","473","188","6,431","14","5","0","1","1,427","276","0","0","154","45,886","135,237","14,869","44,696"
"10916  :  โรงพยาบาลท่าตูม","12,069","5,697","216","464","249","5,620","22","12","0","11","3,134","723","0","0","296","74,568","211,517","25,231","62,646"
"10917  :  โรงพยาบาลจอมพระ","7,894","4,670","1,818","584","181","2,974","16","4","0","0","1,899","510","0","0","143","38,443","104,091","13,988","30,799"
"10918  :  โรงพยาบาลปราสาท","9,237","5,100","324","324","182","5,478","18","6","0","4","2,020","535","0","0","194","105,215","329,116","41,447","94,693"
"10919  :  โรงพยาบาลกาบเชิง","5,206","2,928","75","103","2","2,777","14","3","0","4","1,175","397","0","0","122","34,861","101,667","17,972","36,376"
"10920  :  โรงพยาบาลรัตนบุรี","9,267","6,642","299","415","0","4,615","31","11","0","12","2,059","610","0","0","109","64,409","299,522","30,035","112,759"
"10921  :  โรงพยาบาลสนม","4,723","2,536","268","403","0","2,182","12","8","0","2","1,362","274","0","0","333","26,445","76,426","11,860","27,724"
"10922  :  โรงพยาบาลศีขรภูมิ","7,970","4,770","128","732","224","3,489","15","6","0","3","1,983","385","0","0","325","89,505","260,444","37,117","83,061"
"10923  :  โรงพยาบาลสังขะ","8,601","4,930","178","454","0","4,341","13","2","0","0","1,839","514","0","0","203","79,571","223,542","26,708","55,575"
"10924  :  โรงพยาบาลลำดวน","6,058","3,351","300","419","147","2,498","11","6","0","4","1,507","333","0","0","108","33,232","108,079","17,645","44,326"
"10925  :  โรงพยาบาลสำโรงทาบ","5,836","1,870","51","79","144","2,668","14","7","0","2","1,463","378","0","0","205","31,757","107,867","13,758","35,611"
"10926  :  โรงพยาบาลบัวเชด","6,026","4,334","429","112","0","2,817","13","6","0","2","1,182","331","0","0","26","30,832","95,713","13,680","33,740"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,948","93","93","308","0","0","0","0","0","0","128","0","0","1","1","27,502","78,136","7,698","19,993"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,366","1,778","137","79","1","1,114","6","2","0","0","549","95","0","0","91","28,019","90,399","12,342","28,271"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,490","1,786","234","172","21","909","6","1","0","0","696","188","0","0","43","24,828","71,217","11,874","24,162"
"27843  :  โรงพยาบาลศรีณรงค์","2,905","2,070","79","36","0","1,038","5","2","0","0","597","83","0","0","122","25,530","72,886","12,115","24,767"
"27844  :  โรงพยาบาลโนนนารายณ์","1,844","811","405","30","0","597","5","2","0","1","493","66","0","0","85","24,360","75,334","9,548","27,678"
"10700  :  โรงพยาบาลศรีสะเกษ","1,476","704","149","101","0","785","33","4","0","0","183","161","0","0","5","183,574","588,460","88,687","225,633"
"10927  :  โรงพยาบาลยางชุมน้อย","5,028","3,835","346","542","182","1,955","11","3","0","0","1,081","225","0","0","188","25,571","81,883","10,166","26,680"
"10928  :  โรงพยาบาลกันทรารมย์","8,171","5,260","660","1,497","219","3,234","15","5","0","0","1,650","465","0","0","141","61,449","162,074","25,912","56,119"
"10929  :  โรงพยาบาลกันทรลักษ์","9,351","6,816","640","1,286","168","1","2","0","0","0","1,996","550","0","0","155","122,451","312,382","32,193","67,748"
"10930  :  โรงพยาบาลขุขันธ์","9,465","6,855","423","769","201","3,760","17","8","0","1","2,002","441","0","0","169","96,398","251,194","23,774","47,320"
"10931  :  โรงพยาบาลไพรบึง","10,521","8,586","733","431","249","4,370","19","10","0","0","2,246","815","0","0","485","34,036","114,419","11,010","27,863"
"10932  :  โรงพยาบาลปรางค์กู่","4,342","3,132","245","430","172","1,635","13","5","0","0","1,049","299","0","0","56","41,911","135,582","14,109","34,012"
"10933  :  โรงพยาบาลขุนหาญ","6,571","4,309","208","722","185","2,177","15","6","0","0","1,507","370","0","0","262","76,036","266,905","34,546","94,045"
"10934  :  โรงพยาบาลราษีไศล","5,580","3,984","505","744","121","2,105","16","5","0","0","1,324","233","0","15","104","57,270","180,242","20,508","50,325"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","5,720","4,125","537","751","165","1,515","11","10","0","0","1,398","281","0","0","219","71,104","212,491","28,651","70,353"
"10936  :  โรงพยาบาลบึงบูรพ์","3,652","2,554","282","582","119","1,337","11","3","0","0","1,030","172","0","0","284","10,850","43,596","5,489","15,514"
"10937  :  โรงพยาบาลห้วยทับทัน","3,974","3,033","313","340","74","1,472","8","4","0","0","856","250","0","0","140","28,323","90,929","11,794","26,938"
"10938  :  โรงพยาบาลโนนคูณ","1,738","1,389","165","129","63","681","8","4","0","0","377","47","0","0","63","27,959","88,735","10,038","27,358"
"10939  :  โรงพยาบาลศรีรัตนะ","3,592","2,746","146","304","3","1,132","9","4","0","0","844","301","0","0","72","44,204","126,560","14,155","27,846"
"10940  :  โรงพยาบาลวังหิน","2,427","1,994","155","129","57","988","8","4","0","0","481","195","0","0","118","32,551","84,091","13,229","28,140"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,832","1,469","116","144","36","789","6","5","0","0","332","130","0","0","50","29,893","94,934","10,540","27,023"
"10942  :  โรงพยาบาลภูสิงห์","3,570","3,015","166","189","74","1,389","12","5","0","0","709","383","0","0","255","37,613","113,021","14,336","34,848"
"10943  :  โรงพยาบาลเมืองจันทร์","1,252","997","48","98","45","535","18","2","0","0","402","80","0","0","61","14,125","47,075","6,249","17,575"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","3,070","2,078","122","285","97","2,780","10","4","0","0","716","181","0","0","0","22,826","75,368","10,430","28,413"
"28014  :  โรงพยาบาลพยุห์","1,792","1,369","17","68","55","667","6","3","0","0","448","103","0","0","63","26,037","70,929","10,046","22,895"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,696","1,354","166","115","45","539","10","15","0","0","363","57","0","0","69","14,342","46,420","5,273","15,099"
"28016  :  โรงพยาบาลศิลาลาด","2,860","2,419","146","122","82","1,164","10","4","0","0","875","169","0","10","88","14,077","52,829","6,057","19,310"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","7,247","3,751","90","358","134","1,304","5","0","0","0","1,408","322","0","0","79","40,923","130,378","16,221","38,597"
"10945  :  โรงพยาบาลโขงเจียม","6,480","3,413","186","490","148","1,973","7","4","0","0","988","357","0","0","69","20,293","64,750","10,682","25,018"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","13,535","8,232","520","1,077","13","4,898","22","9","0","0","2,334","644","0","3","49","35,921","90,593","15,094","27,981"
"10948  :  โรงพยาบาลนาจะหลวย","11,802","7,464","336","529","0","4,655","14","6","0","5","1,856","413","0","0","37","31,024","87,699","16,072","34,168"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","4,086","1,558","31","128","96","2,649","15","12","0","0","689","413","0","1","23","40,205","118,815","20,637","39,748"
"10951  :  โรงพยาบาลตระการพืชผล","5,244","3,784","93","352","119","2,916","9","10","0","0","1,385","154","0","2","10","75,987","227,483","28,768","68,148"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","6,487","3,885","110","456","183","2,174","15","7","0","0","1,508","436","0","0","182","20,333","69,637","8,940","22,451"
"10953  :  โรงพยาบาลม่วงสามสิบ","5,882","3,335","280","548","124","3,834","16","10","0","3","1,495","298","0","0","215","49,403","160,164","21,139","49,416"
"10954  :  โรงพยาบาลวารินชำราบ","2,681","854","29","33","0","1,058","8","0","0","0","675","30","0","0","4","124,923","322,999","53,145","110,447"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","6,119","2,676","283","1,138","211","0","0","0","0","0","1,511","234","0","0","20","75,130","236,551","33,297","83,958"
"10957  :  โรงพยาบาลตาลสุม","3,046","1,283","51","81","93","1,233","11","4","0","2","794","231","0","0","61","16,765","50,277","8,964","21,590"
"10958  :  โรงพยาบาลโพธิ์ไทร","4,668","2,950","106","473","95","2,332","13","5","0","3","992","341","0","0","67","23,762","71,819","11,965","29,847"
"10959  :  โรงพยาบาลสำโรง","4,705","2,705","87","375","66","1,660","12","7","0","3","887","179","0","1","45","34,300","104,373","14,726","36,998"
"10960  :  โรงพยาบาลดอนมดแดง","2,818","1,904","67","67","77","0","0","0","0","0","600","122","0","1","47","17,505","57,919","8,188","21,085"
"10961  :  โรงพยาบาลสิรินธร","4,897","3,096","67","347","113","1,908","13","5","0","2","901","388","0","0","178","23,424","60,098","8,848","21,020"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","4,623","2,688","97","221","66","1,668","12","4","0","3","747","141","0","0","86","20,168","64,346","7,353","20,865"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","9,601","2,957","941","1,547","0","2,624","4","2","0","0","1,323","241","0","0","8","50,652","170,077","25,691","66,246"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","2,588","2,027","105","164","46","0","0","0","0","0","565","27","0","0","37","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","17","4","2","1","0","0","1","0","0","0","2","1","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","1,016","619","11","46","34","459","20","4","0","1","223","65","0","0","34","19,089","53,591","10,259","23,585"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","2,245","780","14","40","77","0","0","0","0","0","358","125","0","0","18","18,776","56,023","6,531","14,368"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,085","754","13","23","32","470","3","0","0","2","271","48","0","5","50","15,161","42,258","6,265","14,090"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","7,285","0","0","0","246","3,717","15","9","0","3","2,130","441","0","0","334","43,120","132,707","17,582","38,328"
"10966  :  โรงพยาบาลป่าติ้ว","6,341","0","0","0","196","2,594","12","7","0","2","1,536","297","0","1","176","28,598","101,989","13,330","32,425"
"10967  :  โรงพยาบาลมหาชนะชัย","4,277","0","0","0","65","2,283","6","3","0","1","1,002","284","0","0","151","35,472","128,265","16,082","45,039"
"10968  :  โรงพยาบาลค้อวัง","4,006","0","0","0","137","1,890","9","7","0","1","882","200","0","0","133","25,683","84,929","8,766","23,449"
"10969  :  โรงพยาบาลไทยเจริญ","3,204","0","0","0","90","1,643","6","6","0","0","584","208","0","0","57","18,442","71,811","9,731","29,724"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","9,894","0","0","0","705","4,278","16","8","0","2","1,865","787","0","3","173","65,945","207,668","25,616","69,232"
"11921  :  โรงพยาบาลนายแพทย์หาญ","955","0","0","0","18","567","4","0","0","0","291","2","0","0","18","813","4,148","622","3,187"
"04007  :  โรงพยาบาลซับใหญ่","2,736","1,632","90","103","82","1,575","8","4","0","1","492","167","0","0","41","14,891","41,246","5,915","11,828"
"10702  :  โรงพยาบาลชัยภูมิ","2","2","0","0","0","525","3","0","0","0","0","0","0","0","0","171,055","413,020","79,425","188,291"
"10970  :  โรงพยาบาลบ้านเขว้า","10,140","4,462","265","547","307","8,051","26","7","0","1","3,190","510","0","0","256","40,690","127,923","15,312","45,894"
"10971  :  โรงพยาบาลคอนสวรรค์","5,733","3,527","352","814","156","3,719","16","5","0","0","2,149","205","0","0","414","39,364","135,258","14,392","36,772"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","7,478","3,980","245","387","0","5,011","13","6","0","0","2,016","460","0","0","243","72,827","228,034","23,558","56,008"
"10973  :  โรงพยาบาลหนองบัวแดง","9,641","5,866","252","932","1","6,500","19","13","0","2","2,573","613","0","0","365","54,861","166,758","27,780","58,010"
"10974  :  โรงพยาบาลจัตุรัส","8,072","4,650","861","288","313","4,696","13","6","0","3","2,180","574","0","0","81","49,468","152,510","21,332","45,920"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","10,277","3,940","552","748","287","5,734","25","9","0","3","2,972","566","0","0","170","29,443","98,204","16,651","46,220"
