"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10870  :  โรงพยาบาลอรัญประเทศ","1,401","3","0.21","3","0","0","1,384","3","3","0","0","15","0","0","0","0","2","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","487","0","0.00","0","0","0","477","0","0","0","0","9","0","0","0","0","1","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","1,581","1","0.06","1","0","0","1,527","0","0","0","0","27","1","1","0","0","27","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","1,471","2","0.14","2","0","0","1,426","2","2","0","0","29","0","0","0","0","16","0","0","0","0"
"10873  :  โรงพยาบาลคง","1,605","0","0.00","0","0","0","1,576","0","0","0","0","24","0","0","0","0","5","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","956","0","0.00","0","0","0","929","0","0","0","0","25","0","0","0","0","2","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","1,191","0","0.00","0","0","0","1,162","0","0","0","0","22","0","0","0","0","7","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","1,737","1","0.06","0","1","0","1,710","1","0","1","0","18","0","0","0","0","9","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","2,247","10","0.45","10","0","0","2,202","10","10","0","0","39","0","0","0","0","6","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","1,920","1","0.05","1","0","0","1,903","1","1","0","0","9","0","0","0","0","8","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","1,499","5","0.33","5","0","0","1,478","5","5","0","0","15","0","0","0","0","6","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","1,850","0","0.00","0","0","0","1,844","0","0","0","0","4","0","0","0","0","2","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","983","0","0.00","0","0","0","903","0","0","0","0","56","0","0","0","0","24","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","1,216","1","0.08","1","0","0","1,198","1","1","0","0","16","0","0","0","0","2","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","982","7","0.71","6","1","0","961","7","6","1","0","16","0","0","0","0","5","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","1,514","3","0.20","3","0","0","1,484","3","3","0","0","27","0","0","0","0","3","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","1,423","4","0.28","3","1","0","1,399","3","2","1","0","18","1","1","0","0","6","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","1,570","0","0.00","0","0","0","1,537","0","0","0","0","26","0","0","0","0","7","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","2,698","1","0.04","1","0","0","2,615","1","1","0","0","49","0","0","0","0","34","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","1,021","1","0.10","0","1","0","1,001","1","0","1","0","13","0","0","0","0","7","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","4,210","2","0.05","2","0","0","4,149","2","2","0","0","42","0","0","0","0","19","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","1,435","10","0.70","10","0","0","1,433","10","10","0","0","0","0","0","0","0","2","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","521","0","0.00","0","0","0","511","0","0","0","0","10","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,139","116","10.18","109","7","0","1,079","106","100","6","0","53","9","8","1","0","7","1","1","0","0"
"10893  :  โรงพยาบาลโนนแดง","1,204","1","0.08","1","0","0","1,162","1","1","0","0","34","0","0","0","0","8","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","474","2","0.42","2","0","0","470","2","2","0","0","1","0","0","0","0","3","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","441","0","0.00","0","0","0","423","0","0","0","0","14","0","0","0","0","4","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","868","1","0.12","1","0","0","816","1","1","0","0","47","0","0","0","0","5","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","1,394","10","0.72","10","0","0","1,384","10","10","0","0","5","0","0","0","0","5","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","105","1","0.95","1","0","0","103","1","1","0","0","1","0","0","0","0","1","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","8","0","0.00","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,034","0","0.00","0","0","0","990","0","0","0","0","32","0","0","0","0","12","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,144","0","0.00","0","0","0","1,076","0","0","0","0","41","0","0","0","0","27","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","739","1","0.14","1","0","0","718","1","1","0","0","16","0","0","0","0","5","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","611","0","0.00","0","0","0","600","0","0","0","0","10","0","0","0","0","1","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","498","1","0.20","1","0","0","486","1","1","0","0","5","0","0","0","0","7","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","1,038","9","0.87","9","0","0","1,034","9","9","0","0","4","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","1,356","1","0.07","1","0","0","1,334","0","0","0","0","16","1","1","0","0","6","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","1,350","1","0.07","1","0","0","1,289","1","1","0","0","57","0","0","0","0","4","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","1,511","0","0.00","0","0","0","1,487","0","0","0","0","14","0","0","0","0","10","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","1,297","0","0.00","0","0","0","1,288","0","0","0","0","6","0","0","0","0","3","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","2,406","0","0.00","0","0","0","2,265","0","0","0","0","131","0","0","0","0","10","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","1,605","0","0.00","0","0","0","1,556","0","0","0","0","32","0","0","0","0","17","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","1,723","0","0.00","0","0","0","1,721","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","2,156","1","0.05","1","0","0","2,123","1","1","0","0","29","0","0","0","0","4","0","0","0","0"
"10906  :  โรงพยาบาลปะคำ","999","0","0.00","0","0","0","998","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","937","0","0.00","0","0","0","926","0","0","0","0","10","0","0","0","0","1","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","969","0","0.00","0","0","0","969","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","1,114","0","0.00","0","0","0","988","0","0","0","0","113","0","0","0","0","13","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","539","0","0.00","0","0","0","522","0","0","0","0","16","0","0","0","0","1","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","752","0","0.00","0","0","0","742","0","0","0","0","4","0","0","0","0","6","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","622","0","0.00","0","0","0","587","0","0","0","0","30","0","0","0","0","5","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","623","0","0.00","0","0","0","614","0","0","0","0","7","0","0","0","0","2","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","1,379","0","0.00","0","0","0","1,379","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","4","0","0.00","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,112","0","0.00","0","0","0","1,107","0","0","0","0","3","0","0","0","0","2","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","1,105","0","0.00","0","0","0","1,099","0","0","0","0","5","0","0","0","0","1","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","1,243","0","0.00","0","0","0","1,226","0","0","0","0","13","0","0","0","0","4","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","32","2","6.25","2","0","0","32","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","1,179","0","0.00","0","0","0","1,132","0","0","0","0","36","0","0","0","0","11","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","2,364","1","0.04","1","0","0","2,298","1","1","0","0","37","0","0","0","0","29","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","1,508","1","0.07","1","0","0","1,456","1","1","0","0","42","0","0","0","0","10","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","1,408","1,017","72.23","1,017","0","0","1,407","1,017","1,017","0","0","1","0","0","0","0","0","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","592","1","0.17","1","0","0","524","1","1","0","0","66","0","0","0","0","2","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1,797","0","0.00","0","0","0","1,695","0","0","0","0","95","0","0","0","0","7","0","0","0","0"
"10921  :  โรงพยาบาลสนม","1,165","0","0.00","0","0","0","1,088","0","0","0","0","63","0","0","0","0","14","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","1,695","0","0.00","0","0","0","1,690","0","0","0","0","2","0","0","0","0","3","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","1,291","0","0.00","0","0","0","1,288","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","1,204","45","3.74","44","1","0","1,160","45","44","1","0","39","0","0","0","0","5","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","1,180","0","0.00","0","0","0","1,157","0","0","0","0","12","0","0","0","0","11","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","697","0","0.00","0","0","0","652","0","0","0","0","44","0","0","0","0","1","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","25","1","4.00","1","0","0","25","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","475","1","0.21","1","0","0","474","1","1","0","0","0","0","0","0","0","1","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","615","9","1.46","9","0","0","585","8","8","0","0","27","0","0","0","0","3","1","1","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","394","1","0.25","1","0","0","393","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","435","0","0.00","0","0","0","432","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","312","4","1.28","4","0","0","300","4","4","0","0","8","0","0","0","0","4","0","0","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","884","49","5.54","49","0","0","881","49","49","0","0","1","0","0","0","0","2","0","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","1,343","1","0.07","1","0","0","1,288","1","1","0","0","48","0","0","0","0","7","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,608","5","0.31","5","0","0","1,550","5","5","0","0","48","0","0","0","0","10","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","1,039","1","0.10","1","0","0","953","1","1","0","0","81","0","0","0","0","5","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","1,868","0","0.00","0","0","0","1,756","0","0","0","0","107","0","0","0","0","5","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","850","1","0.12","1","0","0","833","1","1","0","0","14","0","0","0","0","3","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","1,226","1","0.08","1","0","0","1,179","1","1","0","0","37","0","0","0","0","10","0","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","1,085","1","0.09","1","0","0","1,062","1","1","0","0","22","0","0","0","0","1","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,211","0","0.00","0","0","0","1,134","0","0","0","0","71","0","0","0","0","6","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","455","0","0.00","0","0","0","441","0","0","0","0","14","0","0","0","0","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","704","0","0.00","0","0","0","689","0","0","0","0","13","0","0","0","0","2","0","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","333","0","0.00","0","0","0","317","0","0","0","0","15","0","0","0","0","1","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","540","0","0.00","0","0","0","537","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","413","0","0.00","0","0","0","404","0","0","0","0","4","0","0","0","0","5","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","278","0","0.00","0","0","0","258","0","0","0","0","19","0","0","0","0","1","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","652","0","0.00","0","0","0","640","0","0","0","0","11","0","0","0","0","1","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","356","0","0.00","0","0","0","326","0","0","0","0","26","0","0","0","0","4","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","605","0","0.00","0","0","0","591","0","0","0","0","14","0","0","0","0","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","378","362","95.77","362","0","0","374","362","362","0","0","3","0","0","0","0","1","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","311","204","65.59","204","0","0","301","204","204","0","0","7","0","0","0","0","3","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","383","0","0.00","0","0","0","381","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","801","0","0.00","0","0","0","801","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","178","0","0.00","0","0","0","176","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","1,146","1","0.09","1","0","0","863","0","0","0","0","276","1","1","0","0","7","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","309","2","0.65","2","0","0","247","2","2","0","0","62","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","641","0","0.00","0","0","0","636","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","535","299","55.89","296","3","0","496","295","292","3","0","35","3","3","0","0","4","1","1","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","150","0","0.00","0","0","0","101","0","0","0","0","47","0","0","0","0","2","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,319","0","0.00","0","0","0","1,266","0","0","0","0","42","0","0","0","0","11","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","218","0","0.00","0","0","0","212","0","0","0","0","3","0","0","0","0","3","0","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","533","138","25.89","138","0","0","480","136","136","0","0","48","1","1","0","0","5","1","1","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","405","0","0.00","0","0","0","384","0","0","0","0","21","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","49","0","0.00","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","424","270","63.68","270","0","0","421","268","268","0","0","2","2","2","0","0","1","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","303","0","0.00","0","0","0","291","0","0","0","0","10","0","0","0","0","2","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","371","1","0.27","1","0","0","370","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","803","0","0.00","0","0","0","756","0","0","0","0","43","0","0","0","0","4","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","84","0","0.00","0","0","0","63","0","0","0","0","21","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","243","226","93.00","226","0","0","217","202","202","0","0","21","20","20","0","0","5","4","4","0","0"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,800","1","0.06","1","0","0","1,760","1","1","0","0","29","0","0","0","0","11","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","1,062","1","0.09","1","0","0","1,055","1","1","0","0","6","0","0","0","0","1","0","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","931","723","77.66","718","5","0","835","651","648","3","0","82","62","61","1","0","14","10","9","1","0"
"10968  :  โรงพยาบาลค้อวัง","759","437","57.58","437","0","0","745","437","437","0","0","11","0","0","0","0","3","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","496","0","0.00","0","0","0","485","0","0","0","0","7","0","0","0","0","4","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","392","2","0.51","2","0","0","325","2","2","0","0","50","0","0","0","0","17","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","423","329","77.78","329","0","0","404","316","316","0","0","15","11","11","0","0","4","2","2","0","0"
"04007  :  โรงพยาบาลซับใหญ่","416","109","26.20","109","0","0","369","109","109","0","0","41","0","0","0","0","6","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","2,770","2","0.07","2","0","0","2,708","2","2","0","0","40","0","0","0","0","22","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","2,016","3","0.15","2","1","0","1,894","1","0","1","0","121","2","2","0","0","1","0","0","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,744","286","16.40","286","0","0","1,712","283","283","0","0","27","2","2","0","0","5","1","1","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","2,226","7","0.31","7","0","0","2,181","6","6","0","0","35","1","1","0","0","10","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","1,941","1,144","58.94","1,144","0","0","1,896","1,134","1,134","0","0","34","8","8","0","0","11","2","2","0","0"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,519","1,535","60.94","1,535","0","0","2,441","1,508","1,508","0","0","61","22","22","0","0","17","5","5","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","871","0","0.00","0","0","0","838","0","0","0","0","30","0","0","0","0","3","0","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","1,480","0","0.00","0","0","0","1,463","0","0","0","0","13","0","0","0","0","4","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,259","87","2.67","87","0","0","3,155","72","72","0","0","73","8","8","0","0","31","7","7","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","1,946","0","0.00","0","0","0","1,906","0","0","0","0","34","0","0","0","0","6","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","1,874","0","0.00","0","0","0","1,788","0","0","0","0","82","0","0","0","0","4","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","1,210","1","0.08","1","0","0","1,159","1","1","0","0","43","0","0","0","0","8","0","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","685","1","0.15","1","0","0","656","1","1","0","0","24","0","0","0","0","5","0","0","0","0"
"10983  :  โรงพยาบาลเนินสง่า","553","0","0.00","0","0","0","550","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","954","546","57.23","543","3","0","944","539","537","2","0","8","6","5","1","0","2","1","1","0","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","958","0","0.00","0","0","0","946","0","0","0","0","9","0","0","0","0","3","0","0","0","0"
"10987  :  โรงพยาบาลพนา","918","609","66.34","609","0","0","915","608","608","0","0","3","1","1","0","0","0","0","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","1,591","0","0.00","0","0","0","1,586","0","0","0","0","4","0","0","0","0","1","0","0","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","677","553","81.68","553","0","0","667","551","551","0","0","9","2","2","0","0","1","0","0","0","0"
"10990  :  โรงพยาบาลลืออำนาจ","694","0","0.00","0","0","0","689","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","1,104","1,022","92.57","1,022","0","0","1,085","1,007","1,007","0","0","18","15","15","0","0","1","0","0","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","345","0","0.00","0","0","0","344","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11046  :  โรงพยาบาลเซกา","3","0","0.00","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","1,106","612","55.33","612","0","0","1,072","608","608","0","0","30","4","4","0","0","4","0","0","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","1,041","476","45.73","476","0","0","990","475","475","0","0","46","1","1","0","0","5","0","0","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","318","0","0.00","0","0","0","308","0","0","0","0","8","0","0","0","0","2","0","0","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","1,213","0","0.00","0","0","0","1,110","0","0","0","0","100","0","0","0","0","3","0","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10670  :  โรงพยาบาลขอนแก่น","23","0","0.00","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
