"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรอง","ร้อยละ","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ"
"10822  :  โรงพยาบาลพนัสนิคม","3,230","1,343","41.58","1,341","2","1,405","1,117","1,116","1","47","6","6","0","6","2","1","1"
"10823  :  โรงพยาบาลแหลมฉบัง","9,423","128","1.36","128","0","1,460","47","47","0","30","1","1","0","14","0","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","607","470","77.43","469","1","556","449","448","1","16","14","14","0","6","6","6","0"
"10825  :  โรงพยาบาลสัตหีบกม10","4,477","2,689","60.06","2,689","0","2,973","2,547","2,547","0","49","38","38","0","17","14","14","0"
"10826  :  โรงพยาบาลบ่อทอง","1,104","827","74.91","827","0","843","816","816","0","7","5","5","0","3","3","3","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","327","48","14.68","48","0","181","41","41","0","1","1","1","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","12,014","160","1.33","151","9","1,633","115","115","0","38","7","7","0","9","3","3","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","28","11","39.29","11","0","11","11","11","0","0","0","0","0","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","2,705","78","2.88","78","0","167","43","43","0","5","1","1","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","535","490","91.59","489","1","476","458","457","1","16","15","15","0","7","6","6","0"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","393","292","74.30","292","0","260","258","258","0","8","8","8","0","0","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","4,048","3,923","96.91","3,923","0","1,435","1,428","1,428","0","63","63","63","0","22","22","22","0"
"10829  :  โรงพยาบาลแกลง","963","32","3.32","32","0","11","6","6","0","0","0","0","0","0","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","902","891","98.78","885","6","831","829","826","3","52","52","51","1","8","8","6","2"
"10831  :  โรงพยาบาลบ้านค่าย","1,460","600","41.10","597","3","594","581","579","2","10","10","10","0","2","2","2","0"
"10832  :  โรงพยาบาลปลวกแดง","1,472","512","34.78","511","1","527","477","477","0","29","23","23","0","8","5","5","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","449","165","36.75","165","0","278","129","129","0","0","0","0","0","0","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","643","318","49.46","318","0","307","305","305","0","10","10","10","0","3","3","3","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","2,263","942","41.63","941","1","799","642","641","1","4","4","4","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","947","98","10.35","95","3","208","86","83","3","0","0","0","0","1","1","1","0"
"10837  :  โรงพยาบาลสองพี่น้อง","1,407","496","35.25","496","0","46","25","25","0","0","0","0","0","0","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","2,112","1,634","77.37","1,634","0","1,498","1,476","1,476","0","144","140","140","0","15","15","15","0"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","2","2","100.00","2","0","1","1","1","0","0","0","0","0","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","951","22","2.31","21","1","41","13","12","1","2","0","0","0","1","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","698","76","10.89","76","0","57","46","46","0","8","5","5","0","5","3","3","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,110","9","0.81","9","0","5","1","1","0","0","0","0","0","0","0","0","0"
"10696  :  โรงพยาบาลตราด","1,414","435","30.76","433","2","18","14","14","0","0","0","0","0","0","0","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","1,969","228","11.58","225","3","21","10","10","0","1","0","0","0","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","1,513","663","43.82","658","5","156","132","131","1","2","2","2","0","5","5","5","0"
"10847  :  โรงพยาบาลบ่อไร่","1,322","968","73.22","967","1","717","710","710","0","0","0","0","0","0","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","968","382","39.46","379","3","282","281","280","1","1","1","1","0","0","0","0","0"
"10849  :  โรงพยาบาลเกาะกูด","193","155","80.31","150","5","177","146","143","3","6","6","5","1","1","1","0","1"
"13816  :  โรงพยาบาลเกาะช้าง","199","24","12.06","24","0","2","2","2","0","0","0","0","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","872","862","98.85","858","4","847","846","845","1","11","11","8","3","2","2","2","0"
"10850  :  โรงพยาบาลบางคล้า","3,451","24","0.70","22","2","878","17","16","1","88","1","0","1","6","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","751","683","90.95","678","5","710","659","655","4","0","0","0","0","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","2,414","502","20.80","418","84","400","298","243","55","27","27","5","22","2","2","1","1"
"10855  :  โรงพยาบาลสนามชัยเขต","1","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","1,067","622","58.29","618","4","239","234","232","2","6","6","6","0","3","3","1","2"
"13747  :  โรงพยาบาลราชสาส์น","1,300","154","11.85","135","19","213","36","32","4","3","0","0","0","10","1","1","0"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","253","4","1.58","4","0","12","1","1","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,754","287","16.36","287","0","305","249","249","0","29","26","26","0","11","10","10","0"
"10858  :  โรงพยาบาลนาดี","1,396","279","19.99","278","1","286","203","203","0","56","47","47","0","10","7","7","0"
"10859  :  โรงพยาบาลบ้านสร้าง","992","9","0.91","9","0","11","9","9","0","0","0","0","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","2,002","21","1.05","15","6","5","2","2","0","10","10","9","1","8","6","2","4"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,448","756","52.21","756","0","826","743","743","0","6","6","6","0","6","6","6","0"
"10862  :  โรงพยาบาลศรีมโหสถ","2,203","9","0.41","9","0","100","5","5","0","6","0","0","0","3","1","1","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","261","3","1.15","3","0","5","3","3","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","3,147","2,468","78.42","2,403","65","2,355","2,330","2,282","48","113","112","95","17","15","12","12","0"
"10863  :  โรงพยาบาลปากพลี","552","366","66.30","354","12","454","342","331","11","19","14","14","0","10","6","5","1"
"10864  :  โรงพยาบาลบ้านนา","1,539","1,142","74.20","1,127","15","1,117","1,111","1,098","13","14","14","12","2","5","5","5","0"
"10865  :  โรงพยาบาลองครักษ์","624","351","56.25","343","8","338","334","331","3","17","9","5","4","3","3","3","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","1,331","851","63.94","851","0","1,253","842","842","0","8","6","6","0","0","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","1,024","36","3.52","34","2","66","35","33","2","4","0","0","0","7","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,958","986","24.91","986","0","899","812","812","0","78","69","69","0","40","39","39","0"
"10869  :  โรงพยาบาลวัฒนานคร","1,825","1,716","94.03","1,716","0","1,604","1,595","1,595","0","97","97","97","0","16","16","16","0"
"10870  :  โรงพยาบาลอรัญประเทศ","1,389","362","26.06","362","0","386","355","355","0","0","0","0","0","1","1","1","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","830","92","11.08","92","0","407","50","50","0","0","0","0","0","1","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","1,875","1,826","97.39","1,826","0","1,717","1,715","1,715","0","62","60","60","0","50","49","49","0"
"10872  :  โรงพยาบาลเสิงสาง","1,781","129","7.24","129","0","16","12","12","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","1,787","13","0.73","13","0","10","3","3","0","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,106","554","50.09","552","2","934","521","519","2","16","11","11","0","6","3","3","0"
"10875  :  โรงพยาบาลจักราช","1,494","1,454","97.32","1,454","0","1,450","1,448","1,448","0","1","1","1","0","5","5","5","0"
"10876  :  โรงพยาบาลโชคชัย","2,245","1,560","69.49","1,546","14","840","766","759","7","9","9","9","0","5","4","4","0"
"10877  :  โรงพยาบาลด่านขุนทด","2,367","2,348","99.20","2,348","0","2,323","2,319","2,319","0","21","21","21","0","8","8","8","0"
"10878  :  โรงพยาบาลโนนไทย","2,183","2,135","97.80","2,134","1","2,100","2,100","2,099","1","22","22","22","0","9","9","9","0"
"10879  :  โรงพยาบาลโนนสูง","1,732","1,684","97.23","1,684","0","1,656","1,655","1,655","0","16","16","16","0","13","13","13","0"
"10880  :  โรงพยาบาลขามสะแกแสง","2,208","1,610","72.92","1,609","1","1,592","1,592","1,591","1","14","14","14","0","2","2","2","0"
"10881  :  โรงพยาบาลบัวใหญ่","1,082","1,034","95.56","1,034","0","1,029","23","23","0","7","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","1,511","1,381","91.40","1,368","13","1,368","1,363","1,350","13","14","14","14","0","3","3","3","0"
"10883  :  โรงพยาบาลปักธงชัย","1,228","1,121","91.29","1,121","0","1,075","1,063","1,063","0","54","54","54","0","4","4","4","0"
"10884  :  โรงพยาบาลพิมาย","2,136","1,897","88.81","1,897","0","2,034","1,865","1,865","0","6","3","3","0","6","5","5","0"
"10885  :  โรงพยาบาลห้วยแถลง","1,937","1,042","53.79","1,042","0","1,693","1,025","1,025","0","7","1","1","0","6","1","1","0"
"10886  :  โรงพยาบาลชุมพวง","1,804","1,364","75.61","1,363","1","1,694","1,340","1,339","1","18","15","15","0","10","8","8","0"
"10887  :  โรงพยาบาลสูงเนิน","3,562","2,831","79.48","2,828","3","2,749","2,462","2,459","3","33","32","32","0","20","19","19","0"
"10888  :  โรงพยาบาลขามทะเลสอ","1,305","678","51.95","678","0","664","21","21","0","6","0","0","0","8","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","3,095","2,680","86.59","2,678","2","2,635","2,629","2,629","0","36","36","35","1","15","15","14","1"
"10890  :  โรงพยาบาลปากช่องนานา","2,300","1,673","72.74","1,673","0","1,712","1,462","1,462","0","3","3","3","0","3","3","3","0"
"10891  :  โรงพยาบาลหนองบุญมาก","655","642","98.02","641","1","635","628","628","0","12","12","11","1","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,376","1,332","96.80","1,332","0","1,249","1,244","1,244","0","59","59","59","0","21","21","21","0"
"10893  :  โรงพยาบาลโนนแดง","1,320","1,192","90.30","1,192","0","1,149","1,147","1,147","0","35","35","35","0","9","9","9","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","558","521","93.37","520","1","528","514","513","1","4","4","4","0","2","2","2","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","510","503","98.63","503","0","493","492","492","0","9","9","9","0","2","2","2","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,093","1,013","92.68","1,013","0","963","930","930","0","74","72","72","0","5","5","5","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,710","276","10.18","275","1","204","121","120","1","1","1","1","0","1","1","1","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","3,208","554","17.27","554","0","78","48","48","0","1","0","0","0","1","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","154","10","6.49","10","0","5","5","5","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,255","11","0.88","11","0","6","4","4","0","1","1","1","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","256","247","96.48","247","0","207","207","207","0","27","25","25","0","13","13","13","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","252","81","32.14","80","1","97","81","80","1","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","879","842","95.79","842","0","840","840","840","0","2","2","2","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","745","729","97.85","729","0","711","711","711","0","18","18","18","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","574","566","98.61","543","23","549","549","526","23","11","11","11","0","5","5","5","0"
"27841  :  โรงพยาบาลเทพารักษ์","1,164","1,054","90.55","1,054","0","1,027","1,026","1,026","0","20","20","20","0","5","5","5","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","1,611","1,344","83.43","1,344","0","1,322","1,322","1,322","0","20","20","20","0","2","2","2","0"
"10896  :  โรงพยาบาลกระสัง","1,492","1,402","93.97","1,402","0","1,337","1,330","1,330","0","64","64","64","0","5","5","5","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","1,701","1,210","71.13","1,210","0","1,211","1,193","1,193","0","7","7","7","0","6","6","6","0"
"10899  :  โรงพยาบาลละหานทราย","1,569","1,198","76.35","1,197","1","1,165","1,151","1,150","1","32","32","32","0","15","15","15","0"
"10900  :  โรงพยาบาลประโคนชัย","2,761","1,752","63.46","1,750","2","1,589","1,580","1,578","2","153","149","149","0","21","21","21","0"
"10901  :  โรงพยาบาลบ้านกรวด","1,714","449","26.20","449","0","501","417","417","0","15","15","15","0","17","17","17","0"
"10902  :  โรงพยาบาลพุทไธสง","1,953","1,735","88.84","1,735","0","1,698","1,688","1,688","0","5","5","5","0","2","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","1,351","1,339","99.11","1,337","2","1,335","1,335","1,333","2","2","2","2","0","2","2","2","0"
"10906  :  โรงพยาบาลปะคำ","1,115","1,050","94.17","1,047","3","1,056","1,038","1,035","3","1","1","1","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","1,070","1,045","97.66","1,039","6","1,019","1,018","1,017","1","20","20","19","1","5","5","3","2"
"10908  :  โรงพยาบาลหนองหงส์","1,135","1,102","97.09","1,095","7","1,018","1,015","1,009","6","82","82","82","0","3","3","2","1"
"10909  :  โรงพยาบาลพลับพลาชัย","1,264","552","43.67","550","2","515","505","505","0","34","33","32","1","7","7","6","1"
"10910  :  โรงพยาบาลห้วยราช","627","595","94.90","569","26","575","570","544","26","18","18","18","0","1","1","1","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","855","853","99.77","853","0","849","849","849","0","0","0","0","0","1","1","1","0"
"10912  :  โรงพยาบาลชำนิ","663","654","98.64","650","4","624","622","618","4","24","24","24","0","8","8","8","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","722","604","83.66","604","0","600","599","599","0","4","4","4","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","1,348","1,310","97.18","1,306","4","1,312","1,310","1,306","4","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","51","11","21.57","11","0","12","11","11","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,277","1,010","79.09","1,010","0","992","812","812","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","1,323","1,206","91.16","1,206","0","1,210","1,206","1,206","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","1,466","1,424","97.14","1,418","6","1,409","1,405","1,400","5","13","13","12","1","6","6","6","0"
"10668  :  โรงพยาบาลสุรินทร์","76","4","5.26","4","0","11","3","3","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","1,425","1,348","94.60","1,341","7","1,302","1,301","1,297","4","40","40","37","3","3","3","3","0"
"10916  :  โรงพยาบาลท่าตูม","3,125","1,613","51.62","1,613","0","1,649","1,601","1,601","0","3","1","1","0","3","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","1,892","978","51.69","972","6","1,609","897","893","4","88","51","49","2","19","11","11","0"
"10918  :  โรงพยาบาลปราสาท","2,020","518","25.64","499","19","357","258","253","5","179","157","151","6","31","30","28","2"
"10919  :  โรงพยาบาลกาบเชิง","1,175","929","79.06","763","166","981","877","733","144","50","41","23","18","7","6","2","4"
"10920  :  โรงพยาบาลรัตนบุรี","2,059","1,976","95.97","1,974","2","1,896","1,891","1,889","2","2","2","2","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","1,361","460","33.80","460","0","598","442","442","0","2","0","0","0","17","17","17","0"
"10922  :  โรงพยาบาลศีขรภูมิ","1,982","1,365","68.87","1,365","0","1,353","1,346","1,346","0","8","8","8","0","4","4","4","0"
"10923  :  โรงพยาบาลสังขะ","1,839","24","1.31","24","0","72","24","24","0","0","0","0","0","1","0","0","0"
"10924  :  โรงพยาบาลลำดวน","1,504","1,431","95.15","1,431","0","1,291","1,290","1,290","0","134","134","134","0","7","7","7","0"
"10925  :  โรงพยาบาลสำโรงทาบ","1,463","1,220","83.39","1,186","34","1,145","1,136","1,129","7","57","57","39","18","13","13","4","9"
"10926  :  โรงพยาบาลบัวเชด","1,179","1,142","96.86","1,142","0","1,095","1,095","1,095","0","6","6","6","0","2","2","2","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","128","42","32.81","42","0","45","42","42","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","548","525","95.80","525","0","523","521","521","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","693","661","95.38","661","0","633","630","630","0","24","24","24","0","6","6","6","0"
"27843  :  โรงพยาบาลศรีณรงค์","595","583","97.98","583","0","579","574","574","0","5","5","5","0","4","4","4","0"
"27844  :  โรงพยาบาลโนนนารายณ์","493","418","84.79","418","0","396","395","395","0","16","16","16","0","5","5","5","0"
"10700  :  โรงพยาบาลศรีสะเกษ","161","2","1.24","2","0","5","1","1","0","0","0","0","0","1","1","1","0"
"10927  :  โรงพยาบาลยางชุมน้อย","1,081","468","43.29","466","2","513","464","464","0","4","2","0","2","1","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","1,645","1,623","98.66","1,623","0","1,553","1,539","1,539","0","78","78","78","0","6","6","6","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,994","2","0.10","2","0","4","1","1","0","0","0","0","0","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","2,000","8","0.40","8","0","18","5","5","0","3","1","1","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","2,246","1,889","84.11","1,888","1","2,017","1,826","1,826","0","60","55","54","1","2","2","2","0"
"10932  :  โรงพยาบาลปรางค์กู่","1,046","707","67.59","707","0","994","683","683","0","28","20","20","0","2","2","2","0"
"10933  :  โรงพยาบาลขุนหาญ","1,505","1,450","96.35","1,448","2","1,452","1,447","1,446","1","3","3","2","1","0","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","1,324","1,303","98.41","1,303","0","1,268","1,249","1,249","0","46","46","46","0","6","6","6","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,396","435","31.16","435","0","449","433","433","0","1","1","1","0","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","1,030","892","86.60","892","0","775","768","768","0","49","49","49","0","5","5","5","0"
"10937  :  โรงพยาบาลห้วยทับทัน","856","772","90.19","772","0","670","661","661","0","15","15","15","0","2","2","2","0"
"10938  :  โรงพยาบาลโนนคูณ","377","106","28.12","106","0","97","97","97","0","8","8","8","0","1","1","1","0"
"10939  :  โรงพยาบาลศรีรัตนะ","842","618","73.40","618","0","616","606","606","0","10","10","10","0","1","1","1","0"
"10940  :  โรงพยาบาลวังหิน","481","457","95.01","456","1","437","434","433","1","18","17","17","0","4","4","4","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","332","297","89.46","297","0","294","281","281","0","17","13","13","0","4","3","3","0"
"10942  :  โรงพยาบาลภูสิงห์","709","405","57.12","405","0","572","404","404","0","1","1","1","0","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","402","174","43.28","158","16","348","157","157","0","46","17","1","16","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","716","395","55.17","366","29","485","373","347","26","22","22","19","3","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","447","270","60.40","258","12","344","257","254","3","16","6","0","6","3","3","0","3"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","363","6","1.65","6","0","4","1","1","0","0","0","0","0","1","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","875","311","35.54","311","0","273","271","271","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","1,392","1,266","90.95","1,266","0","1,169","1,118","1,118","0","39","37","37","0","1","1","1","0"
"10945  :  โรงพยาบาลโขงเจียม","939","71","7.56","70","1","214","57","57","0","1","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","2,324","971","41.78","971","0","868","860","860","0","83","76","76","0","32","31","31","0"
"10948  :  โรงพยาบาลนาจะหลวย","1,843","8","0.43","8","0","257","7","7","0","20","0","0","0","2","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","689","330","47.90","330","0","341","330","330","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","1,383","837","60.52","837","0","1,136","786","786","0","60","37","37","0","13","11","11","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1,507","946","62.77","946","0","978","942","942","0","5","0","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,493","1,340","89.75","1,333","7","1,240","1,220","1,214","6","10","10","10","0","8","8","8","0"
"10954  :  โรงพยาบาลวารินชำราบ","675","51","7.56","49","2","65","24","22","2","18","15","15","0","10","10","10","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1,510","110","7.28","107","3","479","38","37","1","19","1","1","0","6","1","1","0"
"10957  :  โรงพยาบาลตาลสุม","792","570","71.97","570","0","606","541","541","0","14","13","13","0","2","2","2","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","992","827","83.37","826","1","788","786","785","1","32","32","32","0","9","9","9","0"
"10959  :  โรงพยาบาลสำโรง","886","501","56.55","501","0","2","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","600","261","43.50","261","0","9","2","2","0","0","0","0","0","188","187","187","0"
"10961  :  โรงพยาบาลสิรินธร","901","215","23.86","215","0","275","207","207","0","27","6","6","0","3","1","1","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","747","234","31.33","234","0","721","234","234","0","1","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1,321","25","1.89","24","1","50","19","19","0","4","1","1","0","1","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","555","1","0.18","1","0","39","1","1","0","0","0","0","0","2","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","2","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","221","15","6.79","15","0","15","15","15","0","0","0","0","0","0","0","0","0"
