"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรอง","ร้อยละ","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ"
"10822  :  โรงพยาบาลพนัสนิคม","3,099","438","14.13","438","0","831","433","433","0","79","2","2","0","10","1","1","0"
"10823  :  โรงพยาบาลแหลมฉบัง","8,662","652","7.53","651","1","2,331","621","621","0","39","2","2","0","28","6","6","0"
"10824  :  โรงพยาบาลเกาะสีชัง","569","403","70.83","398","5","533","393","388","5","14","10","10","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","4,729","2,207","46.67","2,202","5","2,752","2,016","2,013","3","38","15","15","0","23","7","7","0"
"10826  :  โรงพยาบาลบ่อทอง","1,072","730","68.10","730","0","847","711","711","0","13","12","12","0","2","1","1","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","244","208","85.25","208","0","221","207","207","0","1","1","1","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","11,401","328","2.88","233","95","1,663","111","109","2","36","5","5","0","17","10","10","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","19","11","57.89","11","0","9","9","9","0","0","0","0","0","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","2,309","725","31.40","686","39","170","84","81","3","6","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","547","298","54.48","298","0","473","284","284","0","11","6","6","0","10","5","5","0"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","386","324","83.94","324","0","376","320","320","0","2","2","2","0","1","1","1","0"
"10828  :  โรงพยาบาลบ้านฉาง","3,732","3,660","98.07","3,660","0","2,788","2,783","2,783","0","54","54","54","0","38","38","38","0"
"10829  :  โรงพยาบาลแกลง","892","871","97.65","867","4","53","48","46","2","0","0","0","0","0","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","867","841","97.00","838","3","800","777","774","3","59","58","58","0","5","5","5","0"
"10831  :  โรงพยาบาลบ้านค่าย","1,365","1,343","98.39","1,303","40","1,261","1,253","1,222","31","29","29","27","2","3","3","3","0"
"10832  :  โรงพยาบาลปลวกแดง","1,285","836","65.06","828","8","838","693","689","4","30","26","26","0","5","5","5","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","425","421","99.06","421","0","403","400","400","0","2","2","2","0","2","2","2","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","620","362","58.39","362","0","566","353","353","0","15","7","7","0","4","2","2","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","198","100","50.51","100","0","174","91","91","0","1","0","0","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","889","621","69.85","617","4","541","428","424","4","4","4","4","0","3","3","3","0"
"10837  :  โรงพยาบาลสองพี่น้อง","1,321","573","43.38","573","0","48","31","31","0","3","1","1","0","20","18","18","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,987","1,759","88.53","1,759","0","1,691","1,611","1,611","0","136","128","128","0","18","15","15","0"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","6","5","83.33","5","0","6","5","5","0","0","0","0","0","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","882","372","42.18","372","0","530","301","301","0","3","1","1","0","1","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","655","515","78.63","507","8","525","467","460","7","16","11","11","0","7","6","6","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,053","800","75.97","800","0","990","767","767","0","6","1","1","0","11","9","9","0"
"10696  :  โรงพยาบาลตราด","1,417","1,047","73.89","1,047","0","1,287","1,016","1,016","0","0","0","0","0","2","1","1","0"
"10845  :  โรงพยาบาลคลองใหญ่","1,803","1,548","85.86","1,548","0","1,588","1,475","1,475","0","14","13","13","0","9","8","8","0"
"10846  :  โรงพยาบาลเขาสมิง","1,412","591","41.86","579","12","408","312","305","7","31","25","23","2","13","9","9","0"
"10847  :  โรงพยาบาลบ่อไร่","1,257","988","78.60","988","0","1,110","950","950","0","2","2","2","0","1","1","1","0"
"10848  :  โรงพยาบาลแหลมงอบ","938","434","46.27","434","0","897","429","429","0","13","1","1","0","6","1","1","0"
"10849  :  โรงพยาบาลเกาะกูด","179","37","20.67","35","2","165","37","35","2","7","0","0","0","1","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","196","150","76.53","149","1","157","144","143","1","4","2","2","0","2","2","2","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","836","654","78.23","170","484","619","598","125","473","6","6","1","5","1","1","0","1"
"10850  :  โรงพยาบาลบางคล้า","3,263","1,299","39.81","1,297","2","1,829","1,208","1,207","1","91","35","35","0","9","3","2","1"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","721","298","41.33","297","1","454","158","158","0","12","2","2","0","4","1","1","0"
"10854  :  โรงพยาบาลพนมสารคาม","2,286","1,908","83.46","1,730","178","1,971","1,755","1,632","123","99","84","54","30","10","8","1","7"
"10855  :  โรงพยาบาลสนามชัยเขต","1","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","985","916","92.99","895","21","908","876","858","18","17","16","15","1","4","4","2","2"
"13747  :  โรงพยาบาลราชสาส์น","1,246","834","66.93","822","12","993","763","751","12","7","5","5","0","18","7","7","0"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","263","191","72.62","190","1","13","11","11","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,693","1,491","88.07","1,483","8","1,534","1,440","1,433","7","46","42","41","1","7","7","7","0"
"10858  :  โรงพยาบาลนาดี","1,330","1,049","78.87","1,043","6","1,260","1,013","1,008","5","18","15","14","1","14","10","10","0"
"10859  :  โรงพยาบาลบ้านสร้าง","944","9","0.95","9","0","100","7","7","0","26","0","0","0","11","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","1,905","1,233","64.72","1,232","1","1,411","1,195","1,194","1","5","3","3","0","5","3","3","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,361","1,196","87.88","1,196","0","1,251","1,184","1,184","0","5","5","5","0","7","6","6","0"
"10862  :  โรงพยาบาลศรีมโหสถ","2,032","1,090","53.64","1,072","18","1,005","913","907","6","97","94","87","7","17","16","15","1"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","198","7","3.54","7","0","10","7","7","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","2,819","2,473","87.73","2,416","57","2,448","2,432","2,383","49","27","27","25","2","14","13","7","6"
"10863  :  โรงพยาบาลปากพลี","536","445","83.02","435","10","487","427","421","6","12","10","8","2","8","7","5","2"
"10864  :  โรงพยาบาลบ้านนา","1,465","979","66.83","977","2","973","966","964","2","5","5","5","0","0","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","623","532","85.39","532","0","517","511","511","0","6","6","6","0","10","9","9","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","1,265","715","56.52","715","0","1,196","697","697","0","26","16","16","0","1","1","1","0"
"10867  :  โรงพยาบาลตาพระยา","948","664","70.04","653","11","681","623","617","6","8","6","4","2","9","5","2","3"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,694","2,211","59.85","2,210","1","2,734","2,136","2,136","0","110","33","33","0","46","15","15","0"
"10869  :  โรงพยาบาลวัฒนานคร","1,742","759","43.57","759","0","1,584","734","734","0","110","23","23","0","16","1","1","0"
"10870  :  โรงพยาบาลอรัญประเทศ","1,265","1,064","84.11","1,062","2","1,103","1,035","1,033","2","21","20","20","0","9","8","8","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","794","421","53.02","421","0","733","394","394","0","1","0","0","0","7","3","3","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","1,778","1,743","98.03","1,743","0","1,684","1,678","1,678","0","34","34","34","0","39","30","30","0"
"10872  :  โรงพยาบาลเสิงสาง","1,675","1,510","90.15","1,508","2","1,594","1,499","1,497","2","6","6","6","0","2","2","2","0"
"10873  :  โรงพยาบาลคง","1,709","1,599","93.56","1,597","2","1,518","1,511","1,511","0","65","65","65","0","23","23","21","2"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,057","289","27.34","289","0","966","267","267","0","15","8","8","0","3","0","0","0"
"10875  :  โรงพยาบาลจักราช","1,417","1,392","98.24","1,392","0","1,386","1,383","1,383","0","6","6","6","0","1","1","1","0"
"10876  :  โรงพยาบาลโชคชัย","2,161","1,943","89.91","1,929","14","2,073","1,899","1,886","13","22","17","16","1","14","14","14","0"
"10877  :  โรงพยาบาลด่านขุนทด","2,439","2,411","98.85","2,411","0","2,377","2,368","2,368","0","30","30","30","0","13","13","13","0"
"10878  :  โรงพยาบาลโนนไทย","2,112","2,051","97.11","2,048","3","2,024","2,019","2,016","3","21","21","21","0","9","9","9","0"
"10879  :  โรงพยาบาลโนนสูง","1,682","1,645","97.80","1,645","0","1,610","1,604","1,604","0","20","19","19","0","13","13","13","0"
"10880  :  โรงพยาบาลขามสะแกแสง","2,080","2,063","99.18","2,063","0","2,055","2,047","2,047","0","14","14","14","0","1","1","1","0"
"10881  :  โรงพยาบาลบัวใหญ่","1,015","952","93.79","952","0","904","889","889","0","39","36","36","0","15","15","15","0"
"10882  :  โรงพยาบาลประทาย","1,446","427","29.53","427","0","399","385","385","0","2","2","2","0","1","1","1","0"
"10883  :  โรงพยาบาลปักธงชัย","1,155","1,088","94.20","1,088","0","1,099","1,061","1,061","0","0","0","0","0","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","2,002","1,706","85.21","1,706","0","1,873","1,660","1,660","0","9","9","9","0","9","9","9","0"
"10885  :  โรงพยาบาลห้วยแถลง","1,672","830","49.64","829","1","1,479","803","803","0","24","16","15","1","13","7","7","0"
"10886  :  โรงพยาบาลชุมพวง","1,724","245","14.21","245","0","1,646","243","243","0","21","1","1","0","9","1","1","0"
"10887  :  โรงพยาบาลสูงเนิน","3,436","3,064","89.17","3,056","8","3,066","2,955","2,951","4","58","57","56","1","32","32","29","3"
"10888  :  โรงพยาบาลขามทะเลสอ","1,214","1,115","91.85","1,097","18","1,093","1,091","1,073","18","15","15","15","0","11","8","8","0"
"10889  :  โรงพยาบาลสีคิ้ว","4,686","4,340","92.62","4,338","2","4,278","4,262","4,260","2","54","54","54","0","20","20","20","0"
"10890  :  โรงพยาบาลปากช่องนานา","2,107","1,448","68.72","1,447","1","1,817","1,426","1,425","1","17","14","14","0","9","7","7","0"
"10891  :  โรงพยาบาลหนองบุญมาก","616","600","97.40","600","0","605","592","592","0","8","8","8","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,305","1,261","96.63","1,252","9","1,186","1,176","1,169","7","72","72","70","2","7","7","7","0"
"10893  :  โรงพยาบาลโนนแดง","1,243","1,183","95.17","1,183","0","1,161","1,161","1,161","0","13","13","13","0","7","7","7","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","526","254","48.29","254","0","503","250","250","0","4","2","2","0","6","2","2","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","521","492","94.43","492","0","484","476","476","0","13","13","13","0","3","3","3","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,041","952","91.45","952","0","961","915","915","0","36","34","34","0","3","2","2","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,474","2,052","82.94","2,047","5","2,143","2,027","2,022","5","4","3","3","0","2","2","2","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2,995","130","4.34","130","0","101","63","63","0","1","0","0","0","1","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","128","7","5.47","7","0","4","4","4","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,202","1,173","97.59","1,173","0","1,140","1,140","1,140","0","16","16","16","0","12","12","12","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","259","254","98.07","253","1","254","254","253","1","0","0","0","0","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","240","100","41.67","99","1","123","100","99","1","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","838","761","90.81","761","0","777","740","740","0","18","16","16","0","5","5","5","0"
"27839  :  โรงพยาบาลบัวลาย","715","698","97.62","698","0","696","695","695","0","2","2","2","0","1","1","1","0"
"27840  :  โรงพยาบาลสีดา","568","567","99.82","548","19","562","562","543","19","2","2","2","0","3","3","3","0"
"27841  :  โรงพยาบาลเทพารักษ์","1,119","1,068","95.44","1,068","0","1,053","1,051","1,051","0","6","6","6","0","2","2","2","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","1,555","1,501","96.53","1,501","0","1,482","1,476","1,476","0","17","17","17","0","7","7","7","0"
"10896  :  โรงพยาบาลกระสัง","1,474","1,406","95.39","1,399","7","1,347","1,338","1,334","4","61","61","58","3","7","7","7","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","1,658","1,624","97.95","1,624","0","1,624","1,613","1,613","0","5","5","5","0","6","6","6","0"
"10899  :  โรงพยาบาลละหานทราย","1,332","984","73.87","983","1","1,283","950","950","0","24","22","21","1","12","11","11","0"
"10900  :  โรงพยาบาลประโคนชัย","2,620","2,302","87.86","2,289","13","2,267","2,167","2,167","0","130","130","118","12","5","5","4","1"
"10901  :  โรงพยาบาลบ้านกรวด","1,423","609","42.80","609","0","672","588","588","0","14","14","14","0","6","6","6","0"
"10902  :  โรงพยาบาลพุทไธสง","1,873","1,858","99.20","1,856","2","1,831","1,825","1,824","1","12","12","12","0","4","4","3","1"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","2,243","1,874","83.55","1,872","2","2,081","1,782","1,780","2","45","44","44","0","7","7","7","0"
"10906  :  โรงพยาบาลปะคำ","1,072","1,042","97.20","1,034","8","1,019","1,011","1,011","0","28","28","20","8","2","2","2","0"
"10907  :  โรงพยาบาลนาโพธิ์","1,016","815","80.22","814","1","959","803","802","1","11","8","8","0","4","4","4","0"
"10908  :  โรงพยาบาลหนองหงส์","1,085","808","74.47","808","0","942","751","751","0","66","46","46","0","3","2","2","0"
"10909  :  โรงพยาบาลพลับพลาชัย","1,212","845","69.72","845","0","827","816","816","0","20","19","19","0","7","6","6","0"
"10910  :  โรงพยาบาลห้วยราช","620","596","96.13","590","6","567","557","552","5","17","17","17","0","1","1","0","1"
"10911  :  โรงพยาบาลโนนสุวรรณ","840","792","94.29","792","0","793","790","790","0","1","1","1","0","1","1","1","0"
"10912  :  โรงพยาบาลชำนิ","645","640","99.22","635","5","602","601","598","3","25","25","25","0","14","14","12","2"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","697","648","92.97","648","0","633","631","631","0","2","2","2","0","1","1","1","0"
"10914  :  โรงพยาบาลโนนดินแดง","1,325","1,220","92.08","1,215","5","1,213","1,186","1,181","5","15","15","15","0","3","3","3","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","41","8","19.51","8","0","10","8","8","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,211","781","64.49","781","0","997","675","675","0","1","1","1","0","2","2","2","0"
"23578  :  โรงพยาบาลแคนดง","1,266","1,210","95.58","1,210","0","1,210","1,206","1,206","0","2","2","2","0","1","1","1","0"
"28020  :  โรงพยาบาลบ้านด่าน","1,407","1,362","96.80","1,357","5","1,357","1,350","1,347","3","8","8","7","1","4","4","3","1"
"10668  :  โรงพยาบาลสุรินทร์","70","19","27.14","19","0","24","17","17","0","0","0","0","0","2","2","2","0"
"10915  :  โรงพยาบาลชุมพลบุรี","1,313","1,171","89.19","1,162","9","1,136","1,132","1,128","4","32","32","28","4","2","2","2","0"
"10916  :  โรงพยาบาลท่าตูม","3,007","1,516","50.42","1,500","16","1,558","1,490","1,475","15","19","3","3","0","14","6","5","1"
"10917  :  โรงพยาบาลจอมพระ","1,805","1,500","83.10","1,497","3","1,616","1,434","1,433","1","67","57","56","1","11","5","4","1"
"10918  :  โรงพยาบาลปราสาท","1,921","819","42.63","800","19","848","718","705","13","97","93","88","5","5","5","5","0"
"10919  :  โรงพยาบาลกาบเชิง","1,091","755","69.20","650","105","964","719","627","92","32","27","17","10","10","8","5","3"
"10920  :  โรงพยาบาลรัตนบุรี","1,928","1,863","96.63","1,863","0","1,857","1,853","1,853","0","0","0","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","1,271","991","77.97","991","0","1,007","988","988","0","2","0","0","0","1","1","1","0"
"10922  :  โรงพยาบาลศีขรภูมิ","1,881","1,490","79.21","1,490","0","1,494","1,475","1,475","0","5","5","5","0","3","3","3","0"
"10923  :  โรงพยาบาลสังขะ","1,711","22","1.29","22","0","67","22","22","0","0","0","0","0","1","0","0","0"
"10924  :  โรงพยาบาลลำดวน","1,463","1,336","91.32","1,311","25","1,253","1,250","1,243","7","69","69","57","12","12","12","6","6"
"10925  :  โรงพยาบาลสำโรงทาบ","1,348","1,205","89.39","1,171","34","1,169","1,159","1,153","6","25","25","7","18","16","16","6","10"
"10926  :  โรงพยาบาลบัวเชด","1,112","1,098","98.74","1,098","0","1,059","1,059","1,059","0","8","8","8","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","101","16","15.84","16","0","20","16","16","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","536","3","0.56","3","0","4","3","3","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","668","659","98.65","658","1","612","609","609","0","49","49","48","1","1","1","1","0"
"27843  :  โรงพยาบาลศรีณรงค์","576","435","75.52","435","0","438","435","435","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","473","451","95.35","451","0","433","432","432","0","15","15","15","0","1","1","1","0"
"10700  :  โรงพยาบาลศรีสะเกษ","621","235","37.84","234","1","203","181","181","0","7","5","5","0","1","1","1","0"
"10927  :  โรงพยาบาลยางชุมน้อย","1,019","800","78.51","774","26","813","770","770","0","27","26","0","26","4","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","1,557","1,459","93.71","1,458","1","1,352","1,302","1,302","0","161","155","154","1","2","2","2","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,977","1,782","90.14","1,781","1","1,624","1,613","1,613","0","148","148","147","1","17","17","17","0"
"10930  :  โรงพยาบาลขุขันธ์","1,908","974","51.05","971","3","862","843","842","1","72","72","72","0","10","4","4","0"
"10931  :  โรงพยาบาลไพรบึง","2,111","1,724","81.67","1,722","2","2,031","1,669","1,668","1","67","52","51","1","5","3","3","0"
"10932  :  โรงพยาบาลปรางค์กู่","1,015","678","66.80","663","15","670","650","636","14","24","23","22","1","3","3","3","0"
"10933  :  โรงพยาบาลขุนหาญ","1,354","1,235","91.21","1,201","34","1,192","1,187","1,153","34","39","39","39","0","6","6","6","0"
"10934  :  โรงพยาบาลราษีไศล","1,257","1,162","92.44","1,161","1","1,176","1,110","1,109","1","45","40","40","0","11","10","10","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,321","1,050","79.49","1,050","0","1,127","1,011","1,011","0","31","29","29","0","2","2","2","0"
"10936  :  โรงพยาบาลบึงบูรพ์","982","820","83.50","820","0","884","767","767","0","36","30","30","0","6","5","5","0"
"10937  :  โรงพยาบาลห้วยทับทัน","817","457","55.94","457","0","608","414","414","0","14","6","6","0","1","1","1","0"
"10938  :  โรงพยาบาลโนนคูณ","369","93","25.20","93","0","85","85","85","0","6","6","6","0","1","1","1","0"
"10939  :  โรงพยาบาลศรีรัตนะ","608","527","86.68","526","1","567","520","519","1","4","3","3","0","2","2","2","0"
"10940  :  โรงพยาบาลวังหิน","484","467","96.49","462","5","450","443","438","5","25","23","23","0","1","1","1","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","312","281","90.06","281","0","280","259","259","0","25","21","21","0","1","1","1","0"
"10942  :  โรงพยาบาลภูสิงห์","698","618","88.54","616","2","620","579","579","0","30","27","26","1","5","5","4","1"
"10943  :  โรงพยาบาลเมืองจันทร์","386","154","39.90","151","3","335","146","146","0","30","6","3","3","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","595","500","84.03","472","28","559","475","451","24","19","18","16","2","5","5","3","2"
"28014  :  โรงพยาบาลพยุห์","435","270","62.07","262","8","408","261","258","3","10","7","2","5","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","343","278","81.05","278","0","287","267","267","0","11","11","11","0","1","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","831","468","56.32","468","0","694","436","436","0","24","16","16","0","3","2","2","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","1,305","1,180","90.42","1,179","1","482","441","441","0","13","12","12","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","887","94","10.60","93","1","268","92","91","1","4","2","2","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","2,368","2,183","92.19","2,183","0","1,929","1,909","1,909","0","202","196","196","0","20","19","19","0"
"10948  :  โรงพยาบาลนาจะหลวย","1,758","8","0.46","8","0","1,037","6","6","0","23","0","0","0","4","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","1,260","634","50.32","634","0","636","611","611","0","21","21","21","0","2","2","2","0"
"10951  :  โรงพยาบาลตระการพืชผล","1,317","701","53.23","701","0","919","625","625","0","116","66","66","0","11","10","10","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","454","277","61.01","277","0","278","260","260","0","5","0","0","0","2","1","1","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,454","537","36.93","534","3","757","395","392","3","1","1","1","0","2","2","2","0"
"10954  :  โรงพยาบาลวารินชำราบ","543","289","53.22","286","3","106","74","74","0","43","38","38","0","29","29","27","2"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1,472","110","7.47","108","2","499","41","39","2","20","2","2","0","5","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","752","658","87.50","644","14","628","597","584","13","8","7","7","0","2","1","1","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","951","871","91.59","871","0","808","805","805","0","49","48","48","0","18","18","18","0"
"10959  :  โรงพยาบาลสำโรง","837","640","76.46","640","0","346","340","340","0","11","10","10","0","3","3","3","0"
"10960  :  โรงพยาบาลดอนมดแดง","594","418","70.37","418","0","266","243","243","0","2","2","2","0","5","5","5","0"
"10961  :  โรงพยาบาลสิรินธร","867","527","60.78","527","0","729","506","506","0","63","16","16","0","18","5","5","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","655","244","37.25","244","0","328","244","244","0","2","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1,210","71","5.87","68","3","81","56","53","3","4","0","0","0","3","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","528","8","1.52","8","0","43","6","6","0","0","0","0","0","3","1","1","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","2","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
