"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรอง","ร้อยละ","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ"
"10823  :  โรงพยาบาลแหลมฉบัง","3,745","1,446","38.61","1,437","9","3,645","1,414","1,407","7","63","20","20","0","37","12","10","2"
"10824  :  โรงพยาบาลเกาะสีชัง","533","62","11.63","61","1","523","61","60","1","5","0","0","0","5","1","1","0"
"10825  :  โรงพยาบาลสัตหีบกม10","3,619","1,744","48.19","1,741","3","3,502","1,708","1,706","2","91","31","30","1","26","5","5","0"
"10826  :  โรงพยาบาลบ่อทอง","694","529","76.22","528","1","674","511","511","0","16","14","13","1","4","4","4","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","161","72","44.72","69","3","160","72","69","3","1","0","0","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","2,349","321","13.67","320","1","2,269","304","304","0","47","9","9","0","33","8","7","1"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","246","103","41.87","103","0","224","83","83","0","14","13","13","0","8","7","7","0"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","422","345","81.75","345","0","411","339","339","0","7","3","3","0","4","3","3","0"
"10828  :  โรงพยาบาลบ้านฉาง","2,572","1,727","67.15","1,725","2","2,411","1,590","1,588","2","135","114","114","0","26","23","23","0"
"10829  :  โรงพยาบาลแกลง","755","711","94.17","710","1","748","705","704","1","4","3","3","0","3","3","3","0"
"10830  :  โรงพยาบาลวังจันทร์","780","737","94.49","735","2","705","666","665","1","67","65","64","1","8","6","6","0"
"10831  :  โรงพยาบาลบ้านค่าย","1,268","1,218","96.06","1,191","27","1,216","1,171","1,148","23","39","38","35","3","13","9","8","1"
"10832  :  โรงพยาบาลปลวกแดง","773","415","53.69","415","0","761","409","409","0","10","5","5","0","2","1","1","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","285","242","84.91","238","4","284","242","238","4","0","0","0","0","1","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","472","438","92.80","438","0","457","425","425","0","10","9","9","0","5","4","4","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","671","655","97.62","637","18","658","643","625","18","11","10","10","0","2","2","2","0"
"10837  :  โรงพยาบาลสองพี่น้อง","1,026","206","20.08","206","0","1,001","199","199","0","14","5","5","0","11","2","2","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,962","1,823","92.92","1,823","0","1,958","1,819","1,819","0","1","1","1","0","3","3","3","0"
"10839  :  โรงพยาบาลมะขาม","277","265","95.67","264","1","275","264","263","1","2","1","1","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","317","121","38.17","107","14","304","117","105","12","10","4","2","2","3","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","508","443","87.20","407","36","483","421","391","30","18","16","10","6","7","6","6","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,020","885","86.76","589","296","1,004","871","580","291","8","7","4","3","8","7","5","2"
"10696  :  โรงพยาบาลตราด","1,454","797","54.81","794","3","1,412","779","776","3","27","15","15","0","15","3","3","0"
"10845  :  โรงพยาบาลคลองใหญ่","1,741","843","48.42","843","0","1,694","813","813","0","31","17","17","0","16","13","13","0"
"10846  :  โรงพยาบาลเขาสมิง","831","621","74.73","612","9","806","602","596","6","17","16","14","2","8","3","2","1"
"10847  :  โรงพยาบาลบ่อไร่","831","726","87.36","721","5","826","721","716","5","5","5","5","0","0","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","792","718","90.66","717","1","777","706","706","0","10","7","6","1","5","5","5","0"
"10849  :  โรงพยาบาลเกาะกูด","154","130","84.42","128","2","144","123","121","2","8","6","6","0","2","1","1","0"
"13816  :  โรงพยาบาลเกาะช้าง","148","84","56.76","83","1","142","80","79","1","4","2","2","0","2","2","2","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","587","500","85.18","188","312","583","497","188","309","1","0","0","0","3","3","0","3"
"10850  :  โรงพยาบาลบางคล้า","1,377","122","8.86","111","11","1,228","99","92","7","136","22","18","4","13","1","1","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","573","394","68.76","389","5","561","383","379","4","6","6","5","1","6","5","5","0"
"10854  :  โรงพยาบาลพนมสารคาม","1,746","1,508","86.37","553","955","1,672","1,446","521","925","53","41","21","20","21","21","11","10"
"10855  :  โรงพยาบาลสนามชัยเขต","808","346","42.82","344","2","806","344","342","2","2","2","2","0","0","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","818","523","63.94","523","0","811","518","518","0","4","3","3","0","3","2","2","0"
"13747  :  โรงพยาบาลราชสาส์น","1,058","122","11.53","113","9","1,020","121","112","9","15","0","0","0","23","1","1","0"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","18","17","94.44","17","0","17","16","16","0","1","1","1","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","756","339","44.84","338","1","705","323","323","0","43","12","11","1","8","4","4","0"
"10858  :  โรงพยาบาลนาดี","1,017","491","48.28","488","3","971","450","447","3","37","34","34","0","9","7","7","0"
"10859  :  โรงพยาบาลบ้านสร้าง","626","90","14.38","90","0","568","35","35","0","53","52","52","0","5","3","3","0"
"10860  :  โรงพยาบาลประจันตคาม","1,495","1,476","98.73","1,462","14","1,421","1,408","1,395","13","64","58","58","0","10","10","9","1"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,212","1,066","87.95","1,066","0","1,192","1,047","1,047","0","13","13","13","0","7","6","6","0"
"10862  :  โรงพยาบาลศรีมโหสถ","1,492","780","52.28","775","5","1,427","747","743","4","44","22","21","1","21","11","11","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","38","18","47.37","18","0","31","16","16","0","6","2","2","0","1","0","0","0"
"10698  :  โรงพยาบาลนครนายก","2,542","1,453","57.16","1,443","10","2,334","1,306","1,296","10","188","143","143","0","20","4","4","0"
"10863  :  โรงพยาบาลปากพลี","493","441","89.45","434","7","475","427","421","6","9","9","8","1","9","5","5","0"
"10864  :  โรงพยาบาลบ้านนา","1,208","972","80.46","970","2","1,173","954","952","2","20","11","11","0","15","7","7","0"
"10865  :  โรงพยาบาลองครักษ์","559","524","93.74","519","5","525","494","491","3","24","21","19","2","10","9","9","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","1,187","1,109","93.43","1,107","2","1,176","1,102","1,102","0","1","1","0","1","10","6","5","1"
"10867  :  โรงพยาบาลตาพระยา","449","73","16.26","69","4","414","68","65","3","23","5","4","1","12","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","2,130","1,909","89.62","1,909","0","2,006","1,798","1,798","0","106","97","97","0","18","14","14","0"
"10869  :  โรงพยาบาลวัฒนานคร","1,720","29","1.69","29","0","1,566","28","28","0","93","1","1","0","61","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","1,401","841","60.03","839","2","1,384","826","825","1","15","14","13","1","2","1","1","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","487","292","59.96","284","8","477","283","275","8","9","9","9","0","1","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","1,581","1,426","90.20","1,422","4","1,527","1,378","1,374","4","27","25","25","0","27","23","23","0"
"10872  :  โรงพยาบาลเสิงสาง","1,471","1,419","96.46","1,419","0","1,426","1,374","1,374","0","29","29","29","0","16","16","16","0"
"10873  :  โรงพยาบาลคง","1,605","1,542","96.07","1,412","130","1,576","1,515","1,389","126","24","22","19","3","5","5","4","1"
"10874  :  โรงพยาบาลบ้านเหลื่อม","956","498","52.09","498","0","929","487","487","0","25","11","11","0","2","0","0","0"
"10875  :  โรงพยาบาลจักราช","1,191","1,099","92.28","1,098","1","1,162","1,071","1,071","0","22","21","20","1","7","7","7","0"
"10876  :  โรงพยาบาลโชคชัย","1,737","1,493","85.95","1,477","16","1,710","1,470","1,455","15","18","15","15","0","9","8","7","1"
"10877  :  โรงพยาบาลด่านขุนทด","2,247","1,825","81.22","1,825","0","2,202","1,794","1,794","0","39","27","27","0","6","4","4","0"
"10878  :  โรงพยาบาลโนนไทย","1,920","1,868","97.29","1,866","2","1,903","1,851","1,849","2","9","9","9","0","8","8","8","0"
"10879  :  โรงพยาบาลโนนสูง","1,499","1,482","98.87","1,482","0","1,478","1,461","1,461","0","15","15","15","0","6","6","6","0"
"10880  :  โรงพยาบาลขามสะแกแสง","1,850","1,068","57.73","1,068","0","1,844","1,065","1,065","0","4","1","1","0","2","2","2","0"
"10881  :  โรงพยาบาลบัวใหญ่","983","827","84.13","825","2","903","775","775","0","56","39","38","1","24","13","12","1"
"10882  :  โรงพยาบาลประทาย","1,216","1,071","88.08","1,068","3","1,198","1,055","1,053","2","16","14","14","0","2","2","1","1"
"10883  :  โรงพยาบาลปักธงชัย","982","894","91.04","887","7","961","875","868","7","16","14","14","0","5","5","5","0"
"10884  :  โรงพยาบาลพิมาย","1,514","1,392","91.94","1,391","1","1,484","1,362","1,361","1","27","27","27","0","3","3","3","0"
"10885  :  โรงพยาบาลห้วยแถลง","1,423","1,390","97.68","1,387","3","1,399","1,366","1,363","3","18","18","18","0","6","6","6","0"
"10886  :  โรงพยาบาลชุมพวง","1,570","1,131","72.04","1,131","0","1,537","1,102","1,102","0","26","22","22","0","7","7","7","0"
"10887  :  โรงพยาบาลสูงเนิน","2,698","1,778","65.90","1,775","3","2,615","1,702","1,699","3","49","43","43","0","34","33","33","0"
"10888  :  โรงพยาบาลขามทะเลสอ","1,021","817","80.02","803","14","1,001","803","790","13","13","10","9","1","7","4","4","0"
"10889  :  โรงพยาบาลสีคิ้ว","4,210","4,119","97.84","4,085","34","4,149","4,060","4,026","34","42","40","40","0","19","19","19","0"
"10890  :  โรงพยาบาลปากช่องนานา","1,435","818","57.00","818","0","1,433","817","817","0","0","0","0","0","2","1","1","0"
"10891  :  โรงพยาบาลหนองบุญมาก","521","494","94.82","494","0","511","486","486","0","10","8","8","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,139","1,098","96.40","1,077","21","1,079","1,042","1,024","18","53","50","48","2","7","6","5","1"
"10893  :  โรงพยาบาลโนนแดง","1,204","855","71.01","850","5","1,162","823","818","5","34","26","26","0","8","6","6","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","474","301","63.50","301","0","470","298","298","0","1","1","1","0","3","2","2","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","441","378","85.71","376","2","423","360","359","1","14","14","14","0","4","4","3","1"
"11608  :  โรงพยาบาลลำทะเมนชัย","868","782","90.09","782","0","816","737","737","0","47","41","41","0","5","4","4","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","1,394","1,262","90.53","1,260","2","1,384","1,255","1,254","1","5","3","3","0","5","4","3","1"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","105","57","54.29","57","0","103","57","57","0","1","0","0","0","1","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","8","7","87.50","7","0","8","7","7","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,034","1,015","98.16","1,015","0","990","975","975","0","32","29","29","0","12","11","11","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,144","1,139","99.56","1,139","0","1,076","1,071","1,071","0","41","41","41","0","27","27","27","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","739","490","66.31","477","13","718","476","467","9","16","12","10","2","5","2","0","2"
"27839  :  โรงพยาบาลบัวลาย","611","603","98.69","601","2","600","592","590","2","10","10","10","0","1","1","1","0"
"27840  :  โรงพยาบาลสีดา","498","483","96.99","483","0","486","471","471","0","5","5","5","0","7","7","7","0"
"27841  :  โรงพยาบาลเทพารักษ์","1,038","875","84.30","875","0","1,034","873","873","0","4","2","2","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","1,356","1,300","95.87","1,300","0","1,334","1,279","1,279","0","16","15","15","0","6","6","6","0"
"10896  :  โรงพยาบาลกระสัง","1,350","1,184","87.70","1,183","1","1,289","1,125","1,124","1","57","55","55","0","4","4","4","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","1,511","1,287","85.18","1,282","5","1,487","1,264","1,259","5","14","13","13","0","10","10","10","0"
"10899  :  โรงพยาบาลละหานทราย","1,297","1,225","94.45","1,225","0","1,288","1,216","1,216","0","6","6","6","0","3","3","3","0"
"10900  :  โรงพยาบาลประโคนชัย","2,406","2,320","96.43","2,313","7","2,265","2,181","2,181","0","131","129","123","6","10","10","9","1"
"10901  :  โรงพยาบาลบ้านกรวด","1,605","1,219","75.95","1,216","3","1,556","1,176","1,175","1","32","32","31","1","17","11","10","1"
"10902  :  โรงพยาบาลพุทไธสง","1,723","1,690","98.08","1,690","0","1,721","1,689","1,689","0","2","1","1","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","2,156","2,090","96.94","2,090","0","2,123","2,057","2,057","0","29","29","29","0","4","4","4","0"
"10906  :  โรงพยาบาลปะคำ","999","958","95.90","957","1","998","958","957","1","1","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","937","793","84.63","788","5","926","783","779","4","10","9","9","0","1","1","0","1"
"10908  :  โรงพยาบาลหนองหงส์","969","961","99.17","961","0","969","961","961","0","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","1,114","1,105","99.19","1,104","1","988","980","980","0","113","112","112","0","13","13","12","1"
"10910  :  โรงพยาบาลห้วยราช","539","522","96.85","520","2","522","505","505","0","16","16","15","1","1","1","0","1"
"10911  :  โรงพยาบาลโนนสุวรรณ","752","609","80.98","609","0","742","600","600","0","4","4","4","0","6","5","5","0"
"10912  :  โรงพยาบาลชำนิ","622","596","95.82","592","4","587","561","557","4","30","30","30","0","5","5","5","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","623","3","0.48","3","0","614","2","2","0","7","1","1","0","2","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","1,379","1,185","85.93","1,185","0","1,379","1,185","1,185","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","4","1","25.00","1","0","4","1","1","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,112","981","88.22","981","0","1,107","976","976","0","3","3","3","0","2","2","2","0"
"23578  :  โรงพยาบาลแคนดง","1,105","1,051","95.11","1,049","2","1,099","1,045","1,044","1","5","5","4","1","1","1","1","0"
"28020  :  โรงพยาบาลบ้านด่าน","1,243","1,151","92.60","1,109","42","1,226","1,137","1,095","42","13","11","11","0","4","3","3","0"
"10668  :  โรงพยาบาลสุรินทร์","32","12","37.50","12","0","32","12","12","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","1,179","1,147","97.29","1,073","74","1,132","1,101","1,063","38","36","35","7","28","11","11","3","8"
"10916  :  โรงพยาบาลท่าตูม","2,364","2,023","85.58","2,022","1","2,298","1,975","1,974","1","37","28","28","0","29","20","20","0"
"10917  :  โรงพยาบาลจอมพระ","1,508","1,347","89.32","1,343","4","1,456","1,306","1,302","4","42","32","32","0","10","9","9","0"
"10918  :  โรงพยาบาลปราสาท","1,408","1,114","79.12","1,113","1","1,407","1,114","1,113","1","1","0","0","0","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","592","125","21.11","104","21","524","125","104","21","66","0","0","0","2","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1,797","1,588","88.37","1,304","284","1,695","1,488","1,236","252","95","93","66","27","7","7","2","5"
"10921  :  โรงพยาบาลสนม","1,165","1,078","92.53","1,078","0","1,088","1,005","1,005","0","63","59","59","0","14","14","14","0"
"10922  :  โรงพยาบาลศีขรภูมิ","1,695","1,529","90.21","1,529","0","1,690","1,526","1,526","0","2","1","1","0","3","2","2","0"
"10923  :  โรงพยาบาลสังขะ","1,291","1,222","94.66","1,222","0","1,288","1,221","1,221","0","0","0","0","0","3","1","1","0"
"10924  :  โรงพยาบาลลำดวน","1,204","1,090","90.53","1,071","19","1,160","1,047","1,032","15","39","38","34","4","5","5","5","0"
"10925  :  โรงพยาบาลสำโรงทาบ","1,180","1,137","96.36","1,123","14","1,157","1,117","1,114","3","12","11","7","4","11","9","2","7"
"10926  :  โรงพยาบาลบัวเชด","697","353","50.65","353","0","652","317","317","0","44","35","35","0","1","1","1","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","25","19","76.00","19","0","25","19","19","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","475","466","98.11","466","0","474","466","466","0","0","0","0","0","1","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","615","555","90.24","554","1","585","526","525","1","27","26","26","0","3","3","3","0"
"27843  :  โรงพยาบาลศรีณรงค์","394","304","77.16","300","4","393","304","300","4","1","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","435","411","94.48","411","0","432","410","410","0","3","1","1","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","312","187","59.94","187","0","300","184","184","0","8","2","2","0","4","1","1","0"
"10927  :  โรงพยาบาลยางชุมน้อย","884","109","12.33","109","0","881","109","109","0","1","0","0","0","2","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","1,343","912","67.91","912","0","1,288","865","865","0","48","41","41","0","7","6","6","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,608","457","28.42","455","2","1,550","429","429","0","48","26","24","2","10","2","2","0"
"10930  :  โรงพยาบาลขุขันธ์","1,039","745","71.70","745","0","953","666","666","0","81","74","74","0","5","5","5","0"
"10931  :  โรงพยาบาลไพรบึง","1,868","1,204","64.45","1,197","7","1,756","1,128","1,124","4","107","71","69","2","5","5","4","1"
"10932  :  โรงพยาบาลปรางค์กู่","850","728","85.65","711","17","833","717","700","17","14","8","8","0","3","3","3","0"
"10933  :  โรงพยาบาลขุนหาญ","1,226","1,194","97.39","1,190","4","1,179","1,148","1,144","4","37","36","36","0","10","10","10","0"
"10934  :  โรงพยาบาลราษีไศล","1,085","781","71.98","780","1","1,062","764","763","1","22","17","17","0","1","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,211","776","64.08","758","18","1,134","733","715","18","71","41","41","0","6","2","2","0"
"10936  :  โรงพยาบาลบึงบูรพ์","455","311","68.35","311","0","441","302","302","0","14","9","9","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","704","289","41.05","284","5","689","281","276","5","13","7","7","0","2","1","1","0"
"10938  :  โรงพยาบาลโนนคูณ","333","311","93.39","306","5","317","297","293","4","15","14","13","1","1","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","540","486","90.00","486","0","537","484","484","0","3","2","2","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","413","298","72.15","297","1","404","292","291","1","4","1","1","0","5","5","5","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","278","200","71.94","198","2","258","191","189","2","19","8","8","0","1","1","1","0"
"10942  :  โรงพยาบาลภูสิงห์","652","475","72.85","475","0","640","474","474","0","11","1","1","0","1","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","356","8","2.25","8","0","326","7","7","0","26","1","1","0","4","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","605","271","44.79","266","5","591","264","259","5","14","7","7","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","378","247","65.34","240","7","374","243","240","3","3","3","0","3","1","1","0","1"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","311","139","44.69","139","0","301","139","139","0","7","0","0","0","3","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","383","313","81.72","313","0","381","312","312","0","2","1","1","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","801","14","1.75","14","0","801","14","14","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","178","147","82.58","147","0","176","146","146","0","2","1","1","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","1,146","722","63.00","722","0","863","694","694","0","276","23","23","0","7","5","5","0"
"10948  :  โรงพยาบาลนาจะหลวย","309","8","2.59","8","0","247","8","8","0","62","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","641","509","79.41","507","2","636","506","504","2","5","3","3","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","535","233","43.55","229","4","496","230","226","4","35","2","2","0","4","1","1","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","150","10","6.67","10","0","101","7","7","0","47","2","2","0","2","1","1","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,319","268","20.32","263","5","1,266","263","258","5","42","4","4","0","11","1","1","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","218","1","0.46","1","0","212","1","1","0","3","0","0","0","3","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","533","339","63.60","323","16","480","319","306","13","48","19","16","3","5","1","1","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","405","350","86.42","350","0","384","330","330","0","21","20","20","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","49","44","89.80","44","0","49","44","44","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","424","269","63.44","269","0","421","267","267","0","2","2","2","0","1","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","303","128","42.24","128","0","291","122","122","0","10","6","6","0","2","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","371","282","76.01","282","0","370","282","282","0","1","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","803","701","87.30","701","0","756","658","658","0","43","41","41","0","4","2","2","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","84","77","91.67","77","0","63","56","56","0","21","21","21","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
