"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10867  :  โรงพยาบาลตาพระยา","948","0","0.00","0","0","0","681","0","0","0","0","8","0","0","0","0","9","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,634","0","0.00","0","0","0","2,734","0","0","0","0","110","0","0","0","0","46","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","1,742","3","0.17","3","0","0","1,584","3","3","0","0","110","0","0","0","0","16","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","1,265","83","6.56","83","0","0","1,103","79","79","0","0","21","2","2","0","0","9","1","1","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","794","12","1.51","12","0","0","733","12","12","0","0","1","0","0","0","0","7","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","1,778","0","0.00","0","0","0","1,684","0","0","0","0","34","0","0","0","0","39","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","1,675","27","1.61","27","0","0","1,594","27","27","0","0","6","0","0","0","0","2","0","0","0","0"
"10873  :  โรงพยาบาลคง","1,708","0","0.00","0","0","0","1,518","0","0","0","0","65","0","0","0","0","23","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,057","0","0.00","0","0","0","966","0","0","0","0","15","0","0","0","0","3","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","1,417","0","0.00","0","0","0","1,386","0","0","0","0","6","0","0","0","0","1","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","2,161","1","0.05","1","0","0","2,073","1","1","0","0","22","0","0","0","0","14","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","2,439","10","0.41","10","0","0","2,377","10","10","0","0","30","0","0","0","0","13","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","2,112","1","0.05","1","0","0","2,024","1","1","0","0","21","0","0","0","0","9","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","1,682","2","0.12","2","0","0","1,610","2","2","0","0","20","0","0","0","0","13","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","2,080","1","0.05","0","1","0","2,055","1","0","1","0","14","0","0","0","0","1","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","1,015","2","0.20","2","0","0","904","1","1","0","0","39","0","0","0","0","15","1","1","0","0"
"10882  :  โรงพยาบาลประทาย","1,446","4","0.28","4","0","0","399","4","4","0","0","2","0","0","0","0","1","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","1,155","3","0.26","3","0","0","1,099","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","2,002","1","0.05","1","0","0","1,873","1","1","0","0","9","0","0","0","0","9","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","1,672","1","0.06","1","0","0","1,479","1","1","0","0","24","0","0","0","0","13","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","1,724","0","0.00","0","0","0","1,646","0","0","0","0","21","0","0","0","0","9","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","3,436","8","0.23","8","0","0","3,066","8","8","0","0","58","0","0","0","0","32","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","1,214","2","0.16","2","0","0","1,093","2","2","0","0","15","0","0","0","0","11","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","4,686","3","0.06","3","0","0","4,278","3","3","0","0","54","0","0","0","0","20","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","2,107","11","0.52","11","0","0","1,817","11","11","0","0","17","0","0","0","0","9","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","616","0","0.00","0","0","0","605","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,305","488","37.39","483","5","0","1,186","434","429","5","0","72","44","44","0","0","7","4","4","0","0"
"10893  :  โรงพยาบาลโนนแดง","1,243","0","0.00","0","0","0","1,161","0","0","0","0","13","0","0","0","0","7","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","526","2","0.38","2","0","0","503","2","2","0","0","4","0","0","0","0","6","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","521","0","0.00","0","0","0","484","0","0","0","0","13","0","0","0","0","3","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,041","2","0.19","2","0","0","961","2","2","0","0","36","0","0","0","0","3","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,474","34","1.37","34","0","0","2,143","32","32","0","0","4","0","0","0","0","2","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2,993","8","0.27","8","0","0","101","3","3","0","0","1","0","0","0","0","1","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","128","1","0.78","1","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,202","0","0.00","0","0","0","1,140","0","0","0","0","16","0","0","0","0","12","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","259","0","0.00","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","240","8","3.33","8","0","0","123","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","838","0","0.00","0","0","0","777","0","0","0","0","18","0","0","0","0","5","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","715","0","0.00","0","0","0","696","0","0","0","0","2","0","0","0","0","1","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","568","0","0.00","0","0","0","562","0","0","0","0","2","0","0","0","0","3","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","1,119","1","0.09","1","0","0","1,053","1","1","0","0","6","0","0","0","0","2","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","1,555","1","0.06","1","0","0","1,482","1","1","0","0","17","0","0","0","0","7","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","1,474","150","10.18","150","0","0","1,347","150","150","0","0","61","0","0","0","0","7","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","1,658","2","0.12","2","0","0","1,624","2","2","0","0","5","0","0","0","0","6","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","1,332","7","0.53","7","0","0","1,283","7","7","0","0","24","0","0","0","0","12","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","2,620","2","0.08","2","0","0","2,267","2","2","0","0","130","0","0","0","0","5","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","1,423","1","0.07","1","0","0","672","1","1","0","0","14","0","0","0","0","6","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","1,873","0","0.00","0","0","0","1,831","0","0","0","0","12","0","0","0","0","4","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","2,243","5","0.22","5","0","0","2,081","5","5","0","0","45","0","0","0","0","7","0","0","0","0"
"10906  :  โรงพยาบาลปะคำ","1,072","1,034","96.46","1,032","2","0","1,019","1,004","1,004","0","0","28","28","26","2","0","2","1","1","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","1,016","0","0.00","0","0","0","959","0","0","0","0","11","0","0","0","0","4","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","1,085","66","6.08","66","0","0","942","56","56","0","0","66","6","6","0","0","3","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","1,212","178","14.69","178","0","0","827","175","175","0","0","20","1","1","0","0","7","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","620","0","0.00","0","0","0","567","0","0","0","0","17","0","0","0","0","1","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","840","791","94.17","791","0","0","793","790","790","0","0","1","1","1","0","0","1","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","645","580","89.92","579","1","0","602","568","567","1","0","25","6","6","0","0","14","6","6","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","697","0","0.00","0","0","0","633","0","0","0","0","2","0","0","0","0","1","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","1,325","16","1.21","16","0","0","1,213","16","16","0","0","15","0","0","0","0","3","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","41","0","0.00","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,211","0","0.00","0","0","0","997","0","0","0","0","1","0","0","0","0","2","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","1,266","0","0.00","0","0","0","1,210","0","0","0","0","2","0","0","0","0","1","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","1,407","1,354","96.23","1,350","4","0","1,357","1,343","1,341","2","0","8","8","7","1","0","4","3","2","1","0"
"10668  :  โรงพยาบาลสุรินทร์","70","0","0.00","0","0","0","24","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","1,313","0","0.00","0","0","0","1,136","0","0","0","0","32","0","0","0","0","2","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","3,007","1","0.03","1","0","0","1,558","1","1","0","0","19","0","0","0","0","14","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","1,805","0","0.00","0","0","0","1,616","0","0","0","0","67","0","0","0","0","11","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","1,921","10","0.52","10","0","0","848","4","4","0","0","97","6","6","0","0","5","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","1,091","1","0.09","0","1","0","964","1","0","1","0","32","0","0","0","0","10","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1,928","1,863","96.63","1,862","1","0","1,857","1,853","1,852","1","0","0","0","0","0","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","1,271","1","0.08","1","0","0","1,007","1","1","0","0","2","0","0","0","0","1","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","1,881","0","0.00","0","0","0","1,494","0","0","0","0","5","0","0","0","0","3","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","1,711","2","0.12","2","0","0","67","2","2","0","0","0","0","0","0","0","1","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","1,463","1,335","91.25","1,316","19","0","1,253","1,249","1,243","6","0","69","69","59","10","0","12","12","9","3","0"
"10925  :  โรงพยาบาลสำโรงทาบ","1,348","0","0.00","0","0","0","1,169","0","0","0","0","25","0","0","0","0","16","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","1,112","0","0.00","0","0","0","1,059","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","101","1","0.99","1","0","0","20","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","536","0","0.00","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","668","28","4.19","28","0","0","612","1","1","0","0","49","26","26","0","0","1","1","1","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","575","1","0.17","1","0","0","438","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","473","0","0.00","0","0","0","433","0","0","0","0","15","0","0","0","0","1","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","621","162","26.09","161","1","0","203","106","106","0","0","7","3","3","0","0","1","0","0","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","1,019","835","81.94","808","27","0","813","808","808","0","0","27","27","0","27","0","4","0","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","1,557","4","0.26","4","0","0","1,352","4","4","0","0","161","0","0","0","0","2","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,973","13","0.66","12","1","0","1,624","9","9","0","0","148","2","1","1","0","17","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","1,908","0","0.00","0","0","0","862","0","0","0","0","72","0","0","0","0","10","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","2,111","508","24.06","508","0","0","2,031","484","484","0","0","67","23","23","0","0","5","1","1","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","1,015","0","0.00","0","0","0","670","0","0","0","0","24","0","0","0","0","3","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","1,354","0","0.00","0","0","0","1,192","0","0","0","0","39","0","0","0","0","6","0","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","1,257","1","0.08","1","0","0","1,176","1","1","0","0","45","0","0","0","0","11","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,321","0","0.00","0","0","0","1,127","0","0","0","0","31","0","0","0","0","2","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","982","1","0.10","1","0","0","884","1","1","0","0","36","0","0","0","0","6","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","817","1","0.12","0","1","0","608","0","0","0","0","14","0","0","0","0","1","0","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","369","0","0.00","0","0","0","85","0","0","0","0","6","0","0","0","0","1","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","608","1","0.16","1","0","0","567","1","1","0","0","4","0","0","0","0","2","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","484","0","0.00","0","0","0","450","0","0","0","0","25","0","0","0","0","1","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","312","1","0.32","1","0","0","280","1","1","0","0","25","0","0","0","0","1","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","698","1","0.14","1","0","0","620","1","1","0","0","30","0","0","0","0","5","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","386","0","0.00","0","0","0","335","0","0","0","0","30","0","0","0","0","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","595","0","0.00","0","0","0","559","0","0","0","0","19","0","0","0","0","5","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","435","337","77.47","336","1","0","408","334","334","0","0","10","2","1","1","0","0","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","343","292","85.13","292","0","0","287","281","281","0","0","11","11","11","0","0","1","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","831","0","0.00","0","0","0","694","0","0","0","0","24","0","0","0","0","3","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","1,305","632","48.43","583","49","0","482","157","108","49","0","13","2","2","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","887","63","7.10","63","0","0","268","59","59","0","0","4","2","2","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","2,368","0","0.00","0","0","0","1,929","0","0","0","0","202","0","0","0","0","20","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","1,758","2","0.11","2","0","0","1,037","2","2","0","0","23","0","0","0","0","4","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","1,260","0","0.00","0","0","0","636","0","0","0","0","21","0","0","0","0","2","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","1,317","1,011","76.77","1,011","0","0","919","890","890","0","0","116","110","110","0","0","11","11","11","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","454","67","14.76","67","0","0","278","55","55","0","0","5","0","0","0","0","2","1","1","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,454","0","0.00","0","0","0","757","0","0","0","0","1","0","0","0","0","2","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","543","133","24.49","132","1","0","106","67","67","0","0","43","36","36","0","0","29","27","26","1","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1,472","2","0.14","2","0","0","499","2","2","0","0","20","0","0","0","0","5","0","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","752","619","82.31","619","0","0","628","592","592","0","0","8","7","7","0","0","2","2","2","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","951","0","0.00","0","0","0","808","0","0","0","0","49","0","0","0","0","18","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","837","0","0.00","0","0","0","346","0","0","0","0","11","0","0","0","0","3","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","594","395","66.50","395","0","0","266","244","244","0","0","2","1","1","0","0","5","5","5","0","0"
"10961  :  โรงพยาบาลสิรินธร","867","0","0.00","0","0","0","729","0","0","0","0","63","0","0","0","0","18","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","655","0","0.00","0","0","0","328","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1,209","15","1.24","15","0","0","81","15","15","0","0","4","0","0","0","0","3","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","528","0","0.00","0","0","0","43","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","2","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","232","2","0.86","2","0","0","177","2","2","0","0","31","0","0","0","0","1","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","327","71","21.71","71","0","0","74","42","42","0","0","1","1","1","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","258","232","89.92","231","1","0","215","195","194","1","0","32","32","32","0","0","2","2","2","0","0"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,035","1,794","88.16","1,794","0","0","1,613","1,610","1,610","0","0","176","175","175","0","0","9","7","7","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","1,483","1","0.07","1","0","0","1,189","1","1","0","0","18","0","0","0","0","4","0","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","975","881","90.36","855","26","0","872","813","797","16","0","58","54","47","7","0","12","12","9","3","0"
"10968  :  โรงพยาบาลค้อวัง","921","317","34.42","317","0","0","877","308","308","0","0","17","8","8","0","0","2","1","1","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","586","0","0.00","0","0","0","539","0","0","0","0","13","0","0","0","0","5","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","2,069","1","0.05","1","0","0","216","1","1","0","0","23","0","0","0","0","16","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","400","320","80.00","319","1","0","319","299","298","1","0","19","17","17","0","0","6","4","4","0","0"
"04007  :  โรงพยาบาลซับใหญ่","461","4","0.87","4","0","0","20","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","3,147","0","0.00","0","0","0","1,649","0","0","0","0","22","0","0","0","0","23","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","2,056","3","0.15","3","0","0","1,984","3","3","0","0","63","0","0","0","0","2","0","0","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,901","3","0.16","2","1","0","1,691","3","2","1","0","23","0","0","0","0","2","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","2,545","856","33.63","856","0","0","2,432","783","783","0","0","70","66","66","0","0","7","6","6","0","0"
"10974  :  โรงพยาบาลจัตุรัส","2,094","881","42.07","881","0","0","1,923","874","874","0","0","25","2","2","0","0","4","1","1","0","0"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,949","2,294","77.79","2,293","1","0","2,212","2,189","2,189","0","0","11","5","4","1","0","3","1","1","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","998","2","0.20","2","0","0","263","2","2","0","0","10","0","0","0","0","0","0","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","1,740","1","0.06","1","0","0","1,363","1","1","0","0","4","0","0","0","0","1","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,427","10","0.29","10","0","0","3,226","10","10","0","0","50","0","0","0","0","25","0","0","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","1,984","321","16.18","321","0","0","1,902","320","320","0","0","8","0","0","0","0","4","1","1","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","2,387","121","5.07","108","13","0","1,171","115","103","12","0","28","6","5","1","0","6","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","1,400","10","0.71","10","0","0","1,144","10","10","0","0","39","0","0","0","0","14","0","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","862","374","43.39","374","0","0","724","372","372","0","0","27","0","0","0","0","5","0","0","0","0"
"10983  :  โรงพยาบาลเนินสง่า","629","76","12.08","68","8","0","491","76","68","8","0","7","0","0","0","0","2","0","0","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","1,081","913","84.46","912","1","0","1,026","887","887","0","0","1","1","1","0","0","2","2","1","1","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,091","1","0.09","1","0","0","464","1","1","0","0","3","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","958","626","65.34","626","0","0","692","624","624","0","0","0","0","0","0","0","3","1","1","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","1,909","0","0.00","0","0","0","1,862","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","769","4","0.52","4","0","0","568","1","1","0","0","156","3","3","0","0","4","0","0","0","0"
"10990  :  โรงพยาบาลลืออำนาจ","846","1","0.12","1","0","0","603","1","1","0","0","11","0","0","0","0","1","0","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","1,560","6","0.38","6","0","0","906","6","6","0","0","27","0","0","0","0","5","0","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","1,260","2","0.16","2","0","0","1,210","0","0","0","0","17","2","2","0","0","12","0","0","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","1,957","0","0.00","0","0","0","1,942","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11046  :  โรงพยาบาลเซกา","2,151","1","0.05","1","0","0","676","1","1","0","0","48","0","0","0","0","15","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","1,255","3","0.24","3","0","0","623","3","3","0","0","7","0","0","0","0","0","0","0","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","1,528","1","0.07","1","0","0","72","1","1","0","0","7","0","0","0","0","3","0","0","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","357","1","0.28","1","0","0","330","1","1","0","0","4","0","0","0","0","6","0","0","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
